"Index","pIC50"
7,7.04617538669321
8,7.04617538669321
9,7.04617538669321
16,7.04617538669321
17,7.04617538669321
18,7.04617538669321
220,5.95843131093732
221,5.95843131093732
222,5.95843131093732
224,5.95843131093732
225,5.95843131093732
415,5.84211895718181
416,5.84211895718181
417,5.84211895718181
418,5.84211895718181
419,5.84211895718181
420,5.84211895718181
148,5.82328553246652
229,5.82328553246652
231,5.82328553246652
223,5.73613965447661
328,5.67909644058131
329,5.67909644058131
330,5.67909644058131
331,5.67909644058131
332,5.67909644058131
333,5.67909644058131
149,5.60099387600581
150,5.60099387600581
230,5.60099387600581
25,5.58848073442065
26,5.58848073442065
27,5.58848073442065
322,5.57162869567724
425,5.55317313198446
409,5.52302127520537
410,5.52302127520537
411,5.52302127520537
211,5.50374376662046
212,5.50374376662046
213,5.50374376662046
232,5.50374376662046
233,5.50374376662046
234,5.50374376662046
247,5.50374376662046
248,5.50374376662046
249,5.50374376662046
352,5.47345227867875
353,5.47345227867875
354,5.47345227867875
412,5.45959655541715
413,5.45959655541715
37,5.44818219874441
39,5.44818219874441
49,5.39862808324236
50,5.39862808324236
51,5.39862808324236
424,5.3819230172775
388,5.37377837830348
389,5.37377837830348
392,5.37377837830348
406,5.28446695779784
407,5.28446695779784
408,5.28446695779784
145,5.21861901361515
147,5.21861901361515
306,5.21861901361515
319,5.21861901361515
325,5.21861901361515
334,5.21861901361515
335,5.21861901361515
336,5.21861901361515
346,5.21861901361515
347,5.21861901361515
348,5.21861901361515
355,5.21861901361515
356,5.21861901361515
357,5.21861901361515
42,5.17272681130076
436,5.16968657616132
437,5.16968657616132
438,5.16968657616132
463,5.16968657616132
464,5.16968657616132
465,5.16968657616132
38,5.15179742439562
358,5.11884373897054
359,5.11884373897054
360,5.11884373897054
151,5.11659799218403
152,5.11659799218403
235,5.11659799218403
292,5.11659799218403
294,5.11659799218403
349,5.11659799218403
35,5.11234373278542
36,5.11234373278542
10,5.09550460256207
11,5.09550460256207
12,5.09550460256207
28,5.09550460256207
29,5.09550460256207
30,5.09550460256207
31,5.09550460256207
32,5.09550460256207
33,5.09550460256207
46,5.09550460256207
47,5.09550460256207
48,5.09550460256207
76,5.09550460256207
77,5.09550460256207
78,5.09550460256207
85,5.09550460256207
86,5.09550460256207
87,5.09550460256207
88,5.09550460256207
89,5.09550460256207
90,5.09550460256207
172,5.09550460256207
173,5.09550460256207
174,5.09550460256207
187,5.09550460256207
188,5.09550460256207
189,5.09550460256207
190,5.09550460256207
191,5.09550460256207
192,5.09550460256207
376,5.09035891425441
377,5.09035891425441
378,5.09035891425441
295,5.06217530133713
296,5.06217530133713
297,5.06217530133713
298,5.06217530133713
299,5.06217530133713
300,5.06217530133713
301,5.06217530133713
302,5.06217530133713
303,5.06217530133713
340,5.06217530133713
341,5.06217530133713
342,5.06217530133713
241,5.05670319013845
242,5.05670319013845
243,5.05670319013845
427,5.05047619643272
428,5.05047619643272
429,5.05047619643272
226,5.00461645074184
227,5.00461645074184
228,5.00461645074184
323,4.9986921708286
324,4.9986921708286
385,4.9840586954994
386,4.9840586954994
387,4.9840586954994
362,4.9811344422626
426,4.98023660713582
154,4.94157099788519
155,4.94157099788519
156,4.94157099788519
238,4.94157099788519
239,4.94157099788519
240,4.94157099788519
367,4.93249382193822
368,4.93249382193822
369,4.93249382193822
208,4.9304894703212
210,4.9304894703212
217,4.9304894703212
23,4.91136432456104
414,4.88666003056852
73,4.8843567123753
74,4.8843567123753
75,4.8843567123753
40,4.87634203695197
41,4.87634203695197
64,4.86116501903187
65,4.86116501903187
66,4.86116501903187
83,4.85966919848661
84,4.85966919848661
451,4.84538114380083
452,4.84538114380083
453,4.84538114380083
34,4.81595895843663
361,4.80988432755565
363,4.80988432755565
143,4.80854656932996
144,4.80854656932996
390,4.80084185345485
391,4.80084185345485
393,4.80084185345485
430,4.79144606674365
431,4.79144606674365
432,4.79144606674365
43,4.77767635511066
44,4.77767635511066
45,4.77767635511066
22,4.74011420985409
24,4.74011420985409
244,4.70493516505955
245,4.70493516505955
246,4.70493516505955
253,4.70493516505955
254,4.70493516505955
255,4.70493516505955
259,4.70493516505955
260,4.70493516505955
261,4.70493516505955
307,4.70493516505955
308,4.70493516505955
309,4.70493516505955
310,4.70493516505955
311,4.70493516505955
312,4.70493516505955
313,4.70493516505955
314,4.70493516505955
315,4.70493516505955
316,4.70493516505955
317,4.70493516505955
318,4.70493516505955
209,4.69667202579333
218,4.69667202579333
219,4.69667202579333
55,4.67598885750842
56,4.67598885750842
57,4.67598885750842
100,4.67598885750842
101,4.67598885750842
102,4.67598885750842
103,4.67598885750842
104,4.67598885750842
105,4.67598885750842
133,4.67598885750842
134,4.67598885750842
135,4.67598885750842
136,4.67598885750842
137,4.67598885750842
138,4.67598885750842
91,4.66858011953347
92,4.66858011953347
93,4.66858011953347
106,4.66858011953347
107,4.66858011953347
108,4.66858011953347
142,4.66858011953347
52,4.65234284631237
53,4.65234284631237
54,4.65234284631237
146,4.64568248876652
304,4.64568248876652
305,4.64568248876652
320,4.64568248876652
321,4.64568248876652
326,4.64568248876652
327,4.64568248876652
461,4.57621133764115
462,4.57621133764115
13,4.57508958685923
14,4.57508958685923
15,4.57508958685923
153,4.54366146733539
236,4.54366146733539
237,4.54366146733539
289,4.54366146733539
290,4.54366146733539
291,4.54366146733539
293,4.54366146733539
350,4.54366146733539
351,4.54366146733539
394,4.54366146733539
395,4.54366146733539
396,4.54366146733539
445,4.51787530134934
446,4.51787530134934
447,4.51787530134934
82,4.50531946915767
370,4.50079860372177
371,4.50079860372177
372,4.50079860372177
98,4.42815000815056
99,4.42815000815056
182,4.42815000815056
206,4.42815000815056
1,4.40332383545227
62,4.40332383545227
121,4.40332383545227
122,4.40332383545227
123,4.40332383545227
127,4.40332383545227
128,4.40332383545227
129,4.40332383545227
130,4.40332383545227
159,4.40332383545227
72,4.39186510954582
5,4.37093572264067
170,4.37093572264067
166,4.26351189761861
167,4.26351189761861
168,4.26351189761861
214,4.26351189761861
215,4.26351189761861
216,4.26351189761861
250,4.26351189761861
251,4.26351189761861
252,4.26351189761861
337,4.26351189761861
338,4.26351189761861
339,4.26351189761861
400,4.26351189761861
401,4.26351189761861
402,4.26351189761861
2,4.26335738565578
3,4.26335738565578
61,4.26335738565578
63,4.26335738565578
131,4.26335738565578
132,4.26335738565578
157,4.26335738565578
158,4.26335738565578
268,4.26335738565578
269,4.26335738565578
270,4.26335738565578
280,4.26335738565578
281,4.26335738565578
282,4.26335738565578
97,4.25689989344361
118,4.25689989344361
119,4.25689989344361
120,4.25689989344361
181,4.25689989344361
183,4.25689989344361
205,4.25689989344361
207,4.25689989344361
448,4.24258251071346
449,4.24258251071346
450,4.24258251071346
442,4.23693989449564
373,4.21348309710857
374,4.21348309710857
375,4.21348309710857
457,4.21348309710857
458,4.21348309710857
459,4.21348309710857
382,4.20531307040883
454,4.20531307040883
364,4.20312881910326
365,4.20312881910326
366,4.20312881910326
439,4.20312881910326
440,4.20312881910326
441,4.20312881910326
19,4.14324126258901
20,4.14324126258901
21,4.14324126258901
79,4.14324126258901
80,4.14324126258901
81,4.14324126258901
112,4.14324126258901
113,4.14324126258901
114,4.14324126258901
115,4.14324126258901
116,4.14324126258901
117,4.14324126258901
124,4.14324126258901
125,4.14324126258901
126,4.14324126258901
160,4.14324126258901
161,4.14324126258901
162,4.14324126258901
184,4.14324126258901
185,4.14324126258901
186,4.14324126258901
196,4.14324126258901
197,4.14324126258901
198,4.14324126258901
202,4.14324126258901
203,4.14324126258901
204,4.14324126258901
256,4.14324126258901
257,4.14324126258901
258,4.14324126258901
262,4.14324126258901
263,4.14324126258901
264,4.14324126258901
265,4.14324126258901
266,4.14324126258901
267,4.14324126258901
274,4.14324126258901
275,4.14324126258901
276,4.14324126258901
283,4.14324126258901
284,4.14324126258901
285,4.14324126258901
460,4.14324126258901
94,4.10801021306752
95,4.10801021306752
96,4.10801021306752
433,4.10348850831803
435,4.10348850831803
58,4.09552400971061
60,4.09552400971061
67,4.09552400971061
109,4.09552400971061
139,4.09552400971061
141,4.09552400971061
163,4.09552400971061
165,4.09552400971061
175,4.09552400971061
177,4.09552400971061
178,4.09552400971061
179,4.09552400971061
180,4.09552400971061
193,4.09552400971061
195,4.09552400971061
199,4.09552400971061
200,4.09552400971061
271,4.09552400971061
277,4.09552400971061
278,4.09552400971061
279,4.09552400971061
286,4.09552400971061
287,4.09552400971061
288,4.09552400971061
70,4.0412202411579
71,4.0412202411579
4,4.02029085425275
6,4.02029085425275
169,4.02029085425275
171,4.02029085425275
421,3.88936687855706
379,3.84649536350305
398,3.84649536350305
434,3.7330857630868
403,3.72875495077349
404,3.72875495077349
405,3.72875495077349
343,3.70652891370655
344,3.70652891370655
345,3.70652891370655
380,3.70652891370655
381,3.70652891370655
397,3.70652891370655
399,3.70652891370655
443,3.664003369647
444,3.664003369647
383,3.63237654556019
384,3.63237654556019
455,3.63237654556019
456,3.63237654556019
59,3.63127026974801
68,3.63127026974801
69,3.63127026974801
110,3.63127026974801
111,3.63127026974801
140,3.63127026974801
164,3.63127026974801
176,3.63127026974801
194,3.63127026974801
201,3.63127026974801
272,3.63127026974801
273,3.63127026974801
422,3.51896413332584
423,3.51896413332584
