,Enthalpy (dH),Interaction entropy (-TdS),Total free energy (dG)
0,-28.35181687998501,0.0,-28.35181687998501
1,-17.67475863999637,-0.4233425593723698,-18.098101199368738
2,-26.41799392000152,0.08208428004854994,-26.33590963995297
3,-21.378733199996304,17.529179781440565,-3.8495534185557396
4,-22.830697040001553,17.39174154290688,-5.438955497094675
5,-19.721735200002684,17.2794463253872,-2.442288874615482
6,-19.441500399991682,17.184501972589807,-2.256998427401875
7,-20.207999599998857,17.102257535732967,-3.1057420642658897
8,-24.842088719996468,17.0297127107355,-7.812376009260969
9,-18.059203920007292,16.96481915346348,-1.0943847665438113
10,-25.515861680004946,16.906115909153407,-8.60974577085154
11,-23.317145680001076,16.852523937429144,-6.464621742571932
12,-25.622499680018308,16.803224102455964,-8.819275577562344
13,-23.523389840007482,19.76214540521053,-3.7612444347969536
14,-22.83095951999374,19.719651375741847,-3.1113081442518933
15,-23.880668160011496,19.679900865870636,-4.20076729414086
16,-19.628550000003386,19.642561001469097,0.014011001465711104
17,-27.228714559988475,19.607356040873167,-7.621358519115308
18,-15.156564319997244,19.574055004997145,4.417490684999901
19,-23.39734783999242,19.542462483679014,-3.8548853563134067
20,-23.739188559986545,19.51241168815023,-4.226776871836314
21,-18.833759359989855,19.483759120540437,0.6499997605505818
22,-17.23225631999854,19.456380429555278,2.224124109556737
23,-22.839506320000595,19.430167148816118,-3.4093391711844774
24,-23.209057919997093,19.405024101483086,-3.8040338185140072
25,-22.386688320015693,19.380867313910713,-3.0058210061049806
26,-23.434683840004467,19.357622323886428,-4.0770615161180395
27,-25.28591703999912,19.335222796083094,-5.9506942439160255
28,-25.1004084799972,19.313609380881296,-5.786799099115903
29,-24.633323680000828,19.292728766625228,-5.3405949133756
30,-25.62068639999916,19.27253288743825,-6.348153512560909
31,-23.878011759998927,19.25297825675402,-4.625033503244907
32,-29.198988639990404,19.23402540348087,-9.964963236509533
33,-26.926833199997787,19.21563839235248,-7.711194807645306
34,-20.196829119995,19.19778441382443,-0.9990447061705723
35,-25.999487120001987,19.180433431764857,-6.81905368823713
36,-21.46816304000737,19.163557879385774,-2.3046051606215947
37,-21.39514295999581,19.14713240178781,-2.248010558207998
38,-21.53876223998472,19.131133602770205,-2.407628637214515
39,-25.665527680002427,19.115539880471367,-6.54998779953106
40,-23.849031519992934,19.10033122797641,-4.748700292016522
41,-22.479649359996316,19.085489084942584,-3.394160275053732
42,-17.36115823998888,19.07099620141982,1.7098379614309387
43,-24.81077431999907,19.056836517327007,-5.753937802672063
44,-24.476783040004022,19.0429950554739,-5.433787984530124
45,-23.29652296000502,19.029457826341847,-4.2670651336631735
46,-23.06932448000572,19.016211743105668,-4.053112736900051
47,-19.23194392001237,19.003244545602687,-0.22869937440968258
48,-18.84188255999237,18.990544732143015,0.1486621721506438
49,-21.857184639997342,18.978101498203195,-2.8790831417941476
50,-24.590417199996963,18.965904681202897,-5.6245125187940666
51,-26.527565759994346,18.953944710631255,-7.573621049363091
52,-24.597700239998773,18.942212562933257,-5.655487677065516
53,-20.180501040006163,18.930708239796353,-1.2497928002098107
54,-22.838093679996433,18.919407665269546,-3.9186860147268874
55,-27.330429200008126,18.908309723013918,-8.422119476994208
56,-25.387609760003784,18.89740821486336,-6.4902015451404225
57,-24.721622240015748,18.88669630780134,-5.834925932214407
58,-22.59173296000472,18.87616751925747,-3.7155654407472483
59,-22.231210479992328,18.86632625786703,-3.3648842221252977
60,-23.26889128000218,24.99113699530244,1.7222457153002608
61,-20.77948311999843,25.497765078468234,4.718281958469802
62,-25.73707472000048,25.487910162126433,-0.249164557874046
63,-22.640395120002722,25.478210447784,2.8378153277812785
64,-21.248060000000393,25.468661122683834,4.220601122683441
65,-20.432543360008623,25.45925759451266,5.026714234504038
66,-23.626657600010347,25.44999547815045,1.8233378781401015
67,-21.367320239997994,25.44087058338427,4.073550343386277
68,-24.683760560005652,25.431878903527505,0.7481183435218526
69,-24.46914063998841,25.423016604856223,0.9538759648678123
70,-18.500924639991098,25.41431343674663,6.913388796755534
71,-22.232000240002748,25.405699042740125,3.173698802737377
72,-25.844458640004447,25.397203471755322,-0.44725516824912503
73,-19.20575975999229,25.388823498396366,6.183063738404076
74,-21.14317087999173,25.380556003374643,4.237385123382914
75,-21.13866984000113,25.372398014855992,4.233728174854864
76,-21.403077679994567,25.3643466697334,3.9612689897388336
77,-22.04340911999944,25.35639921653429,3.3129900965348504
78,-22.416680639989906,25.348553006844483,2.931872366854577
79,-25.717124960003844,25.34080549423545,-0.37631946576839326
80,-23.07226432001883,25.333154226587908,2.2608899065690764
81,-23.509784080003996,25.325596841818395,1.8158127618143993
82,-25.76502496001096,25.31813106396975,-0.4468938960412103
83,-26.862572400008858,25.31075469878457,-1.5518177012242873
84,-20.04124056000181,25.303465635017474,5.262225075015664
85,-23.586461839989028,25.29911316164493,1.7126513216559012
86,-22.995067199996043,25.291992629964334,2.29692542996829
87,-24.441008399990025,25.28495347756133,0.8439450775713055
88,-23.570590400001734,25.277993865305824,1.7074034653040897
89,-22.980561999994762,25.271112015708233,2.290550015713471
90,-22.4486975200073,25.264306210203735,2.8156086901964343
91,-22.438914240002646,25.257574786576182,2.818660546573536
92,-24.870167519992677,25.250916136521255,0.38074861652857805
93,-26.026499920000262,25.244328710351578,-0.7821712096486841
94,-25.749062639998172,25.237993662521415,-0.5110689774767572
95,-23.283385679993984,25.23154418878045,1.9481585087864666
96,-20.239194960004653,25.225161549992187,4.985966589987534
97,-21.05805752001237,25.218844375339927,4.160786855327558
