,time,rhoeq_lig1
495,990.0,993.112122
496,992.0,993.605225
497,994.0,994.021851
498,996.0,994.596924
499,998.0,995.05127
500,1000.0,994.895325
501,1002.0,994.356567
502,1004.0,993.711853
503,1006.0,993.459595
504,1008.0,993.436951
505,1010.0,993.384338
506,1012.0,993.493103
507,1014.0,994.093018
508,1016.0,994.845337
509,1018.0,995.526978
510,1020.0,995.852234
511,1022.0,995.848206
512,1024.0,995.839661
513,1026.0,995.461792
514,1028.0,994.778748
515,1030.0,994.139099
516,1032.0,993.408691
517,1034.0,993.029358
518,1036.0,993.103455
519,1038.0,993.465576
520,1040.0,993.859802
521,1042.0,994.20813
522,1044.0,994.334473
523,1046.0,994.364868
524,1048.0,994.448486
525,1050.0,994.664978
526,1052.0,994.432312
527,1054.0,993.91687
528,1056.0,993.498291
529,1058.0,993.057983
530,1060.0,992.855164
531,1062.0,992.826599
532,1064.0,993.063416
533,1066.0,993.667175
534,1068.0,994.069458
535,1070.0,994.426941
536,1072.0,994.848755
537,1074.0,995.052917
538,1076.0,994.983459
539,1078.0,994.677063
540,1080.0,994.326294
541,1082.0,993.949036
542,1084.0,993.614075
543,1086.0,993.221802
544,1088.0,992.783325
545,1090.0,992.956299
546,1092.0,993.575378
547,1094.0,994.323547
548,1096.0,994.849304
549,1098.0,995.025513
550,1100.0,994.911133
551,1102.0,994.766602
552,1104.0,994.361389
553,1106.0,993.955566
554,1108.0,993.869446
555,1110.0,993.8302
556,1112.0,993.894714
557,1114.0,993.96167
558,1116.0,993.673706
559,1118.0,993.252808
560,1120.0,992.895081
561,1122.0,992.940186
562,1124.0,993.361023
563,1126.0,993.827087
564,1128.0,994.364502
565,1130.0,994.661377
566,1132.0,994.737305
567,1134.0,995.013916
568,1136.0,995.154968
569,1138.0,994.835571
570,1140.0,994.390381
571,1142.0,993.578857
572,1144.0,992.697693
573,1146.0,992.282776
574,1148.0,992.572266
575,1150.0,993.312256
576,1152.0,994.103638
577,1154.0,994.495056
578,1156.0,994.647522
579,1158.0,994.825867
580,1160.0,995.02771
581,1162.0,995.109863
582,1164.0,994.940613
583,1166.0,994.500671
584,1168.0,993.969482
585,1170.0,993.616577
586,1172.0,993.370056
587,1174.0,993.408691
588,1176.0,993.520325
589,1178.0,993.693237
590,1180.0,994.001892
591,1182.0,994.32019
592,1184.0,994.422302
593,1186.0,994.140198
594,1188.0,993.473328
595,1190.0,993.007324
596,1192.0,993.102905
597,1194.0,993.602234
598,1196.0,993.870056
599,1198.0,994.250732
600,1200.0,994.680359
601,1202.0,995.11377
602,1204.0,995.365417
603,1206.0,995.506592
604,1208.0,995.332886
605,1210.0,994.748962
606,1212.0,994.067078
607,1214.0,993.552307
608,1216.0,993.232422
609,1218.0,993.069702
610,1220.0,993.350098
611,1222.0,993.999146
612,1224.0,994.35144
613,1226.0,994.457642
614,1228.0,994.278137
615,1230.0,994.15509
616,1232.0,994.10498
617,1234.0,994.035889
618,1236.0,993.962463
619,1238.0,993.932556
620,1240.0,994.011536
621,1242.0,994.01178
622,1244.0,994.121033
623,1246.0,994.423523
624,1248.0,994.560974
625,1250.0,994.277039
626,1252.0,993.775146
627,1254.0,993.539246
628,1256.0,993.46991
629,1258.0,993.666077
630,1260.0,993.751587
631,1262.0,993.713806
632,1264.0,993.913391
633,1266.0,994.217224
634,1268.0,994.795715
635,1270.0,994.860474
636,1272.0,994.810059
637,1274.0,994.840698
638,1276.0,994.606323
639,1278.0,994.294861
640,1280.0,994.039856
641,1282.0,993.91449
642,1284.0,993.713623
643,1286.0,993.877319
644,1288.0,994.317078
645,1290.0,994.833008
646,1292.0,994.991516
647,1294.0,994.654114
648,1296.0,993.935364
649,1298.0,993.125122
650,1300.0,992.613708
651,1302.0,992.275391
652,1304.0,992.224487
653,1306.0,992.56781
654,1308.0,993.182312
655,1310.0,993.837708
656,1312.0,994.391357
657,1314.0,994.870117
658,1316.0,995.286377
659,1318.0,995.259705
660,1320.0,994.672852
661,1322.0,993.890259
662,1324.0,993.128235
663,1326.0,992.597656
664,1328.0,992.719543
665,1330.0,993.420349
666,1332.0,994.53595
667,1334.0,995.278381
668,1336.0,995.346436
669,1338.0,995.198181
670,1340.0,995.029846
671,1342.0,994.685364
672,1344.0,994.204041
673,1346.0,993.901611
674,1348.0,993.442444
675,1350.0,993.209351
676,1352.0,993.411133
677,1354.0,993.869202
678,1356.0,994.098694
679,1358.0,993.80719
680,1360.0,993.583374
681,1362.0,993.74408
682,1364.0,994.224487
683,1366.0,994.311768
684,1368.0,994.249634
685,1370.0,994.085266
686,1372.0,994.328003
687,1374.0,994.562744
688,1376.0,994.845703
689,1378.0,994.717407
690,1380.0,994.296143
691,1382.0,993.80304
692,1384.0,993.332764
693,1386.0,993.25116
694,1388.0,993.575256
695,1390.0,994.133606
696,1392.0,994.66803
697,1394.0,995.010986
698,1396.0,995.240112
699,1398.0,995.120789
700,1400.0,995.02179
701,1402.0,994.746094
702,1404.0,994.307739
703,1406.0,993.931763
704,1408.0,993.657104
705,1410.0,993.597229
706,1412.0,993.624207
707,1414.0,993.810913
708,1416.0,993.989441
709,1418.0,994.293396
710,1420.0,994.638428
711,1422.0,994.813293
712,1424.0,994.173401
713,1426.0,993.218201
714,1428.0,992.719788
715,1430.0,992.646729
716,1432.0,992.775208
717,1434.0,993.173096
718,1436.0,993.684998
719,1438.0,994.041748
720,1440.0,994.299316
721,1442.0,994.548767
722,1444.0,994.630371
723,1446.0,994.694458
724,1448.0,994.36969
725,1450.0,993.868164
726,1452.0,993.63031
727,1454.0,993.75531
728,1456.0,993.940613
729,1458.0,994.176819
730,1460.0,994.254395
731,1462.0,994.148499
732,1464.0,994.137756
733,1466.0,994.048218
734,1468.0,993.847656
735,1470.0,993.495605
736,1472.0,993.348999
737,1474.0,993.283264
738,1476.0,993.34198
739,1478.0,993.669739
740,1480.0,994.173828
741,1482.0,994.731995
742,1484.0,994.827087
743,1486.0,994.718506
744,1488.0,994.178528
745,1490.0,993.390991
746,1492.0,992.915527
747,1494.0,992.717896
748,1496.0,992.799072
749,1498.0,993.323792
750,1500.0,994.218201
751,1502.0,995.341492
752,1504.0,996.278381
753,1506.0,996.516785
754,1508.0,996.036743
755,1510.0,994.941162
756,1512.0,993.876221
757,1514.0,993.035828
758,1516.0,992.546082
759,1518.0,992.244202
760,1520.0,992.052124
761,1522.0,992.242798
762,1524.0,993.066162
763,1526.0,994.32019
764,1528.0,995.473328
765,1530.0,996.067627
766,1532.0,996.093994
767,1534.0,995.521667
768,1536.0,994.757446
769,1538.0,994.070557
770,1540.0,993.466797
771,1542.0,993.112122
772,1544.0,993.00116
773,1546.0,993.088196
774,1548.0,993.552002
775,1550.0,994.325012
776,1552.0,994.982239
777,1554.0,995.171326
778,1556.0,994.879028
779,1558.0,994.304199
780,1560.0,993.908081
781,1562.0,993.960388
782,1564.0,993.923279
783,1566.0,993.768982
784,1568.0,993.343262
785,1570.0,993.076538
786,1572.0,993.474609
787,1574.0,994.024719
788,1576.0,994.610107
789,1578.0,994.774475
790,1580.0,994.702087
791,1582.0,994.471069
792,1584.0,993.912231
793,1586.0,993.426147
794,1588.0,992.999023
795,1590.0,992.503845
796,1592.0,992.458069
797,1594.0,992.937073
798,1596.0,993.932312
799,1598.0,994.815308
800,1600.0,995.442322
801,1602.0,995.864746
802,1604.0,995.758728
803,1606.0,995.132324
804,1608.0,994.160767
805,1610.0,993.512573
806,1612.0,993.292725
807,1614.0,993.374756
808,1616.0,993.75824
809,1618.0,994.238831
810,1620.0,994.491028
811,1622.0,994.738464
812,1624.0,994.739807
813,1626.0,994.608948
814,1628.0,994.325378
815,1630.0,993.983215
816,1632.0,993.46759
817,1634.0,993.245239
818,1636.0,993.312988
819,1638.0,993.593201
820,1640.0,993.674011
821,1642.0,993.613403
822,1644.0,993.927124
823,1646.0,994.259338
824,1648.0,994.414246
825,1650.0,994.231079
826,1652.0,993.715759
827,1654.0,993.11731
828,1656.0,993.094788
829,1658.0,993.468201
830,1660.0,993.735046
831,1662.0,993.982117
832,1664.0,994.342712
833,1666.0,994.820251
834,1668.0,995.154053
835,1670.0,995.17688
836,1672.0,994.681091
837,1674.0,993.926575
838,1676.0,993.257446
839,1678.0,993.048279
840,1680.0,993.237427
841,1682.0,993.935364
842,1684.0,994.721375
843,1686.0,995.234314
844,1688.0,995.466248
845,1690.0,995.707336
846,1692.0,995.454285
847,1694.0,994.612427
848,1696.0,993.286438
849,1698.0,991.841187
850,1700.0,991.000366
851,1702.0,991.173096
852,1704.0,992.32959
853,1706.0,994.069641
854,1708.0,995.752319
855,1710.0,997.038269
856,1712.0,997.404358
857,1714.0,996.827454
858,1716.0,995.442688
859,1718.0,993.660217
860,1720.0,992.048279
861,1722.0,990.850159
862,1724.0,990.403381
863,1726.0,991.252197
864,1728.0,992.929749
865,1730.0,994.549683
866,1732.0,995.665771
867,1734.0,996.240784
868,1736.0,996.075012
869,1738.0,995.444031
870,1740.0,994.448792
871,1742.0,993.289307
872,1744.0,992.107178
873,1746.0,991.450439
874,1748.0,991.64325
875,1750.0,993.000061
876,1752.0,994.812378
877,1754.0,995.970154
878,1756.0,996.043274
879,1758.0,995.271851
880,1760.0,994.371643
881,1762.0,993.624207
882,1764.0,992.953064
883,1766.0,992.676392
884,1768.0,992.640259
885,1770.0,993.139587
886,1772.0,994.330017
887,1774.0,995.622131
888,1776.0,996.608826
889,1778.0,996.851257
890,1780.0,995.8125
891,1782.0,994.517151
892,1784.0,993.236694
893,1786.0,992.315125
894,1788.0,991.933167
895,1790.0,992.042175
896,1792.0,992.710693
897,1794.0,993.538269
898,1796.0,994.711304
899,1798.0,995.893677
900,1800.0,996.46521
901,1802.0,996.613281
902,1804.0,996.152954
903,1806.0,995.168701
904,1808.0,993.908752
905,1810.0,992.632629
906,1812.0,991.946472
907,1814.0,992.045227
908,1816.0,992.475891
909,1818.0,993.308777
910,1820.0,994.407715
911,1822.0,995.240112
912,1824.0,995.624634
913,1826.0,995.476013
914,1828.0,994.650635
915,1830.0,993.723145
916,1832.0,993.007141
917,1834.0,992.541809
918,1836.0,992.555725
919,1838.0,993.057983
920,1840.0,993.794189
921,1842.0,994.739441
922,1844.0,995.571228
923,1846.0,995.898804
924,1848.0,995.582886
925,1850.0,994.561523
926,1852.0,993.390808
927,1854.0,992.402405
928,1856.0,991.844177
929,1858.0,991.945129
930,1860.0,992.541992
931,1862.0,993.428589
932,1864.0,994.391541
933,1866.0,995.352539
934,1868.0,996.175781
935,1870.0,996.204285
936,1872.0,995.377075
937,1874.0,994.180603
938,1876.0,993.155212
939,1878.0,992.511902
940,1880.0,992.247986
941,1882.0,992.456116
942,1884.0,992.957642
943,1886.0,993.699463
944,1888.0,994.513184
945,1890.0,995.381653
946,1892.0,996.010132
947,1894.0,996.019226
948,1896.0,995.292603
949,1898.0,994.221191
950,1900.0,993.159363
951,1902.0,992.526794
952,1904.0,992.244995
953,1906.0,992.357483
954,1908.0,993.075745
955,1910.0,994.014099
956,1912.0,994.66864
957,1914.0,994.786377
958,1916.0,994.602234
959,1918.0,994.179871
960,1920.0,993.794922
961,1922.0,993.157776
962,1924.0,992.800659
963,1926.0,992.899719
964,1928.0,993.015076
965,1930.0,993.507141
966,1932.0,994.134155
967,1934.0,994.469604
968,1936.0,994.464294
969,1938.0,994.264526
970,1940.0,994.112244
971,1942.0,994.106812
972,1944.0,994.282043
973,1946.0,993.946533
974,1948.0,993.332642
975,1950.0,993.062744
976,1952.0,993.032715
977,1954.0,993.420471
978,1956.0,994.164612
979,1958.0,995.111023
980,1960.0,995.589539
981,1962.0,995.691284
982,1964.0,995.314087
983,1966.0,994.804871
984,1968.0,993.917725
985,1970.0,993.309875
986,1972.0,993.140503
987,1974.0,993.109253
988,1976.0,993.317078
989,1978.0,993.751404
990,1980.0,994.209961
991,1982.0,994.384094
992,1984.0,994.721375
993,1986.0,995.132019
994,1988.0,995.241272
995,1990.0,995.038635
996,1992.0,994.483582
997,1994.0,993.831299
998,1996.0,993.397522
999,1998.0,993.132996
1000,2000.0,993.317871
1001,2002.0,993.400391
1002,2004.0,993.591736
1003,2006.0,993.797607
1004,2008.0,994.219849
1005,2010.0,994.756287
1006,2012.0,995.157776
1007,2014.0,995.525391
1008,2016.0,995.57666
1009,2018.0,995.301208
1010,2020.0,994.39209
1011,2022.0,993.507324
1012,2024.0,992.932617
1013,2026.0,992.550415
1014,2028.0,992.730164
1015,2030.0,993.33136
1016,2032.0,993.94165
1017,2034.0,994.569763
1018,2036.0,995.158325
1019,2038.0,995.504333
1020,2040.0,995.187683
1021,2042.0,994.804321
1022,2044.0,994.18457
1023,2046.0,993.152039
1024,2048.0,992.602539
1025,2050.0,992.700806
1026,2052.0,993.310242
1027,2054.0,994.296326
1028,2056.0,995.29126
1029,2058.0,995.862244
1030,2060.0,995.937012
1031,2062.0,995.683777
1032,2064.0,995.066711
1033,2066.0,994.122681
1034,2068.0,993.170776
1035,2070.0,992.98114
1036,2072.0,993.125488
1037,2074.0,993.481812
1038,2076.0,993.770691
1039,2078.0,994.021606
1040,2080.0,994.006531
1041,2082.0,993.815918
1042,2084.0,994.042297
1043,2086.0,994.302246
1044,2088.0,994.345154
1045,2090.0,993.957703
1046,2092.0,993.527344
1047,2094.0,993.288147
1048,2096.0,993.328796
1049,2098.0,993.456726
1050,2100.0,993.502869
1051,2102.0,993.597229
1052,2104.0,993.850525
1053,2106.0,994.144775
1054,2108.0,994.205261
1055,2110.0,994.115112
1056,2112.0,994.022217
1057,2114.0,993.774414
1058,2116.0,993.527344
1059,2118.0,993.470459
1060,2120.0,993.667542
1061,2122.0,993.661743
1062,2124.0,993.790222
1063,2126.0,993.830322
1064,2128.0,993.746582
1065,2130.0,993.674561
1066,2132.0,993.751587
1067,2134.0,993.935608
1068,2136.0,993.889221
1069,2138.0,993.626648
1070,2140.0,993.431213
1071,2142.0,993.226868
1072,2144.0,993.131104
1073,2146.0,993.710693
1074,2148.0,994.350159
1075,2150.0,994.612061
1076,2152.0,994.869873
1077,2154.0,995.119324
1078,2156.0,995.268127
1079,2158.0,994.874207
1080,2160.0,994.22467
1081,2162.0,993.390808
1082,2164.0,992.925049
1083,2166.0,992.868347
1084,2168.0,993.232605
1085,2170.0,993.441956
1086,2172.0,993.747131
1087,2174.0,994.202698
1088,2176.0,994.528259
1089,2178.0,994.616211
1090,2180.0,994.476318
1091,2182.0,994.193054
1092,2184.0,994.08197
1093,2186.0,993.845093
1094,2188.0,993.686096
1095,2190.0,993.594299
1096,2192.0,993.607117
1097,2194.0,993.760071
1098,2196.0,994.078613
1099,2198.0,994.602478
1100,2200.0,995.088318
1101,2202.0,995.359741
1102,2204.0,995.685791
1103,2206.0,995.461975
1104,2208.0,994.615601
1105,2210.0,993.619141
1106,2212.0,992.820862
1107,2214.0,992.112061
1108,2216.0,992.016479
1109,2218.0,992.291138
1110,2220.0,992.640991
1111,2222.0,993.094116
1112,2224.0,993.926575
1113,2226.0,995.018311
1114,2228.0,995.607178
1115,2230.0,995.497803
1116,2232.0,994.830017
1117,2234.0,993.913574
1118,2236.0,993.0578
1119,2238.0,992.780029
1120,2240.0,993.004822
1121,2242.0,993.560059
1122,2244.0,994.081787
1123,2246.0,994.510742
1124,2248.0,994.557922
1125,2250.0,994.352112
1126,2252.0,993.913574
1127,2254.0,993.444519
1128,2256.0,992.974487
1129,2258.0,992.718506
1130,2260.0,992.706238
1131,2262.0,992.878235
1132,2264.0,993.2995
1133,2266.0,993.847229
1134,2268.0,994.492432
1135,2270.0,994.809509
1136,2272.0,994.888062
1137,2274.0,994.811646
1138,2276.0,994.214905
1139,2278.0,993.387512
1140,2280.0,992.221375
1141,2282.0,991.566833
1142,2284.0,991.704773
1143,2286.0,992.597412
1144,2288.0,993.808228
1145,2290.0,994.753235
1146,2292.0,995.384705
1147,2294.0,995.661682
1148,2296.0,995.557373
1149,2298.0,995.026428
1150,2300.0,994.275513
1151,2302.0,993.787048
1152,2304.0,993.50415
1153,2306.0,993.212585
1154,2308.0,993.062561
1155,2310.0,993.286438
1156,2312.0,993.997559
1157,2314.0,994.975708
1158,2316.0,995.726501
1159,2318.0,995.696655
1160,2320.0,995.194946
1161,2322.0,994.667297
1162,2324.0,994.326416
1163,2326.0,993.909973
1164,2328.0,993.404541
1165,2330.0,992.916199
1166,2332.0,992.989136
1167,2334.0,993.412415
1168,2336.0,993.900635
1169,2338.0,994.404846
1170,2340.0,994.365356
1171,2342.0,993.854675
1172,2344.0,993.129028
1173,2346.0,992.845032
1174,2348.0,992.869934
1175,2350.0,993.106018
1176,2352.0,993.320496
1177,2354.0,993.873718
1178,2356.0,994.627502
1179,2358.0,995.307129
1180,2360.0,995.635437
1181,2362.0,995.565735
1182,2364.0,994.960571
1183,2366.0,993.985352
1184,2368.0,992.817261
1185,2370.0,992.091064
1186,2372.0,991.697876
1187,2374.0,991.810913
1188,2376.0,992.252136
1189,2378.0,993.389771
