,BOND,ANGLE,DIHED,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Interaction entropy
0,-2.4513724383723456e-13,-0.0001000000001454282,0.00010000000037280188,-37.93840000000024,-21.733099999998835,39.858800000000834,-5.201300160000024,-59.67149999999313,34.65749984000092,-25.014000159994026,0.0
1,9.999999972798435e-05,2.4868995751603507e-13,1.9895196601282805e-13,-36.4970999999996,-25.931200000006832,46.43649999999856,-5.478009839999966,-62.428300000005905,40.9584901599982,-21.46980984000771,-0.3644923001479649
2,-1.9539925233402755e-13,-6.394884621840902e-14,-4.583000645652646e-13,-37.04649999999965,-21.912599999999244,41.0226000000004,-5.347041839999953,-58.959199999997054,35.67555815999954,-23.283641839993876,0.7842670416351123
3,9.999999993759445e-05,9.999999978305141e-05,4.511946372076636e-13,-37.59660000000014,-4.453599999997823,24.640400000000774,-4.915648800000055,-42.04999999999745,19.724751200000092,-22.325248799993723,12.873404782824663
4,-1.0658141036401503e-13,4.973799150320701e-14,4.334310688136611e-13,-44.251300000000846,-4.255799999998324,34.510300000000015,-5.60109672000004,-48.50720000001566,28.909203280000426,-19.597996720013413,12.735968026859272
5,-3.8813396940895473e-13,6.394884621840902e-14,-0.00010000000158782996,-40.9842000000001,-6.882199999999057,30.12459999999966,-5.117419439999991,-47.8665999999983,25.00718056000052,-22.85941943999778,12.623673493886777
6,1.900701818158268e-13,2.1316282072803006e-14,-0.0001000000000672685,-39.104899999999944,-7.702699999998393,32.0698999999991,-5.700784319999965,-46.807699999994185,26.369115679999254,-20.438584319993115,12.528730145968318
7,-0.00010000000009746657,0.00010000000043319801,-0.00010000000063570269,-38.19820000000048,-7.777399999998883,34.59060000000051,-5.415240959999942,-45.97569999998504,29.17535903999977,-16.80034095998345,12.44648667556442
8,0.00010000000002996501,2.6290081223123707e-13,3.623767952376511e-13,-37.68619999999934,-9.049000000002852,32.87709999999979,-5.203632960000033,-46.73499999999234,27.673467039998506,-19.06153295999383,12.373941981675161
9,4.618527782440651e-14,-0.00010000000035859102,-7.389644451905042e-13,-38.206100000000575,-4.910300000001094,29.70609999999992,-5.550817679999953,-43.116499999996435,24.15528231999923,-18.961217679999024,12.30906140217475
10,-9.999999961429751e-05,-5.471179065352771e-13,0.00010000000113663532,-36.840400000000145,-12.682900000000187,33.51419999999987,-5.142206879999931,-49.5232999999963,28.371993119998514,-21.151306879997783,12.25035803938645
11,-1.4210854715202004e-14,-4.547473508864641e-13,-1.2079226507921703e-13,-42.340300000000205,-12.991799999999731,36.92679999999935,-5.3453505600000275,-55.33220000000212,31.58144943999961,-23.75075056000251,12.19676606766219
12,9.999999984700025e-05,-9.999999965515372e-05,-6.465938895416912e-13,-36.57609999999919,-11.427600000004878,32.400200000000105,-4.964068079999977,-48.00380000000203,27.43613192000013,-20.56766808000372,12.147466238822535
13,4.973799150320701e-14,6.750155989720952e-14,-8.526512829121202e-13,-37.504300000000065,-13.449400000001164,36.7725000000003,-5.332394879999946,-50.95370000001116,31.440105120000524,-19.513594880008817,12.10182172104942
14,-1.3855583347321954e-13,-5.258016244624741e-13,-1.4672707493446069e-12,-44.1296999999996,-17.650300000000872,39.43459999999932,-5.340714479999996,-61.78000000000921,34.09388551999864,-27.686114480008747,12.059327691580734
15,9.999999977594598e-05,-5.435651928564766e-13,-1.5987211554602254e-13,-40.839800000000366,-14.237800000001094,36.8926000000006,-5.237645760000025,-55.077600000005475,31.654954240001537,-23.422645760003935,12.019577181709865
16,-3.552713678800501e-14,3.197442310920451e-13,-0.0001000000000139778,-37.91099999999964,-24.383299999999302,44.66839999999845,-5.410512000000082,-62.29440000000804,39.257887999998026,-23.036512000008194,11.982237317308325
