,Enthalpy (dH),Interaction entropy (-TdS),Total free energy (dG)
0,-11.720756560011488,0.0,-11.720756560011488
1,-11.980392800021043,-0.42587236404752093,-12.406265164068564
2,-12.63057383999979,0.09047271682602852,-12.540101123173763
3,-14.212374240011712,-0.048286992095798495,-14.26066123210751
4,-11.06575959999762,-0.09503025303201622,-11.160789853029636
5,-9.190380879989327,3.179695535189232,-6.010685344800095
6,-14.5721983200079,3.084751316232039,-11.487447003775861
7,-11.672370719995143,3.182187327979989,-8.490183392015155
8,-15.499799279992622,3.1096425030550887,-12.390156776937534
9,-15.26834599999988,3.0447676193966,-12.22357838060328
10,-14.14331863999054,2.986064261287043,-11.157254378703497
11,-21.095629519990275,2.9324722895657493,-18.163157230424527
12,-20.40691248000998,2.883172454592877,-17.5237400254171
13,-15.472093759999353,2.8375493559821,-12.634544404017253
14,-13.26257487999856,2.7965177629130147,-10.466057117085546
15,-16.71822480000295,2.7567673381295434,-13.961457461873406
16,-15.496129840004258,2.7194809398215636,-12.776648900182694
17,-14.531711920006309,2.691136358430289,-11.84057556157602
18,-13.03001584001209,2.6834266564183014,-10.346589183593789
19,-17.391020799999403,2.6518341741798075,-14.739186625819595
20,-22.1714558399931,2.621783378673923,-19.549672461319176
21,-25.045687440010482,2.593130811058346,-22.452556628952138
22,-26.230861039998985,2.565752120073197,-23.66510891992579
23,-22.539299600003233,2.5395388402740187,-19.999760759729213
24,-21.16209463999219,2.5143957930152587,-18.647698846976933
25,-14.458114159988362,2.4914371276059697,-11.966677032382393
26,-17.476324319993488,2.4681921854877613,-15.008132134505725
27,-18.780117839989366,2.4457963742306457,-16.33432146575872
28,-18.343259759995803,2.4241830951188152,-15.919076664876988
29,-23.598267440004683,2.403302481012856,-21.19496495899183
30,-24.47282744000279,2.383106615501951,-22.089720824500837
31,-24.167263680004766,2.3635519848177187,-21.803711695187047
32,-21.870952000008756,2.344599131568518,-19.526352868440238
33,-24.365140800012043,2.326212120440862,-22.038928679571182
34,-26.85474320001355,2.308358141912823,-24.54638505810073
35,-22.229765360001572,2.291007159933457,-19.938758200068115
36,-23.335287279995747,2.2741316075893954,-21.06115567240635
37,-21.416583360000832,2.257706124014616,-19.158877235986218
38,-23.591543360005396,2.2417073251423965,-21.349836034863
39,-21.84935439998261,2.2261136028818957,-19.623240797100713
40,-20.87188528000263,2.210904963382112,-18.660980316620517
41,-22.3053026399905,2.1960633498237714,-20.10923929016673
42,-19.290456640010724,2.1816585737273457,-17.108798066283377
43,-24.667416400006402,2.1674989114460614,-22.499917488560342
44,-25.196255119991413,2.153657449595599,-23.042597670395814
45,-19.771560399996403,2.1403242999681953,-17.631236100028207
46,-18.835937760006587,2.1270785409945274,-16.70885921901206
47,-21.311843040003374,2.114131446713543,-19.19771159328983
48,-18.903585599987064,2.1014341556520386,-16.802151444335024
49,-21.770333680012634,2.0889956014579956,-19.68133807855464
50,-15.485136479995141,2.326978556541502,-13.15815792345364
51,-14.564882319989295,2.3185146938574537,-12.24636762613184
52,-19.062545359986494,2.3086634787724343,-16.75388188121406
53,-18.503277120002835,2.297469669456022,-16.205807450546814
54,-20.651673440002902,2.286168089447734,-18.365505350555168
55,-17.591492160005004,2.2750939749723322,-15.316398185032671
56,-17.712739280013807,2.8683609342236833,-14.844378345790123
57,-20.086372319997864,2.858104646981595,-17.22826767301627
58,-20.70156648000497,2.84757606897212,-17.85399041103285
59,-21.720996320002676,2.8372242436300303,-18.883772076372647
60,-22.131310880009924,2.827526073334738,-19.303784806675186
61,-15.16998871998721,2.8657516011346393,-12.30423711885257
62,-15.869302559995845,2.8744822686243254,-12.99482029137152
63,-15.353756719996973,2.865920162615783,-12.48783655738119
64,-17.992972640010926,2.8563796100277115,-15.136593029983214
65,-16.65165847999581,3.492978876676932,-13.158679603318877
66,-21.782334960014424,3.4837170919345732,-18.29861786807985
67,-16.39958583999733,3.489431532602771,-12.910154307394558
68,-17.84212095998461,3.480442417047865,-14.361678542936744
69,-17.35284343998829,3.4715804115222153,-13.881263028466076
70,-19.13116391998205,3.462922271800506,-15.668241648181544
71,-18.88635391999523,3.454311593137084,-15.432042326858145
72,-17.936971839988246,3.4458393450533493,-14.491132494934897
73,-22.951285119998364,3.4374593678702183,-19.513825752128145
74,-15.855976320006292,3.4293881772337573,-12.426588142772534
75,-20.75235232000063,3.4213374171038047,-17.331014902896825
76,-14.146076959988875,7.612606218141986,-6.533470741846889
77,-19.265064639999565,7.604658765707269,-11.660405874292296
78,-21.544153039997674,7.596812556072038,-13.947340483925636
79,-21.78375016001071,7.589065043711016,-14.194685116299695
80,-19.077181040008064,7.581413787760932,-11.49576725224713
81,-17.638089520011278,7.573856406237906,-10.064233113773373
82,-18.73246959999905,7.566390628396202,-11.166078971602847
83,-14.954544720003305,7.559019547676281,-7.395525172327024
84,-15.687004000002723,7.551737915737043,-8.13526608426568
85,-16.369768320002578,7.544633070035837,-8.825135249966742
86,-21.70967911998958,7.537512538354717,-14.172166581634864
87,-21.063670959998632,7.530473385956042,-13.533197574042589
88,-17.924133600000374,7.523524168225283,-10.400609431775091
89,-15.395388159997665,7.516914641362335,-7.878473518635331
90,-13.309516799991293,7.511260159920104,-5.798256640071189
91,-17.07198016000585,7.504559148176269,-9.56742101182958
92,-16.598922080002808,7.497913676175864,-9.101008403826944
93,-16.513651120013378,7.49132655236293,-9.022324567650447
94,-14.762508800000688,7.485209250295118,-7.27729954970557
95,-12.878878079998003,8.256912599853809,-4.621965480144194
96,-15.162255680010375,8.250530456829187,-6.911725223181188
97,-16.69216872000623,8.244221825670778,-8.447946894335452
98,-16.75629759999955,8.237984209353435,-8.518313390646114
99,-16.22323560000431,8.231876979936118,-7.9913586200681905
100,-23.351059520007283,8.225748380812913,-15.12531113919437
101,-17.835860319992108,8.219680169778643,-9.616180150213465
102,-16.445790319996206,8.213984986208866,-8.23180533378734
103,-16.738221359993794,8.230378794775337,-8.507842565218457
104,-19.03873032000884,8.224484792099993,-10.814245527908845
105,-16.553551679989226,8.218655879723826,-8.3348958002654
106,-18.19464231999885,8.212873206639065,-9.981769113359784
107,-19.620277039995802,8.207144181202814,-11.413132858792988
108,-16.351871759996378,8.201470129236238,-8.15040163076014
109,-20.43902751999469,8.195845257963178,-12.24318226203151
110,-22.028005200004536,8.190271296036103,-13.837733903968433
111,-17.42175968000041,10.062243777690984,-7.359515902309425
112,-19.413734320004018,10.056788995573463,-9.356945324430555
113,-26.061628320003493,10.051362360194124,-16.010265959809367
114,-16.282726079994916,10.045983130734214,-6.236742949260702
115,-12.183877120002954,10.040650518330278,-2.1432266016726764
116,-20.117322720001276,10.035363626373107,-10.08195909362817
117,-16.92948695997999,10.030121729786682,-6.8993652301933075
118,-15.386762480000577,10.025020022747324,-5.3617424572532535
119,-23.551594640004364,10.019865857680179,-13.531728782324185
120,-22.012269920004755,10.014754466260381,-11.997515453744374
121,-23.80399920000373,10.009685144382473,-13.794314055621257
122,-34.45187296000161,10.004657205185477,-24.44721575481613
123,-27.15352943999239,9.999669978493452,-17.15385946149894
124,-27.615924239996822,9.994722810279626,-17.621201429717196
