,time,rhoeq_decoy
8810,17620.0,994.29657
8811,17622.0,995.246948
8812,17624.0,996.050537
8813,17626.0,996.203735
8814,17628.0,995.853882
8815,17630.0,995.138306
8816,17632.0,994.476807
8817,17634.0,993.747742
8818,17636.0,993.091553
8819,17638.0,993.031799
8820,17640.0,993.438354
8821,17642.0,994.111755
8822,17644.0,995.037415
8823,17646.0,995.696716
8824,17648.0,995.754456
8825,17650.0,995.429871
8826,17652.0,994.796082
8827,17654.0,994.162842
8828,17656.0,993.390076
8829,17658.0,992.819214
8830,17660.0,992.593872
8831,17662.0,992.686401
8832,17664.0,993.08313
8833,17666.0,993.518555
8834,17668.0,993.700745
8835,17670.0,993.939453
8836,17672.0,994.560913
8837,17674.0,994.943237
8838,17676.0,995.06781
8839,17678.0,995.005493
8840,17680.0,994.651611
8841,17682.0,994.269287
8842,17684.0,994.052063
8843,17686.0,993.721375
8844,17688.0,993.314636
8845,17690.0,992.781494
8846,17692.0,992.642029
8847,17694.0,993.17395
8848,17696.0,994.114136
8849,17698.0,995.179993
8850,17700.0,995.978394
8851,17702.0,996.442261
8852,17704.0,996.0802
8853,17706.0,995.31488
8854,17708.0,994.700806
8855,17710.0,994.108032
8856,17712.0,993.330444
8857,17714.0,992.588135
8858,17716.0,992.309692
8859,17718.0,992.688965
8860,17720.0,993.697632
8861,17722.0,994.720154
8862,17724.0,995.483765
8863,17726.0,995.690369
8864,17728.0,995.228333
8865,17730.0,994.4953
8866,17732.0,993.774536
8867,17734.0,993.050293
8868,17736.0,992.491638
8869,17738.0,992.092651
8870,17740.0,992.445129
8871,17742.0,993.362
8872,17744.0,994.439453
8873,17746.0,995.348511
8874,17748.0,995.445251
8875,17750.0,994.931519
8876,17752.0,994.200378
8877,17754.0,993.664429
8878,17756.0,993.456787
8879,17758.0,993.412842
8880,17760.0,993.330261
8881,17762.0,993.476746
8882,17764.0,993.875244
8883,17766.0,994.361511
8884,17768.0,994.730347
8885,17770.0,994.631775
8886,17772.0,994.310547
8887,17774.0,993.954712
8888,17776.0,993.643677
8889,17778.0,993.286072
8890,17780.0,993.092468
8891,17782.0,993.00708
8892,17784.0,993.1203
8893,17786.0,993.821228
8894,17788.0,994.830688
8895,17790.0,995.674377
8896,17792.0,995.856812
8897,17794.0,995.407898
8898,17796.0,994.886536
8899,17798.0,994.518738
8900,17800.0,993.860352
8901,17802.0,992.830627
8902,17804.0,991.588135
8903,17806.0,990.564148
8904,17808.0,990.517334
8905,17810.0,991.760986
8906,17812.0,993.835876
8907,17814.0,995.558472
8908,17816.0,996.357971
8909,17818.0,996.468079
8910,17820.0,995.93396
8911,17822.0,994.796082
8912,17824.0,993.49176
8913,17826.0,992.07428
8914,17828.0,990.995605
8915,17830.0,990.777649
8916,17832.0,991.728271
8917,17834.0,993.400208
8918,17836.0,995.203613
8919,17838.0,996.358948
8920,17840.0,996.773865
8921,17842.0,996.287598
8922,17844.0,995.344055
8923,17846.0,994.416321
8924,17848.0,993.638977
8925,17850.0,993.153442
8926,17852.0,992.800781
8927,17854.0,992.869446
8928,17856.0,993.381775
