,Enthalpy (dH),Interaction entropy (-TdS),Total free energy (dG)
0,-25.014000159994026,0.0,-25.014000159994026
1,-21.46980984000771,-0.3644923001479649,-21.834302140155675
2,-23.283641839993876,0.7842670416351123,-22.499374798358765
3,-22.325248799993723,12.873404782824663,-9.45184401716906
4,-19.597996720013413,12.735968026859272,-6.862028693154141
5,-22.85941943999778,12.623673493886777,-10.235745946111003
6,-20.438584319993115,12.528730145968318,-7.909854174024797
7,-16.80034095998345,12.44648667556442,-4.353854284419031
8,-19.06153295999383,12.373941981675161,-6.687590978318669
9,-18.961217679999024,12.30906140217475,-6.6521562778242735
10,-21.151306879997783,12.25035803938645,-8.900948840611333
11,-23.75075056000251,12.19676606766219,-11.553984492340318
12,-20.56766808000372,12.147466238822535,-8.420201841181186
13,-19.513594880008817,12.10182172104942,-7.411773158959397
14,-27.686114480008747,12.059327691580734,-15.626786788428014
15,-23.422645760003935,12.019577181709865,-11.40306857829407
16,-23.036512000008194,11.982237317308325,-11.05427468269987
17,-25.508906880011416,11.947032356712397,-13.56187452329902
18,-27.70124832001062,11.913731320762,-15.78751699924862
19,-21.06633599999296,11.88214211655006,-9.184193883442898
20,-17.12583831999836,11.852161539252789,-5.27367678074557
21,-23.039049039998023,11.82350897164483,-11.215540068353192
22,-20.996298880003955,11.796130280740378,-9.200168599263577
23,-23.800098639992047,11.769917000001863,-12.030181639990184
24,-18.719171040006813,11.744773952601056,-6.974397087405757
25,-22.195042880006113,11.720617165028704,-10.474425714977409
26,-24.299275439996308,11.697372175005468,-12.60190326499084
27,-21.208189440019567,11.674972647202134,-9.533216792817433
28,-26.086572960012685,11.65335923198956,-14.433213728023125
29,-23.281217759996498,11.63247861773545,-11.648739142261048
30,-27.914682800006535,11.612282738548473,-16.302400061458062
31,-25.690954080010375,11.592728107864238,-14.098225972146137
32,-24.65102735998287,11.573775254591958,-13.077252105390912
33,-26.374324880000536,11.55538824346357,-14.818936636536966
34,-24.65252015999045,11.537534264981531,-13.114985895008918
35,-21.706613120002906,11.520183320667076,-10.18642979933583
36,-22.83440120000685,11.5033077685708,-11.331093431436052
37,-23.755787519997703,11.486882284995994,-12.268905235001709
38,-22.887863920002737,11.470883486073436,-11.4169804339293
39,-24.372026879994063,11.45528976377469,-12.916737116219373
40,-24.448255040006227,11.440081111279804,-13.008173928726423
41,-21.778440880007985,11.425238968245976,-10.353201911762008
42,-26.19187320001363,11.410746084723208,-14.781127115290424
43,-27.19686456000034,11.396586400726923,-15.800278159273416
44,-25.460092640006167,11.382744938913278,-14.077347701092888
45,-27.961270400009827,11.369207709781227,-16.5920626902286
46,-22.62211695998478,11.355961626545048,-11.266155333439732
47,-28.134047360002196,11.342994429042067,-16.791052930960127
48,-25.505499280004035,11.330294615581167,-14.175204664422868
49,-28.193170960010033,11.317851381641262,-16.87531957836877
50,-26.34896543999194,11.305654564649311,-15.043310875342629
51,-22.337552880008374,11.293694596689269,-11.043858283319105
52,-19.567401280002343,11.296650313825603,-8.27075096617674
53,-25.1820067999982,11.285137471506161,-13.896869328492038
54,-26.065340959982663,11.273835885962331,-14.791505074020332
55,-27.716185519980804,11.262737943706702,-16.4534475762741
56,-27.650141120006708,11.251836435556148,-16.398304684450558
57,-29.07373575999869,11.24112452849413,-17.83261123150456
58,-26.639612799996044,11.230595765295424,-15.40901703470062
59,-26.57928695999926,11.22024393978535,-15.359043020213909
60,-25.684918559995026,11.21006322648792,-14.474855333507106
61,-26.443024879990713,11.200048060874384,-15.242976819116329
62,-32.05635671999865,11.19019314453258,-20.866163575466068
63,-31.8037816799963,11.180493430190149,-20.62328824980615
64,-29.466506399989854,11.17094410508818,-18.29556229490167
65,-25.0004108799928,11.161669164974315,-13.838741715018484
66,-24.790324320002718,11.15240705329241,-13.637917266710307
67,-23.555990719997837,11.143413809658497,-12.41257691033934
68,-25.75943351999568,11.134422174649334,-14.625011345346348
69,-31.827280239983562,11.12555987597805,-20.70172036400551
70,-24.0309148000046,11.116823287924499,-12.9140915120801
71,-24.68776760000079,11.108208893918132,-13.579558706082658
72,-24.40532536000071,11.099713322933349,-13.30561203706736
73,-21.68936592000038,11.091333488069544,-10.598032431930836
74,-28.576244880002946,11.083065993047821,-17.493178886955125
75,-22.900010719983754,11.074908004494757,-11.825102715488997
76,-27.26488207999403,11.066856659743548,-16.19802542025048
77,-24.20154640000012,11.058909205846852,-13.142637194153266
78,-24.172263280001545,11.051062996157047,-13.121200283844498
79,-23.83246656000353,11.043315483553473,-12.789151076450059
80,-26.51283919999719,11.03566421582827,-15.477174984168922
81,-23.340574479997752,11.028106831058848,-12.312467648938904
82,-26.754186159993015,11.020641053222807,-15.733545106770208
83,-18.240144480000463,11.013385133262002,-7.226759346738461
84,-24.231674640013125,11.006096075039336,-13.22557856497379
85,-27.169635280009153,10.998892939008028,-16.170742341001123
86,-26.065228880005733,10.991772407650704,-15.07345647235503
87,-26.45354616000369,10.984733255256245,-15.468812904747445
88,-22.234417359997558,10.978081288294934,-11.256336071702624
89,-27.486932400003965,10.971199438697342,-16.515732961306625
90,-27.365822720010826,10.964393633193533,-16.401429086817295
91,-23.42676056001124,10.95773285800438,-12.469027702006859
92,-24.56897431999912,10.951074313268075,-13.617900006731047
93,-21.867800239998473,10.953072427501999,-10.914727812496475
94,-23.62755216000008,10.946554704036371,-12.680997455963707
95,-23.60798503998717,10.940105236741156,-12.667879803246015
96,-18.583448160001424,16.502331249127327,-2.0811169108740977
97,-19.92637336000694,16.496019390427875,-3.430353969579066
98,-26.04615184000236,16.48976635061563,-9.55638548938673
99,-23.498022000010312,16.48357615648797,-7.014445843522342
100,-22.13247944000355,16.47744755735423,-5.655031882649322
101,-23.703721599995106,16.47137933948823,-7.232342260506876
102,-20.078786400002414,16.465370324691797,-3.6134160753106173
103,-13.57331575999823,16.459419368985362,2.8861036089871313
104,-18.956348160005174,16.45352536102895,-2.502822798976222
