,time,c(t)_lig2
0,0.0,1.0
1,50.0,0.697453925030069
2,100.0,0.6418657400969848
3,150.0,0.5781525042359525
4,200.0,0.58127613440064
5,250.0,0.5490891031487204
6,300.0,0.5327794493542171
7,350.0,0.5057594229703635
8,400.0,0.5007018479001338
9,450.0,0.48597166012987
10,500.0,0.48498404737248424
11,550.0,0.46918848505436145
12,600.0,0.45896385901454667
13,650.0,0.45014197095339775
14,700.0,0.43171263034485735
15,750.0,0.44834780621009024
16,800.0,0.4360689667245324
17,850.0,0.4108930060230889
18,900.0,0.40421265445643517
19,950.0,0.40591361528037007
20,1000.0,0.40912013947020276
21,1050.0,0.42340617343752796
22,1100.0,0.4152294207593995
23,1150.0,0.4036415861425305
24,1200.0,0.39135766001206046
25,1250.0,0.36563566202214426
26,1300.0,0.3767884070890566
27,1350.0,0.3627234812914606
28,1400.0,0.3739710889270806
29,1450.0,0.3574072148517906
30,1500.0,0.3568693954000558
31,1550.0,0.3223155526131114
32,1600.0,0.3412614337583029
33,1650.0,0.34377214477340695
34,1700.0,0.34337134819341764
35,1750.0,0.31655409225762604
36,1800.0,0.301889534145313
37,1850.0,0.3089348318836761
38,1900.0,0.3133149521958745
39,1950.0,0.29979234030507723
40,2000.0,0.2926656763137013
41,2050.0,0.30973399912555705
42,2100.0,0.3382701086995035
43,2150.0,0.3290612382926185
44,2200.0,0.3383701251177634
45,2250.0,0.34088060831220335
46,2300.0,0.3513920650570942
47,2350.0,0.3485616989491232
48,2400.0,0.3359301171668802
49,2450.0,0.33377949106526894
50,2500.0,0.3269191725695748
51,2550.0,0.3457787515230762
52,2600.0,0.3440676461081808
53,2650.0,0.333146075242481
54,2700.0,0.3418180971450493
55,2750.0,0.33943288910679936
56,2800.0,0.3466929443426341
57,2850.0,0.34682960272443975
58,2900.0,0.34826892583520525
59,2950.0,0.3267140193583521
60,3000.0,0.3322205645524404
61,3050.0,0.32178013633924374
62,3100.0,0.32212629839378454
63,3150.0,0.31062150354139395
64,3200.0,0.29960330298545207
65,3250.0,0.30386967979961316
66,3300.0,0.2979411508600439
67,3350.0,0.31011453129191346
68,3400.0,0.2886912647713819
69,3450.0,0.2971992628772601
70,3500.0,0.2992186562291812
71,3550.0,0.31163389219461995
72,3600.0,0.29510555244200903
73,3650.0,0.30553422763643034
74,3700.0,0.2939008462312899
75,3750.0,0.3021847575006796
76,3800.0,0.3010832578900984
77,3850.0,0.28710729557516323
78,3900.0,0.2996618705953198
79,3950.0,0.2929657059197431
80,4000.0,0.29799688403707747
81,4050.0,0.28564025676552945
82,4100.0,0.28449856795059064
83,4150.0,0.29282072806059
84,4200.0,0.30676799069171756
85,4250.0,0.2938201929474514
86,4300.0,0.28928836156677606
87,4350.0,0.2804774860853931
88,4400.0,0.2878809434650282
89,4450.0,0.28706145785461074
90,4500.0,0.3013162113641008
91,4550.0,0.29107867918355906
92,4600.0,0.2849007821201879
93,4650.0,0.27422700170593867
94,4700.0,0.2823529912654024
95,4750.0,0.25461668686613625
96,4800.0,0.27825118620884326
97,4850.0,0.2671249339457271
98,4900.0,0.2819403168066402
99,4950.0,0.29630133501631184
100,5000.0,0.2884982873260785
101,5050.0,0.25698018388144267
102,5100.0,0.26433811324399237
103,5150.0,0.26470766071950014
104,5200.0,0.29352019610882635
105,5250.0,0.27850913886834566
106,5300.0,0.2761792296303895
107,5350.0,0.2598746866589515
108,5400.0,0.28036116059671334
109,5450.0,0.27392101036626876
110,5500.0,0.26266664089519787
111,5550.0,0.26932385769712597
112,5600.0,0.27401305259915476
113,5650.0,0.28703755304294315
114,5700.0,0.2911997146828442
115,5750.0,0.29485831538958995
116,5800.0,0.299055118027815
117,5850.0,0.313951061063887
118,5900.0,0.31733828450196894
119,5950.0,0.3035410690524604
120,6000.0,0.3105986401619481
121,6050.0,0.3086909862252923
122,6100.0,0.3117433675212973
123,6150.0,0.29025428635340944
124,6200.0,0.2885761352756812
125,6250.0,0.2876642572561118
126,6300.0,0.29450968050714504
127,6350.0,0.2997435299322968
128,6400.0,0.2952429973290291
129,6450.0,0.30570658472631534
130,6500.0,0.29961611918121817
131,6550.0,0.307746157496452
132,6600.0,0.3114664240814002
133,6650.0,0.29279407118528034
134,6700.0,0.2677271380882301
135,6750.0,0.26806076738044543
136,6800.0,0.28713276727682907
137,6850.0,0.2922422703723813
138,6900.0,0.2947241045530421
139,6950.0,0.28727954371223907
140,7000.0,0.2924621329540751
141,7050.0,0.2862696745643899
142,7100.0,0.2810456392902474
143,7150.0,0.2849982335862224
144,7200.0,0.26921739865168065
145,7250.0,0.2540672808248261
146,7300.0,0.2475332675708544
147,7350.0,0.2639302784584946
148,7400.0,0.2721968504939414
149,7450.0,0.2354851972316089
150,7500.0,0.25089448161468064
151,7550.0,0.25574081122957387
152,7600.0,0.24807064527532519
153,7650.0,0.24914453320549712
154,7700.0,0.2531931087909107
155,7750.0,0.24334927287857275
156,7800.0,0.24247492480534308
157,7850.0,0.24771394054873194
158,7900.0,0.24029647328886505
159,7950.0,0.268207893572508
160,8000.0,0.2521815879398831
161,8050.0,0.24269890302213287
162,8100.0,0.2380407141610848
163,8150.0,0.22860717682472942
164,8200.0,0.22796284138146825
165,8250.0,0.20889450265404344
166,8300.0,0.22421694248539834
167,8350.0,0.20874062953114386
168,8400.0,0.19194961556585613
169,8450.0,0.1827680566189927
170,8500.0,0.18709548492413608
171,8550.0,0.1691961931026141
172,8600.0,0.17909509973789509
173,8650.0,0.18967646467981913
174,8700.0,0.19630304450679528
