,BOND,ANGLE,DIHED,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Interaction entropy
0,-2.5579538487363607e-13,4.263256414560601e-13,6.536993168992922e-13,-29.744400000000315,-2.1477000000042494,23.815199999998953,-3.643756560000007,-31.892200000010433,20.171443439997354,-11.720756560011488,0.0
1,8.615330671091215e-13,9.99999986639466e-05,-8.668621376273222e-13,-32.231000000000314,-7.512200000005464,31.71989999999962,-3.9572927999999887,-39.74300000002067,27.762607199999458,-11.980392800021043,-0.42587236404752093
2,1.5774048733874224e-12,-2.1671553440683056e-13,-9.999999867105203e-05,-32.55380000000002,-2.4272000000009086,26.218399999999342,-3.867873840000013,-34.98109999999906,22.35052615999984,-12.63057383999979,0.09047271682602852
3,-4.831690603168681e-13,-3.126388037344441e-13,-6.394884621840902e-14,-32.227199999999854,-4.541300000001087,26.608999999999163,-4.05287424000003,-36.76850000001073,22.556125759999475,-14.212374240011712,-0.048286992095798495
4,1.035616037370346e-12,4.583000645652646e-13,-9.521272659185342e-13,-29.668599999999593,-6.588199999999745,28.88260000000068,-3.69165959999998,-36.25669999999832,25.19094039999905,-11.06575959999762,-0.09503025303201622
5,-1.7408297026122455e-13,1.0800249583553523e-12,7.105427357601002e-15,-29.565000000000545,-1.2263999999981365,25.243700000000487,-3.642680879999979,-30.79139999998978,21.601019120000792,-9.190380879989327,3.179695535189232
6,-2.682298827494378e-13,-0.00010000000137466714,-0.00010000000071386239,-32.48510000000006,-8.614100000001145,30.669500000000845,-4.142398320000005,-41.09930000000874,26.527101680000612,-14.5721983200079,3.084751316232039
7,-1.0125233984581428e-12,1.3535839116229909e-12,1.1368683772161603e-12,-31.92079999999957,0.12080000000111113,23.95740000000162,-3.8297707199999653,-31.799999999996686,20.127629280002225,-11.672370719995143,3.182187327979989
8,1.6342482922482304e-13,2.5934809855243657e-13,-1.6342482922482304e-13,-32.140500000000166,-14.096399999998226,34.90140000000051,-4.1642992800000735,-46.236899999992886,30.737100720001628,-15.499799279992622,3.1096425030550887
9,5.293543381412746e-13,-5.790923296444817e-13,9.521272659185342e-13,-34.07499999999976,-4.7049000000000945,27.720700000000754,-4.209246000000039,-38.77980000000065,23.511454000001223,-15.26834599999988,3.0447676193966
10,-7.549516567451064e-14,-8.917311333789257e-13,-9.999999949883431e-05,-32.88480000000013,-11.657599999993948,34.63620000000045,-4.237118639999998,-44.54239999999099,30.399081359999997,-14.14331863999054,2.986064261287043
11,9.999999920218272e-05,-0.00010000000094123607,9.999999994647624e-05,-37.639500000000176,-12.523499999995465,34.19640000000014,-5.129129520000029,-50.16289999999033,29.067270480000737,-21.095629519990275,2.9324722895657493
12,-2.119193709404499e-12,-2.0961010704922955e-13,-1.4210854715202004e-14,-35.611200000000125,-17.036700000001616,37.256099999999066,-5.015112479999984,-52.64790000000906,32.240987520000616,-20.40691248000998,2.883172454592877
13,-9.71667191151937e-13,8.988365607365267e-13,2.4868995751603507e-13,-33.73340000000002,-7.939500000000578,30.616500000000052,-4.415693760000002,-41.67289999999946,26.20080623999965,-15.472093759999353,2.8375493559821
14,-1.0178524689763435e-12,-1.0551559626037488e-12,8.881784197001252e-14,-32.513000000000424,-6.504800000000756,30.481200000000797,-4.7259748800000185,-39.01779999999934,25.755225120000894,-13.26257487999856,2.7965177629130147
15,-3.019806626980426e-13,5.364597654988756e-13,-2.5579538487363607e-13,-33.16190000000056,-12.212399999998468,33.073799999999956,-4.417624800000027,-45.37440000000282,28.656175200000668,-16.71822480000295,2.7567673381295434
16,9.999999977239327e-05,-0.00010000000025556233,-9.999999969068085e-05,-35.75719999999973,-5.729600000002478,30.859300000001426,-4.868529840000019,-41.48690000000555,25.99077016000084,-15.496129840004258,2.7194809398215636
17,0.00010000000146170862,-1.694644424787839e-12,-3.907985046680551e-14,-30.53450000000025,-7.8592000000031135,28.101399999999245,-4.239511919999977,-38.39360000000558,23.861888080000178,-14.531711920006309,2.691136358430289
18,1.3038459201197838e-12,5.719869022868806e-13,-7.531752999057062e-13,-30.864100000000043,-6.562200000000701,28.51909999999991,-4.122915839999985,-37.42620000001213,24.396184159999585,-13.03001584001209,2.6834266564183014
19,-6.803446694902959e-13,0.00010000000065346626,-6.394884621840902e-13,-32.75840000000012,-13.204200000002203,33.3080999999987,-4.736620799999977,-45.96249999999819,28.571479199998898,-17.391020799999403,2.6518341741798075
20,1.4441781104324036e-12,1.708855279503041e-12,-2.2737367544323206e-13,-31.719699999999875,-19.341299999997887,33.6962000000002,-4.806555839999977,-51.06109999999333,28.88964416000051,-22.1714558399931,2.621783378673923
21,-1.4139800441625994e-12,-2.0250467969162855e-13,9.999999921461722e-05,-36.225800000000355,-21.183600000004617,37.524800000000134,-5.161087440000023,-57.40940000001059,32.36371256000102,-25.045687440010482,2.593130811058346
22,1.7106316363424412e-12,-0.00010000000018806077,-0.00010000000087728722,-38.61040000000079,-18.656700000000427,36.49120000000086,-5.454761040000019,-57.26729999999982,31.036438960001803,-26.230861039998985,2.565752120073197
23,1.4033219031261979e-13,8.846257060213247e-13,-1.1723955140041653e-12,-37.62469999999952,-12.937500000002899,33.01650000000004,-4.993599599999977,-50.5622000000033,28.022900399999838,-22.539299600003233,2.5395388402740187
24,-5.826450433232822e-13,-3.197442310920451e-14,-1.7266188478970435e-12,-34.47560000000046,-17.632599999995307,36.018999999999664,-5.072894639999941,-52.10819999999191,30.946105359999265,-21.16209463999219,2.5143957930152587
25,-9.99999997048917e-05,-1.2434497875801753e-13,1.2860823517257813e-12,-34.42499999999982,-7.833799999996131,32.387800000000425,-4.587014159999972,-42.258899999988756,27.800785839999826,-14.458114159988362,2.4914371276059697
26,2.247091401841317e-12,4.973799150320701e-13,-9.999999996779252e-05,-31.349699999999842,-17.360699999995177,36.303700000000994,-5.069524319999998,-48.71049999999454,31.234175680000597,-17.476324319993488,2.4681921854877613
27,-1.0480505352461478e-12,1.4459544672718039e-12,-1.9184653865522705e-13,-34.07219999999985,-12.065799999995477,32.14480000000086,-4.786917840000004,-46.13799999999023,27.357882160000123,-18.780117839989366,2.4457963742306457
28,-6.874500968478969e-13,-2.842170943040401e-14,0.00010000000111176632,-36.43750000000029,-11.914000000003654,35.10580000000079,-5.097659759999992,-48.351399999996545,30.008140240000742,-18.343259759995803,2.4241830951188152
29,-1.1013412404281553e-12,9.094947017729282e-13,-1.1510792319313623e-12,-39.69480000000041,-13.165800000002008,34.589999999998874,-5.327767440000045,-52.86050000000351,29.262232559997635,-23.598267440004683,2.403302481012856
30,1.227462576025573e-12,-4.689582056016661e-13,1.2079226507921703e-13,-38.551900000000096,-11.741700000001742,30.989500000000916,-5.168827439999988,-50.29350000000383,25.820672560001043,-24.47282744000279,2.383106615501951
