,time,rhoeq_lig3
0,0.0,994.700623
1,2.0,994.511108
2,4.0,994.260071
3,6.0,994.030701
4,8.0,993.806641
5,10.0,993.604736
6,12.0,993.57196
7,14.0,993.664124
8,16.0,993.771912
9,18.0,993.781128
10,20.0,993.878052
11,22.0,993.747253
12,24.0,993.614502
13,26.0,993.539062
14,28.0,993.666687
15,30.0,993.628479
16,32.0,993.623474
17,34.0,993.87854
18,36.0,994.404175
19,38.0,994.811401
20,40.0,995.097168
21,42.0,995.275635
22,44.0,995.205383
23,46.0,994.683044
24,48.0,994.027405
25,50.0,993.73938
26,52.0,993.450989
27,54.0,993.348999
28,56.0,993.533875
29,58.0,993.94043
30,60.0,994.465149
31,62.0,994.913818
32,64.0,995.161499
33,66.0,994.853394
34,68.0,994.554504
35,70.0,994.62616
36,72.0,994.350525
37,74.0,993.948303
38,76.0,993.539612
39,78.0,993.184509
40,80.0,993.130066
41,82.0,993.564148
42,84.0,994.00116
43,86.0,994.141663
44,88.0,994.222717
45,90.0,994.048218
46,92.0,994.056519
47,94.0,994.124329
48,96.0,994.258301
49,98.0,994.188965
50,100.0,993.949951
51,102.0,993.983704
52,104.0,994.283569
53,106.0,994.473083
54,108.0,994.216248
55,110.0,993.685547
56,112.0,993.194458
57,114.0,992.78717
58,116.0,992.777588
59,118.0,993.183899
60,120.0,993.814209
61,122.0,994.10614
62,124.0,994.229492
63,126.0,994.298157
64,128.0,994.159302
65,130.0,994.006165
66,132.0,993.95752
67,134.0,993.935547
68,136.0,993.957336
69,138.0,993.991821
70,140.0,994.465698
71,142.0,994.959656
72,144.0,995.234131
73,146.0,995.333984
74,148.0,995.101257
75,150.0,994.615479
76,152.0,993.797607
77,154.0,992.667053
78,156.0,991.75885
79,158.0,991.227905
80,160.0,991.267212
81,162.0,991.939758
82,164.0,993.006958
83,166.0,994.645996
84,168.0,995.992798
85,170.0,996.556152
86,172.0,996.167786
87,174.0,995.354004
88,176.0,994.507324
89,178.0,993.300049
90,180.0,992.207397
91,182.0,991.647522
92,184.0,991.585022
93,186.0,992.185608
94,188.0,993.446899
95,190.0,994.697571
96,192.0,995.533447
97,194.0,995.687683
98,196.0,995.373596
99,198.0,994.713867
100,200.0,993.696045
101,202.0,992.723633
102,204.0,991.993164
103,206.0,992.042847
104,208.0,992.691284
105,210.0,993.548096
106,212.0,994.434143
107,214.0,995.269958
108,216.0,995.717651
109,218.0,995.714905
110,220.0,995.666687
111,222.0,995.660217
112,224.0,995.062622
113,226.0,994.0672
114,228.0,993.401611
115,230.0,993.124573
116,232.0,993.048096
117,234.0,993.561951
118,236.0,994.452942
119,238.0,995.13385
120,240.0,995.655701
121,242.0,995.944031
122,244.0,996.002686
123,246.0,996.005554
124,248.0,995.231506
125,250.0,994.183899
126,252.0,993.009521
127,254.0,992.068298
128,256.0,991.85437
129,258.0,992.471497
130,260.0,993.502747
131,262.0,994.735168
132,264.0,995.781799
133,266.0,996.567749
134,268.0,996.664612
135,270.0,995.908447
136,272.0,994.546997
137,274.0,992.975769
138,276.0,992.032288
139,278.0,991.784363
140,280.0,992.177124
141,282.0,993.066406
142,284.0,994.166626
143,286.0,995.382568
144,288.0,996.204773
145,290.0,996.1474
146,292.0,995.549622
147,294.0,994.729248
148,296.0,993.815308
149,298.0,993.000916
150,300.0,992.204651
151,302.0,991.878113
152,304.0,992.128845
153,306.0,992.730469
154,308.0,993.852173
155,310.0,995.146118
156,312.0,996.034363
157,314.0,996.393616
158,316.0,996.345215
159,318.0,995.831787
160,320.0,994.853271
