,BOND,ANGLE,DIHED,VDWAALS,EEL,EGB,ESURF,DELTA G gas,DELTA G solv,DELTA TOTAL,Interaction entropy
52,-9.023892744153272e-13,-0.00010000000069965154,-5.684341886080802e-14,-37.84020000000075,-50.14379999999825,69.26009999999874,-3.9667572000000195,-87.9840999999968,65.29334279999912,-22.69075719999808,20.43959681908924
53,6.163958232718869e-13,1.2221335055073723e-12,-9.999999971554985e-05,-39.302799999999934,-57.72130000000617,69.27050000000048,-4.304288879999967,-97.02419999999574,64.96621112000035,-32.05798887999522,20.428083976763187
54,-1.0480505352461478e-13,-1.2434497875801753e-13,-0.00010000000120413688,-40.00139999999983,-49.28189999999971,65.1014000000012,-4.361410080000041,-89.28339999999359,60.739989920002415,-28.543410079992427,20.416782391215484
55,-8.970602038971265e-13,1.4921397450962104e-13,-9.999999968712814e-05,-34.13550000000008,-65.85259999999951,75.75029999999882,-4.042856160000031,-99.98819999999654,71.70744383999983,-28.280756159997747,20.405684448959853
56,1.4725998198628076e-12,4.405364961712621e-13,-1.1013412404281553e-12,-36.16010000000048,-67.11290000000086,73.39000000000001,-4.107888000000048,-103.27299999998841,69.28211199999981,-33.9908879999885,20.394782940809293
57,2.5792701308091637e-12,1.1937117960769683e-12,-3.304023721284466e-13,-39.025299999999156,-48.40729999999666,62.571299999999425,-4.091066640000002,-87.43269999998269,58.48023335999937,-28.95246663998332,20.38407103374728
58,-8.43769498715119e-13,-3.836930773104541e-13,2.5579538487363607e-13,-35.07080000000042,-58.25219999999886,68.59059999999974,-3.892801679999989,-93.3230000000087,64.69779831999924,-28.625201680008793,20.37354224520341
59,4.618527782440651e-14,0.00010000000116150431,-8.455458555545192e-13,-33.12080000000016,-45.406199999997625,57.325200000001296,-3.7585461599999856,-78.52690000000986,53.56665384000091,-24.960246160008552,20.363190420103756
60,-1.5898393712632242e-12,-9.999999924303893e-05,4.831690603168681e-13,-34.583200000000126,-45.54289999999964,57.92839999999958,-4.063342320000045,-80.12619999999654,53.86505767999919,-26.261142319997013,20.353009706842187
61,1.035616037370346e-12,-9.999999969778628e-05,-4.902744876744691e-13,-34.228499999999805,-50.32859999999973,63.488300000000415,-4.127871600000018,-84.55720000000017,59.36042839999994,-25.19677159999977,20.342994540953192
62,-9.999999921994629e-05,1.2363443602225743e-12,1.1937117960769683e-12,-31.811099999999563,-66.42070000000307,72.05210000000085,-3.8389442399999405,-98.23189999999158,68.2131557599996,-30.01874423999074,20.33313962461139
63,3.3217872896784684e-13,-9.999999976173513e-05,-1.0302869668521453e-13,-34.89350000000078,-49.74239999999658,63.425000000000914,-3.6574452000000326,-84.63600000000122,59.76755480000128,-24.868445200000338,20.323439910268984
64,9.999999903875789e-05,1.5987211554602254e-12,1.6910917111090384e-12,-28.963300000000288,-74.12390000000144,79.78459999999895,-3.629420640000024,-103.08719999999494,76.15517935999807,-26.932020639996015,20.313890585167012
65,2.6201263381153694e-13,0.00010000000026977318,8.775202786637237e-13,-36.627400000000115,-62.94739999999975,76.06449999999981,-4.289654879999977,-99.57469999999319,71.77484512000045,-27.79985487999336,20.304487056995832
66,7.620570841027074e-13,-1.4424017535930034e-12,3.836930773104541e-13,-39.31600000000033,-46.31420000000491,63.88379999999944,-3.9106972800000293,-85.6302000000036,59.97310271999975,-25.657097280004187,20.29522494063363
67,1.6004975122996257e-12,-7.815970093361102e-14,-9.999999995002895e-05,-34.536699999999115,-44.34450000000601,59.475300000001134,-3.6246398400000635,-78.88140000000688,55.850660160000956,-23.03073984000592,20.286100046260945
68,2.842170943040401e-14,5.719869022868806e-13,-9.999999934962034e-05,-29.259700000000766,-63.535899999998094,72.52499999999861,-3.8709648000000394,-92.79569999999924,68.65403519999795,-24.141664800000726,20.277108366404175
69,8.952838470577262e-13,0.00010000000080623295,-4.085620730620576e-13,-37.4487000000001,-57.796699999998104,72.3178999999997,-4.059842399999942,-95.24529999999436,68.25805759999862,-26.9872423999946,20.268246067732896
70,-8.08242361927114e-13,-1.7550405573274475e-12,-0.0001000000008453128,-36.95929999999991,-51.52189999999845,67.0572999999989,-3.876721920000011,-88.48129999998906,63.180578079998554,-25.300721919990284,20.25950947967155
71,8.384404281969182e-13,-9.999999933185677e-05,-1.0587086762825493e-12,-37.51989999999978,-44.39949999999951,61.056499999998636,-3.9077431199999735,-81.91959999999753,57.14875687999838,-24.77084311999887,20.250895085668088
72,-1.3162804179955856e-12,-9.999999964094286e-05,1.5631940186722204e-13,-31.49900000000018,-66.04059999999839,73.4258999999999,-3.9406622399999867,-97.53979999998894,69.48523776000054,-28.054562239989025,20.24239951468329
73,1.4139800441625994e-12,1.0089706847793423e-12,-3.943512183468556e-13,-37.18600000000007,-64.00240000000021,76.5427000000007,-3.9958934400000237,-101.1884000000068,72.54680656000069,-28.641593440006105,20.234019533289004
74,3.623767952376511e-13,9.99999983797295e-05,-2.5579538487363607e-13,-36.84380000000047,-60.2206999999973,69.66489999999985,-4.153926239999939,-97.0643000000058,65.51097375999888,-31.55332624000578,20.22575203826728
75,-1.8971491044794675e-12,-9.999999988963282e-05,-6.501466032204917e-13,-37.276100000000255,-55.39609999999536,65.68240000000014,-4.151920320000047,-92.6722999999974,61.53047968000016,-31.14182031999736,20.217594049714197
76,-3.659295089164516e-13,9.237055564881302e-13,1.5027978861326119e-12,-29.591499999999765,-56.206899999999465,59.72169999999896,-3.856676399999988,-85.79830000000155,55.86502360000011,-29.933276400002573,20.209542704591616
77,8.79296635503124e-13,1.2576606422953773e-12,-1.5276668818842154e-13,-31.39379999999987,-56.09669999999876,68.2209000000002,-4.267638000000041,-87.49039999999869,63.953262000000954,-23.53713799999864,20.201595250694915
78,3.1601388172930456e-12,-6.394884621840902e-14,6.252776074688882e-13,-35.548699999999926,-41.97260000000064,54.5606,-4.036551120000039,-77.52129999999279,50.5240488799999,-26.99725111999283,20.193749046600974
79,-2.0552448631860898e-12,1.4210854715202004e-14,2.3803181647963356e-13,-36.27949999999937,-56.059799999999036,67.11580000000052,-4.350290400000038,-92.33930000000431,62.76550960000026,-29.573790400003833,20.18600153399194
80,4.298783551348606e-13,4.263256414560601e-14,-2.4868995751603507e-13,-32.0647999999999,-41.42000000000085,51.07879999999914,-4.2822475200000145,-73.4849000000045,46.796552479999754,-26.68834752000543,20.178353342203867
81,2.8457236567192012e-12,-3.126388037344441e-13,0.00010000000013477006,-36.23380000000071,-51.95819999999629,67.18219999999951,-4.235641919999986,-88.19189999999068,62.94655808000021,-25.245341919991155,20.170795957434354
82,-8.15347789284715e-13,-5.471179065352771e-13,-4.725109192804666e-13,-35.78690000000005,-45.32250000000246,59.012199999999794,-3.921294239999943,-81.10940000000723,55.09090575999968,-26.018494240007378,20.163330179596684
83,1.1048939541069558e-12,4.902744876744691e-13,-0.00010000000009569021,-37.498699999999694,-53.8384999999997,71.00220000000041,-4.180541760000028,-91.33729999999765,66.82165823999885,-24.515641759997212,20.155953814411507
84,-1.2114753644709708e-12,-0.00010000000147414312,-1.8474111129762605e-13,-34.562400000000174,-51.57250000000133,65.90010000000066,-3.8312438400000213,-86.13489999999607,62.06885615999979,-24.066043839995423,20.148664745538753
85,3.943512183468556e-13,-9.999999974041884e-05,-9.999999990384367e-05,-35.418099999999534,-56.9668999999993,67.4230999999998,-3.813832800000027,-92.38519999999511,63.609267200000225,-28.77593279999534,20.14146093088874
86,-6.519229600598919e-13,-1.1866063687193673e-12,-3.232969447708456e-13,-34.832899999999825,-63.964800000004026,75.17380000000006,-4.057165439999986,-98.7977000000053,71.11663456000082,-27.68106544000517,20.134340399198937
87,1.13509202037676e-12,-1.2363443602225743e-12,3.552713678800501e-13,-36.7371999999999,-64.27030000000133,73.30260000000014,-4.166731439999999,-101.00750000000632,69.13586855999924,-31.871631440006176,20.12730124679593
88,8.704148513061227e-14,1.4139800441625994e-12,4.050093593832571e-13,-37.306299999999865,-62.67349999999915,76.47989999999996,-4.247354160000001,-99.97989999999932,72.23254584000031,-27.747354159999468,20.120341634540416
89,1.227462576025573e-12,2.0605739337042905e-13,1.4210854715202004e-14,-34.756499999999164,-66.36230000000138,77.29899999999957,-3.6877147200000104,-101.11879999999934,73.61128527999881,-27.507514719999783,20.113459784942822
90,-2.3803181647963356e-13,-9.999999878118615e-05,-0.0001000000006392554,-36.56269999999962,-67.73889999999824,76.47350000000085,-4.224172319999981,-104.3018000000011,72.24932768000195,-32.05247232000028,20.106653979438327
91,4.547473508864641e-13,0.00010000000038346002,-9.999999917909008e-05,-35.55350000000043,-60.74710000000077,71.5211999999994,-3.764204640000024,-96.30060000001123,67.7569953599984,-28.543604640011807,20.099922555810767
92,0.00010000000123433495,0.0,-6.536993168992922e-13,-35.435800000000604,-56.478199999998125,64.84199999999993,-3.7683201599999867,-91.91389999999939,61.07367983999914,-30.840220159999454,20.093263905755844
93,-1.3393730569077889e-12,-9.999999848986363e-05,-4.867217739956686e-13,-39.32269999999984,-57.65629999999747,71.43490000000014,-3.903801840000085,-96.97909999998903,67.53109816000102,-29.448001839988912,20.08667647257459
94,-1.751487843648647e-12,4.760636329592671e-13,-1.4139800441625994e-12,-36.1406000000001,-70.15019999999956,75.09299999999949,-4.583820960000051,-106.29099999999931,70.50917903999802,-35.78182095999982,20.080158748988932
95,-2.0250467969162855e-13,4.689582056016661e-13,1.4210854715202004e-13,-36.99409999999979,-50.420200000003454,61.17029999999976,-4.105238400000012,-87.41420000000866,57.06506160000049,-30.34913840000891,20.07370927507161
96,-6.750155989720952e-13,9.999999911869395e-05,-3.979039320256561e-13,-39.955800000000096,-59.35390000000199,76.08899999999949,-4.279479839999992,-99.30959999999494,71.80952016000012,-27.500079839995443,20.067326636283347
97,-2.042810365310288e-13,-5.542233338928781e-13,3.907985046680551e-14,-39.806499999999716,-54.772500000003575,65.17269999999948,-4.1007938400000254,-94.57900000000521,61.07190616000104,-33.507093840005766,20.06100946161071
98,1.9042545318370685e-12,3.552713678800501e-13,-0.00010000000025911504,-34.80160000000044,-58.10559999999483,67.29619999999923,-4.089665520000028,-92.90720000000256,63.20653447999944,-29.70066552000335,20.054756421798466
99,1.5258905250448151e-12,8.029132914089132e-13,0.00010000000015963906,-39.476899999999475,-64.05340000000572,75.7183999999991,-4.162920479999978,-103.53010000000167,71.5554795199993,-31.974620480002553,20.048566227670808
100,-1.13509202037676e-12,0.00010000000003884679,-8.739675649849232e-13,-38.93699999999937,-53.36169999999985,71.16040000000109,-4.381704719999964,-92.29869999999812,66.77869528000271,-25.520004719997,20.04243762853607
101,-1.8101076193488552e-12,8.064660050877137e-13,0.00010000000096965778,-41.5660999999995,-57.81390000000428,70.34719999999962,-4.407410880000024,-99.37990000000892,65.9397891199987,-33.440110880009314,20.036369410670076
102,-3.197442310920451e-13,4.085620730620576e-13,-0.00010000000009569021,-37.133199999999746,-58.52600000000484,67.85609999999942,-4.194642960000024,-95.65929999999611,63.66145703999865,-31.997842959996774,20.0303603958734
103,2.859934511434403e-13,2.4158453015843406e-13,-4.121147867408581e-13,-31.942399999999935,-69.46570000000017,74.66909999999947,-4.0018996800000135,-101.40819999999799,70.66720031999878,-30.740999679998524,20.02440944009843
104,1.7923440509548527e-12,-0.00010000000024490419,-1.0125233984581428e-12,-38.216899999999455,-48.79809999999665,62.103700000000856,-3.8994811199999786,-87.01509999999328,58.20421888000179,-28.810881119992406,20.018515432142035
105,1.6004975122996257e-12,-9.592326932761353e-13,-9.999999908671953e-05,-36.6567000000004,-60.83260000000297,73.02919999999924,-4.091782320000015,-97.48939999999567,68.93741767999889,-28.55198231999644,20.01267729240021
106,-2.206235194535111e-12,-1.3429257705865894e-12,9.999999904408696e-05,-40.426400000000044,-61.529400000005914,71.83940000000038,-4.101225840000061,-101.9556000000142,67.73817416000009,-34.21742584001389,20.006893971681272
107,1.1528555887707626e-12,-6.963318810448982e-13,-1.3962164757685969e-12,-35.48629999999983,-51.314400000005655,61.884600000000134,-4.277429279999993,-86.80070000000417,57.60717072000014,-29.19352928000403,20.00116445007417
108,-1.007194327939942e-12,-6.359357485052897e-13,-9.999999898724354e-05,-29.562799999999875,-65.80509999999671,77.4500000000002,-3.88661687999997,-95.36799999999512,73.56338312000057,-21.804616879995002,19.995487735868917
109,1.5365486660812167e-12,9.999999905119239e-05,-1.2256862191861728e-12,-40.11870000000064,-43.333800000004636,64.10269999999988,-3.9975436800000113,-83.45250000000313,60.10515631999976,-23.347343680003252,19.98986286453044
110,3.552713678800501e-13,-5.044853423896711e-13,-2.6645352591003757e-13,-35.49790000000052,-54.77380000000064,67.3315000000015,-4.344474960000035,-90.27169999999802,62.987025040001065,-27.2846749599965,19.98428889769906
111,-1.2576606422953773e-12,-5.684341886080801e-13,4.902744876744691e-13,-38.4179999999999,-54.922499999998124,71.32499999999987,-4.360895280000058,-93.3404000000034,66.9641047200009,-26.37629528000363,19.978764922274806
112,-2.071232074740692e-12,1.0800249583553523e-12,1.2079226507921703e-13,-38.88599999999972,-59.87449999999855,71.26159999999886,-4.170715920000025,-98.76050000000595,67.09088407999951,-31.669615920007107,19.973290049503856
113,9.999999953436145e-05,6.536993168992922e-13,-6.252776074688882e-13,-33.66559999999927,-55.04960000000489,68.28549999999993,-3.8930659199999447,-88.7151000000023,64.39243407999935,-24.32266592000232,19.967863414124253
114,-0.00010000000211896065,5.648814749292796e-13,-1.0729195309977513e-12,-35.162100000000514,-48.58640000000391,64.3519000000013,-4.169100959999965,-83.74860000000335,60.18279904000161,-23.565800960002022,19.96248417354783
115,-1.3393730569077889e-12,9.983125437429408e-13,-2.4868995751603507e-14,-34.35560000000002,-71.57820000000022,78.37850000000091,-3.7901750400000065,-105.93379999999115,74.58832496,-31.345475039990248,19.95715150706478
116,-1.2398970739013748e-12,1.0089706847793423e-12,-3.197442310920451e-13,-39.650799999999634,-52.057000000001736,66.25659999999988,-4.298891760000016,-91.7077999999947,61.95770823999957,-29.750091759994852,19.951864615107507
117,-1.4370726830748026e-12,6.252776074688882e-13,-4.760636329592671e-13,-36.428799999999846,-50.10019999999721,65.40640000000045,-4.082775839999951,-86.5290999999934,61.32362415999975,-25.20547583999274,19.946622718520942
118,2.3590018827235326e-12,-1.1297629498585593e-12,-8.490985692333197e-13,-32.70730000000003,-59.35520000000617,71.24130000000116,-4.110109199999987,-92.06250000000314,67.13119080000118,-24.931309200001966,19.94142505787585
119,-8.206768598029157e-13,-3.410605131648481e-13,-1.1226575225009583e-12,-35.73710000000021,-49.2060000000036,59.12679999999903,-4.029155999999989,-84.94300000000263,55.09764399999967,-29.845356000003644,19.936270892809112
120,-2.9096725029376103e-12,-0.00010000000104781748,-9.166001291305292e-13,-42.714299999999696,-47.31969999999959,65.85699999999906,-4.2370272000000275,-90.03400000000951,61.6199727999987,-28.414027200010587,19.93115950138907
121,-2.042810365310288e-13,1.3287149158713873e-12,-0.00010000000069254611,-38.78850000000043,-61.241399999995714,70.27309999999983,-4.390198560000025,-100.02999999999001,65.8829014400001,-34.14709855999015,19.926090179511156
122,-6.927791673660977e-14,9.947598300641403e-13,-9.9999998845135e-05,-38.26090000000013,-51.863499999997124,65.40930000000108,-4.079083679999998,-90.12449999998569,61.330216320002116,-28.794283679984595,19.921062240314157
123,-2.566835632933362e-12,-1.4708234630234074e-12,1.8118839761882555e-13,-34.45530000000074,-63.24639999999947,71.32720000000103,-4.12652015999998,-97.70180000001723,67.20067984000048,-30.50112016001619,19.916075013622134
124,0.00010000000062859726,-0.00010000000057885927,-0.00010000000137466714,-33.92229999999999,-41.90879999999606,53.66750000000034,-3.7757836800000053,-75.83119999998699,49.891716319998686,-25.939483679986488,19.911128953711806
125,-3.305800078123866e-12,-8.348877145181177e-13,-5.186961971048731e-13,-34.18329999999925,-36.11899999999872,47.97110000000032,-3.833391599999975,-70.30230000000627,44.137708399999944,-26.164591600005924,19.91294150645452
126,2.788880237858393e-13,0.00010000000039767087,-2.948752353404416e-13,-34.66410000000042,-73.35569999999626,78.00699999999992,-3.962146319999998,-108.01979999999888,74.0448536800005,-33.97494631999895,19.908072555160125
127,-7.105427357601002e-13,-2.7711166694643907e-13,-3.090860900556436e-13,-39.365100000000325,-49.44440000000347,65.87079999999929,-4.2819112799999814,-88.80950000000374,61.58888872000017,-27.220611280004476,19.90324179211209
128,-2.220446049250313e-13,1.2292389328649733e-12,6.856737400084967e-13,-35.29260000000009,-62.33439999999765,71.05580000000016,-3.9442233600000156,-97.6268999999943,67.11157663999867,-30.51532335999415,19.898448622931756
