0 , 29.4325 , 0.840927 , 0.717865 , 0.626222 , 1.47162 , 1.13202 , 2_var_11.mol2
1 , 25.7517 , 1.11964 , 0.953766 , 0.830699 , 1.9809 , 1.5148 , 2_var_283.mol2
2 , 25.7596 , 0.990756 , 0.757637 , 0.613325 , 1.71731 , 1.11998 , 2_var_275.mol2
3 , 25.7573 , 0.953974 , 0.780524 , 0.660444 , 1.60983 , 1.17079 , 2_var_50.mol2
4 , 25.7498 , 1.11956 , 0.887926 , 0.73571 , 1.83927 , 1.28749 , 2_var_260.mol2
5 , 25.75 , 1.17045 , 1.03 , 0.919642 , 2.14583 , 1.71666 , 2_var_228.mol2
6 , 25.7505 , 0.804703 , 0.660269 , 0.559793 , 1.83932 , 1.22621 , 2_var_277.mol2
7 , 25.743 , 0.735514 , 0.627878 , 0.547723 , 1.28715 , 0.990115 , 2_var_12.mol2
8 , 25.7521 , 0.735775 , 0.6281 , 0.547917 , 1.28761 , 0.990466 , 2_var_5.mol2
9 , 22.0967 , 1.47311 , 1.16298 , 0.960725 , 1.84139 , 1.38104 , 2_var_175.mol2
10 , 22.0966 , 1.22759 , 1.05222 , 0.92069 , 1.69973 , 1.38103 , 2_var_179.mol2
11 , 22.0963 , 1.10482 , 0.883852 , 0.736544 , 1.84136 , 1.29978 , 2_var_95.mol2
12 , 22.0937 , 1.38085 , 1.10468 , 0.92057 , 1.84114 , 1.38085 , 2_var_30.mol2
13 , 22.092 , 1.1046 , 0.88368 , 0.7364 , 1.69938 , 1.22733 , 2_var_72.mol2
14 , 22.0976 , 1.16303 , 0.883906 , 0.712827 , 1.84147 , 1.22765 , 2_var_57.mol2
15 , 22.0917 , 1.38073 , 1.05199 , 0.849681 , 1.69936 , 1.22732 , 2_var_47.mol2
16 , 22.0845 , 1.22692 , 1.05164 , 0.920187 , 1.69881 , 1.38028 , 2_var_105.mol2
17 , 22.0954 , 1.10477 , 0.883817 , 0.736514 , 1.69965 , 1.22752 , 2_var_71.mol2
18 , 22.0967 , 1.38104 , 1.10484 , 0.920696 , 1.69975 , 1.29981 , 2_var_167.mol2
19 , 22.0864 , 1.16244 , 0.920268 , 0.761601 , 1.69896 , 1.22702 , 2_var_59.mol2
20 , 22.0819 , 1.05152 , 0.849304 , 0.712319 , 1.69861 , 1.22677 , 2_var_224.mol2
21 , 22.0708 , 1.00322 , 0.848876 , 0.735692 , 2.45231 , 1.69775 , 2_var_219.mol2
22 , 22.0853 , 1.00388 , 0.883412 , 0.788761 , 1.84044 , 1.47235 , 2_var_200.mol2
23 , 22.0872 , 1.05177 , 0.849506 , 0.712489 , 1.69901 , 1.22706 , 2_var_218.mol2
24 , 22.0827 , 1.05155 , 0.849333 , 0.712344 , 1.69867 , 1.22681 , 2_var_231.mol2
25 , 22.0785 , 1.05136 , 0.817722 , 0.669046 , 1.83988 , 1.22658 , 2_var_217.mol2
26 , 22.0785 , 1.00357 , 0.849175 , 0.735952 , 2.45317 , 1.69835 , 2_var_220.mol2
27 , 22.0809 , 1.29888 , 1.05147 , 0.883236 , 1.47206 , 1.16215 , 2_var_3.mol2
28 , 22.0868 , 1.22704 , 0.920283 , 0.736226 , 1.69898 , 1.16246 , 2_var_36.mol2
29 , 22.0736 , 0.95972 , 0.788341 , 0.668895 , 2.20736 , 1.47157 , 2_var_274.mol2
30 , 22.0774 , 1.00352 , 0.849129 , 0.735912 , 2.00703 , 1.47182 , 2_var_271.mol2
31 , 22.0719 , 1.00327 , 0.848919 , 0.73573 , 2.00654 , 1.47146 , 2_var_227.mol2
32 , 22.0774 , 1.05131 , 0.849131 , 0.712175 , 1.69826 , 1.22652 , 2_var_214.mol2
33 , 22.0884 , 0.849555 , 0.64966 , 0.525915 , 1.47256 , 0.960367 , 2_var_276.mol2
34 , 22.0674 , 1.00306 , 0.848747 , 0.735581 , 2.45194 , 1.69749 , 2_var_221.mol2
35 , 22.0726 , 0.761124 , 0.580858 , 0.46963 , 1.69789 , 1.0033 , 2_var_239.mol2
36 , 22.0855 , 1.10427 , 0.81798 , 0.649573 , 1.38034 , 0.960238 , 2_var_15.mol2
37 , 22.0638 , 1.0029 , 0.817179 , 0.689495 , 2.20638 , 1.47092 , 2_var_272.mol2
38 , 22.0726 , 1.0033 , 0.848945 , 0.735752 , 2.45251 , 1.69789 , 2_var_222.mol2
39 , 22.0687 , 0.959508 , 0.788167 , 0.668748 , 2.00624 , 1.37929 , 2_var_309.mol2
40 , 22.0761 , 1.00346 , 0.817632 , 0.689877 , 1.47174 , 1.1038 , 2_var_264.mol2
41 , 22.0729 , 0.882918 , 0.689779 , 0.565973 , 1.83941 , 1.16173 , 2_var_235.mol2
42 , 22.0768 , 1.10384 , 0.817658 , 0.649316 , 1.57691 , 1.05127 , 2_var_96.mol2
43 , 22.0764 , 0.689886 , 0.566061 , 0.479921 , 1.57688 , 1.05126 , 2_var_279.mol2
44 , 22.098 , 1.1049 , 0.818446 , 0.649942 , 1.4732 , 1.00446 , 2_var_90.mol2
45 , 22.084 , 1.22689 , 0.920167 , 0.736134 , 1.47227 , 1.05162 , 2_var_35.mol2
46 , 22.0706 , 1.00321 , 0.817428 , 0.689705 , 1.69773 , 1.22614 , 2_var_251.mol2
47 , 22.0692 , 1.05091 , 0.848815 , 0.711909 , 1.69763 , 1.22607 , 2_var_238.mol2
48 , 22.0758 , 1.10379 , 0.849068 , 0.689868 , 1.37974 , 1.00344 , 2_var_91.mol2
49 , 22.0732 , 1.05111 , 0.84897 , 0.712039 , 1.69794 , 1.22629 , 2_var_232.mol2
50 , 22.0963 , 0.92068 , 0.712784 , 0.581482 , 1.84136 , 1.16296 , 2_var_173.mol2
51 , 22.0822 , 1.10411 , 0.849316 , 0.690069 , 1.38014 , 1.00374 , 2_var_89.mol2
52 , 22.0867 , 0.883468 , 0.690209 , 0.566325 , 1.47245 , 1.00394 , 2_var_215.mol2
53 , 22.0762 , 1.10381 , 0.849085 , 0.689882 , 1.37976 , 1.00346 , 2_var_68.mol2
54 , 22.0673 , 1.00306 , 0.817308 , 0.689604 , 1.47115 , 1.10337 , 2_var_194.mol2
55 , 22.0974 , 0.960757 , 0.690544 , 0.538961 , 1.29985 , 0.8499 , 2_var_17.mol2
56 , 22.0836 , 0.960158 , 0.817912 , 0.712375 , 1.5774 , 1.22687 , 2_var_284.mol2
57 , 22.0685 , 0.817352 , 0.668742 , 0.565859 , 1.37928 , 1.00311 , 2_var_49.mol2
58 , 22.0732 , 1.00333 , 0.882929 , 0.78833 , 1.83944 , 1.47155 , 2_var_198.mol2
59 , 22.075 , 1.00341 , 0.788394 , 0.649266 , 1.83959 , 1.22639 , 2_var_258.mol2
60 , 22.0709 , 1.051 , 0.848881 , 0.711965 , 1.69776 , 1.22616 , 2_var_98.mol2
61 , 22.0691 , 1.00314 , 0.788181 , 0.64909 , 1.69762 , 1.16153 , 2_var_234.mol2
62 , 22.0677 , 0.959465 , 0.760955 , 0.630506 , 1.57626 , 1.10338 , 2_var_262.mol2
63 , 22.0958 , 1.05218 , 0.761924 , 0.597184 , 1.38099 , 0.920658 , 2_var_63.mol2
64 , 22.0725 , 1.0033 , 0.848943 , 0.735751 , 2.00659 , 1.4715 , 2_var_199.mol2
65 , 22.0818 , 0.960078 , 0.712316 , 0.5662 , 1.22677 , 0.849299 , 2_var_18.mol2
66 , 22.072 , 1.05105 , 0.848922 , 0.711999 , 1.69784 , 1.22622 , 2_var_97.mol2
67 , 22.0807 , 1.22671 , 0.960032 , 0.788598 , 1.5772 , 1.16214 , 2_var_10.mol2
68 , 22.0745 , 0.88298 , 0.735817 , 0.6307 , 1.57675 , 1.16182 , 2_var_162.mol2
69 , 22.0728 , 0.882912 , 0.712026 , 0.596562 , 1.69791 , 1.16173 , 2_var_161.mol2
70 , 22.0735 , 0.919731 , 0.735785 , 0.613154 , 1.69796 , 1.16177 , 2_var_209.mol2
71 , 22.0679 , 0.919497 , 0.735598 , 0.612998 , 1.69753 , 1.16147 , 2_var_207.mol2
72 , 22.0899 , 1.0519 , 0.76172 , 0.597024 , 1.38062 , 0.920412 , 2_var_64.mol2
73 , 22.0729 , 1.22627 , 0.919704 , 0.735763 , 1.69792 , 1.16173 , 2_var_297.mol2
74 , 22.0898 , 0.92041 , 0.736328 , 0.613607 , 1.69922 , 1.16262 , 2_var_174.mol2
75 , 22.0749 , 1.00341 , 0.761204 , 0.613192 , 1.83958 , 1.16184 , 2_var_101.mol2
76 , 22.0695 , 1.00316 , 0.761017 , 0.613042 , 1.83913 , 1.16155 , 2_var_196.mol2
77 , 22.0752 , 0.919799 , 0.712102 , 0.580925 , 1.8396 , 1.16185 , 2_var_163.mol2
78 , 22.0722 , 0.919674 , 0.735739 , 0.613116 , 1.69786 , 1.16169 , 2_var_208.mol2
79 , 22.0747 , 1.10373 , 0.81758 , 0.649255 , 1.47164 , 1.00339 , 2_var_256.mol2
80 , 22.0736 , 1.05112 , 0.848984 , 0.712052 , 1.69797 , 1.22631 , 2_var_203.mol2
81 , 22.0771 , 0.919879 , 0.735904 , 0.613253 , 1.69824 , 1.16195 , 2_var_206.mol2
82 , 22.0753 , 1.10377 , 0.883013 , 0.735844 , 1.83961 , 1.29855 , 2_var_61.mol2
83 , 22.0788 , 1.10394 , 0.817734 , 0.649377 , 1.69837 , 1.10394 , 2_var_248.mol2
84 , 22.0706 , 0.959591 , 0.788235 , 0.668806 , 2.00642 , 1.37941 , 2_var_310.mol2
85 , 22.0814 , 1.16218 , 0.920056 , 0.761426 , 1.47209 , 1.10407 , 2_var_249.mol2
86 , 22.0795 , 1.16208 , 0.817759 , 0.630842 , 1.57711 , 1.00361 , 2_var_306.mol2
87 , 22.0767 , 0.919863 , 0.73589 , 0.613242 , 1.69821 , 1.16193 , 2_var_211.mol2
88 , 22.0765 , 1.16192 , 0.883059 , 0.712144 , 1.57689 , 1.10382 , 2_var_250.mol2
89 , 22.0771 , 0.788468 , 0.56608 , 0.441542 , 1.37982 , 0.817671 , 2_var_153.mol2
90 , 22.0729 , 1.00331 , 0.788318 , 0.649203 , 1.69791 , 1.16173 , 2_var_195.mol2
91 , 22.0759 , 0.817625 , 0.689871 , 0.596645 , 1.22644 , 0.959821 , 2_var_103.mol2
92 , 22.0746 , 0.817579 , 0.689832 , 0.596611 , 1.22637 , 0.959766 , 2_var_104.mol2
93 , 22.0757 , 0.919822 , 0.649286 , 0.501721 , 1.47172 , 0.883029 , 2_var_145.mol2
94 , 22.0776 , 0.689926 , 0.566093 , 0.479948 , 1.57697 , 1.05132 , 2_var_280.mol2
95 , 22.0802 , 0.630862 , 0.460004 , 0.36197 , 1.47201 , 0.788578 , 2_var_25.mol2
96 , 22.0768 , 1.05128 , 0.84911 , 0.712156 , 1.69822 , 1.22649 , 2_var_204.mol2
97 , 22.0703 , 0.613064 , 0.441406 , 0.344848 , 1.47135 , 0.761044 , 2_var_23.mol2
98 , 22.0793 , 0.817752 , 0.581034 , 0.450598 , 1.29878 , 0.788547 , 2_var_166.mol2
99 , 22.0742 , 0.649241 , 0.479874 , 0.38059 , 1.57673 , 0.849008 , 2_var_27.mol2
100 , 22.0728 , 0.630652 , 0.538361 , 0.469634 , 1.10364 , 0.848954 , 2_var_6.mol2
101 , 22.0776 , 0.761298 , 0.58099 , 0.469737 , 1.57697 , 0.959897 , 2_var_246.mol2
102 , 22.0865 , 0.690203 , 0.56632 , 0.480141 , 1.57761 , 1.05174 , 2_var_278.mol2
103 , 18.4154 , 0.969233 , 0.736617 , 0.594046 , 1.53462 , 1.02308 , 2_var_127.mol2
104 , 18.4145 , 1.02303 , 0.876883 , 0.767272 , 1.4165 , 1.15091 , 2_var_41.mol2
105 , 18.4132 , 1.02296 , 0.800576 , 0.657616 , 1.22755 , 0.920663 , 2_var_85.mol2
106 , 18.4129 , 1.22753 , 1.02294 , 0.876804 , 1.41638 , 1.15081 , 2_var_135.mol2
107 , 18.4127 , 1.53439 , 1.31519 , 1.15079 , 1.67388 , 1.41636 , 2_var_117.mol2
108 , 18.4122 , 1.53435 , 1.31516 , 1.15076 , 1.67384 , 1.41632 , 2_var_45.mol2
109 , 18.4092 , 1.02274 , 0.87663 , 0.767052 , 1.31495 , 1.0829 , 2_var_2.mol2
110 , 18.4056 , 1.22704 , 1.02254 , 0.876459 , 1.41582 , 1.15035 , 2_var_53.mol2
111 , 18.4037 , 1.15023 , 0.920187 , 0.766823 , 1.53365 , 1.15023 , 2_var_29.mol2
112 , 18.3983 , 1.22656 , 0.968334 , 0.799928 , 1.5332 , 1.1499 , 2_var_54.mol2
113 , 18.3918 , 0.967992 , 0.766327 , 0.634202 , 1.67199 , 1.14949 , 2_var_242.mol2
114 , 18.4102 , 1.02279 , 0.876676 , 0.767092 , 1.41617 , 1.15064 , 2_var_180.mol2
115 , 18.4039 , 1.02244 , 0.876377 , 0.76683 , 1.31457 , 1.08258 , 2_var_42.mol2
116 , 18.4052 , 1.02251 , 0.87644 , 0.766885 , 1.41579 , 1.15033 , 2_var_81.mol2
117 , 18.4013 , 0.96849 , 0.736053 , 0.593591 , 1.53344 , 1.0223 , 2_var_20.mol2
118 , 18.4011 , 1.22674 , 1.02228 , 0.876243 , 1.41547 , 1.15007 , 2_var_124.mol2
119 , 18.3983 , 1.22655 , 0.968332 , 0.799926 , 1.53319 , 1.14989 , 2_var_178.mol2
120 , 18.3968 , 1.22645 , 0.968253 , 0.799861 , 1.53307 , 1.1498 , 2_var_14.mol2
121 , 18.3957 , 1.22638 , 0.968197 , 0.799815 , 1.53298 , 1.14973 , 2_var_183.mol2
122 , 18.3941 , 1.14963 , 0.875912 , 0.707467 , 1.6722 , 1.14963 , 2_var_152.mol2
123 , 18.4121 , 1.53435 , 1.31515 , 1.15076 , 1.67383 , 1.41632 , 2_var_73.mol2
124 , 18.3943 , 1.53286 , 1.31388 , 1.14964 , 1.67221 , 1.41494 , 2_var_40.mol2
125 , 18.4113 , 0.969015 , 0.736452 , 0.593913 , 1.53427 , 1.02285 , 2_var_58.mol2
126 , 18.4026 , 0.96856 , 0.736105 , 0.593633 , 1.53355 , 1.02237 , 2_var_126.mol2
127 , 18.404 , 1.22693 , 1.02245 , 0.876382 , 1.41569 , 1.15025 , 2_var_84.mol2
128 , 18.4028 , 1.02238 , 0.836493 , 0.707802 , 1.53357 , 1.15018 , 2_var_34.mol2
129 , 18.4007 , 1.22672 , 1.02226 , 0.876226 , 1.41544 , 1.15005 , 2_var_172.mol2
