Lig100/out.pdbqt:REMARK minimizedAffinity -5.65953064
Lig100/out.pdbqt:REMARK minimizedAffinity -5.5824194
Lig100/out.pdbqt:REMARK minimizedAffinity -5.53162861
Lig100/out.pdbqt:REMARK minimizedAffinity -5.51886702
Lig100/out.pdbqt:REMARK minimizedAffinity -5.3996067
Lig100/out.pdbqt:REMARK minimizedAffinity -5.24138784
Lig100/out.pdbqt:REMARK minimizedAffinity -5.06014061
Lig100/out.pdbqt:REMARK minimizedAffinity -5.01073647
Lig100/out.pdbqt:REMARK minimizedAffinity -5.00296211
Lig100/out.pdbqt:REMARK minimizedAffinity -4.81941271
Lig100/out.pdbqt:REMARK minimizedAffinity -4.73528481
Lig100/out.pdbqt:REMARK minimizedAffinity -4.7258172
Lig100/out.pdbqt:REMARK minimizedAffinity -4.65189505
Lig100/out.pdbqt:REMARK minimizedAffinity -4.62513256
Lig100/out.pdbqt:REMARK minimizedAffinity -4.59820366
Lig100/out.pdbqt:REMARK minimizedAffinity -4.56175613
Lig100/out.pdbqt:REMARK minimizedAffinity -4.55797672
Lig100/out.pdbqt:REMARK minimizedAffinity -4.44039917
Lig100/out.pdbqt:REMARK minimizedAffinity -4.43548632
Lig100/out.pdbqt:REMARK minimizedAffinity -4.40289879
Lig100/out.pdbqt:REMARK minimizedAffinity -4.38233948
Lig100/out.pdbqt:REMARK minimizedAffinity -4.34550095
Lig100/out.pdbqt:REMARK minimizedAffinity -4.32629013
Lig100/out.pdbqt:REMARK minimizedAffinity -4.30688238
Lig100/out.pdbqt:REMARK minimizedAffinity -4.28967476
Lig100/out.pdbqt:REMARK minimizedAffinity -4.24247551
Lig100/out.pdbqt:REMARK minimizedAffinity -4.23781204
Lig100/out.pdbqt:REMARK minimizedAffinity -4.21968555
Lig100/out.pdbqt:REMARK minimizedAffinity -4.2131052
Lig100/out.pdbqt:REMARK minimizedAffinity -4.20748901
Lig100/out.pdbqt:REMARK minimizedAffinity -4.12579966
Lig100/out.pdbqt:REMARK minimizedAffinity -4.1030817
Lig100/out.pdbqt:REMARK minimizedAffinity -4.08378649
Lig100/out.pdbqt:REMARK minimizedAffinity -4.04372501
Lig100/out.pdbqt:REMARK minimizedAffinity -4.00888014
Lig100/out.pdbqt:REMARK minimizedAffinity -3.97538376
Lig100/out.pdbqt:REMARK minimizedAffinity -3.93649769
Lig100/out.pdbqt:REMARK minimizedAffinity -3.92011929
Lig100/out.pdbqt:REMARK minimizedAffinity -3.91094065
Lig100/out.pdbqt:REMARK minimizedAffinity -3.85069442
Lig100/out.pdbqt:REMARK minimizedAffinity -3.84793472
Lig100/out.pdbqt:REMARK minimizedAffinity -3.83742833
Lig100/out.pdbqt:REMARK minimizedAffinity -3.83560586
