Ligand,Affinity
Lig105,-3.08172011
Lig105,-3.04843354
Lig105,-3.01613832
Lig105,-3.00097108
Lig105,-2.9683907
Lig105,-2.9617188
Lig105,-2.91953349
Lig105,-2.90317035
Lig105,-2.85111785
Lig106,-5.24134493
Lig106,-5.14626455
Lig106,-4.98508453
Lig106,-4.92716837
Lig106,-4.7250886
Lig106,-4.58774137
Lig106,-4.51988745
Lig106,-4.38693666
Lig106,-4.30602646
Lig106,-4.27882004
Lig106,-4.09845781
Lig106,-4.08620691
Lig106,-4.04013491
Lig106,-4.0334301
Lig106,-4.0175457
Lig106,-3.92859745
Lig106,-3.84083271
Lig106,-3.83801627
Lig106,-3.75579071
Lig106,-3.72828794
Lig106,-3.71630573
Lig106,-3.70571494
Lig106,-3.69166255
Lig106,-3.67424774
Lig106,-3.65954709
Lig106,-3.63299727
Lig106,-3.62621593
Lig106,-3.62141538
Lig106,-3.56902695
Lig106,-3.53540325
Lig106,-3.52636862
Lig106,-3.5029552
Lig106,-3.46767235
Lig106,-3.36219835
Lig106,-3.26391959
Lig106,-3.22961998
Lig106,-3.18814588
Lig106,-3.18032432
Lig106,-3.15891576
Lig106,-3.09921503
Lig106,-3.09019995
Lig106,-3.08562207
Lig106,-3.04973888
Lig106,-3.04911184
Lig106,-2.98790908
Lig106,-2.9627161
Lig106,-2.9601295
Lig106,-2.94300485
Lig106,-2.93928671
Lig107,-5.29939938
Lig107,-4.72923422
Lig107,-4.63754654
Lig107,-4.59036493
Lig107,-4.36230993
Lig107,-4.28756189
Lig107,-4.24708033
Lig107,-4.19186306
Lig107,-4.07635021
Lig107,-3.7971065
Lig107,-3.76229596
Lig107,-3.68405604
Lig107,-3.66124678
Lig107,-3.58802128
Lig107,-3.50885057
Lig107,-3.46313691
Lig107,-3.38552547
Lig107,-3.29678416
Lig107,-3.27852345
Lig107,-3.2612803
Lig107,-3.25858593
Lig107,-3.23240399
Lig107,-3.14729023
Lig107,-3.12211943
Lig107,-3.12011337
Lig107,-3.07707715
Lig107,-3.03494453
Lig107,-3.02715206
Lig107,-3.00807548
Lig107,-2.96459293
Lig107,-2.95395279
Lig107,-2.86765289
Lig107,-2.82614374
Lig107,-2.81538582
Lig107,-2.80786014
Lig107,-2.8012774
Lig107,-2.75276637
Lig107,-2.74391842
Lig107,-2.73117399
Lig107,-2.71844506
Lig107,-2.70849681
Lig107,-2.69659662
Lig107,-2.68290019
Lig107,-2.60218215
Lig107,-2.56401992
Lig107,-2.53565335
Lig107,-2.52404904
Lig107,-2.50238442
Lig107,-2.4702425
Lig107,-2.46926141
Lig108,-6.79413795
Lig108,-6.15595722
Lig108,-5.95592594
Lig108,-5.16865635
Lig108,-5.0689497
Lig108,-5.00783062
Lig108,-4.72925854
Lig108,-4.7050848
Lig108,-4.68738508
Lig108,-4.67086601
Lig108,-4.47505856
Lig108,-4.4583149
Lig108,-4.43258953
Lig108,-4.41010714
Lig108,-4.34915352
Lig108,-4.33057404
Lig108,-4.26801968
Lig108,-4.24881554
Lig108,-4.22772312
Lig108,-4.18505383
Lig108,-4.16869545
Lig108,-4.16074705
Lig108,-4.12778759
Lig108,-4.12021208
Lig108,-4.11369276
Lig108,-4.06663609
Lig108,-4.04133749
Lig108,-4.01866102
Lig108,-4.01396465
Lig108,-3.98685908
Lig108,-3.93956447
Lig108,-3.88964248
Lig108,-3.88098812
Lig108,-3.85915995
Lig108,-3.85791039
Lig108,-3.84704518
Lig108,-3.81941986
Lig108,-3.81909752
Lig109,-5.51030397
Lig109,-5.08886385
Lig109,-4.56283092
Lig109,-4.35434723
Lig109,-4.10606527
Lig109,-4.0963769
Lig109,-4.07974482
Lig109,-4.06155634
Lig109,-3.92121363
Lig109,-3.91317081
Lig109,-3.88672805
Lig109,-3.78995466
Lig109,-3.709023
Lig109,-3.69327545
Lig109,-3.6419158
Lig109,-3.5891211
Lig109,-3.55258465
Lig109,-3.4491992
Lig109,-3.38672709
Lig109,-3.38160467
Lig109,-3.32025933
Lig109,-3.30417848
Lig109,-3.25765753
Lig109,-3.18038225
Lig109,-3.05560517
Lig109,-3.01166391
Lig109,-3.00502253
Lig109,-2.93446231
Lig109,-2.90782285
Lig109,-2.85351324
Lig109,-2.83334899
Lig109,-2.83133602
Lig109,-2.80102277
Lig109,-2.77851629
Lig109,-2.73841071
Lig109,-2.73634768
Lig109,-2.72879457
Lig109,-2.70281458
Lig109,-2.6801455
Lig109,-2.65792966
Lig109,-2.65450287
Lig109,-2.61067867
Lig109,-2.60524368
Lig109,-2.54307151
Lig109,-2.5401082
Lig109,-2.51361394
Lig10,-5.91895342
Lig10,-5.21566725
Lig10,-5.18004084
Lig10,-4.96703672
Lig10,-4.67384386
Lig10,-4.62178707
Lig10,-4.59068251
Lig10,-4.57208872
Lig10,-4.40186357
Lig10,-4.39668894
Lig10,-4.31693029
Lig10,-4.28100109
Lig10,-4.26884747
Lig10,-4.21073294
Lig10,-4.17155743
Lig10,-4.1227169
Lig10,-4.11626911
Lig10,-4.09270525
Lig10,-4.00809336
Lig10,-3.71819901
Lig10,-3.70453572
Lig10,-3.70148826
Lig10,-3.69792032
Lig10,-3.62617087
Lig10,-3.6214788
Lig10,-3.57182217
Lig10,-3.40143275
Lig10,-3.39358687
Lig10,-3.38586283
Lig10,-3.37757206
Lig10,-3.36872959
Lig10,-3.36738372
Lig10,-3.36061597
Lig10,-3.34681392
Lig10,-3.34298897
Lig10,-3.31907105
Lig10,-3.31049967
Lig10,-3.17010045
Lig10,-3.15698218
Lig10,-3.15066957
Lig10,-3.14858961
Lig10,-3.14711881
Lig10,-3.11597586
Lig10,-3.09018207
Lig10,-3.0502913
Lig10,-3.01752663
Lig10,-2.97237492
Lig110,-5.52679491
Lig110,-5.15823221
Lig110,-4.23173618
Lig110,-4.13798523
Lig110,-4.12412167
Lig110,-4.06323576
Lig110,-4.05505943
Lig110,-4.05212021
Lig110,-4.01115894
Lig110,-3.91743851
Lig110,-3.89443707
Lig110,-3.86973715
Lig110,-3.8458147
Lig110,-3.74597907
Lig110,-3.74292159
Lig110,-3.69919276
Lig110,-3.6747191
Lig110,-3.66379285
Lig110,-3.65175581
Lig110,-3.63417768
Lig110,-3.59486032
Lig110,-3.58127332
Lig110,-3.56992745
Lig110,-3.52380824
Lig110,-3.46773767
Lig110,-3.43422174
Lig110,-3.36094689
Lig110,-3.35066295
Lig110,-3.3431251
Lig110,-3.32521129
Lig110,-3.31044149
Lig110,-3.20209575
Lig110,-3.18640614
Lig110,-3.13275242
Lig110,-3.05992007
Lig110,-2.98313022
Lig110,-2.93831778
Lig110,-2.93357062
Lig110,-2.91666603
Lig110,-2.91521525
Lig110,-2.89297986
Lig110,-2.8880291
Lig110,-2.87935662
Lig110,-2.84523058
Lig110,-2.76888204
Lig110,-2.76687384
Lig110,-2.76204777
Lig110,-2.75588131
Lig110,-2.7202034
Lig110,-2.5884707
Lig111,-4.62545061
Lig111,-4.43319845
Lig111,-4.40280199
Lig111,-4.39308071
Lig111,-4.31681395
Lig111,-4.24418736
Lig111,-4.23832989
Lig111,-4.22387648
Lig111,-4.18419933
Lig111,-4.18275976
Lig111,-4.12740993
Lig111,-4.0742116
Lig111,-4.05906439
Lig111,-4.04844666
Lig111,-4.02214098
Lig111,-4.0010581
Lig111,-3.97814894
Lig111,-3.94374728
Lig111,-3.94116902
Lig111,-3.92871928
Lig111,-3.79853225
Lig111,-3.77404022
Lig111,-3.68532467
Lig111,-3.6803472
Lig111,-3.64894676
Lig111,-3.61897755
Lig111,-3.60846472
Lig111,-3.53466606
Lig111,-3.47187924
Lig111,-3.41828775
Lig111,-3.4172554
Lig111,-3.38153362
Lig111,-3.3786912
Lig111,-3.36262941
Lig111,-3.34786916
Lig111,-3.32112169
Lig111,-3.29464936
Lig111,-3.24557853
Lig111,-3.23777556
Lig111,-3.18644881
Lig111,-3.15995812
Lig111,-3.1411612
Lig111,-3.13561344
Lig111,-3.12666821
Lig111,-3.11972356
Lig111,-3.09749341
Lig111,-3.09146929
Lig111,-3.03105855
Lig111,-3.01221442
Lig111,-3.00478482
Lig112,-5.37489891
Lig112,-4.74871492
Lig112,-4.55331278
Lig112,-4.26791573
Lig112,-4.2521615
Lig112,-4.24713802
Lig112,-4.20661879
Lig112,-4.06277847
Lig112,-4.01435995
Lig112,-3.85071492
Lig112,-3.7747786
Lig112,-3.75793672
Lig112,-3.7530098
Lig112,-3.71347213
Lig112,-3.69391775
Lig112,-3.63410115
Lig112,-3.61064959
Lig112,-3.58866262
Lig112,-3.53373504
Lig112,-3.52508116
Lig112,-3.46702766
Lig112,-3.44583464
Lig112,-3.43384624
Lig112,-3.3830862
Lig112,-3.32500029
Lig112,-3.31425643
Lig112,-3.23506141
Lig112,-3.21901822
Lig112,-3.14835048
Lig112,-3.12439322
Lig112,-3.12158179
Lig112,-3.07020783
Lig112,-3.06436968
Lig112,-3.05119848
Lig112,-3.0386622
Lig112,-2.93505692
Lig112,-2.92292213
Lig112,-2.90512872
Lig112,-2.90161419
Lig112,-2.90075421
Lig112,-2.86114621
Lig112,-2.85102606
Lig112,-2.80043197
Lig112,-2.80028892
Lig112,-2.79837584
Lig112,-2.77982283
Lig112,-2.75348067
Lig112,-2.75151753
Lig112,-2.64268589
Lig112,-2.5833919
Lig113,-5.18840837
Lig113,-4.98590899
Lig113,-4.39090681
Lig113,-4.38362455
Lig113,-4.31152201
Lig113,-4.22043037
Lig113,-4.19483852
Lig113,-4.13500214
Lig113,-4.05662823
Lig113,-4.00778341
Lig113,-3.93958688
Lig113,-3.93737555
Lig113,-3.90597653
Lig113,-3.89805532
Lig113,-3.89731145
Lig113,-3.70127583
Lig113,-3.66672587
Lig113,-3.63925409
Lig113,-3.62810206
Lig113,-3.52795601
Lig113,-3.51469755
Lig113,-3.51258159
Lig113,-3.49236226
Lig113,-3.39724755
Lig113,-3.37876105
Lig113,-3.3403604
Lig113,-3.32541013
Lig113,-3.31707382
Lig113,-3.29236412
Lig113,-3.27227712
Lig113,-3.23595381
Lig113,-3.19540262
Lig113,-3.17808795
Lig113,-3.16944623
Lig113,-3.1493504
Lig113,-3.13547826
Lig113,-3.11402178
Lig113,-3.07100868
Lig113,-3.04750633
Lig113,-3.04336166
Lig113,-3.02719998
Lig113,-3.01588798
Lig113,-3.01134777
Lig113,-2.99594283
Lig113,-2.99454021
Lig113,-2.96391153
Lig113,-2.9070251
Lig113,-2.82403708
Lig113,-2.79904699
Lig113,-2.79855204
Lig114,-5.70150566
Lig114,-5.12841225
Lig114,-4.9915781
Lig114,-4.98793173
Lig114,-4.56200027
Lig114,-4.52325153
Lig114,-4.47005558
Lig114,-4.13505316
Lig114,-4.08672142
Lig114,-4.02491856
Lig114,-3.9837687
Lig114,-3.93640232
Lig114,-3.80012012
Lig114,-3.76982784
Lig114,-3.75366616
Lig114,-3.73060107
Lig114,-3.72176313
Lig114,-3.71009302
Lig114,-3.61381769
Lig114,-3.50645876
Lig114,-3.4312737
Lig114,-3.40969586
Lig114,-3.39618993
Lig114,-3.3635428
Lig114,-3.36220217
Lig114,-3.35659099
Lig114,-3.32649064
Lig114,-3.28515601
Lig114,-3.26652098
Lig114,-3.1641984
Lig114,-3.13621759
Lig114,-3.13228512
Lig114,-3.08075237
Lig114,-3.07099915
Lig114,-3.06987214
Lig114,-3.02280545
Lig114,-3.01199508
Lig114,-2.97746944
Lig114,-2.97404909
Lig114,-2.96070528
Lig114,-2.95440006
Lig114,-2.9449966
Lig114,-2.93362069
Lig114,-2.91623473
Lig114,-2.90747094
Lig114,-2.86813021
Lig114,-2.8624444
Lig114,-2.7804718
Lig114,-2.77024627
Lig114,-2.73684573
Lig115,-4.80602312
Lig115,-4.29003477
Lig115,-4.21527719
Lig115,-4.19817257
Lig115,-4.16860867
Lig115,-4.1672411
Lig115,-4.11103439
Lig115,-3.98231483
Lig115,-3.98187566
Lig115,-3.89441514
Lig115,-3.79715824
Lig115,-3.74740434
Lig115,-3.74123549
Lig115,-3.7357986
Lig115,-3.70558286
Lig115,-3.68003488
Lig115,-3.59848928
Lig115,-3.4807992
Lig115,-3.45967674
Lig115,-3.43784571
Lig115,-3.42579675
Lig115,-3.40007329
Lig115,-3.35899615
Lig115,-3.30557299
Lig115,-3.2883637
Lig115,-3.25628519
Lig115,-3.25164485
Lig115,-3.23673797
Lig115,-3.22899675
Lig115,-3.20642686
Lig115,-3.18605828
Lig115,-3.18388796
Lig115,-3.13231945
Lig115,-3.1074121
Lig115,-3.09862757
Lig115,-3.09825516
Lig115,-3.09273076
Lig115,-3.08829117
Lig115,-3.07722378
Lig115,-3.07230234
Lig115,-3.04329062
Lig115,-3.01375389
Lig115,-2.95490384
Lig115,-2.93336415
Lig115,-2.92621493
Lig115,-2.9137702
Lig115,-2.89868307
Lig115,-2.8958087
Lig115,-2.82163262
Lig115,-2.81800461
Lig116,-4.95100212
Lig116,-4.88267088
Lig116,-4.6889019
Lig116,-4.47671795
Lig116,-4.32769251
Lig116,-4.32107496
Lig116,-4.2190814
Lig116,-4.1765151
Lig116,-3.95006514
Lig116,-3.88653111
Lig116,-3.74041247
Lig116,-3.72289562
Lig116,-3.71523619
Lig116,-3.69866991
Lig116,-3.68111134
Lig116,-3.62879682
Lig116,-3.62569952
Lig116,-3.6206615
Lig116,-3.61650991
Lig116,-3.60958576
Lig116,-3.56838465
Lig116,-3.52145028
Lig116,-3.51893449
Lig116,-3.50859141
Lig116,-3.47027516
Lig116,-3.43108249
Lig116,-3.42145443
Lig116,-3.33861065
Lig116,-3.30898857
Lig116,-3.28677058
Lig116,-3.2630055
Lig116,-3.20103025
Lig116,-3.18774009
Lig116,-3.12655997
Lig116,-3.09975362
Lig116,-3.07819939
Lig116,-3.03573728
Lig116,-3.03060532
Lig116,-2.97541046
Lig116,-2.9674201
Lig116,-2.95574069
Lig116,-2.94900012
Lig116,-2.94735909
Lig116,-2.93150091
Lig116,-2.87959123
Lig116,-2.86206651
Lig116,-2.83142352
Lig116,-2.82831335
Lig116,-2.77658033
Lig116,-2.73198867
Lig117,-4.6039958
Lig117,-4.589221
Lig117,-4.40322304
Lig117,-4.40319443
Lig117,-4.31670332
Lig117,-4.30556107
Lig117,-4.21019173
Lig117,-4.16122007
Lig117,-4.15381575
Lig117,-4.00585175
Lig117,-3.90392232
Lig117,-3.86890936
Lig117,-3.81924367
Lig117,-3.80259776
Lig117,-3.7606349
Lig117,-3.74577045
Lig117,-3.7205379
Lig117,-3.58817625
Lig117,-3.57725024
Lig117,-3.51864696
Lig117,-3.5122807
Lig117,-3.51012683
Lig117,-3.47810555
Lig117,-3.46651578
Lig117,-3.460639
Lig117,-3.40262413
Lig117,-3.39670634
Lig117,-3.30053592
Lig117,-3.2806139
Lig117,-3.24114823
Lig117,-3.24020839
Lig117,-3.18379855
Lig117,-3.17250681
Lig117,-3.14147496
Lig117,-3.14003181
Lig117,-3.11372995
Lig117,-3.10834455
Lig117,-3.08860135
Lig117,-3.08769751
Lig117,-3.02424026
Lig117,-2.95091057
Lig117,-2.90698123
Lig117,-2.89865065
Lig117,-2.81942415
Lig117,-2.796422
Lig117,-2.76674366
Lig117,-2.76249933
Lig117,-2.7534709
Lig117,-2.67060971
Lig117,-2.62872076
Lig118,-5.61172056
Lig118,-5.366961
Lig118,-5.15364027
Lig118,-5.09739304
Lig118,-4.93899584
Lig118,-4.8389883
Lig118,-4.75989294
Lig118,-4.70923281
Lig118,-4.69250059
Lig118,-4.58316755
Lig118,-4.48083353
Lig118,-4.46053505
Lig118,-4.41321182
Lig118,-4.31915522
Lig118,-4.30763912
Lig118,-4.25229931
Lig118,-4.17384481
Lig118,-4.1446681
Lig118,-4.09367561
Lig118,-4.06182194
Lig118,-4.02155399
Lig118,-4.01326561
Lig118,-4.00640869
Lig118,-4.00393534
Lig118,-3.9451983
Lig118,-3.90526128
Lig118,-3.78245521
Lig118,-3.76422286
Lig118,-3.68482757
Lig118,-3.57070184
Lig118,-3.55965662
Lig118,-3.52128696
Lig118,-3.49962735
Lig118,-3.45662427
Lig118,-3.45513344
Lig118,-3.4487927
Lig118,-3.44625258
Lig118,-3.44241142
Lig118,-3.43123579
Lig118,-3.41809392
Lig118,-3.41540861
Lig118,-3.39774823
Lig118,-3.37809277
Lig118,-3.36683488
Lig118,-3.35851502
Lig118,-3.35838723
Lig118,-3.33048153
Lig118,-3.31256843
Lig118,-3.26419759
Lig118,-3.22771502
Lig119,-5.60461473
Lig119,-5.40863657
Lig119,-5.02756643
Lig119,-4.9318819
Lig119,-4.89072227
Lig119,-4.8892293
Lig119,-4.74265814
Lig119,-4.71276522
Lig119,-4.59298849
Lig119,-4.52002954
Lig119,-4.47766733
Lig119,-4.39836788
Lig119,-4.31674576
Lig119,-4.24637651
Lig119,-4.2461586
Lig119,-4.23751068
Lig119,-4.13929033
Lig119,-4.13779831
Lig119,-4.09171629
Lig119,-4.02542591
Lig119,-3.99717498
Lig119,-3.99172831
Lig119,-3.91728115
Lig119,-3.90940332
Lig119,-3.84464598
Lig119,-3.83817601
Lig119,-3.82292533
Lig119,-3.79659843
Lig119,-3.76885605
Lig119,-3.73835135
Lig119,-3.66493583
Lig119,-3.57911992
Lig119,-3.50229907
Lig119,-3.49570131
Lig119,-3.47107649
Lig119,-3.40618038
Lig119,-3.39994574
Lig119,-3.3952179
Lig119,-3.32907891
Lig119,-3.31593609
Lig119,-3.30412531
Lig119,-3.29546642
Lig119,-3.28519249
Lig119,-3.27544761
Lig119,-3.25961971
Lig119,-3.24876118
Lig119,-3.21283698
Lig119,-3.14900947
Lig119,-3.11897397
Lig119,-3.01352262
Lig11,-5.59120131
Lig11,-5.22848988
Lig11,-4.98537683
Lig11,-4.96644163
Lig11,-4.85367632
Lig11,-4.76669073
Lig11,-4.75011206
Lig11,-4.68162823
Lig11,-4.60505533
Lig11,-4.5942626
Lig11,-4.40461683
Lig11,-4.36589384
Lig11,-4.3582921
Lig11,-4.33267689
Lig11,-4.24055338
Lig11,-4.21082449
Lig11,-4.20101643
Lig11,-4.19074106
Lig11,-4.16900969
Lig11,-4.131495
Lig11,-4.07834053
Lig11,-4.0329299
Lig11,-3.99738955
Lig11,-3.9883647
Lig11,-3.97942829
Lig11,-3.93356633
Lig11,-3.92831016
Lig11,-3.86482286
Lig11,-3.8195889
Lig11,-3.81494045
Lig11,-3.64683127
Lig11,-3.64156294
Lig11,-3.58152366
Lig11,-3.49531174
Lig11,-3.48882031
Lig11,-3.26673079
Lig11,-3.26476502
Lig11,-3.26086664
Lig11,-3.25978088
Lig11,-3.25794458
Lig11,-3.23907995
Lig11,-3.22274137
Lig11,-3.20259285
Lig11,-3.19569802
Lig11,-3.12209845
Lig11,-3.09472799
Lig11,-3.07697296
Lig11,-3.06195831
Lig11,-3.03947735
Lig11,-2.98950005
Lig120,-5.43996191
Lig120,-5.41362333
Lig120,-5.35652542
Lig120,-5.32792425
Lig120,-5.27599287
Lig120,-5.27313709
Lig120,-5.05312681
Lig120,-4.97134495
Lig120,-4.68379354
Lig120,-4.57271338
Lig120,-4.57125902
Lig120,-4.51906395
Lig120,-4.49280596
Lig120,-4.46549368
Lig120,-4.3639369
Lig120,-4.31308508
Lig120,-4.28629971
Lig120,-4.28434086
Lig120,-4.09062099
Lig120,-4.05164909
Lig120,-4.02086115
Lig120,-4.00611448
Lig120,-4.00032043
Lig120,-3.77333999
Lig120,-3.73904419
Lig120,-3.72027659
Lig120,-3.71887279
Lig120,-3.69741225
Lig120,-3.64871836
Lig120,-3.60272408
Lig120,-3.57320976
Lig120,-3.56189346
Lig120,-3.52568769
Lig120,-3.49187183
Lig120,-3.48830247
Lig120,-3.4778378
Lig120,-3.47593975
Lig120,-3.40958643
Lig120,-3.40305662
Lig120,-3.36865354
Lig120,-3.36802888
Lig120,-3.33975196
Lig120,-3.33962417
Lig120,-3.29718542
Lig120,-3.29541659
Lig120,-3.29049993
Lig120,-3.24593663
Lig120,-3.23836732
Lig120,-3.2148726
Lig121,-5.68461895
Lig121,-5.1764617
Lig121,-4.99120378
Lig121,-4.93998003
Lig121,-4.55065107
Lig121,-4.52963018
Lig121,-4.30334377
Lig121,-4.29587746
Lig121,-4.04350948
Lig121,-3.98759818
Lig121,-3.94743204
Lig121,-3.88924003
Lig121,-3.80407476
Lig121,-3.75884032
Lig121,-3.75070882
Lig121,-3.71256208
Lig121,-3.69034791
Lig121,-3.68113446
Lig121,-3.53313923
Lig121,-3.51935196
Lig121,-3.49578071
Lig121,-3.43239808
Lig121,-3.41027236
Lig121,-3.40763617
Lig121,-3.40347362
Lig121,-3.36279345
Lig121,-3.3581059
Lig121,-3.33037186
Lig121,-3.30707097
Lig121,-3.30696368
Lig121,-3.28978133
Lig121,-3.27489543
Lig121,-3.27484751
Lig121,-3.25911951
Lig121,-3.23151183
Lig121,-3.23141289
Lig121,-3.20890641
Lig121,-3.13827896
Lig121,-3.13236737
Lig121,-3.12246609
