Ligand,affinity_(kcal/mol),rmsd_lb,rmsd_ub
Lig159,-6.9,3.615,7.472
Lig159,-6.9,2.395,7.379
Lig159,-6.8,6.330,9.751
Lig159,-6.7,1.678,2.047
Lig159,-6.7,6.494,9.793
Lig159,-6.5,2.519,7.744
Lig159,-6.5,3.385,7.807
Lig159,-6.5,2.180,2.600
Lig159,-6.5,1.690,3.697
Lig159,-6.4,2.563,3.161
Lig159,-6.4,4.479,6.201
Lig159,-6.3,4.096,9.487
Lig159,-6.3,2.473,4.450
Lig159,-6.3,3.287,8.470
Lig159,-6.2,2.420,7.901
Lig15,-6.3,0.000,0.000
Lig15,-5.4,0.977,2.792
Lig15,-5.1,3.234,5.792
Lig15,-5.0,3.457,5.618
Lig15,-4.9,4.190,7.202
Lig15,-4.8,3.787,6.831
Lig15,-4.8,5.119,7.395
Lig15,-4.7,2.244,4.603
Lig15,-4.7,2.504,4.453
Lig15,-4.7,2.407,4.141
Lig15,-4.7,3.766,5.764
Lig15,-4.7,5.476,8.354
Lig15,-4.6,5.272,7.983
Lig15,-4.5,7.579,9.179
Lig15,-4.5,3.696,6.078
Lig15,-4.5,2.676,5.844
Lig15,-4.4,3.715,6.214
Lig15,-4.4,4.360,7.713
Lig15,-4.3,2.145,2.621
Lig15,-4.2,2.893,6.937
Lig160,-7.5,0.000,0.000
Lig160,-7.2,1.961,2.425
Lig160,-6.9,2.063,2.329
Lig160,-6.8,2.375,7.918
Lig160,-6.7,5.393,8.881
Lig160,-6.6,2.800,8.439
Lig160,-6.6,3.338,7.810
Lig160,-6.6,4.031,6.586
Lig160,-6.5,2.505,4.962
Lig160,-6.5,5.219,7.239
Lig160,-6.5,2.709,8.041
Lig160,-6.4,4.313,7.066
Lig160,-6.4,3.685,8.603
Lig160,-6.4,2.232,8.212
Lig160,-6.3,3.850,8.737
Lig160,-6.1,2.160,4.343
Lig160,-6.1,4.326,10.161
Lig160,-6.1,3.308,5.782
Lig160,-6.1,2.131,2.786
Lig160,-6.0,2.138,4.434
Lig161,-6.7,0.000,0.000
Lig161,-6.7,2.579,5.115
Lig161,-6.5,3.764,8.527
Lig161,-6.5,1.833,3.940
Lig161,-6.4,4.525,6.838
Lig161,-6.4,2.248,5.208
Lig161,-6.4,2.792,5.335
Lig161,-6.3,2.477,5.706
Lig161,-6.3,4.760,7.938
Lig161,-6.3,2.499,5.557
Lig161,-6.2,2.223,6.567
Lig161,-6.2,3.610,8.247
Lig161,-6.2,3.968,6.778
Lig161,-5.9,4.061,6.878
Lig161,-5.8,2.650,4.207
Lig161,-5.8,2.311,2.660
Lig161,-5.8,4.238,6.710
Lig161,-5.8,3.449,6.495
Lig161,-5.7,5.327,7.699
Lig161,-5.7,1.669,2.585
Lig162,-6.8,0.000,0.000
Lig162,-6.2,3.578,8.388
Lig162,-6.2,2.486,6.526
Lig162,-6.2,1.774,3.936
Lig162,-6.1,2.302,4.093
Lig162,-6.0,3.441,8.054
Lig162,-6.0,4.736,8.232
Lig162,-5.9,2.524,5.574
Lig162,-5.9,4.387,6.678
Lig162,-5.9,2.904,5.037
Lig162,-5.8,3.833,6.448
Lig162,-5.7,5.285,7.654
Lig162,-5.7,4.656,8.461
Lig162,-5.6,2.812,5.564
Lig162,-5.5,2.226,4.575
Lig162,-5.5,4.965,7.081
Lig162,-5.5,3.056,5.830
Lig162,-5.5,3.082,6.912
Lig162,-5.5,2.821,4.736
Lig162,-5.3,3.933,6.682
Lig163,-6.4,0.000,0.000
Lig163,-6.2,2.200,3.039
Lig163,-6.1,3.755,6.433
Lig163,-6.0,5.148,7.985
Lig163,-6.0,4.873,8.369
Lig163,-5.9,3.449,4.218
Lig163,-5.8,2.849,4.805
Lig163,-5.8,3.830,7.444
Lig163,-5.7,1.536,3.875
Lig163,-5.7,2.774,6.575
Lig163,-5.7,2.642,3.386
Lig163,-5.6,3.510,4.832
Lig163,-5.6,3.366,6.512
Lig163,-5.6,3.125,3.640
Lig163,-5.6,6.366,9.265
Lig163,-5.4,4.206,6.094
Lig163,-5.3,2.385,4.463
Lig163,-5.2,2.294,4.241
Lig163,-5.1,2.709,5.415
Lig163,-5.0,2.828,5.790
Lig164,-6.3,0.000,0.000
Lig164,-6.2,6.267,9.040
Lig164,-6.1,6.218,8.651
Lig164,-6.1,1.839,3.133
Lig164,-6.0,5.079,9.127
Lig164,-6.0,3.326,7.881
Lig164,-5.9,5.296,6.866
Lig164,-5.8,2.148,3.251
Lig164,-5.8,6.997,10.021
Lig164,-5.7,4.273,5.720
Lig164,-5.7,5.776,10.342
Lig164,-5.7,2.776,4.188
Lig164,-5.6,1.606,1.826
Lig164,-5.6,2.798,3.473
Lig164,-5.6,2.859,7.393
Lig164,-5.6,2.469,7.173
Lig164,-5.6,7.263,10.009
Lig164,-5.4,2.489,6.369
Lig164,-5.3,3.172,6.835
Lig164,-5.3,4.147,7.361
Lig165,-5.5,0.000,0.000
Lig165,-5.5,1.765,5.377
Lig165,-5.5,2.284,7.805
Lig165,-5.3,2.392,6.004
Lig165,-5.3,2.774,5.809
Lig165,-5.2,1.875,3.350
Lig165,-5.1,2.114,5.619
Lig165,-5.0,3.515,6.828
Lig165,-5.0,3.178,6.984
Lig165,-4.9,2.611,7.511
Lig165,-4.9,1.595,5.104
Lig165,-4.8,2.568,6.999
Lig165,-4.7,2.578,7.128
Lig165,-4.7,8.037,10.457
Lig165,-4.6,1.995,5.502
Lig165,-4.6,7.759,10.568
Lig165,-4.6,7.469,9.415
Lig165,-4.6,2.530,5.627
Lig165,-4.5,3.014,7.131
Lig165,-4.5,3.451,6.807
Lig166,-5.6,0.000,0.000
Lig166,-5.5,1.973,5.645
Lig166,-5.4,1.545,5.299
Lig166,-5.4,3.438,6.765
Lig166,-5.3,4.154,8.752
Lig166,-5.3,2.135,5.468
Lig166,-5.2,4.174,6.130
Lig166,-5.2,2.676,6.623
Lig166,-5.2,2.323,3.979
Lig166,-5.1,3.409,7.111
Lig166,-5.0,3.619,6.819
Lig166,-5.0,1.645,4.477
Lig166,-5.0,1.877,4.946
Lig166,-5.0,2.627,4.767
Lig166,-5.0,3.241,5.695
Lig166,-5.0,3.888,7.508
Lig166,-4.9,4.403,8.878
Lig166,-4.8,1.830,5.601
Lig166,-4.8,2.390,5.952
Lig166,-4.7,2.741,6.576
Lig167,-5.5,0.000,0.000
Lig167,-5.1,1.909,5.406
Lig167,-5.0,1.680,1.940
Lig167,-5.0,2.140,3.840
Lig167,-4.9,1.666,3.045
Lig167,-4.8,2.089,3.952
Lig167,-4.7,3.085,5.850
Lig167,-4.6,3.802,4.709
Lig167,-4.5,3.402,4.784
Lig167,-4.5,3.635,5.488
Lig167,-4.5,1.967,4.945
Lig167,-4.5,2.508,4.392
Lig167,-4.5,4.931,7.766
Lig167,-4.3,2.168,5.646
Lig167,-4.3,2.775,5.141
Lig167,-4.2,2.267,3.234
Lig167,-4.2,5.002,6.957
Lig167,-4.1,2.242,3.776
Lig167,-4.1,2.253,5.046
Lig167,-4.0,2.790,4.831
Lig168,-5.6,0.000,0.000
Lig168,-5.4,3.545,6.081
Lig168,-5.1,3.384,5.436
Lig168,-5.0,2.996,5.322
Lig168,-4.7,3.050,5.060
Lig168,-4.7,6.242,7.725
Lig168,-4.7,3.910,5.151
Lig168,-4.6,6.963,9.078
Lig168,-4.5,2.002,5.410
Lig168,-4.4,4.474,6.187
Lig168,-4.4,4.838,5.732
Lig168,-4.4,5.555,7.634
Lig168,-4.3,7.722,9.247
Lig168,-4.2,4.902,7.441
Lig168,-4.1,2.842,3.687
Lig168,-4.1,3.142,5.859
Lig168,-4.1,6.139,8.031
Lig168,-4.0,6.969,8.858
Lig168,-4.0,3.993,6.072
Lig168,-4.0,4.704,7.061
Lig169,-6.2,0.000,0.000
Lig169,-6.1,4.296,8.135
Lig169,-5.9,3.362,8.030
Lig169,-5.7,3.537,8.065
Lig169,-5.6,4.265,6.362
Lig169,-5.6,3.037,5.455
Lig169,-5.5,5.856,10.367
Lig169,-5.5,8.211,11.582
Lig169,-5.4,4.489,7.732
Lig169,-5.4,2.760,5.486
Lig169,-5.4,3.683,8.896
Lig169,-5.2,3.858,5.868
Lig169,-5.2,7.385,10.214
Lig169,-5.1,2.569,3.628
Lig169,-5.1,3.508,5.659
Lig169,-5.1,4.741,9.198
Lig169,-5.0,2.690,7.150
Lig169,-5.0,4.103,6.329
Lig169,-4.8,2.567,6.412
Lig169,-4.8,3.281,5.857
Lig16,-5.8,0.000,0.000
Lig16,-5.8,1.365,2.536
Lig16,-5.4,2.075,3.528
Lig16,-5.3,3.587,6.539
Lig16,-5.3,1.847,2.629
Lig16,-5.0,7.904,9.842
Lig16,-5.0,2.362,4.011
Lig16,-4.8,3.562,6.883
Lig16,-4.8,8.030,10.411
Lig16,-4.7,8.228,9.523
Lig16,-4.6,2.364,3.184
Lig16,-4.6,6.282,9.235
Lig16,-4.5,2.623,5.076
Lig16,-4.5,2.234,3.697
Lig16,-4.4,2.840,5.122
Lig16,-4.4,2.257,5.636
Lig16,-4.4,2.772,6.057
Lig16,-4.3,3.494,5.790
Lig16,-4.3,8.222,10.565
Lig16,-4.3,2.284,2.756
Lig170,-6.5,0.000,0.000
Lig170,-6.2,7.809,10.820
Lig170,-6.1,3.519,6.906
Lig170,-6.1,1.842,4.102
Lig170,-6.0,6.644,9.130
Lig170,-6.0,3.253,8.568
Lig170,-5.8,5.473,8.732
Lig170,-5.8,1.534,2.055
Lig170,-5.7,2.347,3.554
Lig170,-5.6,5.753,10.676
Lig170,-5.6,8.161,11.153
Lig170,-5.5,8.754,11.745
Lig170,-5.4,6.407,9.318
Lig170,-5.4,7.690,11.409
Lig170,-5.4,5.751,10.994
Lig170,-5.4,5.241,8.269
Lig170,-5.3,3.746,9.372
Lig170,-5.2,8.042,10.784
Lig170,-5.2,7.840,13.429
Lig171,-6.0,0.000,0.000
Lig171,-5.3,2.850,3.948
Lig171,-5.1,3.010,5.571
Lig171,-5.1,1.979,2.470
Lig171,-4.9,2.880,3.427
Lig171,-4.9,2.874,3.805
Lig171,-4.8,2.448,5.319
Lig171,-4.7,3.567,5.912
Lig171,-4.7,3.316,4.882
Lig171,-4.6,3.178,5.478
Lig171,-4.5,2.859,3.485
Lig171,-4.4,2.049,5.287
Lig171,-4.4,7.724,9.299
Lig171,-4.2,3.202,4.622
Lig171,-4.2,4.197,4.805
Lig171,-4.2,6.633,9.673
Lig171,-4.1,3.653,5.758
Lig171,-4.1,2.887,3.468
Lig171,-4.0,3.931,5.992
Lig171,-4.0,3.757,4.523
Lig172,-4.8,0.000,0.000
Lig172,-4.8,4.921,6.567
Lig172,-4.8,9.176,11.021
Lig172,-4.8,1.908,2.414
Lig172,-4.7,2.095,3.597
Lig172,-4.6,2.529,5.102
Lig172,-4.5,2.215,4.293
Lig172,-4.5,7.578,8.825
Lig172,-4.5,2.695,4.101
Lig172,-4.4,3.062,5.089
Lig172,-4.3,7.435,9.481
Lig172,-4.2,2.822,5.464
Lig172,-4.2,2.247,5.302
Lig172,-4.1,7.737,9.526
Lig172,-4.1,2.555,5.154
Lig172,-4.1,3.825,5.272
Lig172,-4.1,4.922,6.556
Lig172,-4.1,3.031,5.063
Lig172,-4.0,2.820,4.395
Lig172,-4.0,3.434,5.552
Lig173,-6.3,0.000,0.000
Lig173,-6.3,4.588,8.380
Lig173,-6.2,5.848,9.758
Lig173,-6.1,2.461,3.938
Lig173,-6.0,7.147,10.885
Lig173,-5.9,3.105,6.807
Lig173,-5.9,3.852,6.981
Lig173,-5.8,2.773,6.713
Lig173,-5.8,4.402,6.265
Lig173,-5.6,2.732,5.251
Lig173,-5.6,2.317,5.614
Lig173,-5.5,2.402,6.814
Lig173,-5.5,3.281,7.622
Lig173,-5.5,3.802,6.086
Lig173,-5.5,3.250,5.119
Lig173,-5.4,3.770,7.532
Lig173,-5.4,2.510,7.345
Lig173,-5.3,6.100,9.652
Lig173,-5.3,3.333,7.071
Lig173,-5.3,4.574,7.832
Lig174,-6.1,0.000,0.000
Lig174,-6.1,2.173,8.033
Lig174,-6.1,3.795,6.586
Lig174,-5.9,3.575,7.208
Lig174,-5.9,5.919,9.800
Lig174,-5.8,3.553,6.443
Lig174,-5.7,5.051,7.984
Lig174,-5.6,6.405,9.938
Lig174,-5.6,4.132,9.220
Lig174,-5.5,1.502,2.155
Lig174,-5.5,5.886,11.354
Lig174,-5.5,2.719,3.806
Lig174,-5.4,9.586,13.534
Lig174,-5.4,6.345,11.489
Lig174,-5.4,8.622,11.427
Lig174,-5.3,3.041,8.410
Lig174,-5.2,2.144,3.170
Lig174,-5.2,6.501,12.062
Lig174,-5.1,5.935,8.925
Lig174,-5.1,5.788,11.441
Lig175,-6.7,0.000,0.000
Lig175,-5.8,2.612,5.418
Lig175,-5.6,2.887,5.826
Lig175,-5.5,1.811,2.065
Lig175,-5.4,2.723,3.969
Lig175,-5.2,2.100,2.740
Lig175,-5.0,2.126,2.571
Lig175,-4.9,3.191,4.508
Lig175,-4.7,1.918,5.526
Lig175,-4.6,3.472,4.293
Lig175,-4.4,2.931,5.584
Lig175,-4.4,2.998,4.349
Lig175,-4.4,2.399,5.999
Lig175,-4.4,4.429,6.873
Lig175,-4.4,9.011,10.842
Lig175,-4.3,5.129,7.391
Lig175,-4.3,4.196,6.090
Lig175,-4.3,5.435,7.858
Lig175,-4.2,5.370,6.674
Lig175,-4.1,1.979,2.988
Lig176,-5.3,0.000,0.000
Lig176,-4.8,5.280,7.775
Lig176,-4.7,9.753,11.353
Lig176,-4.6,2.044,3.152
Lig176,-4.6,3.049,5.409
Lig176,-4.5,7.399,9.330
Lig176,-4.5,2.683,3.560
Lig176,-4.4,8.064,9.906
Lig176,-4.3,3.421,5.430
Lig176,-4.3,8.164,9.555
Lig176,-4.2,3.367,5.793
Lig176,-4.2,2.688,5.156
Lig176,-4.2,7.173,8.777
Lig176,-4.2,7.454,8.983
Lig176,-4.2,8.303,9.563
Lig176,-4.1,2.753,4.589
Lig176,-4.1,7.992,9.700
Lig176,-4.0,3.892,5.901
Lig176,-3.9,3.330,5.461
Lig177,-6.3,0.000,0.000
Lig177,-5.9,2.167,2.777
Lig177,-5.2,1.958,5.327
Lig177,-5.1,2.573,3.746
Lig177,-5.1,2.653,5.789
Lig177,-4.9,2.077,2.342
Lig177,-4.9,1.959,5.285
Lig177,-4.8,2.000,2.570
Lig177,-4.7,4.914,7.070
Lig177,-4.6,2.824,4.593
Lig177,-4.6,7.767,9.660
Lig177,-4.5,2.669,4.004
Lig177,-4.4,2.686,5.291
Lig177,-4.4,8.484,9.528
Lig177,-4.4,5.978,7.480
Lig177,-4.3,9.374,10.890
Lig177,-4.3,8.470,10.010
Lig177,-4.3,9.444,10.803
Lig177,-4.3,2.588,5.166
Lig178,-5.0,0.000,0.000
Lig178,-5.0,2.361,3.441
Lig178,-4.8,8.572,9.977
Lig178,-4.7,3.219,6.632
Lig178,-4.6,2.751,4.078
Lig178,-4.6,1.514,2.133
Lig178,-4.5,2.326,3.984
Lig178,-4.5,2.072,4.041
Lig178,-4.4,2.312,4.203
Lig178,-4.3,8.469,10.307
Lig178,-4.2,2.929,5.152
Lig178,-4.1,2.677,5.285
Lig178,-4.1,8.233,10.545
Lig178,-4.1,8.429,9.661
Lig178,-4.1,3.348,5.119
Lig178,-4.0,7.626,9.597
Lig178,-4.0,2.232,5.242
Lig178,-4.0,3.245,5.657
Lig178,-3.9,3.076,5.027
Lig178,-3.9,3.219,5.448
Lig179,-7.3,0.000,0.000
Lig179,-6.3,4.279,7.322
Lig179,-6.2,1.790,1.986
Lig179,-6.0,2.987,4.582
Lig179,-5.8,4.581,7.597
Lig179,-5.8,9.345,10.398
Lig179,-5.7,1.402,2.356
Lig179,-5.6,2.282,2.788
Lig179,-5.3,2.640,3.209
Lig179,-5.3,2.720,6.476
Lig179,-5.2,3.473,7.002
Lig179,-5.2,2.942,6.730
Lig179,-5.1,5.325,8.625
Lig179,-5.0,5.033,7.757
Lig179,-5.0,5.198,7.546
Lig179,-5.0,5.742,7.676
Lig179,-4.9,3.025,3.865
Lig179,-4.9,4.644,5.704
Lig179,-4.7,3.913,4.795
Lig179,-4.7,2.583,2.902
Lig17,-5.4,0.000,0.000
Lig17,-5.3,6.745,10.450
Lig17,-5.2,2.980,5.612
Lig17,-5.1,2.420,3.724
Lig17,-5.1,1.242,2.071
Lig17,-5.0,7.712,10.388
Lig17,-4.8,3.232,5.533
Lig17,-4.7,1.995,5.163
Lig17,-4.7,1.700,2.404
Lig17,-4.6,1.841,2.314
Lig17,-4.5,2.001,5.088
Lig17,-4.5,1.679,3.419
Lig17,-4.5,2.043,4.690
Lig17,-4.4,7.792,10.893
Lig17,-4.4,2.831,4.210
Lig17,-4.4,1.867,4.583
Lig17,-4.2,10.372,12.129
Lig17,-4.2,2.206,5.229
Lig17,-4.2,1.937,5.026
Lig17,-4.2,2.045,4.710
Lig180,-5.9,0.000,0.000
Lig180,-5.6,2.337,6.495
Lig180,-5.5,4.185,6.350
Lig180,-5.4,3.875,6.614
Lig180,-5.2,1.495,2.883
Lig180,-5.1,2.053,3.684
Lig180,-5.1,3.097,5.167
Lig180,-5.0,3.229,4.874
Lig180,-5.0,4.744,7.401
Lig180,-4.9,5.631,7.738
Lig180,-4.8,4.956,7.952
Lig180,-4.8,6.913,8.590
Lig180,-4.7,2.006,3.219
Lig180,-4.7,5.533,7.875
Lig180,-4.7,4.716,6.015
Lig180,-4.7,6.315,7.363
Lig180,-4.6,3.224,5.589
Lig180,-4.6,3.310,5.460
Lig180,-4.6,6.526,8.912
Lig180,-4.5,4.566,6.586
Lig181,-4.7,0.000,0.000
Lig181,-4.6,2.612,3.901
Lig181,-4.6,8.912,10.010
Lig181,-4.5,2.864,4.184
Lig181,-4.4,2.227,3.940
Lig181,-4.3,9.135,10.276
Lig181,-4.3,8.640,9.974
Lig181,-4.2,1.706,2.310
Lig181,-4.1,7.663,8.729
Lig181,-4.1,3.784,5.089
Lig181,-4.0,1.646,2.812
Lig181,-3.9,2.005,3.160
Lig181,-3.7,7.251,8.831
Lig181,-3.6,3.164,4.374
Lig181,-3.6,3.350,4.649
Lig181,-3.5,3.523,5.197
Lig181,-3.5,3.037,3.740
Lig181,-3.5,7.426,8.844
Lig181,-3.4,6.367,7.772
Lig181,-3.4,2.997,3.726
Lig182,-5.7,0.000,0.000
Lig182,-5.2,2.351,3.529
Lig182,-5.2,2.286,4.279
Lig182,-5.1,1.757,2.974
Lig182,-4.9,2.343,3.831
Lig182,-4.9,2.231,3.837
Lig182,-4.7,2.128,3.590
Lig182,-4.5,1.705,2.546
Lig182,-4.5,2.474,3.624
Lig182,-4.5,2.212,3.175
Lig182,-4.3,3.188,4.432
Lig182,-4.3,3.951,5.102
Lig182,-4.2,3.053,4.371
Lig182,-4.1,2.097,3.056
Lig182,-4.1,4.000,5.719
Lig182,-3.8,5.254,7.071
Lig182,-3.8,2.922,4.482
Lig182,-3.7,3.678,4.788
Lig182,-3.6,7.852,9.316
Lig182,-3.6,3.317,4.616
Lig183,-6.2,0.000,0.000
Lig183,-5.7,2.485,5.251
Lig183,-5.7,2.331,2.798
Lig183,-5.3,1.649,5.540
Lig183,-5.3,2.102,2.602
Lig183,-5.2,2.957,6.051
Lig183,-5.1,8.250,10.114
Lig183,-5.1,2.669,3.981
Lig183,-5.1,9.157,10.868
Lig183,-5.0,5.392,7.602
Lig183,-5.0,3.764,6.891
Lig183,-4.8,2.931,4.167
Lig183,-4.7,5.433,8.055
Lig183,-4.6,2.076,5.528
Lig183,-4.6,2.798,5.517
Lig183,-4.4,3.024,3.520
Lig183,-4.4,9.715,11.371
Lig183,-4.3,8.840,9.944
Lig184,-6.0,0.000,0.000
Lig184,-5.8,2.501,4.180
Lig184,-5.5,1.633,5.501
Lig184,-5.4,2.655,5.528
Lig184,-5.4,2.647,5.224
Lig184,-5.1,2.505,3.398
Lig184,-5.0,1.946,2.576
Lig184,-5.0,1.959,2.517
Lig184,-5.0,2.312,5.918
Lig184,-4.7,5.307,7.503
Lig184,-4.7,7.216,9.002
Lig184,-4.7,2.836,5.845
Lig184,-4.7,2.444,3.511
Lig184,-4.5,6.930,10.414
Lig184,-4.5,3.339,4.530
Lig184,-4.4,2.819,4.295
Lig184,-4.4,2.640,3.506
Lig184,-4.3,3.189,5.921
Lig184,-4.2,2.613,5.455
Lig184,-4.2,2.767,5.825
Lig185,-5.5,0.000,0.000
Lig185,-5.2,2.214,3.876
Lig185,-4.8,1.732,2.849
Lig185,-4.8,3.138,4.434
Lig185,-4.8,9.195,10.328
Lig185,-4.7,1.570,1.757
Lig185,-4.4,1.785,3.147
Lig185,-4.3,3.160,4.429
Lig185,-4.3,2.355,3.414
Lig185,-4.0,9.653,11.366
Lig185,-4.0,2.744,4.163
Lig185,-4.0,2.194,2.775
Lig185,-4.0,2.646,4.288
Lig185,-3.9,2.418,3.839
Lig185,-3.9,9.082,10.232
Lig185,-3.7,6.323,7.435
Lig185,-3.7,4.955,6.057
Lig185,-3.6,8.452,9.742
Lig185,-3.6,7.114,9.479
Lig185,-3.6,3.554,5.085
Lig186,-5.3,0.000,0.000
Lig186,-5.2,1.447,3.099
Lig186,-5.1,1.937,3.458
Lig186,-5.0,1.638,3.178
Lig186,-4.5,5.345,6.629
Lig186,-4.5,5.699,7.325
Lig186,-4.4,8.980,9.616
Lig186,-4.3,1.658,2.236
Lig186,-4.3,9.077,10.336
Lig186,-4.3,2.470,3.770
Lig186,-4.2,1.926,3.488
Lig186,-4.2,6.048,7.669
Lig186,-4.2,5.542,6.993
Lig186,-4.1,6.541,8.240
Lig186,-4.1,2.110,3.622
Lig186,-4.1,2.199,2.755
Lig186,-4.1,2.522,3.903
Lig186,-4.0,2.244,4.246
Lig186,-4.0,8.821,10.016
Lig186,-3.9,6.363,7.626
Lig187,-6.5,0.000,0.000
Lig187,-6.2,4.526,7.440
Lig187,-6.2,1.613,2.543
Lig187,-6.1,2.966,6.369
Lig187,-5.8,4.633,6.795
Lig187,-5.6,3.747,6.486
Lig187,-5.6,3.493,5.316
Lig187,-5.4,2.969,6.430
Lig187,-5.4,4.211,7.307
Lig187,-5.3,2.446,6.156
Lig187,-5.2,3.775,6.593
Lig187,-5.2,9.715,11.134
Lig187,-5.1,2.683,3.383
Lig187,-5.1,3.843,6.473
Lig187,-5.0,4.525,7.110
Lig187,-4.8,4.533,6.856
Lig187,-4.8,3.596,4.797
Lig187,-4.7,3.513,6.387
Lig187,-4.7,5.832,8.316
Lig187,-4.7,4.314,5.469
Lig188,-5.5,0.000,0.000
Lig188,-5.5,9.080,10.926
Lig188,-5.3,2.544,3.412
Lig188,-5.0,1.522,1.975
Lig188,-4.9,9.189,11.119
Lig188,-4.8,3.191,5.698
Lig188,-4.6,1.878,3.007
Lig188,-4.6,8.632,10.427
Lig188,-4.6,7.927,10.050
Lig188,-4.5,2.916,4.265
Lig188,-4.5,2.162,3.301
Lig188,-4.4,3.814,6.345
Lig188,-4.4,2.823,3.938
Lig188,-4.4,3.709,6.408
Lig188,-4.3,3.557,5.259
Lig188,-4.3,3.821,6.673
Lig188,-4.3,3.488,5.558
Lig188,-4.1,3.613,6.237
Lig188,-4.0,3.364,6.225
Lig188,-4.0,2.191,2.816
Lig189,-5.4,0.000,0.000
Lig189,-5.3,1.995,5.107
Lig189,-5.1,1.967,5.397
Lig189,-4.9,2.501,4.720
Lig189,-4.8,2.489,4.861
Lig189,-4.8,2.305,5.541
Lig189,-4.7,7.363,9.421
Lig189,-4.7,2.564,4.033
Lig189,-4.6,3.217,5.564
Lig189,-4.6,2.743,3.531
Lig189,-4.5,4.518,7.739
Lig189,-4.4,2.961,6.930
Lig189,-4.3,5.838,7.769
Lig189,-4.3,3.435,5.062
Lig189,-4.2,3.109,3.663
Lig189,-4.2,4.933,8.192
Lig189,-4.1,6.871,8.103
Lig189,-4.1,6.840,8.674
Lig189,-4.0,4.157,5.606
Lig189,-4.0,4.665,7.627
Lig18,-5.5,0.000,0.000
Lig18,-5.5,5.615,9.011
Lig18,-5.5,1.691,6.305
Lig18,-5.5,5.664,9.194
Lig18,-5.4,2.150,6.652
Lig18,-5.2,5.994,8.576
Lig18,-5.0,2.089,5.840
Lig18,-4.9,5.214,7.986
Lig18,-4.9,1.906,4.343
Lig18,-4.8,2.538,6.610
Lig18,-4.8,2.551,7.219
Lig18,-4.8,1.854,6.228
Lig18,-4.8,1.991,6.504
Lig18,-4.7,7.836,8.915
Lig18,-4.6,1.799,5.707
Lig18,-4.6,2.063,6.188
Lig18,-4.6,2.258,4.817
Lig18,-4.5,1.917,4.884
Lig18,-4.5,4.197,8.455
Lig18,-4.4,6.268,10.058
Lig190,-4.9,0.000,0.000
Lig190,-4.9,6.910,8.784
Lig190,-4.8,2.197,4.681
Lig190,-4.7,7.422,9.049
Lig190,-4.7,1.896,2.617
Lig190,-4.6,2.386,3.556
Lig190,-4.4,3.038,4.546
Lig190,-4.3,3.031,4.121
Lig190,-4.3,2.761,5.488
Lig190,-4.3,3.641,5.447
Lig190,-4.2,4.240,4.969
Lig190,-4.2,4.823,6.852
Lig190,-4.2,3.882,5.070
Lig190,-4.2,2.933,5.281
Lig190,-4.2,3.399,5.826
Lig190,-4.1,3.204,5.286
Lig190,-4.1,4.573,6.520
Lig190,-4.1,3.402,3.814
Lig190,-4.1,5.953,8.654
Lig190,-4.0,3.233,6.002
Lig191,-5.5,0.000,0.000
Lig191,-5.4,2.177,3.702
Lig191,-5.3,2.057,3.802
Lig191,-5.3,1.761,4.276
Lig191,-5.2,1.899,2.545
Lig191,-5.0,2.011,3.289
Lig191,-4.9,1.690,2.641
Lig191,-4.7,1.962,3.221
Lig191,-4.7,2.392,3.947
Lig191,-4.6,1.886,4.012
Lig191,-4.5,2.832,4.343
Lig191,-4.5,3.067,4.053
Lig191,-4.5,1.979,3.231
Lig191,-4.5,6.979,8.218
Lig191,-4.3,1.679,2.839
Lig191,-4.3,2.730,3.838
Lig191,-4.3,9.509,10.470
Lig191,-4.2,2.218,3.833
Lig191,-4.2,2.985,4.307
Lig191,-4.1,7.174,8.709
Lig192,-5.4,0.000,0.000
Lig192,-5.2,1.904,3.677
Lig192,-4.9,1.777,2.828
Lig192,-4.8,9.070,10.242
Lig192,-4.6,1.270,2.555
Lig192,-4.5,2.785,4.247
Lig192,-4.5,3.093,4.604
Lig192,-4.4,2.716,4.189
Lig192,-4.4,1.805,3.312
Lig192,-4.3,9.381,10.430
Lig192,-4.2,2.545,3.545
Lig192,-4.1,2.694,4.696
Lig192,-4.1,2.074,2.746
Lig192,-4.1,2.537,4.319
Lig192,-4.0,7.215,8.987
Lig192,-4.0,2.297,3.001
Lig192,-4.0,6.085,7.411
Lig192,-4.0,3.533,5.233
Lig192,-3.9,2.162,3.891
Lig192,-3.8,8.530,10.166
Lig193,-6.3,0.000,0.000
Lig193,-6.0,2.454,4.278
Lig193,-6.0,2.330,2.966
Lig193,-6.0,2.463,4.515
Lig193,-5.9,2.563,4.174
Lig193,-5.9,4.401,6.071
Lig193,-5.9,4.023,5.997
Lig193,-5.7,2.719,4.507
Lig193,-5.7,3.184,5.665
Lig193,-5.6,2.472,5.173
Lig193,-5.6,3.873,8.109
Lig193,-5.5,4.686,7.342
Lig193,-5.5,2.990,5.242
Lig193,-5.5,4.327,8.446
Lig193,-5.4,2.499,5.166
Lig193,-5.1,3.676,6.622
Lig193,-5.1,2.610,4.628
Lig193,-5.0,5.404,8.032
Lig193,-4.9,3.868,5.656
Lig193,-4.9,6.300,8.920
Lig194,-6.1,0.000,0.000
Lig194,-6.0,1.285,1.727
Lig194,-6.0,3.302,6.717
Lig194,-5.9,2.980,3.885
Lig194,-5.8,2.411,5.277
