Ligand,affinity_(kcal/mol),rmsd_lb,rmsd_ub
Lig229,-4.9,2.585,4.127
Lig229,-4.6,3.001,4.533
Lig229,-4.6,1.811,2.432
Lig229,-4.6,2.075,3.560
Lig229,-4.5,3.120,4.267
Lig229,-4.5,3.391,5.248
Lig229,-4.4,2.292,3.370
Lig229,-4.3,8.855,10.058
Lig229,-4.2,2.393,3.847
Lig229,-4.2,2.994,4.363
Lig229,-4.2,2.806,4.371
Lig229,-4.2,9.144,9.877
Lig229,-4.1,2.670,4.450
Lig229,-4.1,6.389,8.229
Lig229,-4.0,7.492,8.831
Lig229,-4.0,5.480,7.160
Lig229,-3.9,3.488,5.164
Lig229,-3.9,6.631,7.709
Lig229,-3.9,2.652,3.475
Lig22,-5.5,0.000,0.000
Lig22,-5.4,9.596,11.352
Lig22,-5.4,4.692,6.926
Lig22,-5.4,10.113,11.967
Lig22,-5.2,8.298,10.566
Lig22,-5.1,3.482,6.169
Lig22,-5.0,8.124,9.992
Lig22,-5.0,1.945,2.975
Lig22,-5.0,10.058,11.893
Lig22,-4.8,7.171,9.342
Lig22,-4.8,1.655,2.325
Lig22,-4.8,9.109,11.213
Lig22,-4.6,7.802,10.063
Lig22,-4.6,3.554,5.691
Lig22,-4.6,4.227,5.648
Lig22,-4.6,3.182,6.229
Lig22,-4.6,5.395,7.707
Lig22,-4.5,4.874,6.497
Lig22,-4.4,2.520,3.050
Lig22,-4.3,8.206,10.201
Lig230,-5.5,0.000,0.000
Lig230,-4.9,2.574,4.084
Lig230,-4.6,2.060,3.553
Lig230,-4.5,3.370,5.222
Lig230,-4.5,3.116,4.278
Lig230,-4.3,2.608,4.011
Lig230,-4.3,1.852,2.641
Lig230,-4.1,1.953,2.942
Lig230,-4.1,2.472,3.454
Lig230,-4.1,1.960,2.451
Lig230,-4.1,6.416,8.251
Lig230,-4.1,7.134,8.924
Lig230,-4.0,9.350,10.421
Lig230,-4.0,6.983,8.318
Lig230,-4.0,3.321,4.247
Lig230,-4.0,2.701,4.517
Lig230,-4.0,3.519,5.175
Lig230,-4.0,8.514,9.784
Lig230,-3.9,8.692,9.799
Lig230,-3.8,7.309,8.621
Lig231,-6.9,0.000,0.000
Lig231,-6.9,0.030,1.057
Lig231,-6.5,4.054,9.825
Lig231,-6.1,1.814,8.207
Lig231,-6.0,4.390,10.683
Lig231,-5.7,2.460,8.687
Lig231,-5.6,3.316,9.532
Lig231,-5.6,4.678,10.795
Lig231,-5.4,4.595,9.088
Lig231,-5.4,3.812,10.101
Lig231,-5.4,1.532,2.662
Lig231,-5.3,1.855,3.257
Lig231,-5.2,2.739,8.067
Lig231,-5.1,2.583,3.922
Lig231,-5.1,4.228,9.694
Lig231,-5.0,3.791,10.064
Lig231,-4.8,3.129,4.374
Lig231,-4.7,10.628,11.768
Lig231,-4.6,5.093,7.989
Lig231,-4.5,1.813,2.562
Lig232,-5.9,0.000,0.000
Lig232,-5.7,1.655,2.140
Lig232,-5.5,1.372,2.621
Lig232,-5.4,1.517,3.407
Lig232,-5.3,3.259,8.096
Lig232,-5.2,8.738,10.782
Lig232,-5.1,3.653,7.001
Lig232,-5.1,4.023,8.092
Lig232,-5.1,4.639,6.705
Lig232,-5.0,7.423,12.509
Lig232,-4.7,6.032,9.177
Lig232,-4.7,3.946,7.311
Lig232,-4.7,8.457,10.406
Lig232,-4.5,8.296,10.469
Lig232,-4.4,6.228,8.841
Lig232,-4.4,5.475,9.047
Lig232,-4.4,7.757,10.163
Lig232,-4.2,2.452,3.104
Lig232,-4.1,8.799,10.934
Lig232,-4.1,6.818,9.721
Lig233,-6.7,0.000,0.000
Lig233,-6.6,3.088,4.991
Lig233,-6.4,3.044,5.969
Lig233,-6.2,1.807,2.398
Lig233,-6.1,3.951,8.058
Lig233,-6.0,3.019,4.662
Lig233,-6.0,2.562,6.345
Lig233,-6.0,2.781,4.334
Lig233,-5.8,2.836,6.100
Lig233,-5.8,2.595,5.123
Lig233,-5.8,2.190,5.205
Lig233,-5.8,5.063,9.072
Lig233,-5.7,6.381,9.428
Lig233,-5.7,2.614,4.341
Lig233,-5.7,3.562,7.053
Lig233,-5.7,4.853,9.174
Lig233,-5.6,2.845,6.588
Lig233,-5.6,2.268,4.308
Lig233,-5.6,2.985,4.482
Lig233,-5.5,5.093,7.834
Lig234,-6.3,0.000,0.000
Lig234,-6.1,2.807,4.306
Lig234,-6.1,3.165,6.086
Lig234,-6.0,4.067,8.197
Lig234,-6.0,4.409,8.575
Lig234,-5.9,2.565,6.339
Lig234,-5.9,2.096,5.257
Lig234,-5.8,2.844,6.004
Lig234,-5.6,2.524,6.349
Lig234,-5.6,2.420,2.991
Lig234,-5.6,2.828,4.280
Lig234,-5.5,2.718,7.203
Lig234,-5.5,2.476,6.844
Lig234,-5.4,2.116,2.863
Lig234,-5.4,2.160,5.619
Lig234,-5.4,2.215,6.697
Lig234,-5.4,2.714,5.781
Lig234,-5.4,4.484,8.192
Lig234,-5.3,6.405,8.177
Lig234,-5.2,3.097,7.154
Lig235,-6.3,0.000,0.000
Lig235,-6.3,4.846,7.095
Lig235,-6.1,2.843,4.879
Lig235,-6.0,4.433,6.897
Lig235,-5.9,2.132,5.695
Lig235,-5.9,5.530,9.426
Lig235,-5.7,3.164,4.659
Lig235,-5.7,3.256,6.590
Lig235,-5.7,8.451,10.826
Lig235,-5.6,4.248,8.156
Lig235,-5.5,3.370,5.459
Lig235,-5.5,4.194,6.998
Lig235,-5.5,4.455,6.536
Lig235,-5.4,7.012,9.143
Lig235,-5.3,3.452,5.182
Lig235,-5.3,4.422,7.464
Lig235,-5.3,5.529,8.525
Lig235,-5.2,4.346,7.122
Lig235,-5.2,3.472,6.264
Lig235,-5.2,3.718,6.959
Lig236,-6.4,0.000,0.000
Lig236,-6.2,5.949,7.478
Lig236,-6.2,1.545,1.994
Lig236,-6.2,2.563,4.038
Lig236,-6.2,1.325,2.332
Lig236,-6.1,4.842,6.776
Lig236,-6.1,5.356,8.868
Lig236,-6.0,2.887,4.378
Lig236,-5.9,4.392,7.102
Lig236,-5.9,5.655,8.866
Lig236,-5.9,5.638,7.280
Lig236,-5.9,5.163,6.771
Lig236,-5.9,4.818,7.475
Lig236,-5.8,3.296,6.011
Lig236,-5.8,2.858,6.186
Lig236,-5.7,2.528,5.808
Lig236,-5.7,3.375,6.044
Lig236,-5.6,2.872,4.062
Lig236,-5.6,3.910,6.312
Lig236,-5.6,6.356,9.766
Lig237,-6.7,0.000,0.000
Lig237,-6.4,3.205,7.222
Lig237,-6.3,3.618,7.619
Lig237,-5.8,3.660,6.240
Lig237,-5.8,3.733,5.388
Lig237,-5.7,3.893,5.112
Lig237,-5.4,4.545,7.850
Lig237,-5.3,4.563,8.532
Lig237,-5.3,5.130,8.309
Lig237,-5.3,2.172,2.983
Lig237,-5.3,3.549,8.140
Lig237,-5.2,4.820,7.293
Lig237,-5.2,2.982,4.549
Lig237,-5.0,5.516,8.663
Lig237,-4.9,4.200,5.417
Lig237,-4.9,5.897,8.563
Lig237,-4.9,3.319,4.520
Lig237,-4.9,4.420,8.687
Lig237,-4.9,5.509,8.368
Lig237,-4.9,4.643,7.318
Lig238,-5.6,0.000,0.000
Lig238,-5.6,4.408,9.029
Lig238,-5.5,10.624,12.719
Lig238,-5.4,4.943,9.743
Lig238,-5.4,3.377,4.157
Lig238,-5.3,1.595,1.837
Lig238,-5.0,2.780,3.425
Lig238,-5.0,3.943,5.558
Lig238,-4.9,2.305,3.464
Lig238,-4.8,2.977,4.441
Lig238,-4.8,1.501,2.026
Lig238,-4.8,3.111,4.428
Lig238,-4.8,2.212,3.397
Lig238,-4.8,2.535,6.954
Lig238,-4.8,3.358,7.599
Lig238,-4.5,3.380,4.899
Lig238,-4.4,3.230,4.907
Lig238,-4.4,11.073,12.576
Lig238,-4.3,4.201,6.400
Lig238,-4.3,10.957,12.540
Lig239,-6.7,0.000,0.000
Lig239,-6.7,6.372,10.002
Lig239,-6.5,3.107,8.652
Lig239,-6.5,2.086,7.837
Lig239,-6.2,2.981,7.309
Lig239,-6.2,3.278,5.400
Lig239,-6.1,2.758,7.385
Lig239,-6.1,6.308,9.143
Lig239,-6.1,1.993,2.821
Lig239,-6.1,3.207,7.027
Lig239,-6.0,2.682,5.003
Lig239,-6.0,5.089,8.624
Lig239,-6.0,3.477,6.890
Lig239,-5.9,3.127,7.961
Lig239,-5.9,2.832,7.535
Lig239,-5.9,3.614,8.368
Lig239,-5.9,4.059,8.238
Lig239,-5.9,6.498,8.935
Lig239,-5.8,2.087,7.922
Lig239,-5.7,3.676,5.690
Lig23,-7.6,0.000,0.000
Lig23,-7.4,2.647,4.499
Lig23,-7.3,2.554,3.474
Lig23,-7.2,0.691,1.692
Lig23,-7.2,2.334,6.120
Lig23,-7.1,2.717,6.351
Lig23,-7.1,8.344,12.186
Lig23,-7.0,2.300,5.846
Lig23,-6.9,2.767,6.578
Lig23,-6.8,8.169,11.237
Lig23,-6.7,3.296,6.442
Lig23,-6.6,2.509,6.120
Lig23,-6.5,1.509,2.036
Lig23,-6.4,8.299,12.397
Lig23,-6.4,3.745,7.081
Lig23,-6.4,9.790,13.085
Lig23,-6.3,2.994,7.702
Lig23,-6.3,2.304,3.017
Lig23,-6.3,4.915,8.122
Lig23,-6.2,3.166,7.222
Lig240,-6.9,0.000,0.000
Lig240,-6.7,5.992,9.342
Lig240,-6.6,1.939,2.878
Lig240,-6.5,1.502,6.948
Lig240,-6.3,6.704,10.199
Lig240,-6.3,7.061,9.483
Lig240,-6.3,7.713,11.208
Lig240,-6.2,2.528,5.689
Lig240,-6.1,1.803,6.831
Lig240,-6.1,6.688,11.481
Lig240,-6.1,2.857,4.225
Lig240,-6.0,2.001,7.076
Lig240,-5.9,9.338,13.214
Lig240,-5.9,7.657,12.058
Lig240,-5.9,8.904,11.288
Lig240,-5.8,7.382,11.112
Lig240,-5.8,2.028,5.653
Lig240,-5.7,6.880,10.649
Lig240,-5.7,1.494,6.909
Lig240,-5.4,8.070,10.831
Lig241,-6.3,0.000,0.000
Lig241,-5.8,2.028,3.054
Lig241,-5.8,3.367,7.443
Lig241,-5.7,3.557,7.357
Lig241,-5.7,3.392,8.111
Lig241,-5.6,3.386,7.141
Lig241,-5.5,2.758,4.352
Lig241,-5.4,5.872,9.750
Lig241,-5.4,3.289,5.652
Lig241,-5.4,2.722,3.472
Lig241,-5.3,3.457,7.075
Lig241,-5.2,3.539,4.839
Lig241,-5.1,6.077,10.061
Lig241,-5.1,5.799,9.348
Lig241,-5.1,3.378,7.284
Lig241,-5.0,3.739,7.379
Lig241,-4.9,2.352,7.046
Lig241,-4.8,2.837,6.976
Lig241,-4.8,5.375,9.552
Lig241,-4.7,3.075,7.050
Lig242,-6.4,0.000,0.000
Lig242,-6.1,1.749,2.800
Lig242,-5.9,1.930,2.975
Lig242,-5.9,3.661,7.525
Lig242,-5.7,3.695,8.372
Lig242,-5.7,3.653,7.505
Lig242,-5.5,5.193,9.585
Lig242,-5.5,3.791,8.125
Lig242,-5.5,2.644,4.033
Lig242,-5.4,2.615,3.427
Lig242,-5.4,3.114,4.820
Lig242,-5.3,2.330,6.600
Lig242,-5.3,3.451,6.999
Lig242,-5.3,2.385,3.756
Lig242,-5.1,5.273,8.195
Lig242,-5.0,1.853,2.018
Lig242,-5.0,3.624,5.887
Lig242,-5.0,2.918,6.962
Lig242,-4.8,6.363,10.503
Lig242,-4.7,6.276,9.858
Lig243,-5.6,0.000,0.000
Lig243,-5.3,3.322,5.659
Lig243,-5.3,2.599,4.862
Lig243,-5.2,2.442,3.926
Lig243,-5.0,2.351,4.926
Lig243,-4.9,2.371,4.485
Lig243,-4.7,2.363,4.793
Lig243,-4.7,3.370,5.053
Lig243,-4.7,1.936,3.789
Lig243,-4.5,4.303,7.392
Lig243,-4.5,1.992,4.710
Lig243,-4.4,2.160,4.761
Lig243,-4.3,2.072,4.848
Lig243,-4.3,7.244,8.943
Lig243,-4.2,5.802,7.256
Lig243,-4.2,6.170,9.173
Lig243,-4.2,4.096,7.094
Lig243,-4.1,3.028,5.325
Lig243,-4.1,8.935,10.117
Lig243,-4.0,3.665,7.994
Lig244,-5.8,0.000,0.000
Lig244,-5.8,2.213,4.010
Lig244,-5.7,2.000,4.311
Lig244,-5.6,1.895,2.663
Lig244,-5.5,1.799,4.622
Lig244,-5.5,1.969,4.229
Lig244,-5.5,1.700,2.332
Lig244,-5.4,2.039,5.089
Lig244,-5.3,2.123,4.126
Lig244,-5.2,1.840,4.230
Lig244,-5.2,8.564,10.801
Lig244,-5.1,2.757,3.529
Lig244,-5.1,2.389,4.598
Lig244,-5.1,4.973,8.169
Lig244,-5.0,2.723,5.272
Lig244,-5.0,2.821,5.891
Lig244,-4.9,2.852,4.011
Lig244,-4.8,2.360,4.267
Lig244,-4.7,4.783,7.777
Lig244,-4.7,3.042,4.521
Lig245,-6.6,0.000,0.000
Lig245,-6.4,0.996,1.708
Lig245,-6.1,3.117,4.276
Lig245,-6.1,2.807,3.908
Lig245,-6.1,3.601,5.027
Lig245,-5.9,3.608,5.286
Lig245,-5.9,4.493,6.761
Lig245,-5.8,5.918,9.335
Lig245,-5.8,2.586,3.930
Lig245,-5.8,4.658,8.728
Lig245,-5.8,6.498,9.117
Lig245,-5.8,2.587,3.875
Lig245,-5.7,2.943,4.085
Lig245,-5.7,3.472,4.690
Lig245,-5.7,3.139,4.953
Lig245,-5.7,2.443,4.483
Lig245,-5.6,3.314,5.682
Lig245,-5.5,3.451,5.121
Lig245,-5.5,4.084,6.845
Lig245,-5.4,2.495,3.690
Lig246,-7.5,0.000,0.000
Lig246,-7.4,1.304,2.334
Lig246,-7.0,3.594,7.670
Lig246,-6.9,1.389,2.347
Lig246,-6.9,3.904,6.730
Lig246,-6.9,3.581,8.067
Lig246,-6.8,1.921,3.285
Lig246,-6.6,3.562,8.354
Lig246,-6.6,2.655,8.498
Lig246,-6.4,4.149,6.169
Lig246,-6.2,3.004,6.532
Lig246,-6.2,3.648,8.542
Lig246,-6.2,2.076,7.427
Lig246,-6.2,2.687,8.891
Lig246,-6.1,5.683,9.063
Lig246,-6.1,3.899,8.835
Lig246,-6.1,3.548,8.146
Lig246,-6.0,2.289,3.215
Lig246,-5.9,4.454,7.413
Lig246,-5.9,2.718,6.797
Lig247,-5.8,0.000,0.000
Lig247,-5.6,2.704,3.286
Lig247,-5.6,2.371,3.420
Lig247,-5.4,2.630,4.772
Lig247,-5.3,8.353,9.993
Lig247,-5.2,2.396,4.670
Lig247,-5.2,2.745,5.094
Lig247,-5.1,3.495,6.183
Lig247,-5.1,5.581,7.339
Lig247,-5.0,4.089,8.425
Lig247,-5.0,3.388,5.811
Lig247,-5.0,2.068,5.225
Lig247,-5.0,2.742,5.092
Lig247,-4.8,2.962,4.159
Lig247,-4.7,6.280,9.028
Lig247,-4.6,3.015,4.514
Lig247,-4.6,5.813,8.133
Lig247,-4.5,2.899,5.020
Lig247,-4.5,6.256,8.101
Lig247,-4.5,2.777,6.034
Lig248,-5.5,0.000,0.000
Lig248,-5.5,1.895,4.305
Lig248,-5.2,2.414,4.964
Lig248,-5.1,2.902,5.023
Lig248,-5.0,2.407,3.371
Lig248,-4.9,2.617,4.666
Lig248,-4.9,2.438,2.897
Lig248,-4.8,2.722,5.197
Lig248,-4.7,3.974,5.215
Lig248,-4.7,2.761,5.220
Lig248,-4.7,3.269,4.422
Lig248,-4.7,2.428,4.935
Lig248,-4.7,8.254,9.534
Lig248,-4.7,5.095,7.310
Lig248,-4.6,2.859,3.541
Lig248,-4.5,3.623,4.977
Lig248,-4.5,3.593,5.967
Lig248,-4.4,4.658,7.477
Lig248,-4.4,7.392,8.707
Lig248,-4.3,7.913,10.348
Lig249,-5.9,0.000,0.000
Lig249,-5.6,1.175,1.457
Lig249,-5.3,2.746,5.049
Lig249,-5.1,1.951,4.323
Lig249,-4.8,2.652,3.836
Lig249,-4.7,2.109,4.496
Lig249,-4.7,4.507,7.160
Lig249,-4.7,1.990,4.866
Lig249,-4.6,6.732,10.421
Lig249,-4.6,3.090,5.325
Lig249,-4.6,2.125,4.123
Lig249,-4.5,2.731,5.263
Lig249,-4.3,5.048,7.029
Lig249,-4.3,2.782,4.935
Lig249,-4.2,2.425,3.746
Lig249,-4.1,5.569,7.035
Lig249,-4.1,4.445,6.841
Lig249,-3.9,7.019,9.512
Lig249,-3.9,4.712,6.992
Lig249,-3.9,7.366,10.103
Lig24,-7.3,0.000,0.000
Lig24,-7.2,2.008,5.942
Lig24,-7.2,1.232,2.058
Lig24,-7.1,2.159,3.363
Lig24,-6.9,2.307,5.983
Lig24,-6.7,2.628,4.076
Lig24,-6.7,2.490,4.025
Lig24,-6.7,2.447,5.817
Lig24,-6.6,1.422,2.017
Lig24,-6.6,4.049,6.045
Lig24,-6.5,5.158,9.692
Lig24,-6.5,2.170,8.676
Lig24,-6.4,4.403,9.638
Lig24,-6.4,2.458,4.612
Lig24,-6.4,3.755,9.245
Lig24,-6.3,2.418,6.135
Lig24,-6.3,2.387,3.508
Lig24,-6.2,4.844,6.810
Lig24,-6.2,1.633,2.591
Lig24,-5.9,3.066,5.881
Lig250,-5.9,0.000,0.000
Lig250,-5.9,2.617,4.838
Lig250,-5.6,2.908,5.202
Lig250,-5.0,2.799,3.860
Lig250,-5.0,4.762,7.250
Lig250,-4.9,3.335,5.626
Lig250,-4.9,2.045,5.157
Lig250,-4.9,2.246,3.379
Lig250,-4.8,1.884,4.553
Lig250,-4.8,2.002,5.541
Lig250,-4.8,3.534,6.368
Lig250,-4.7,3.582,5.927
Lig250,-4.6,1.715,4.685
Lig250,-4.5,2.407,4.732
Lig250,-4.5,6.921,10.386
Lig250,-4.4,2.899,4.088
Lig250,-4.4,5.557,8.407
Lig250,-4.3,2.222,4.523
Lig250,-4.2,4.401,5.660
Lig250,-4.1,6.451,8.870
Lig251,-6.1,0.000,0.000
Lig251,-6.0,1.422,1.700
Lig251,-6.0,2.105,2.531
Lig251,-5.9,3.748,6.748
Lig251,-5.9,3.120,5.164
Lig251,-5.8,4.688,7.334
Lig251,-5.7,3.538,5.860
Lig251,-5.7,2.873,4.958
Lig251,-5.6,2.844,5.127
Lig251,-5.6,2.804,4.935
Lig251,-5.5,2.341,2.830
Lig251,-5.5,3.051,3.458
Lig251,-5.4,3.359,5.207
Lig251,-5.4,2.468,2.577
Lig251,-5.1,7.796,9.097
Lig251,-5.1,6.025,7.886
Lig251,-4.9,2.991,4.130
Lig251,-4.9,6.950,8.958
Lig251,-4.9,4.824,7.207
Lig251,-4.7,5.725,8.312
Lig252,-6.3,0.000,0.000
Lig252,-6.2,2.496,4.167
Lig252,-6.2,3.045,4.321
Lig252,-6.0,2.494,4.531
Lig252,-5.9,5.163,7.343
Lig252,-5.8,2.945,4.414
Lig252,-5.7,4.445,6.357
Lig252,-5.5,4.527,7.871
Lig252,-5.5,4.878,6.796
Lig252,-5.5,4.906,6.426
Lig252,-5.4,2.427,2.908
Lig252,-5.4,5.286,8.504
Lig252,-5.3,6.129,8.164
Lig252,-5.1,1.847,4.718
Lig252,-4.9,4.964,7.531
Lig252,-4.9,3.453,5.970
Lig252,-4.8,4.055,6.013
Lig252,-4.8,2.518,3.050
Lig252,-4.7,3.687,5.451
Lig252,-4.7,4.623,7.019
Lig253,-4.9,0.000,0.000
Lig253,-4.8,2.123,3.526
Lig253,-4.7,8.951,10.042
Lig253,-4.7,3.631,5.614
Lig253,-4.7,1.643,2.926
Lig253,-4.6,1.907,3.760
Lig253,-4.6,1.881,2.333
Lig253,-4.5,3.035,4.836
Lig253,-4.5,2.951,5.010
Lig253,-4.3,3.384,4.900
Lig253,-4.2,2.802,4.731
Lig253,-4.1,2.430,3.932
Lig253,-4.1,6.320,8.014
Lig253,-4.0,8.670,9.778
Lig253,-3.9,6.309,8.018
Lig253,-3.9,3.461,5.392
Lig253,-3.9,2.978,4.300
Lig253,-3.8,2.706,3.968
Lig253,-3.8,2.956,4.478
Lig253,-3.3,9.522,10.459
Lig254,-4.9,0.000,0.000
Lig254,-4.8,9.342,10.239
Lig254,-4.8,7.765,9.006
Lig254,-4.8,8.445,9.375
Lig254,-4.8,9.449,10.913
Lig254,-4.7,8.629,10.336
Lig254,-4.5,10.545,12.212
Lig254,-4.4,8.392,9.607
Lig254,-4.4,2.196,3.622
Lig254,-4.3,8.171,10.129
Lig254,-4.2,4.262,6.373
Lig254,-4.1,6.937,8.018
Lig254,-4.1,4.710,7.470
Lig254,-4.1,5.417,6.800
Lig254,-4.0,4.888,7.684
Lig254,-4.0,6.758,7.709
Lig254,-3.9,12.941,14.031
Lig254,-3.9,3.600,5.302
Lig254,-3.8,4.901,7.033
Lig254,-3.8,11.188,12.361
Lig255,-5.6,0.000,0.000
Lig255,-5.4,3.168,5.620
Lig255,-5.2,2.041,4.655
Lig255,-5.2,5.843,8.075
Lig255,-5.1,1.035,1.794
Lig255,-5.0,7.226,9.047
Lig255,-5.0,2.510,3.937
Lig255,-4.9,3.461,6.191
Lig255,-4.8,2.294,5.976
Lig255,-4.8,2.189,4.465
Lig255,-4.8,1.944,4.203
Lig255,-4.8,2.660,5.260
Lig255,-4.8,1.972,5.043
Lig255,-4.7,3.303,6.316
Lig255,-4.7,3.082,5.189
Lig255,-4.6,2.006,3.385
Lig255,-4.4,4.674,7.022
Lig255,-4.3,3.819,6.828
Lig255,-4.3,6.965,8.625
Lig255,-4.3,3.304,5.375
Lig256,-5.9,0.000,0.000
Lig256,-5.8,2.503,4.848
Lig256,-5.6,3.007,5.251
Lig256,-5.5,5.904,7.974
Lig256,-5.4,3.021,5.287
Lig256,-5.3,1.922,4.595
Lig256,-5.1,2.176,4.666
Lig256,-4.9,6.911,8.775
Lig256,-4.9,5.333,8.275
Lig256,-4.8,5.078,6.856
Lig256,-4.8,2.112,5.099
Lig256,-4.8,1.642,4.939
Lig256,-4.8,2.008,4.462
Lig256,-4.8,3.578,6.572
Lig256,-4.7,6.484,9.709
Lig256,-4.7,3.766,6.050
Lig256,-4.6,4.289,5.581
Lig256,-4.5,1.863,4.730
Lig256,-4.5,4.340,6.686
Lig256,-4.5,6.626,8.181
Lig257,-6.0,0.000,0.000
Lig257,-5.9,3.295,6.393
Lig257,-5.9,3.716,5.665
Lig257,-5.9,2.594,4.223
Lig257,-5.8,4.670,7.401
Lig257,-5.8,4.771,7.079
Lig257,-5.8,3.542,5.269
Lig257,-5.8,6.790,9.977
Lig257,-5.7,1.816,2.626
Lig257,-5.7,2.901,3.405
Lig257,-5.7,5.907,8.275
Lig257,-5.6,3.314,5.420
Lig257,-5.6,3.035,4.891
Lig257,-5.5,4.257,6.291
Lig257,-5.5,3.258,5.979
Lig257,-5.5,2.833,4.376
Lig257,-5.5,2.087,3.492
Lig257,-5.4,4.041,6.022
Lig257,-5.3,2.848,4.215
Lig257,-5.3,3.214,5.707
Lig258,-6.4,0.000,0.000
Lig258,-6.2,5.814,8.234
Lig258,-6.1,4.575,7.107
Lig258,-6.0,3.922,7.123
Lig258,-5.9,8.504,11.162
Lig258,-5.9,4.391,7.091
Lig258,-5.9,8.324,10.372
Lig258,-5.9,7.318,10.407
Lig258,-5.8,1.760,4.024
Lig258,-5.8,4.248,6.975
Lig258,-5.7,4.526,6.878
Lig258,-5.7,5.340,9.071
Lig258,-5.7,4.813,8.235
Lig258,-5.6,7.397,9.996
Lig258,-5.5,7.524,10.236
Lig258,-5.4,7.841,11.557
Lig258,-5.3,8.204,10.130
Lig258,-5.2,8.976,11.081
Lig258,-5.1,5.534,7.582
Lig258,-5.0,3.544,5.757
Lig259,-6.2,0.000,0.000
Lig259,-6.1,2.342,4.498
Lig259,-6.0,1.862,4.958
Lig259,-5.9,2.538,3.556
Lig259,-5.9,2.587,4.818
Lig259,-5.8,2.169,5.040
Lig259,-5.7,4.401,6.912
Lig259,-5.7,2.146,4.389
Lig259,-5.6,1.830,2.254
Lig259,-5.6,1.978,2.861
Lig259,-5.5,8.898,10.055
Lig259,-5.4,4.212,6.418
Lig259,-5.3,1.965,2.181
Lig259,-5.3,3.802,7.964
Lig259,-5.3,4.317,6.211
Lig259,-5.3,2.439,4.921
Lig259,-5.3,3.699,7.402
Lig259,-5.2,3.255,5.427
Lig259,-5.2,1.931,4.685
Lig259,-5.0,4.250,7.027
Lig25,-7.0,0.000,0.000
Lig25,-6.9,3.676,5.778
Lig25,-6.8,3.812,6.137
Lig25,-6.8,6.325,11.587
Lig25,-6.7,2.372,8.883
Lig25,-6.6,2.537,9.140
Lig25,-6.6,1.848,2.914
Lig25,-6.5,1.902,8.297
Lig25,-6.5,3.662,6.221
Lig25,-6.5,2.126,7.728
Lig25,-6.4,3.028,5.165
Lig25,-6.3,3.698,10.101
Lig25,-6.3,3.533,6.179
Lig25,-6.2,1.857,7.539
Lig25,-6.1,5.196,8.973
Lig25,-6.1,4.532,10.008
Lig25,-6.1,7.399,11.260
Lig25,-6.0,3.020,9.121
Lig25,-5.9,7.949,12.793
Lig25,-5.9,9.465,12.805
Lig260,-6.1,0.000,0.000
Lig260,-5.9,2.694,4.997
Lig260,-5.8,0.970,1.925
Lig260,-5.8,1.515,2.388
Lig260,-5.8,1.815,3.313
Lig260,-5.7,4.191,7.690
Lig260,-5.7,2.378,4.453
Lig260,-5.6,3.019,4.006
Lig260,-5.6,2.260,4.721
Lig260,-5.5,3.013,5.404
Lig260,-5.5,1.895,3.098
Lig260,-5.4,1.821,4.216
Lig260,-5.3,2.599,4.857
Lig260,-5.2,4.879,8.483
Lig260,-5.2,4.916,6.469
Lig260,-5.2,2.283,2.981
Lig260,-5.1,2.659,5.375
Lig260,-5.1,2.768,4.790
Lig260,-5.0,2.798,5.098
Lig260,-4.9,2.542,5.220
Lig261,-6.4,0.000,0.000
Lig261,-6.2,2.881,4.358
Lig261,-6.0,2.632,4.838
Lig261,-5.9,4.183,7.472
Lig261,-5.8,2.903,4.973
Lig261,-5.8,2.476,4.456
Lig261,-5.7,2.640,5.589
Lig261,-5.7,4.170,8.698
Lig261,-5.7,2.533,5.739
Lig261,-5.6,2.209,2.528
Lig261,-5.6,2.546,5.478
Lig261,-5.5,2.961,4.891
Lig261,-5.5,4.354,7.341
Lig261,-5.5,4.817,6.285
Lig261,-5.4,2.200,5.787
Lig261,-5.4,3.259,6.272
Lig261,-5.4,8.605,9.700
Lig261,-5.4,1.895,4.510
Lig261,-5.3,3.624,6.012
Lig261,-5.3,2.186,5.395
Lig262,-6.2,0.000,0.000
Lig262,-6.0,1.929,3.851
Lig262,-5.9,2.577,7.052
Lig262,-5.9,2.279,6.159
Lig262,-5.8,2.937,7.129
Lig262,-5.7,2.487,4.797
Lig262,-5.6,3.273,7.181
Lig262,-5.6,2.838,7.735
Lig262,-5.5,1.585,1.784
Lig262,-5.4,3.749,6.531
Lig262,-5.4,2.524,4.369
Lig262,-5.4,2.645,4.670
Lig262,-5.3,3.089,4.997
Lig262,-5.2,3.788,5.938
Lig262,-5.2,6.062,9.789
Lig262,-5.2,4.503,8.512
Lig262,-5.1,2.141,4.285
Lig262,-5.1,3.675,8.314
Lig262,-5.1,2.102,5.407
Lig262,-5.0,6.566,9.558
Lig263,-6.5,0.000,0.000
Lig263,-6.3,2.193,4.495
Lig263,-6.2,3.485,5.869
Lig263,-6.1,2.326,5.229
Lig263,-6.0,2.723,5.176
Lig263,-6.0,2.703,4.998
Lig263,-5.9,2.173,5.187
Lig263,-5.7,3.128,4.613
Lig263,-5.7,1.598,2.436
Lig263,-5.7,3.707,5.609
Lig263,-5.6,6.034,8.312
Lig263,-5.6,1.690,2.048
Lig263,-5.6,5.182,8.079
Lig263,-5.6,1.449,1.955
Lig263,-5.6,5.630,7.027
Lig263,-5.5,2.917,5.266
