,Ligand,affinity_(kcal/mol),rmsd_lb,rmsd_ub
0,Lig100,-5.4,0.0,0.0
1,Lig100,-5.3,7.69,11.008
2,Lig100,-5.3,6.15,10.238
3,Lig100,-5.3,6.385,10.475
4,Lig100,-5.2,8.799,12.204
5,Lig100,-5.2,7.843999999999999,11.649000000000001
6,Lig100,-5.0,1.524,1.6569999999999998
7,Lig100,-5.0,7.902,11.315
8,Lig100,-4.9,6.475,8.999
9,Lig100,-4.9,3.429,5.561
10,Lig100,-4.8,6.836,9.96
11,Lig100,-4.7,1.7919999999999998,2.17
12,Lig100,-4.6,2.204,4.916
13,Lig100,-4.6,8.492,12.258
14,Lig100,-4.5,1.651,4.624
15,Lig100,-4.4,8.868,12.28
16,Lig100,-4.4,8.179,11.554
17,Lig100,-4.4,3.217,5.985
18,Lig100,-4.3,5.218999999999999,9.122
19,Lig101,-6.5,0.0,0.0
20,Lig101,-6.1,1.9469999999999998,2.705
21,Lig101,-6.1,5.252000000000001,8.941
22,Lig101,-6.1,1.261,4.081
23,Lig101,-5.9,4.467,7.136
24,Lig101,-5.9,6.121,9.103
25,Lig101,-5.8,4.0360000000000005,7.565
26,Lig101,-5.8,8.683,11.042
27,Lig101,-5.8,9.216000000000001,12.1
28,Lig101,-5.7,7.233,10.552999999999999
29,Lig101,-5.7,8.412,11.718
30,Lig101,-5.7,3.28,6.69
31,Lig101,-5.7,5.38,9.043
32,Lig101,-5.2,9.387,12.472000000000001
33,Lig101,-5.2,3.484,5.7
34,Lig101,-5.1,6.317,9.902000000000001
35,Lig101,-5.1,8.38,11.172
36,Lig101,-5.1,7.356,10.513
37,Lig101,-5.1,8.432,11.659
38,Lig101,-5.1,8.639,10.925999999999998
39,Lig102,-6.2,0.0,0.0
40,Lig102,-6.1,1.985,2.88
41,Lig102,-5.9,2.929,6.461
42,Lig102,-5.8,3.0210000000000004,5.419
43,Lig102,-5.8,7.531000000000001,10.195
44,Lig102,-5.8,2.891,4.4319999999999995
45,Lig102,-5.8,3.2539999999999996,6.742000000000001
46,Lig102,-5.7,3.1830000000000003,4.295
47,Lig102,-5.6,3.5669999999999997,5.7989999999999995
48,Lig102,-5.6,2.512,4.3839999999999995
49,Lig102,-5.6,5.979,9.305
50,Lig102,-5.6,2.12,5.935
51,Lig102,-5.6,2.315,4.737
52,Lig102,-5.5,2.524,5.706
53,Lig102,-5.3,2.523,4.251
54,Lig102,-5.3,3.6319999999999997,5.065
55,Lig102,-5.3,2.613,4.207
56,Lig102,-5.3,9.836,11.777000000000001
57,Lig102,-5.2,9.002,10.213
58,Lig102,-5.1,2.5780000000000003,4.0489999999999995
59,Lig103,-7.0,0.0,0.0
60,Lig103,-6.8,1.704,2.035
61,Lig103,-6.8,3.16,4.706
62,Lig103,-6.7,2.971,4.5760000000000005
63,Lig103,-6.6,4.2589999999999995,6.73
64,Lig103,-6.6,4.215,7.574
65,Lig103,-6.5,2.423,2.654
66,Lig103,-6.5,3.321,7.666
67,Lig103,-6.5,4.535,8.093
68,Lig103,-6.4,2.524,8.142999999999999
69,Lig103,-6.4,2.013,3.583
70,Lig103,-6.4,2.319,7.9879999999999995
71,Lig103,-6.3,3.467,6.689
72,Lig103,-6.2,2.815,6.626
73,Lig103,-6.2,2.634,8.187000000000001
74,Lig103,-6.2,3.179,8.564
75,Lig103,-6.0,2.78,5.075
76,Lig103,-6.0,3.295,7.297000000000001
77,Lig103,-6.0,3.563,9.19
78,Lig103,-6.0,4.506,8.526
79,Lig104,-7.2,0.0,0.0
80,Lig104,-6.8,4.1160000000000005,7.785
81,Lig104,-6.7,3.1319999999999997,7.9910000000000005
82,Lig104,-6.6,2.9019999999999997,8.492
83,Lig104,-6.6,3.313,8.57
84,Lig104,-6.6,3.425,8.549
85,Lig104,-6.5,7.071000000000001,10.588
86,Lig104,-6.5,2.835,7.145
87,Lig104,-6.4,3.508,6.039
88,Lig104,-6.4,7.499,11.026
89,Lig104,-6.4,4.353,10.311
90,Lig104,-6.3,3.352,8.791
91,Lig104,-6.3,2.742,5.212999999999999
92,Lig104,-6.3,7.365,10.554
93,Lig104,-6.2,3.515,8.137
94,Lig104,-6.2,5.465,10.530999999999999
95,Lig104,-6.2,2.3890000000000002,3.111
96,Lig104,-6.2,2.425,4.534
97,Lig104,-6.0,6.028,11.015999999999998
98,Lig104,-5.9,6.223,9.487
99,Lig105,-6.3,0.0,0.0
100,Lig105,-6.1,4.471,7.272
101,Lig105,-5.5,4.503,7.531000000000001
102,Lig105,-5.5,2.278,3.015
103,Lig105,-5.3,2.5780000000000003,6.391
104,Lig105,-5.2,2.349,3.009
105,Lig105,-5.2,3.324,4.8389999999999995
106,Lig105,-5.1,4.371,5.2860000000000005
107,Lig105,-4.9,4.689,6.857
108,Lig105,-4.9,4.484,5.831
109,Lig105,-4.9,10.203,11.748
110,Lig105,-4.9,6.202000000000001,9.372
111,Lig105,-4.8,3.315,3.963
112,Lig105,-4.8,2.765,3.3280000000000003
113,Lig105,-4.8,3.707,6.912000000000001
114,Lig105,-4.8,3.2439999999999998,7.025
115,Lig105,-4.7,3.0839999999999996,4.128
116,Lig105,-4.6,3.738,4.965
117,Lig105,-4.5,5.204,8.05
118,Lig105,-4.4,7.849,11.203
119,Lig106,-4.9,0.0,0.0
120,Lig106,-4.8,4.147,6.834
121,Lig106,-4.8,5.58,7.629
122,Lig106,-4.8,3.875,6.034
123,Lig106,-4.8,1.768,2.824
124,Lig106,-4.7,4.82,6.761
125,Lig106,-4.7,1.665,1.865
126,Lig106,-4.7,3.752,7.8389999999999995
127,Lig106,-4.7,5.749,7.957999999999999
128,Lig106,-4.6,5.228,6.472
129,Lig106,-4.6,4.556,6.379
130,Lig106,-4.5,3.207,6.417999999999999
131,Lig106,-4.4,3.627,6.627000000000001
132,Lig106,-4.4,5.103,6.729
133,Lig106,-4.3,4.784,5.9479999999999995
134,Lig106,-4.2,3.722,5.933
135,Lig106,-4.2,7.38,9.458
136,Lig106,-4.2,2.9560000000000004,6.856
137,Lig106,-4.1,3.3480000000000003,7.319
138,Lig106,-4.0,5.112,7.195
139,Lig107,-4.8,0.0,0.0
140,Lig107,-4.8,3.196,3.986
141,Lig107,-4.6,3.161,4.746
142,Lig107,-4.5,3.255,4.9319999999999995
143,Lig107,-4.4,5.351,6.957000000000001
144,Lig107,-4.4,4.435,5.937
145,Lig107,-4.4,2.377,4.46
146,Lig107,-4.4,2.481,5.209
147,Lig107,-4.3,3.6239999999999997,6.257000000000001
148,Lig107,-4.3,1.656,2.174
149,Lig107,-4.2,6.441,7.615
150,Lig107,-4.2,2.807,4.239
151,Lig107,-4.2,4.854,7.25
152,Lig107,-4.1,2.478,3.944
153,Lig107,-4.0,3.165,5.29
154,Lig107,-4.0,3.815,6.462000000000001
155,Lig107,-4.0,6.556,7.891
156,Lig107,-4.0,2.4090000000000003,5.364
157,Lig107,-4.0,2.861,4.467
158,Lig107,-3.9,7.92,10.213
159,Lig108,-5.6,0.0,0.0
160,Lig108,-5.1,1.59,2.104
161,Lig108,-5.1,4.667,7.233
162,Lig108,-5.0,2.569,4.476
163,Lig108,-4.9,4.412,6.795
164,Lig108,-4.7,8.427999999999999,10.234
165,Lig108,-4.6,7.72,9.35
166,Lig108,-4.6,3.147,4.249
167,Lig108,-4.5,2.175,5.187
168,Lig108,-4.4,3.735,5.765
169,Lig108,-4.4,7.236000000000001,9.279
170,Lig108,-4.3,6.374,8.732999999999999
171,Lig108,-4.3,2.635,4.235
172,Lig108,-4.3,6.922000000000001,9.307
173,Lig108,-4.2,3.6510000000000002,5.756
174,Lig108,-4.2,2.759,4.062
175,Lig108,-4.2,3.177,5.881
176,Lig108,-4.1,7.386,9.117
177,Lig108,-4.1,6.211,8.492
178,Lig108,-4.1,2.435,3.7569999999999997
179,Lig109,-5.6,0.0,0.0
180,Lig109,-5.4,2.0869999999999997,4.13
181,Lig109,-5.4,1.131,2.804
182,Lig109,-5.1,1.744,2.369
183,Lig109,-5.0,1.9969999999999999,3.738
184,Lig109,-4.9,2.025,3.623
185,Lig109,-4.7,2.698,4.022
186,Lig109,-4.7,1.994,2.532
187,Lig109,-4.5,2.443,3.668
188,Lig109,-4.4,2.305,2.742
189,Lig109,-4.3,8.863999999999999,9.783
190,Lig109,-4.3,2.198,3.07
191,Lig109,-4.3,2.715,3.708
192,Lig109,-4.3,2.455,4.348
193,Lig109,-4.2,2.496,3.858
194,Lig109,-4.2,5.841,7.877999999999999
195,Lig109,-4.2,2.6660000000000004,4.355
196,Lig109,-4.2,2.324,3.5989999999999998
197,Lig109,-4.1,2.6210000000000004,3.41
198,Lig109,-4.0,3.634,5.343999999999999
199,Lig10,-5.6,0.0,0.0
200,Lig10,-5.3,3.193,6.068
201,Lig10,-5.3,3.716,7.5360000000000005
202,Lig10,-5.1,2.215,3.4210000000000003
203,Lig10,-5.1,1.733,2.407
204,Lig10,-5.0,2.451,5.919
205,Lig10,-4.9,2.6060000000000003,4.846
206,Lig10,-4.8,2.653,5.093999999999999
207,Lig10,-4.8,2.582,5.49
208,Lig10,-4.8,2.77,5.093999999999999
209,Lig10,-4.7,3.2239999999999998,5.803999999999999
210,Lig10,-4.6,2.714,4.18
211,Lig10,-4.6,2.827,5.152
212,Lig10,-4.5,3.917,6.559
213,Lig10,-4.4,5.579,7.586
214,Lig10,-4.4,3.285,5.811
215,Lig10,-4.2,3.335,7.099
216,Lig10,-4.2,3.949,6.466
217,Lig10,-4.2,4.851,8.427999999999999
218,Lig10,-4.2,2.841,6.267
219,Lig110,-5.6,0.0,0.0
220,Lig110,-5.4,2.081,4.133
221,Lig110,-5.1,1.75,2.379
222,Lig110,-5.1,1.217,2.805
223,Lig110,-5.0,1.999,3.741
224,Lig110,-4.7,1.869,3.355
225,Lig110,-4.7,2.016,2.506
226,Lig110,-4.5,2.5869999999999997,4.175
227,Lig110,-4.4,2.4290000000000003,2.8760000000000003
228,Lig110,-4.3,8.318999999999999,9.399
229,Lig110,-4.3,2.207,2.8169999999999997
230,Lig110,-4.3,2.617,4.172
231,Lig110,-4.2,6.912999999999999,7.789
232,Lig110,-4.2,3.4619999999999997,5.534
233,Lig110,-4.0,2.61,3.405
234,Lig110,-4.0,6.975,8.559
235,Lig110,-4.0,6.04,7.441
236,Lig110,-3.9,6.495,8.196
237,Lig110,-3.9,6.722,8.168
238,Lig110,-3.8,3.693,5.255
239,Lig111,-5.5,0.0,0.0
240,Lig111,-5.3,1.777,5.266
241,Lig111,-5.1,2.736,4.2010000000000005
242,Lig111,-5.1,2.714,5.396
243,Lig111,-5.0,1.8330000000000002,4.782
244,Lig111,-4.8,2.5269999999999997,4.2860000000000005
245,Lig111,-4.7,2.061,4.703
246,Lig111,-4.7,1.8219999999999998,2.435
247,Lig111,-4.6,6.46,8.389
248,Lig111,-4.5,2.496,3.6719999999999997
249,Lig111,-4.4,6.308,7.55
250,Lig111,-4.4,2.463,3.2560000000000002
251,Lig111,-4.3,5.2410000000000005,8.022
252,Lig111,-4.3,4.102,5.222
253,Lig111,-4.2,2.6639999999999997,4.5360000000000005
254,Lig111,-4.2,5.343999999999999,7.279
255,Lig111,-4.2,2.467,4.327
256,Lig111,-4.2,5.2139999999999995,7.268
257,Lig111,-4.2,2.191,5.348
258,Lig111,-4.1,7.652,9.18
259,Lig112,-4.5,0.0,0.0
260,Lig112,-4.5,2.908,4.863
261,Lig112,-4.5,9.099,10.838
262,Lig112,-4.5,4.484,7.67
263,Lig112,-4.4,6.932,9.109
264,Lig112,-4.3,4.996,7.584
265,Lig112,-4.3,6.32,8.565
266,Lig112,-4.1,7.206,9.921
267,Lig112,-4.1,8.7,10.583
268,Lig112,-4.1,10.132,11.959000000000001
269,Lig112,-4.0,9.735,11.873
270,Lig112,-4.0,7.16,9.361
271,Lig112,-4.0,3.647,4.835
272,Lig112,-4.0,8.708,11.443
273,Lig112,-3.9,10.312999999999999,11.970999999999998
274,Lig112,-3.9,1.7630000000000001,2.283
275,Lig112,-3.9,9.898,12.113
276,Lig112,-3.8,8.607999999999999,11.796
277,Lig112,-3.8,5.0489999999999995,5.862
278,Lig112,-3.8,2.563,4.729
279,Lig113,-6.2,0.0,0.0
280,Lig113,-6.0,3.613,7.382000000000001
281,Lig113,-5.9,2.884,3.582
282,Lig113,-5.8,2.801,4.414
283,Lig113,-5.7,1.9869999999999999,6.518
284,Lig113,-5.6,3.486,7.244
285,Lig113,-5.5,3.333,6.615
286,Lig113,-5.3,2.129,2.431
287,Lig113,-5.3,2.5580000000000003,6.29
288,Lig113,-5.2,1.984,2.824
289,Lig113,-5.2,2.037,6.066
290,Lig113,-5.1,2.286,3.0810000000000004
291,Lig113,-5.1,2.262,2.9219999999999997
292,Lig113,-5.0,2.454,6.268
293,Lig113,-5.0,2.78,6.324
294,Lig113,-5.0,5.617000000000001,8.32
295,Lig113,-5.0,3.6239999999999997,6.651
296,Lig113,-4.9,2.645,3.7110000000000003
297,Lig113,-4.6,3.793,5.279
298,Lig113,-4.6,1.944,2.6060000000000003
299,Lig114,-6.2,0.0,0.0
300,Lig114,-6.0,3.64,7.388
301,Lig114,-5.9,2.908,3.636
302,Lig114,-5.7,2.8280000000000003,4.412
303,Lig114,-5.6,3.489,7.295
304,Lig114,-5.2,2.323,2.944
305,Lig114,-5.2,2.8089999999999997,6.468999999999999
306,Lig114,-5.2,3.389,6.756
307,Lig114,-5.1,2.9139999999999997,3.7960000000000003
308,Lig114,-5.1,3.548,7.031000000000001
309,Lig114,-5.1,3.522,6.5520000000000005
310,Lig114,-5.1,2.906,6.371
311,Lig114,-5.0,2.557,6.194
312,Lig114,-4.9,2.396,2.975
313,Lig114,-4.9,3.071,4.54
314,Lig114,-4.9,3.306,4.4639999999999995
315,Lig114,-4.9,3.455,5.093
316,Lig114,-4.7,3.1660000000000004,6.681
317,Lig114,-4.7,3.6,6.417999999999999
318,Lig114,-4.7,3.56,6.938
319,Lig115,-5.3,0.0,0.0
320,Lig115,-5.2,2.227,3.9560000000000004
321,Lig115,-5.1,2.844,5.65
322,Lig115,-5.1,2.424,5.095
323,Lig115,-5.0,8.634,10.022
324,Lig115,-5.0,7.111000000000001,10.800999999999998
325,Lig115,-4.9,2.5069999999999997,3.6010000000000004
326,Lig115,-4.9,1.55,1.906
327,Lig115,-4.8,2.963,6.01
328,Lig115,-4.8,4.803999999999999,7.439
329,Lig115,-4.7,3.236,4.206
330,Lig115,-4.7,3.105,5.932
331,Lig115,-4.6,3.528,5.837000000000001
332,Lig115,-4.6,8.797,10.743
333,Lig115,-4.6,8.296,10.105
334,Lig115,-4.5,9.261000000000001,11.738
335,Lig115,-4.2,3.6889999999999996,6.562
336,Lig115,-4.2,4.407,5.757000000000001
337,Lig115,-4.2,9.135,10.237
338,Lig115,-4.1,3.3089999999999997,5.409
339,Lig116,-6.3,0.0,0.0
340,Lig116,-5.4,8.905,10.963
341,Lig116,-5.3,3.032,5.027
342,Lig116,-5.1,5.083,7.53
343,Lig116,-5.1,2.459,3.648
344,Lig116,-5.0,2.373,3.495
345,Lig116,-4.9,5.843,7.45
346,Lig116,-4.8,8.408999999999999,10.277000000000001
347,Lig116,-4.7,6.468999999999999,8.709
348,Lig116,-4.6,3.6430000000000002,6.193
349,Lig116,-4.6,2.575,3.846
350,Lig116,-4.6,5.756,8.103
351,Lig116,-4.5,2.9619999999999997,5.222
352,Lig116,-4.4,4.477,6.261
353,Lig116,-4.4,3.017,4.901
354,Lig116,-4.4,3.28,4.841
355,Lig116,-4.4,3.7260000000000004,7.372999999999999
356,Lig116,-4.3,4.013,7.218999999999999
357,Lig116,-4.3,4.256,7.2620000000000005
358,Lig116,-4.2,4.034,5.01
359,Lig117,-5.9,0.0,0.0
360,Lig117,-5.8,2.07,3.7089999999999996
361,Lig117,-5.1,2.0540000000000003,2.349
362,Lig117,-5.0,2.262,3.8160000000000003
363,Lig117,-5.0,2.5989999999999998,4.282
364,Lig117,-4.8,1.635,2.91
365,Lig117,-4.7,2.126,3.705
366,Lig117,-4.7,2.418,3.779
367,Lig117,-4.6,2.193,2.725
368,Lig117,-4.5,2.8739999999999997,4.395
369,Lig117,-4.5,2.591,3.91
370,Lig117,-4.4,2.08,3.449
371,Lig117,-4.3,2.8560000000000003,3.9619999999999997
372,Lig117,-4.3,1.8159999999999998,2.263
373,Lig117,-4.2,3.435,4.758
374,Lig117,-4.2,8.683,9.908999999999999
375,Lig117,-4.2,6.733,9.133
376,Lig117,-4.2,2.67,4.595
377,Lig117,-4.2,3.092,4.176
378,Lig117,-4.0,6.92,8.454
379,Lig118,-5.8,0.0,0.0
380,Lig118,-5.6,1.3969999999999998,3.042
381,Lig118,-5.5,1.505,1.858
382,Lig118,-5.4,2.013,4.221
383,Lig118,-4.8,2.582,4.234
384,Lig118,-4.8,2.108,3.807
385,Lig118,-4.7,5.965,7.386
386,Lig118,-4.6,2.108,3.326
387,Lig118,-4.6,2.1790000000000003,3.765
388,Lig118,-4.3,2.346,3.1
389,Lig118,-4.3,2.682,4.314
390,Lig118,-4.3,7.287000000000001,9.127
391,Lig118,-4.3,7.436,9.861
392,Lig118,-4.2,3.082,4.612
393,Lig118,-4.2,6.515,8.089
394,Lig118,-4.1,6.006,8.019
395,Lig118,-4.0,7.442,8.256
396,Lig118,-3.9,1.964,3.78
397,Lig118,-3.8,2.289,4.294
398,Lig118,-3.8,8.851,10.384
399,Lig119,-5.6,0.0,0.0
400,Lig119,-5.3,1.39,3.076
401,Lig119,-5.3,1.985,4.306
402,Lig119,-5.1,1.901,2.539
403,Lig119,-5.0,2.591,4.436
404,Lig119,-4.9,2.305,3.622
405,Lig119,-4.8,1.8530000000000002,2.597
406,Lig119,-4.6,3.077,4.485
407,Lig119,-4.5,8.788,9.872
408,Lig119,-4.4,7.586,8.924
409,Lig119,-4.4,2.3080000000000003,2.912
410,Lig119,-4.3,2.153,3.3369999999999997
411,Lig119,-4.3,9.628,10.664000000000001
412,Lig119,-4.3,2.5669999999999997,4.252
413,Lig119,-4.2,6.291,7.676
414,Lig119,-4.2,2.48,3.103
415,Lig119,-4.1,2.622,4.022
416,Lig119,-4.0,1.8730000000000002,2.028
417,Lig119,-4.0,3.4530000000000003,5.001
418,Lig119,-3.9,2.735,5.516
419,Lig11,-8.0,0.0,0.0
420,Lig11,-7.9,1.266,1.829
421,Lig11,-7.8,3.1510000000000002,4.684
422,Lig11,-7.6,2.907,4.659
423,Lig11,-7.4,2.444,3.755
424,Lig11,-7.3,5.074,11.272
425,Lig11,-7.2,2.509,3.7310000000000003
426,Lig11,-7.1,4.256,5.6610000000000005
427,Lig11,-7.1,5.022,10.833
428,Lig11,-7.1,5.346,11.306
429,Lig11,-7.1,6.1129999999999995,11.437000000000001
430,Lig11,-7.0,1.4280000000000002,2.43
431,Lig11,-7.0,3.083,5.114
432,Lig11,-6.9,5.526,8.225
433,Lig11,-6.9,3.69,5.881
434,Lig11,-6.9,5.13,11.21
435,Lig11,-6.9,5.789,11.606
436,Lig11,-6.8,2.12,3.5860000000000003
437,Lig11,-6.8,6.015,11.95
438,Lig11,-6.7,5.033,11.171
439,Lig120,-5.0,0.0,0.0
440,Lig120,-4.8,9.623,10.835
441,Lig120,-4.8,2.0869999999999997,3.583
442,Lig120,-4.6,1.889,3.335
443,Lig120,-4.5,9.461,10.552
444,Lig120,-4.3,2.055,3.237
445,Lig120,-4.2,5.098,6.5329999999999995
446,Lig120,-4.2,9.687000000000001,10.709000000000001
447,Lig120,-4.1,9.503,10.444
448,Lig120,-4.0,1.7590000000000001,2.537
449,Lig120,-3.8,8.627,10.001
450,Lig120,-3.8,7.332000000000001,8.366
451,Lig120,-3.8,1.8530000000000002,3.3960000000000004
452,Lig120,-3.7,2.475,4.0280000000000005
453,Lig120,-3.7,2.9619999999999997,4.6080000000000005
454,Lig120,-3.6,2.938,4.388
455,Lig120,-3.6,3.155,4.507
456,Lig120,-3.6,2.6830000000000003,3.36
457,Lig120,-3.5,3.236,4.496
458,Lig120,-3.5,8.601,9.727
459,Lig121,-5.7,0.0,0.0
460,Lig121,-5.4,2.021,4.538
461,Lig121,-5.3,2.8139999999999996,5.044
462,Lig121,-5.1,2.299,3.5660000000000003
463,Lig121,-5.1,9.059,10.947000000000001
464,Lig121,-5.0,2.7110000000000003,4.41
465,Lig121,-4.9,2.333,3.4989999999999997
466,Lig121,-4.9,2.209,2.7439999999999998
467,Lig121,-4.9,2.46,4.024
468,Lig121,-4.8,2.175,5.928
469,Lig121,-4.8,1.867,2.591
470,Lig121,-4.7,2.125,3.5380000000000003
471,Lig121,-4.6,7.696000000000001,8.947000000000001
472,Lig121,-4.6,9.335,10.785
473,Lig121,-4.5,1.964,5.343999999999999
474,Lig121,-4.5,2.004,5.064
475,Lig121,-4.4,2.177,2.935
476,Lig121,-4.4,3.3760000000000003,4.524
477,Lig121,-4.3,8.517999999999999,10.394
478,Lig121,-4.1,4.244,6.917000000000001
479,Lig122,-5.6,0.0,0.0
480,Lig122,-5.3,7.593,9.456
481,Lig122,-5.0,8.238,9.847000000000001
482,Lig122,-5.0,2.5580000000000003,4.271
483,Lig122,-5.0,2.8160000000000003,5.667999999999999
484,Lig122,-5.0,7.032,9.132
485,Lig122,-5.0,2.477,4.809
486,Lig122,-4.9,3.0,5.811
487,Lig122,-4.9,2.451,4.157
488,Lig122,-4.8,2.824,5.362
489,Lig122,-4.8,2.469,4.1419999999999995
490,Lig122,-4.6,3.6069999999999998,5.632000000000001
491,Lig122,-4.6,2.094,2.846
492,Lig122,-4.6,2.539,3.589
493,Lig122,-4.5,2.67,5.147
494,Lig122,-4.4,5.546,8.565
495,Lig122,-4.4,2.76,4.25
496,Lig122,-4.3,5.808,8.564
497,Lig122,-4.3,7.391,8.711
498,Lig122,-4.3,2.716,4.043
499,Lig123,-5.9,0.0,0.0
500,Lig123,-5.6,2.76,5.603
501,Lig123,-5.6,2.7319999999999998,4.322
502,Lig123,-5.3,2.81,5.73
503,Lig123,-5.3,2.2359999999999998,3.319
504,Lig123,-5.2,1.4980000000000002,5.414
505,Lig123,-5.2,1.781,1.96
506,Lig123,-5.2,2.171,5.528
507,Lig123,-5.1,2.2430000000000003,3.617
508,Lig123,-4.9,1.736,4.836
509,Lig123,-4.8,2.042,2.5669999999999997
510,Lig123,-4.8,8.769,10.562999999999999
511,Lig123,-4.8,2.167,2.8
512,Lig123,-4.7,2.963,4.952
513,Lig123,-4.7,2.802,4.426
514,Lig123,-4.7,3.1719999999999997,5.581
515,Lig123,-4.7,2.286,2.7889999999999997
516,Lig123,-4.4,3.2060000000000004,4.571000000000001
517,Lig123,-4.4,4.671,6.775
518,Lig123,-4.4,8.281,10.006
519,Lig124,-4.8,0.0,0.0
520,Lig124,-4.7,2.53,3.9589999999999996
521,Lig124,-4.7,9.276,10.804
522,Lig124,-4.6,9.842,11.01
523,Lig124,-4.6,4.897,7.006
524,Lig124,-4.4,8.601,10.300999999999998
525,Lig124,-4.2,2.042,3.319
526,Lig124,-4.2,10.116,11.071
527,Lig124,-4.2,3.557,5.682
528,Lig124,-4.2,1.9069999999999998,4.862
529,Lig124,-4.1,3.4360000000000004,4.371
530,Lig124,-4.0,4.875,5.801
531,Lig124,-4.0,2.719,4.697
532,Lig124,-3.9,8.832,10.407
533,Lig124,-3.9,2.9210000000000003,4.54
534,Lig124,-3.9,2.872,3.7460000000000004
535,Lig124,-3.9,4.189,5.9879999999999995
536,Lig124,-3.8,2.5140000000000002,3.412
537,Lig124,-3.8,3.103,5.659
538,Lig124,-3.7,2.122,3.278
539,Lig125,-6.7,0.0,0.0
540,Lig125,-6.3,4.031000000000001,7.685
541,Lig125,-5.8,3.702,7.28
542,Lig125,-5.7,4.351,7.959
543,Lig125,-5.6,4.038,6.775
544,Lig125,-5.6,2.7110000000000003,4.787
545,Lig125,-5.6,3.139,6.651
546,Lig125,-5.5,3.862,6.629
547,Lig125,-5.4,3.6460000000000004,6.856
548,Lig125,-5.2,1.7619999999999998,2.269
549,Lig125,-5.1,3.947,6.437
550,Lig125,-5.1,3.592,6.952999999999999
551,Lig125,-5.0,4.414,7.933
552,Lig125,-5.0,7.712000000000001,8.336
553,Lig125,-5.0,3.968,6.3260000000000005
554,Lig125,-4.9,4.415,7.9639999999999995
555,Lig125,-4.8,4.647,6.3020000000000005
556,Lig125,-4.7,4.551,8.051
557,Lig125,-4.7,4.797,8.066
558,Lig125,-4.6,2.698,3.4339999999999997
559,Lig126,-5.5,0.0,0.0
560,Lig126,-5.4,9.516,11.292
561,Lig126,-5.3,1.374,1.699
562,Lig126,-5.3,5.015,7.225
563,Lig126,-5.2,8.279,10.564
564,Lig126,-5.2,2.945,6.222
565,Lig126,-5.2,2.109,3.123
566,Lig126,-5.1,3.8819999999999997,6.074
567,Lig126,-5.0,3.83,6.38
568,Lig126,-4.9,7.648,9.844
569,Lig126,-4.8,2.888,5.848
570,Lig126,-4.7,11.339,13.110999999999999
571,Lig126,-4.6,10.472000000000001,12.433
572,Lig126,-4.6,10.735999999999999,12.623
573,Lig126,-4.5,2.965,4.544
574,Lig126,-4.5,12.384,14.479000000000001
575,Lig126,-4.5,8.747,10.955
576,Lig126,-4.4,9.408999999999999,11.478
577,Lig126,-4.4,7.675,10.056000000000001
578,Lig126,-4.4,10.33,12.475999999999999
579,Lig127,-6.7,0.0,0.0
580,Lig127,-6.0,3.252,7.149
581,Lig127,-5.7,2.906,6.521
582,Lig127,-5.7,2.864,6.099
583,Lig127,-5.5,3.8760000000000003,6.521
584,Lig127,-5.5,2.7260000000000004,4.525
585,Lig127,-5.4,2.387,3.616
586,Lig127,-5.3,1.6680000000000001,2.7039999999999997
587,Lig127,-5.2,3.562,6.487
588,Lig127,-5.2,3.7110000000000003,7.309
589,Lig127,-5.1,1.99,2.781
590,Lig127,-5.0,4.373,7.642
591,Lig127,-5.0,5.724,9.525
592,Lig127,-5.0,6.915,10.715
593,Lig127,-4.9,3.438,5.893
594,Lig127,-4.9,3.7569999999999997,7.239
595,Lig127,-4.9,3.037,4.03
596,Lig127,-4.9,7.782,9.741
597,Lig127,-4.8,7.907,8.699
598,Lig127,-4.7,5.124,8.214
599,Lig128,-6.7,0.0,0.0
600,Lig128,-5.7,2.235,3.4339999999999997
601,Lig128,-5.6,3.693,5.906000000000001
602,Lig128,-5.6,4.343999999999999,7.832000000000001
603,Lig128,-5.5,2.395,3.7060000000000004
604,Lig128,-5.5,3.923,7.617999999999999
605,Lig128,-5.4,4.353,6.587999999999999
606,Lig128,-5.3,4.272,6.537000000000001
607,Lig128,-5.1,7.3839999999999995,9.522
608,Lig128,-5.0,4.041,4.796
609,Lig128,-5.0,4.055,7.15
610,Lig128,-4.9,3.8360000000000003,6.537999999999999
611,Lig128,-4.9,4.1610000000000005,7.281000000000001
612,Lig128,-4.9,5.071000000000001,6.905
613,Lig128,-4.9,2.623,3.34
614,Lig128,-4.8,3.156,3.986
615,Lig128,-4.8,4.229,6.8629999999999995
616,Lig128,-4.8,3.742,7.386
617,Lig128,-4.7,4.628,7.941
618,Lig128,-4.7,4.631,7.171
619,Lig129,-5.5,0.0,0.0
620,Lig129,-5.4,1.8259999999999998,3.469
621,Lig129,-5.3,1.489,2.9360000000000004
622,Lig129,-5.2,1.995,3.266
623,Lig129,-5.1,1.954,4.188
624,Lig129,-4.8,1.889,4.365
625,Lig129,-4.7,2.076,3.045
626,Lig129,-4.6,2.195,3.63
627,Lig129,-4.5,8.109,9.309
628,Lig129,-4.4,2.1390000000000002,4.38
629,Lig129,-4.4,8.725,10.132
630,Lig129,-4.4,2.7289999999999996,4.058
631,Lig129,-4.4,2.347,3.867
632,Lig129,-4.4,2.411,4.102
633,Lig129,-4.3,1.97,3.5810000000000004
634,Lig129,-4.3,2.582,4.035
