,Ligand,affinity_(kcal/mol),rmsd_lb,rmsd_ub
1582,Lig172,-4.7,2.095,3.597
1583,Lig172,-4.6,2.529,5.102
1584,Lig172,-4.5,2.215,4.293
1585,Lig172,-4.5,7.577999999999999,8.825
1586,Lig172,-4.5,2.695,4.101
1587,Lig172,-4.4,3.062,5.0889999999999995
1588,Lig172,-4.3,7.435,9.481
1589,Lig172,-4.2,2.822,5.4639999999999995
1590,Lig172,-4.2,2.247,5.3020000000000005
1591,Lig172,-4.1,7.737,9.526
1592,Lig172,-4.1,2.555,5.154
1593,Lig172,-4.1,3.825,5.272
1594,Lig172,-4.1,4.922,6.556
1595,Lig172,-4.1,3.031,5.063
1596,Lig172,-4.0,2.82,4.395
1597,Lig172,-4.0,3.4339999999999997,5.5520000000000005
1598,Lig173,-6.3,0.0,0.0
1599,Lig173,-6.3,4.588,8.38
1600,Lig173,-6.2,5.848,9.758
1601,Lig173,-6.1,2.461,3.938
1602,Lig173,-6.0,7.147,10.885
1603,Lig173,-5.9,3.105,6.807
1604,Lig173,-5.9,3.852,6.981
1605,Lig173,-5.8,2.773,6.712999999999999
1606,Lig173,-5.8,4.402,6.265
1607,Lig173,-5.6,2.7319999999999998,5.251
1608,Lig173,-5.6,2.3169999999999997,5.614
1609,Lig173,-5.5,2.4019999999999997,6.814
1610,Lig173,-5.5,3.281,7.622000000000001
1611,Lig173,-5.5,3.802,6.086
1612,Lig173,-5.5,3.25,5.119
1613,Lig173,-5.4,3.77,7.532
1614,Lig173,-5.4,2.51,7.345
1615,Lig173,-5.3,6.1,9.652000000000001
1616,Lig173,-5.3,3.333,7.071000000000001
1617,Lig173,-5.3,4.574,7.832000000000001
1618,Lig174,-6.1,0.0,0.0
1619,Lig174,-6.1,2.173,8.033
1620,Lig174,-6.1,3.795,6.586
1621,Lig174,-5.9,3.575,7.207999999999999
1622,Lig174,-5.9,5.919,9.8
1623,Lig174,-5.8,3.553,6.443
1624,Lig174,-5.7,5.051,7.984
1625,Lig174,-5.6,6.405,9.937999999999999
1626,Lig174,-5.6,4.132,9.22
1627,Lig174,-5.5,1.5019999999999998,2.155
1628,Lig174,-5.5,5.886,11.354000000000001
1629,Lig174,-5.5,2.719,3.806
1630,Lig174,-5.4,9.586,13.534
1631,Lig174,-5.4,6.345,11.489
1632,Lig174,-5.4,8.622,11.427
1633,Lig174,-5.3,3.0410000000000004,8.41
1634,Lig174,-5.2,2.144,3.17
1635,Lig174,-5.2,6.501,12.062000000000001
1636,Lig174,-5.1,5.935,8.925
1637,Lig174,-5.1,5.787999999999999,11.440999999999999
1638,Lig175,-6.7,0.0,0.0
1639,Lig175,-5.8,2.612,5.417999999999999
1640,Lig175,-5.6,2.887,5.8260000000000005
1641,Lig175,-5.5,1.811,2.065
1642,Lig175,-5.4,2.7230000000000003,3.969
1643,Lig175,-5.2,2.1,2.74
1644,Lig175,-5.0,2.126,2.571
1645,Lig175,-4.9,3.1910000000000003,4.508
1646,Lig175,-4.7,1.9180000000000001,5.526
1647,Lig175,-4.6,3.472,4.293
1648,Lig175,-4.4,2.931,5.584
1649,Lig175,-4.4,2.998,4.349
1650,Lig175,-4.4,2.399,5.999
1651,Lig175,-4.4,4.428999999999999,6.872999999999999
1652,Lig175,-4.4,9.011000000000001,10.842
1653,Lig175,-4.3,5.129,7.391
1654,Lig175,-4.3,4.196000000000001,6.09
1655,Lig175,-4.3,5.435,7.858
1656,Lig175,-4.2,5.37,6.6739999999999995
1657,Lig175,-4.1,1.979,2.988
1658,Lig176,-5.3,0.0,0.0
1659,Lig176,-4.8,5.28,7.775
1660,Lig176,-4.7,9.753,11.353
1661,Lig176,-4.6,2.044,3.1519999999999997
1662,Lig176,-4.6,3.049,5.409
1663,Lig176,-4.5,7.399,9.33
1664,Lig176,-4.5,2.6830000000000003,3.56
1665,Lig176,-4.4,8.064,9.906
1666,Lig176,-4.3,3.4210000000000003,5.43
1667,Lig176,-4.3,8.164,9.555
1668,Lig176,-4.2,3.367,5.792999999999999
1669,Lig176,-4.2,2.688,5.156000000000001
1670,Lig176,-4.2,7.172999999999999,8.777000000000001
1671,Lig176,-4.2,7.454,8.982999999999999
1672,Lig176,-4.2,8.302999999999999,9.562999999999999
1673,Lig176,-4.1,2.753,4.5889999999999995
1674,Lig176,-4.1,7.992000000000001,9.7
1675,Lig176,-4.0,3.892,5.901
1676,Lig176,-3.9,3.33,5.461
1677,Lig177,-6.3,0.0,0.0
1678,Lig177,-5.9,2.167,2.7769999999999997
1679,Lig177,-5.2,1.9580000000000002,5.327000000000001
1680,Lig177,-5.1,2.573,3.7460000000000004
1681,Lig177,-5.1,2.653,5.789
1682,Lig177,-4.9,2.077,2.342
1683,Lig177,-4.9,1.959,5.285
1684,Lig177,-4.8,2.0,2.57
1685,Lig177,-4.7,4.914,7.07
1686,Lig177,-4.6,2.824,4.593
1687,Lig177,-4.6,7.767,9.66
1688,Lig177,-4.5,2.6689999999999996,4.004
1689,Lig177,-4.4,2.6860000000000004,5.291
1690,Lig177,-4.4,8.484,9.527999999999999
1691,Lig177,-4.4,5.978,7.48
1692,Lig177,-4.3,9.374,10.89
1693,Lig177,-4.3,8.47,10.01
1694,Lig177,-4.3,9.443999999999999,10.802999999999999
1695,Lig177,-4.3,2.588,5.166
1696,Lig178,-5.0,0.0,0.0
1697,Lig178,-5.0,2.3609999999999998,3.4410000000000003
1698,Lig178,-4.8,8.572000000000001,9.977
1699,Lig178,-4.7,3.219,6.632000000000001
1700,Lig178,-4.6,2.7510000000000003,4.078
1701,Lig178,-4.6,1.514,2.133
1702,Lig178,-4.5,2.326,3.984
1703,Lig178,-4.5,2.072,4.041
1704,Lig178,-4.4,2.312,4.203
1705,Lig178,-4.3,8.469,10.307
1706,Lig178,-4.2,2.929,5.152
1707,Lig178,-4.1,2.677,5.285
1708,Lig178,-4.1,8.232999999999999,10.545
1709,Lig178,-4.1,8.429,9.661
1710,Lig178,-4.1,3.3480000000000003,5.119
1711,Lig178,-4.0,7.626,9.597000000000001
1712,Lig178,-4.0,2.2319999999999998,5.242000000000001
1713,Lig178,-4.0,3.245,5.657
1714,Lig178,-3.9,3.076,5.027
1715,Lig178,-3.9,3.219,5.4479999999999995
1716,Lig179,-7.3,0.0,0.0
1717,Lig179,-6.3,4.279,7.322
1718,Lig179,-6.2,1.79,1.986
1719,Lig179,-6.0,2.987,4.582
1720,Lig179,-5.8,4.581,7.597
1721,Lig179,-5.8,9.345,10.398
1722,Lig179,-5.7,1.402,2.356
1723,Lig179,-5.6,2.282,2.7880000000000003
1724,Lig179,-5.3,2.64,3.2089999999999996
1725,Lig179,-5.3,2.72,6.476
1726,Lig179,-5.2,3.4730000000000003,7.002000000000001
1727,Lig179,-5.2,2.9419999999999997,6.73
1728,Lig179,-5.1,5.325,8.625
1729,Lig179,-5.0,5.033,7.757000000000001
1730,Lig179,-5.0,5.1979999999999995,7.546
1731,Lig179,-5.0,5.742000000000001,7.676
1732,Lig179,-4.9,3.025,3.865
1733,Lig179,-4.9,4.644,5.704
1734,Lig179,-4.7,3.9130000000000003,4.795
1735,Lig179,-4.7,2.583,2.9019999999999997
1736,Lig17,-5.4,0.0,0.0
1737,Lig17,-5.3,6.745,10.45
1738,Lig17,-5.2,2.98,5.612
1739,Lig17,-5.1,2.42,3.7239999999999998
1740,Lig17,-5.1,1.242,2.0709999999999997
1741,Lig17,-5.0,7.712000000000001,10.388
1742,Lig17,-4.8,3.2319999999999998,5.5329999999999995
1743,Lig17,-4.7,1.995,5.162999999999999
1744,Lig17,-4.7,1.7,2.404
1745,Lig17,-4.6,1.841,2.314
1746,Lig17,-4.5,2.001,5.088
1747,Lig17,-4.5,1.679,3.4189999999999996
1748,Lig17,-4.5,2.043,4.69
1749,Lig17,-4.4,7.792000000000001,10.892999999999999
1750,Lig17,-4.4,2.8310000000000004,4.21
1751,Lig17,-4.4,1.867,4.583
1752,Lig17,-4.2,10.372,12.129000000000001
1753,Lig17,-4.2,2.206,5.229
1754,Lig17,-4.2,1.9369999999999998,5.026
1755,Lig17,-4.2,2.045,4.71
1756,Lig180,-5.9,0.0,0.0
1757,Lig180,-5.6,2.3369999999999997,6.495
1758,Lig180,-5.5,4.185,6.35
1759,Lig180,-5.4,3.875,6.614
1760,Lig180,-5.2,1.495,2.883
1761,Lig180,-5.1,2.053,3.6839999999999997
1762,Lig180,-5.1,3.097,5.167000000000001
1763,Lig180,-5.0,3.2289999999999996,4.874
1764,Lig180,-5.0,4.744,7.401
1765,Lig180,-4.9,5.631,7.7379999999999995
1766,Lig180,-4.8,4.956,7.952000000000001
1767,Lig180,-4.8,6.912999999999999,8.59
1768,Lig180,-4.7,2.006,3.219
1769,Lig180,-4.7,5.5329999999999995,7.875
1770,Lig180,-4.7,4.716,6.015
1771,Lig180,-4.7,6.315,7.3629999999999995
1772,Lig180,-4.6,3.2239999999999998,5.5889999999999995
1773,Lig180,-4.6,3.31,5.46
1774,Lig180,-4.6,6.526,8.912
1775,Lig180,-4.5,4.566,6.586
1776,Lig181,-4.7,0.0,0.0
1777,Lig181,-4.6,2.612,3.9010000000000002
1778,Lig181,-4.6,8.912,10.01
1779,Lig181,-4.5,2.864,4.184
1780,Lig181,-4.4,2.227,3.94
1781,Lig181,-4.3,9.135,10.276
1782,Lig181,-4.3,8.64,9.974
1783,Lig181,-4.2,1.706,2.31
1784,Lig181,-4.1,7.662999999999999,8.729
1785,Lig181,-4.1,3.784,5.0889999999999995
1786,Lig181,-4.0,1.646,2.812
1787,Lig181,-3.9,2.005,3.16
1788,Lig181,-3.7,7.251,8.831
1789,Lig181,-3.6,3.1639999999999997,4.374
1790,Lig181,-3.6,3.35,4.649
1791,Lig181,-3.5,3.523,5.197
1792,Lig181,-3.5,3.037,3.74
1793,Lig181,-3.5,7.426,8.844
1794,Lig181,-3.4,6.367000000000001,7.772
1795,Lig181,-3.4,2.997,3.7260000000000004
1796,Lig182,-5.7,0.0,0.0
1797,Lig182,-5.2,2.351,3.529
1798,Lig182,-5.2,2.286,4.279
1799,Lig182,-5.1,1.757,2.9739999999999998
1800,Lig182,-4.9,2.343,3.8310000000000004
1801,Lig182,-4.9,2.231,3.8369999999999997
1802,Lig182,-4.7,2.128,3.59
1803,Lig182,-4.5,1.705,2.546
1804,Lig182,-4.5,2.474,3.6239999999999997
1805,Lig182,-4.5,2.2119999999999997,3.175
1806,Lig182,-4.3,3.188,4.4319999999999995
1807,Lig182,-4.3,3.951,5.102
1808,Lig182,-4.2,3.053,4.371
1809,Lig182,-4.1,2.097,3.056
1810,Lig182,-4.1,4.0,5.718999999999999
1811,Lig182,-3.8,5.254,7.071000000000001
1812,Lig182,-3.8,2.9219999999999997,4.482
1813,Lig182,-3.7,3.678,4.788
1814,Lig182,-3.6,7.852,9.316
1815,Lig182,-3.6,3.3169999999999997,4.6160000000000005
1816,Lig183,-6.2,0.0,0.0
1817,Lig183,-5.7,2.485,5.251
1818,Lig183,-5.7,2.331,2.798
1819,Lig183,-5.3,1.649,5.54
1820,Lig183,-5.3,2.102,2.602
1821,Lig183,-5.2,2.957,6.051
1822,Lig183,-5.1,8.25,10.113999999999999
1823,Lig183,-5.1,2.6689999999999996,3.9810000000000003
1824,Lig183,-5.1,9.157,10.868
1825,Lig183,-5.0,5.392,7.602
1826,Lig183,-5.0,3.764,6.891
1827,Lig183,-4.8,2.931,4.167
1828,Lig183,-4.7,5.433,8.055
1829,Lig183,-4.6,2.076,5.528
1830,Lig183,-4.6,2.798,5.517
1831,Lig183,-4.4,3.0239999999999996,3.52
1832,Lig183,-4.4,9.715,11.370999999999999
1833,Lig183,-4.3,8.84,9.943999999999999
1834,Lig184,-6.0,0.0,0.0
1835,Lig184,-5.8,2.501,4.18
1836,Lig184,-5.5,1.633,5.501
1837,Lig184,-5.4,2.655,5.528
1838,Lig184,-5.4,2.647,5.224
1839,Lig184,-5.1,2.505,3.398
1840,Lig184,-5.0,1.946,2.576
1841,Lig184,-5.0,1.959,2.517
1842,Lig184,-5.0,2.312,5.917999999999999
1843,Lig184,-4.7,5.307,7.502999999999999
1844,Lig184,-4.7,7.216,9.002
1845,Lig184,-4.7,2.8360000000000003,5.845
1846,Lig184,-4.7,2.444,3.511
1847,Lig184,-4.5,6.93,10.414000000000001
1848,Lig184,-4.5,3.339,4.53
1849,Lig184,-4.4,2.819,4.295
1850,Lig184,-4.4,2.64,3.5060000000000002
1851,Lig184,-4.3,3.1889999999999996,5.921
1852,Lig184,-4.2,2.613,5.455
1853,Lig184,-4.2,2.767,5.825
1854,Lig185,-5.5,0.0,0.0
1855,Lig185,-5.2,2.214,3.8760000000000003
1856,Lig185,-4.8,1.732,2.8489999999999998
1857,Lig185,-4.8,3.138,4.434
1858,Lig185,-4.8,9.195,10.328
1859,Lig185,-4.7,1.57,1.757
1860,Lig185,-4.4,1.785,3.147
1861,Lig185,-4.3,3.16,4.428999999999999
1862,Lig185,-4.3,2.355,3.4139999999999997
1863,Lig185,-4.0,9.652999999999999,11.366
1864,Lig185,-4.0,2.7439999999999998,4.163
1865,Lig185,-4.0,2.194,2.775
1866,Lig185,-4.0,2.6460000000000004,4.288
1867,Lig185,-3.9,2.418,3.839
1868,Lig185,-3.9,9.082,10.232000000000001
1869,Lig185,-3.7,6.3229999999999995,7.435
1870,Lig185,-3.7,4.955,6.057
1871,Lig185,-3.6,8.452,9.742
1872,Lig185,-3.6,7.114,9.479
1873,Lig185,-3.6,3.554,5.085
1874,Lig186,-5.3,0.0,0.0
1875,Lig186,-5.2,1.4469999999999998,3.0989999999999998
1876,Lig186,-5.1,1.9369999999999998,3.458
1877,Lig186,-5.0,1.6380000000000001,3.178
1878,Lig186,-4.5,5.345,6.629
1879,Lig186,-4.5,5.699,7.325
1880,Lig186,-4.4,8.98,9.616
1881,Lig186,-4.3,1.6580000000000001,2.2359999999999998
1882,Lig186,-4.3,9.077,10.335999999999999
1883,Lig186,-4.3,2.47,3.77
1884,Lig186,-4.2,1.926,3.488
1885,Lig186,-4.2,6.047999999999999,7.669
1886,Lig186,-4.2,5.542000000000001,6.992999999999999
1887,Lig186,-4.1,6.541,8.24
1888,Lig186,-4.1,2.11,3.622
1889,Lig186,-4.1,2.199,2.755
1890,Lig186,-4.1,2.522,3.903
1891,Lig186,-4.0,2.244,4.246
1892,Lig186,-4.0,8.821,10.016
1893,Lig186,-3.9,6.3629999999999995,7.626
1894,Lig187,-6.5,0.0,0.0
1895,Lig187,-6.2,4.526,7.44
1896,Lig187,-6.2,1.6130000000000002,2.543
1897,Lig187,-6.1,2.966,6.369
1898,Lig187,-5.8,4.633,6.795
1899,Lig187,-5.6,3.747,6.486000000000001
1900,Lig187,-5.6,3.4930000000000003,5.316
1901,Lig187,-5.4,2.969,6.43
1902,Lig187,-5.4,4.211,7.307
1903,Lig187,-5.3,2.4459999999999997,6.156000000000001
1904,Lig187,-5.2,3.775,6.593
1905,Lig187,-5.2,9.715,11.134
1906,Lig187,-5.1,2.6830000000000003,3.383
1907,Lig187,-5.1,3.843,6.473
1908,Lig187,-5.0,4.525,7.11
1909,Lig187,-4.8,4.533,6.856
1910,Lig187,-4.8,3.596,4.797
1911,Lig187,-4.7,3.513,6.3870000000000005
1912,Lig187,-4.7,5.832000000000001,8.316
1913,Lig187,-4.7,4.314,5.468999999999999
1914,Lig188,-5.5,0.0,0.0
1915,Lig188,-5.5,9.08,10.925999999999998
1916,Lig188,-5.3,2.544,3.412
1917,Lig188,-5.0,1.5219999999999998,1.975
1918,Lig188,-4.9,9.189,11.119000000000002
1919,Lig188,-4.8,3.1910000000000003,5.6979999999999995
1920,Lig188,-4.6,1.8780000000000001,3.0069999999999997
1921,Lig188,-4.6,8.632,10.427
1922,Lig188,-4.6,7.9270000000000005,10.05
1923,Lig188,-4.5,2.9160000000000004,4.265
1924,Lig188,-4.5,2.162,3.301
1925,Lig188,-4.4,3.8139999999999996,6.345
1926,Lig188,-4.4,2.823,3.938
1927,Lig188,-4.4,3.7089999999999996,6.4079999999999995
1928,Lig188,-4.3,3.557,5.2589999999999995
1929,Lig188,-4.3,3.821,6.672999999999999
1930,Lig188,-4.3,3.488,5.558
1931,Lig188,-4.1,3.613,6.237
1932,Lig188,-4.0,3.364,6.225
1933,Lig188,-4.0,2.191,2.8160000000000003
1934,Lig189,-5.4,0.0,0.0
1935,Lig189,-5.3,1.995,5.107
1936,Lig189,-5.1,1.9669999999999999,5.397
1937,Lig189,-4.9,2.501,4.72
1938,Lig189,-4.8,2.489,4.861000000000001
1939,Lig189,-4.8,2.305,5.541
1940,Lig189,-4.7,7.3629999999999995,9.421
1941,Lig189,-4.7,2.5639999999999996,4.033
1942,Lig189,-4.6,3.217,5.564
1943,Lig189,-4.6,2.7430000000000003,3.531
1944,Lig189,-4.5,4.518,7.739
1945,Lig189,-4.4,2.9610000000000003,6.93
1946,Lig189,-4.3,5.837999999999999,7.769
1947,Lig189,-4.3,3.435,5.062
1948,Lig189,-4.2,3.109,3.6630000000000003
1949,Lig189,-4.2,4.933,8.192
1950,Lig189,-4.1,6.871,8.103
1951,Lig189,-4.1,6.84,8.674
1952,Lig189,-4.0,4.157,5.606
1953,Lig189,-4.0,4.665,7.627000000000001
1954,Lig18,-5.5,0.0,0.0
1955,Lig18,-5.5,5.615,9.011000000000001
1956,Lig18,-5.5,1.6909999999999998,6.305
1957,Lig18,-5.5,5.664,9.193999999999999
1958,Lig18,-5.4,2.15,6.652
1959,Lig18,-5.2,5.994,8.576
1960,Lig18,-5.0,2.089,5.84
1961,Lig18,-4.9,5.2139999999999995,7.986000000000001
1962,Lig18,-4.9,1.906,4.343
1963,Lig18,-4.8,2.5380000000000003,6.61
1964,Lig18,-4.8,2.551,7.218999999999999
1965,Lig18,-4.8,1.854,6.228
1966,Lig18,-4.8,1.9909999999999999,6.504
1967,Lig18,-4.7,7.836,8.915
1968,Lig18,-4.6,1.7990000000000002,5.707000000000001
1969,Lig18,-4.6,2.063,6.188
1970,Lig18,-4.6,2.258,4.817
1971,Lig18,-4.5,1.9169999999999998,4.8839999999999995
1972,Lig18,-4.5,4.197,8.455
1973,Lig18,-4.4,6.268,10.058
1974,Lig190,-4.9,0.0,0.0
1975,Lig190,-4.9,6.91,8.783999999999999
1976,Lig190,-4.8,2.197,4.681
1977,Lig190,-4.7,7.422000000000001,9.049
1978,Lig190,-4.7,1.896,2.617
1979,Lig190,-4.6,2.386,3.556
1980,Lig190,-4.4,3.0380000000000003,4.546
1981,Lig190,-4.3,3.031,4.121
1982,Lig190,-4.3,2.761,5.4879999999999995
1983,Lig190,-4.3,3.641,5.447
1984,Lig190,-4.2,4.24,4.968999999999999
1985,Lig190,-4.2,4.823,6.852
1986,Lig190,-4.2,3.8819999999999997,5.07
1987,Lig190,-4.2,2.9330000000000003,5.281000000000001
1988,Lig190,-4.2,3.3989999999999996,5.8260000000000005
1989,Lig190,-4.1,3.2039999999999997,5.2860000000000005
1990,Lig190,-4.1,4.573,6.52
1991,Lig190,-4.1,3.4019999999999997,3.8139999999999996
1992,Lig190,-4.1,5.952999999999999,8.654
1993,Lig190,-4.0,3.233,6.002000000000001
1994,Lig191,-5.5,0.0,0.0
1995,Lig191,-5.4,2.177,3.702
1996,Lig191,-5.3,2.057,3.802
1997,Lig191,-5.3,1.761,4.276
1998,Lig191,-5.2,1.899,2.545
1999,Lig191,-5.0,2.011,3.2889999999999997
2000,Lig191,-4.9,1.69,2.641
2001,Lig191,-4.7,1.962,3.221
2002,Lig191,-4.7,2.392,3.947
2003,Lig191,-4.6,1.886,4.012
2004,Lig191,-4.5,2.832,4.343
2005,Lig191,-4.5,3.0669999999999997,4.053
2006,Lig191,-4.5,1.979,3.2310000000000003
2007,Lig191,-4.5,6.979,8.218
2008,Lig191,-4.3,1.679,2.839
2009,Lig191,-4.3,2.73,3.838
2010,Lig191,-4.3,9.509,10.47
2011,Lig191,-4.2,2.218,3.833
2012,Lig191,-4.2,2.985,4.3069999999999995
2013,Lig191,-4.1,7.1739999999999995,8.709
2014,Lig192,-5.4,0.0,0.0
2015,Lig192,-5.2,1.9040000000000001,3.677
2016,Lig192,-4.9,1.777,2.8280000000000003
2017,Lig192,-4.8,9.07,10.242
2018,Lig192,-4.6,1.27,2.555
2019,Lig192,-4.5,2.785,4.247
2020,Lig192,-4.5,3.093,4.604
2021,Lig192,-4.4,2.716,4.189
2022,Lig192,-4.4,1.805,3.312
2023,Lig192,-4.3,9.381,10.43
2024,Lig192,-4.2,2.545,3.545
2025,Lig192,-4.1,2.694,4.696000000000001
2026,Lig192,-4.1,2.074,2.7460000000000004
2027,Lig192,-4.1,2.537,4.319
2028,Lig192,-4.0,7.215,8.987
2029,Lig192,-4.0,2.2969999999999997,3.0010000000000003
2030,Lig192,-4.0,6.085,7.4110000000000005
2031,Lig192,-4.0,3.533,5.233
2032,Lig192,-3.9,2.162,3.891
2033,Lig192,-3.8,8.53,10.166
2034,Lig193,-6.3,0.0,0.0
2035,Lig193,-6.0,2.454,4.2780000000000005
2036,Lig193,-6.0,2.33,2.966
2037,Lig193,-6.0,2.463,4.515
2038,Lig193,-5.9,2.563,4.1739999999999995
2039,Lig193,-5.9,4.401,6.071000000000001
2040,Lig193,-5.9,4.023,5.997000000000001
2041,Lig193,-5.7,2.719,4.507
2042,Lig193,-5.7,3.1839999999999997,5.665
2043,Lig193,-5.6,2.472,5.172999999999999
2044,Lig193,-5.6,3.873,8.109
2045,Lig193,-5.5,4.686,7.3420000000000005
2046,Lig193,-5.5,2.99,5.242000000000001
2047,Lig193,-5.5,4.327,8.446
2048,Lig193,-5.4,2.499,5.166
2049,Lig193,-5.1,3.676,6.622000000000001
2050,Lig193,-5.1,2.61,4.628
2051,Lig193,-5.0,5.404,8.032
2052,Lig193,-4.9,3.8680000000000003,5.656000000000001
2053,Lig193,-4.9,6.3,8.92
2054,Lig194,-6.1,0.0,0.0
2055,Lig194,-6.0,1.285,1.7269999999999999
2056,Lig194,-6.0,3.302,6.7170000000000005
2057,Lig194,-5.9,2.98,3.885
2058,Lig194,-5.8,2.411,5.277
2059,Lig194,-5.8,4.21,7.367000000000001
2060,Lig194,-5.8,2.083,4.768
2061,Lig194,-5.7,2.494,4.9239999999999995
2062,Lig194,-5.7,2.8760000000000003,4.9319999999999995
2063,Lig194,-5.7,2.205,5.223
2064,Lig194,-5.6,2.778,4.973
2065,Lig194,-5.6,2.31,5.274
2066,Lig194,-5.5,2.39,2.8489999999999998
2067,Lig194,-5.5,2.725,4.708
2068,Lig194,-5.5,3.5260000000000002,4.859
2069,Lig194,-5.5,6.1160000000000005,8.112
2070,Lig194,-5.4,3.065,6.433
2071,Lig194,-5.4,2.903,5.155
2072,Lig194,-5.3,3.542,6.292000000000001
2073,Lig194,-5.3,4.863,8.258
2074,Lig195,-6.0,0.0,0.0
2075,Lig195,-5.9,3.071,5.956
2076,Lig195,-5.9,2.423,4.89
2077,Lig195,-5.8,1.771,2.978
2078,Lig195,-5.8,4.023,6.856
2079,Lig195,-5.6,4.244,7.1579999999999995
2080,Lig195,-5.6,3.554,5.997999999999999
2081,Lig195,-5.5,2.157,5.397
2082,Lig195,-5.4,3.608,5.693
2083,Lig195,-5.4,2.406,3.418
2084,Lig195,-5.3,3.5039999999999996,5.678999999999999
2085,Lig195,-5.3,4.346,7.301
2086,Lig195,-5.3,3.353,5.575
2087,Lig195,-5.3,3.5839999999999996,5.182
2088,Lig195,-5.1,2.7289999999999996,4.343999999999999
2089,Lig195,-5.1,6.562,8.654
2090,Lig195,-5.0,4.867,6.996
2091,Lig195,-5.0,2.9560000000000004,4.821000000000001
2092,Lig195,-5.0,3.952,6.587999999999999
2093,Lig195,-4.9,3.407,6.882999999999999
2094,Lig196,-6.5,0.0,0.0
2095,Lig196,-6.1,5.127999999999999,8.916
2096,Lig196,-6.0,2.104,2.944
2097,Lig196,-6.0,5.157,8.972000000000001
2098,Lig196,-5.8,6.483,9.4
2099,Lig196,-5.8,1.38,3.9
2100,Lig196,-5.8,6.684,9.4
2101,Lig196,-5.7,4.077,7.678
2102,Lig196,-5.6,8.228,11.565999999999999
2103,Lig196,-5.6,7.37,10.158999999999999
2104,Lig196,-5.6,8.568,11.133
2105,Lig196,-5.5,9.095,11.912
2106,Lig196,-5.4,4.725,7.3870000000000005
2107,Lig196,-5.4,3.969,6.352
2108,Lig196,-5.4,8.017999999999999,10.995999999999999
2109,Lig196,-5.2,8.875,11.853
2110,Lig196,-5.2,8.404,12.282
2111,Lig196,-5.2,5.99,9.155
2112,Lig196,-5.2,7.892,10.98
2113,Lig196,-5.1,9.231,11.989
2114,Lig197,-6.8,0.0,0.0
2115,Lig197,-6.8,2.5980000000000003,7.115
2116,Lig197,-6.8,3.7569999999999997,8.754
2117,Lig197,-6.7,1.5119999999999998,1.663
2118,Lig197,-6.4,4.876,8.117
2119,Lig197,-6.3,3.398,6.946000000000001
2120,Lig197,-6.3,3.773,8.726
2121,Lig197,-6.3,2.3890000000000002,4.315
2122,Lig197,-6.2,2.5660000000000003,7.141
2123,Lig197,-6.2,4.473,8.038
2124,Lig197,-5.8,2.299,7.087000000000001
2125,Lig197,-5.8,2.6489999999999996,7.596
2126,Lig197,-5.6,4.8180000000000005,7.447
2127,Lig197,-5.6,3.7769999999999997,6.75
2128,Lig197,-5.6,4.687,8.101
2129,Lig197,-5.6,7.955,10.083
2130,Lig197,-5.6,1.5959999999999999,2.126
2131,Lig197,-5.5,3.091,7.276
2132,Lig197,-5.4,2.659,7.915
2133,Lig197,-5.4,5.4239999999999995,8.682
2134,Lig198,-6.6,0.0,0.0
2135,Lig198,-6.4,2.8489999999999998,4.792
2136,Lig198,-5.6,2.1519999999999997,2.431
2137,Lig198,-5.6,2.0340000000000003,3.52
2138,Lig198,-5.4,2.222,6.731
2139,Lig198,-5.3,2.3080000000000003,3.8289999999999997
2140,Lig198,-5.3,2.4090000000000003,3.6239999999999997
2141,Lig198,-5.3,2.012,2.858
2142,Lig198,-5.1,1.672,2.126
2143,Lig198,-5.0,2.8489999999999998,6.772
2144,Lig198,-4.9,2.392,6.452000000000001
2145,Lig198,-4.9,4.3580000000000005,6.228
2146,Lig198,-4.8,4.462,6.11
2147,Lig198,-4.8,2.553,4.16
2148,Lig198,-4.8,3.839,6.855
2149,Lig198,-4.8,3.69,7.49
2150,Lig198,-4.7,3.236,6.478
2151,Lig198,-4.6,3.165,7.502000000000001
2152,Lig198,-4.6,4.5969999999999995,9.165
2153,Lig198,-4.5,4.646,6.985
2154,Lig199,-6.8,0.0,0.0
2155,Lig199,-6.5,3.2110000000000003,4.947
2156,Lig199,-6.5,3.093,5.087
2157,Lig199,-6.5,7.994,10.177999999999999
2158,Lig199,-6.3,4.0169999999999995,9.102
2159,Lig199,-6.2,2.6260000000000003,4.919
2160,Lig199,-6.2,2.417,7.242999999999999
2161,Lig199,-6.2,2.24,3.7680000000000002
2162,Lig199,-6.2,4.229,8.467
2163,Lig199,-5.8,3.072,6.8839999999999995
2164,Lig199,-5.8,1.595,2.1180000000000003
2165,Lig199,-5.7,4.539,9.799
2166,Lig199,-5.7,2.8080000000000003,7.797999999999999
2167,Lig199,-5.7,8.035,9.068
2168,Lig199,-5.5,3.0989999999999998,7.432
2169,Lig199,-5.5,8.437000000000001,10.203
2170,Lig199,-5.5,7.82,10.57
2171,Lig199,-5.4,2.275,3.859
2172,Lig199,-5.4,2.366,3.0380000000000003
2173,Lig199,-5.4,3.8539999999999996,6.7410000000000005
2174,Lig19,-6.1,0.0,0.0
2175,Lig19,-5.6,2.91,6.306
2176,Lig19,-5.6,2.923,4.24
2177,Lig19,-5.5,7.609,10.096
2178,Lig19,-5.5,8.765,10.189
2179,Lig19,-5.3,4.515,6.284
2180,Lig19,-5.3,2.971,4.696000000000001
