Lig100/out.pdbqt:REMARK minimizedAffinity -6.15208912
Lig100/out.pdbqt:REMARK minimizedAffinity -6.05886412
Lig100/out.pdbqt:REMARK minimizedAffinity -5.67427492
Lig100/out.pdbqt:REMARK minimizedAffinity -5.65162849
Lig100/out.pdbqt:REMARK minimizedAffinity -5.62964439
Lig100/out.pdbqt:REMARK minimizedAffinity -5.50941086
Lig100/out.pdbqt:REMARK minimizedAffinity -5.49331045
Lig100/out.pdbqt:REMARK minimizedAffinity -5.49240685
Lig100/out.pdbqt:REMARK minimizedAffinity -5.41692257
Lig100/out.pdbqt:REMARK minimizedAffinity -5.31586647
Lig100/out.pdbqt:REMARK minimizedAffinity -5.30786228
Lig100/out.pdbqt:REMARK minimizedAffinity -5.30297327
Lig100/out.pdbqt:REMARK minimizedAffinity -5.17792702
Lig100/out.pdbqt:REMARK minimizedAffinity -5.10128689
Lig100/out.pdbqt:REMARK minimizedAffinity -5.09936619
Lig100/out.pdbqt:REMARK minimizedAffinity -5.08464003
Lig100/out.pdbqt:REMARK minimizedAffinity -5.03954697
Lig100/out.pdbqt:REMARK minimizedAffinity -4.97315502
Lig100/out.pdbqt:REMARK minimizedAffinity -4.79693794
Lig100/out.pdbqt:REMARK minimizedAffinity -4.69977188
Lig100/out.pdbqt:REMARK minimizedAffinity -4.57168055
Lig100/out.pdbqt:REMARK minimizedAffinity -4.50226116
Lig100/out.pdbqt:REMARK minimizedAffinity -4.47113419
Lig100/out.pdbqt:REMARK minimizedAffinity -4.39838457
Lig100/out.pdbqt:REMARK minimizedAffinity -4.38824034
Lig100/out.pdbqt:REMARK minimizedAffinity -4.38426924
Lig100/out.pdbqt:REMARK minimizedAffinity -4.38090897
Lig100/out.pdbqt:REMARK minimizedAffinity -4.37431622
Lig100/out.pdbqt:REMARK minimizedAffinity -4.32328224
Lig100/out.pdbqt:REMARK minimizedAffinity -4.30503559
Lig100/out.pdbqt:REMARK minimizedAffinity -4.29656219
Lig100/out.pdbqt:REMARK minimizedAffinity -4.24876165
Lig100/out.pdbqt:REMARK minimizedAffinity -4.22533989
Lig100/out.pdbqt:REMARK minimizedAffinity -4.14533043
Lig100/out.pdbqt:REMARK minimizedAffinity -4.06092644
Lig100/out.pdbqt:REMARK minimizedAffinity -4.04887867
Lig100/out.pdbqt:REMARK minimizedAffinity -4.02384663
Lig100/out.pdbqt:REMARK minimizedAffinity -3.99820065
Lig100/out.pdbqt:REMARK minimizedAffinity -3.98828197
Lig100/out.pdbqt:REMARK minimizedAffinity -3.88088775
Lig100/out.pdbqt:REMARK minimizedAffinity -3.82330132
Lig100/out.pdbqt:REMARK minimizedAffinity -3.81433201
Lig100/out.pdbqt:REMARK minimizedAffinity -3.79717183
Lig100/out.pdbqt:REMARK minimizedAffinity -3.74043918
Lig100/out.pdbqt:REMARK minimizedAffinity -3.73927784
Lig100/out.pdbqt:REMARK minimizedAffinity -3.7279768
Lig100/out.pdbqt:REMARK minimizedAffinity -3.64040709
Lig100/out.pdbqt:REMARK minimizedAffinity -3.60753369
Lig100/out.pdbqt:REMARK minimizedAffinity -3.59584379
