,q_2c,d_2c,f_2c,ECR,Molecule
126,2.2641359144339846e-05,6.154559513367405e-05,0.0003723291535462169,0.0004565161078242308,127
37,0.0001848931858241466,0.0001066740885018854,0.00015913903982548333,0.00045070631415151534,38
143,0.00020433857192320333,2.9072080609687777e-05,0.00020433857192320333,0.0004377492244560944,144
66,4.793175768470099e-05,0.00033689734995427336,2.6305506355803187e-05,0.0004111346139947775,67
133,2.6305506355803187e-05,3.924320406554658e-05,0.0003204666723128192,0.000386015382734169,134
71,4.125524616329523e-05,2.2641359144339846e-05,0.0003048373282757819,0.00036873393358341695,72
146,0.00013697224093841843,0.00014399495790441214,8.30778636586967e-05,0.0003640450625015273,147
60,7.902610843681085e-05,0.00019437286217380653,8.733735681305598e-05,0.00036073632742367336,61
39,0.0001672982728735636,6.80184018773947e-05,0.00011214338597429017,0.00034746006072524846,40
140,2.3802206451113468e-05,0.00017587583874560642,0.00012393760883331792,0.0003236156540300378,141
65,5.5688757392240165e-05,3.0562638056478614e-05,0.00021481523453761698,0.0003010666299863358,66
149,5.8543981039558724e-05,5.038927145242552e-05,0.0001302920259204249,0.00023922527841240915,150
142,0.0001302920259204249,6.47011052732924e-05,2.765421850739168e-05,0.000222647349701109,143
121,4.3370447865350125e-05,4.793175768470099e-05,9.652270681138547e-05,0.00018782491236143657,122
59,6.47011052732924e-05,4.3370447865350125e-05,3.0562638056478614e-05,0.00013863419119512115,60
144,2.1537127028784376e-05,2.1537127028784376e-05,9.181523885144535e-05,0.0001348894929090141,145
112,2.765421850739168e-05,3.5508719442127454e-05,6.80184018773947e-05,0.00013118133982691383,113
64,5.297278464538051e-05,3.2129618017777894e-05,3.377693875969222e-05,0.00011887934142285062,65
132,2.9072080609687777e-05,3.732929041883396e-05,2.502257167203054e-05,9.142394270055229e-05,133
