Ligand,affinity_(kcal/mol),rmsd_lb,rmsd_ub
Lig31,-4.9,8.163,10.124
Lig31,-4.8,3.296,6.602
Lig31,-4.7,3.870,7.176
Lig31,-4.6,3.288,6.286
Lig31,-4.5,4.824,7.462
Lig31,-4.4,4.223,6.617
Lig31,-4.4,4.760,6.305
Lig31,-4.4,7.310,8.656
Lig31,-4.3,3.262,6.457
Lig31,-4.3,3.432,6.114
Lig31,-4.2,3.351,4.363
Lig31,-4.2,3.269,4.127
Lig320,-5.6,0.000,0.000
Lig320,-5.5,6.561,8.653
Lig320,-5.5,4.456,7.172
Lig320,-5.5,2.337,4.086
Lig320,-5.3,5.842,8.870
Lig320,-5.3,4.541,6.675
Lig320,-5.2,2.542,5.696
Lig320,-5.1,8.132,10.372
Lig320,-5.1,5.970,8.823
Lig320,-5.1,4.698,7.291
Lig320,-5.0,3.836,6.274
Lig320,-5.0,4.694,7.401
Lig320,-5.0,6.472,8.573
Lig320,-5.0,8.483,11.352
Lig320,-4.9,7.292,9.888
Lig320,-4.9,5.573,8.029
Lig320,-4.9,9.077,11.654
Lig320,-4.8,7.418,10.086
Lig320,-4.7,8.722,11.310
Lig321,-5.7,0.000,0.000
Lig321,-5.5,6.619,8.753
Lig321,-5.4,2.326,4.188
Lig321,-5.3,2.858,4.911
Lig321,-5.3,4.565,7.186
Lig321,-5.3,4.667,7.334
Lig321,-5.3,5.832,8.823
Lig321,-5.1,8.178,10.445
Lig321,-5.0,5.331,8.108
Lig321,-5.0,4.600,7.069
Lig321,-4.9,6.602,9.684
Lig321,-4.9,7.384,10.020
Lig321,-4.8,3.261,5.454
Lig321,-4.7,7.603,10.506
Lig321,-4.7,4.961,6.693
Lig321,-4.6,2.190,4.990
Lig321,-4.5,5.436,8.923
Lig321,-4.5,6.416,9.243
Lig321,-4.5,5.710,8.670
Lig321,-4.5,6.699,9.417
Lig322,-6.3,0.000,0.000
Lig322,-5.8,2.733,6.520
Lig322,-5.7,2.830,5.044
Lig322,-5.7,2.512,5.686
Lig322,-5.6,3.873,5.293
Lig322,-5.4,2.532,4.672
Lig322,-5.4,2.917,4.092
Lig322,-5.3,6.222,9.491
Lig322,-5.2,10.993,12.951
Lig322,-5.1,3.971,9.072
Lig322,-5.1,3.241,6.524
Lig322,-5.0,3.301,7.281
Lig322,-4.8,3.331,5.525
Lig322,-4.8,8.828,10.998
Lig322,-4.7,4.753,6.771
Lig322,-4.7,2.214,3.762
Lig322,-4.7,9.824,11.814
Lig322,-4.5,4.771,6.427
Lig322,-4.5,7.522,9.900
Lig322,-4.4,2.619,5.616
Lig323,-5.8,0.000,0.000
Lig323,-5.1,10.677,13.566
Lig323,-5.1,1.610,2.232
Lig323,-5.1,6.218,9.277
Lig323,-5.0,6.288,9.507
Lig323,-5.0,9.109,11.953
Lig323,-4.9,7.227,10.194
Lig323,-4.9,8.494,11.312
Lig323,-4.7,7.947,11.109
Lig323,-4.7,9.501,12.218
Lig323,-4.7,8.289,11.142
Lig323,-4.6,11.253,14.505
Lig323,-4.6,4.129,7.392
Lig323,-4.6,6.767,9.774
Lig323,-4.5,9.415,11.843
Lig323,-4.5,11.796,14.855
Lig323,-4.5,7.808,10.535
Lig323,-4.5,10.619,13.366
Lig323,-4.5,2.406,3.456
Lig323,-4.4,7.412,10.389
Lig324,-5.9,0.000,0.000
Lig324,-5.2,10.518,13.386
Lig324,-5.2,2.585,6.095
Lig324,-5.1,6.139,9.211
Lig324,-5.1,2.611,5.788
Lig324,-5.1,9.128,11.992
Lig324,-5.1,7.104,9.849
Lig324,-5.1,4.899,7.100
Lig324,-5.0,1.699,2.474
Lig324,-4.9,7.282,10.195
Lig324,-4.9,3.252,6.626
Lig324,-4.9,9.522,12.452
Lig324,-4.8,8.455,11.033
Lig324,-4.8,3.213,5.609
Lig324,-4.7,7.854,10.674
Lig324,-4.7,6.646,9.603
Lig324,-4.7,6.990,10.035
Lig324,-4.7,8.047,11.238
Lig324,-4.6,5.204,7.537
Lig324,-4.6,7.638,10.351
Lig325,-6.5,0.000,0.000
Lig325,-6.5,4.357,9.238
Lig325,-6.3,3.722,8.692
Lig325,-6.1,3.466,7.495
Lig325,-6.1,1.557,3.030
Lig325,-5.9,2.449,7.872
Lig325,-5.9,2.962,7.540
Lig325,-5.8,2.927,7.986
Lig325,-5.6,1.543,2.137
Lig325,-5.6,5.399,8.923
Lig325,-5.4,2.378,6.988
Lig325,-5.3,4.901,7.444
Lig325,-5.3,2.931,4.562
Lig325,-5.2,3.503,8.307
Lig325,-5.0,2.605,7.490
Lig325,-5.0,5.161,10.325
Lig325,-4.9,6.082,9.791
Lig325,-4.9,4.819,10.014
Lig325,-4.8,3.586,6.158
Lig325,-4.8,5.097,9.208
Lig326,-6.6,0.000,0.000
Lig326,-6.0,4.327,9.289
Lig326,-5.9,1.581,2.063
Lig326,-5.9,3.734,7.373
Lig326,-5.8,3.103,7.560
Lig326,-5.8,2.579,7.998
Lig326,-5.6,1.556,3.047
Lig326,-5.3,2.497,6.959
Lig326,-5.1,3.022,7.440
Lig326,-5.1,3.756,7.094
Lig326,-5.1,5.594,9.728
Lig326,-5.1,1.767,2.083
Lig326,-5.0,6.829,8.925
Lig326,-5.0,3.659,4.783
Lig326,-5.0,2.823,4.751
Lig326,-4.9,5.651,10.797
Lig326,-4.9,4.761,9.988
Lig326,-4.9,5.425,7.369
Lig326,-4.8,3.683,8.238
Lig326,-4.7,7.659,10.508
Lig327,-6.1,0.000,0.000
Lig327,-5.7,3.352,5.791
Lig327,-5.6,6.800,9.249
Lig327,-5.6,1.527,2.736
Lig327,-5.4,4.985,8.828
Lig327,-5.2,5.734,9.115
Lig327,-5.1,5.624,9.482
Lig327,-5.0,7.047,10.251
Lig327,-4.9,9.788,12.272
Lig327,-4.8,10.249,12.088
Lig327,-4.8,3.635,6.316
Lig327,-4.8,7.949,10.450
Lig327,-4.7,4.178,6.636
Lig327,-4.7,6.554,9.495
Lig327,-4.7,7.819,10.709
Lig327,-4.7,7.094,9.769
Lig327,-4.6,5.622,8.341
Lig327,-4.6,9.278,11.342
Lig327,-4.5,4.940,7.841
Lig327,-4.5,4.853,7.012
Lig328,-6.4,0.000,0.000
Lig328,-6.2,1.933,3.166
Lig328,-6.1,2.254,2.998
Lig328,-6.0,7.732,10.114
Lig328,-6.0,3.780,5.017
Lig328,-5.9,8.058,10.760
Lig328,-5.9,7.720,10.421
Lig328,-5.8,2.338,3.709
Lig328,-5.8,4.068,7.275
Lig328,-5.7,6.476,8.855
Lig328,-5.7,6.240,8.077
Lig328,-5.5,8.209,10.999
Lig328,-5.5,3.027,5.917
Lig328,-5.4,2.545,4.039
Lig328,-5.2,3.668,6.859
Lig328,-5.1,3.435,7.147
Lig328,-5.1,6.596,7.822
Lig328,-5.0,4.397,7.752
Lig328,-4.9,3.751,6.559
Lig328,-4.8,6.252,8.803
Lig329,-6.4,0.000,0.000
Lig329,-6.1,6.790,8.031
Lig329,-6.1,2.207,3.223
Lig329,-5.8,1.557,1.902
Lig329,-5.7,8.197,9.668
Lig329,-5.6,6.633,7.960
Lig329,-5.4,8.780,10.381
Lig329,-5.4,4.007,5.369
Lig329,-5.3,7.510,8.900
Lig329,-5.3,10.332,11.611
Lig329,-5.3,4.347,5.872
Lig329,-5.2,8.707,10.542
Lig329,-5.2,3.372,5.822
Lig329,-5.1,9.282,10.863
Lig329,-5.0,10.743,12.010
Lig329,-5.0,3.633,5.445
Lig329,-4.9,3.437,4.602
Lig329,-4.8,7.339,8.576
Lig329,-4.8,10.013,11.659
Lig329,-4.7,6.111,7.222
Lig32,-6.4,0.000,0.000
Lig32,-6.3,4.067,7.623
Lig32,-6.1,3.585,7.372
Lig32,-5.8,3.649,6.750
Lig32,-5.8,3.967,7.311
Lig32,-5.5,3.079,6.506
Lig32,-5.4,2.423,3.546
Lig32,-5.3,2.786,4.343
Lig32,-5.2,5.582,8.317
Lig32,-5.1,2.511,4.341
Lig32,-4.9,5.335,9.359
Lig32,-4.8,5.265,9.312
Lig32,-4.8,3.523,5.939
Lig32,-4.8,4.414,7.439
Lig32,-4.8,4.321,6.116
Lig32,-4.8,2.468,3.853
Lig32,-4.8,2.508,3.233
Lig32,-4.7,2.376,3.533
Lig32,-4.6,4.224,8.026
Lig32,-4.6,4.747,7.666
Lig330,-6.3,0.000,0.000
Lig330,-6.0,2.926,3.972
Lig330,-5.8,7.883,9.538
Lig330,-5.8,8.510,10.017
Lig330,-5.7,9.334,11.032
Lig330,-5.5,10.715,12.654
Lig330,-5.4,4.365,6.567
Lig330,-5.4,2.206,3.059
Lig330,-5.4,7.842,9.975
Lig330,-5.3,10.896,12.931
Lig330,-5.2,13.053,14.968
Lig330,-5.1,10.699,12.356
Lig330,-4.9,7.897,10.008
Lig330,-4.9,10.287,12.218
Lig330,-4.9,11.876,13.573
Lig330,-4.8,9.464,11.554
Lig330,-4.8,10.535,12.158
Lig330,-4.7,2.557,3.627
Lig330,-4.7,9.544,11.319
Lig330,-4.7,11.865,13.796
Lig331,-6.2,0.000,0.000
Lig331,-6.1,7.804,10.344
Lig331,-6.0,3.414,5.169
Lig331,-5.9,4.929,7.838
Lig331,-5.4,4.004,6.702
Lig331,-5.3,6.103,8.883
Lig331,-5.3,3.664,6.836
Lig331,-5.3,4.258,6.935
Lig331,-5.2,4.260,6.089
Lig331,-5.2,9.921,12.102
Lig331,-5.2,8.442,10.807
Lig331,-5.1,3.305,3.800
Lig331,-5.1,8.672,11.104
Lig331,-5.0,9.056,11.442
Lig331,-4.9,5.181,6.313
Lig331,-4.9,4.642,6.516
Lig331,-4.9,6.643,8.989
Lig331,-4.8,4.898,7.024
Lig331,-4.7,7.616,9.973
Lig331,-4.7,4.127,6.973
Lig332,-6.3,0.000,0.000
Lig332,-6.0,7.064,9.890
Lig332,-5.9,2.575,2.958
Lig332,-5.8,9.710,12.849
Lig332,-5.8,11.983,14.144
Lig332,-5.7,8.694,11.836
Lig332,-5.7,9.363,11.904
Lig332,-5.6,2.867,4.390
Lig332,-5.6,4.819,6.507
Lig332,-5.5,8.012,10.634
Lig332,-5.4,7.194,10.487
Lig332,-5.3,9.128,11.083
Lig332,-5.3,6.005,8.658
Lig332,-5.3,5.437,7.474
Lig332,-5.3,10.641,12.141
Lig332,-5.2,4.456,5.074
Lig332,-5.2,4.783,6.902
Lig332,-5.2,4.191,5.798
Lig332,-5.1,8.248,10.713
Lig332,-5.1,4.548,5.953
Lig333,-6.7,0.000,0.000
Lig333,-6.7,7.900,10.837
Lig333,-6.1,3.582,6.784
Lig333,-6.1,1.102,1.551
Lig333,-6.0,3.777,6.867
Lig333,-5.9,10.719,12.370
Lig333,-5.9,3.467,3.747
Lig333,-5.8,2.417,2.638
Lig333,-5.8,1.055,1.538
Lig333,-5.6,3.438,6.749
Lig333,-5.6,7.986,10.777
Lig333,-5.4,4.827,7.861
Lig333,-5.4,3.977,7.275
Lig333,-5.3,4.247,7.121
Lig333,-5.2,6.275,9.018
Lig333,-5.2,3.797,6.584
Lig333,-5.2,3.779,7.068
Lig333,-5.1,7.253,9.811
Lig333,-5.1,2.225,3.095
Lig333,-4.9,3.341,4.106
Lig334,-6.8,0.000,0.000
Lig334,-6.6,3.548,9.424
Lig334,-6.4,1.808,8.314
Lig334,-6.3,4.332,10.015
Lig334,-6.2,4.485,8.140
Lig334,-6.2,3.372,9.567
Lig334,-6.2,1.955,8.698
Lig334,-6.1,2.789,8.937
Lig334,-5.9,1.752,8.340
Lig334,-5.8,1.848,2.943
Lig334,-5.7,4.180,8.920
Lig334,-5.6,2.814,4.165
Lig334,-5.6,2.533,8.399
Lig334,-5.5,1.273,2.516
Lig334,-5.5,5.214,7.641
Lig334,-5.2,3.533,8.729
Lig334,-5.2,2.460,3.286
Lig334,-5.2,4.861,7.228
Lig334,-5.1,6.897,7.434
Lig334,-5.0,5.061,10.756
Lig335,-6.1,0.000,0.000
Lig335,-5.6,1.426,2.140
Lig335,-5.6,1.458,2.472
Lig335,-5.4,1.269,2.830
Lig335,-5.4,7.422,10.735
Lig335,-5.2,3.477,7.213
Lig335,-5.1,5.674,9.391
Lig335,-5.1,6.515,9.571
Lig335,-5.0,4.050,8.085
Lig335,-5.0,3.330,7.948
Lig335,-4.8,5.547,7.860
Lig335,-4.8,8.323,10.309
Lig335,-4.7,4.594,8.663
Lig335,-4.7,5.003,6.855
Lig335,-4.7,7.642,10.161
Lig335,-4.6,5.826,8.231
Lig335,-4.5,2.739,7.172
Lig335,-4.4,6.522,9.093
Lig335,-4.4,5.690,8.854
Lig335,-4.3,8.186,10.588
Lig336,-6.1,0.000,0.000
Lig336,-5.6,1.896,3.206
Lig336,-5.5,2.673,8.776
Lig336,-5.4,8.026,10.326
Lig336,-5.3,7.295,10.290
Lig336,-5.0,6.026,10.143
Lig336,-4.9,12.561,14.744
Lig336,-4.9,8.176,11.372
Lig336,-4.8,4.277,8.866
Lig336,-4.8,1.935,3.245
Lig336,-4.7,5.682,11.638
Lig336,-4.6,1.824,2.397
Lig336,-4.6,6.000,10.276
Lig336,-4.6,2.724,3.722
Lig336,-4.6,2.485,3.734
Lig336,-4.5,3.831,9.016
Lig336,-4.5,5.891,11.180
Lig336,-4.4,5.283,7.621
Lig336,-4.4,6.483,9.439
Lig337,-5.8,0.000,0.000
Lig337,-5.5,2.902,5.139
Lig337,-5.5,2.073,2.695
Lig337,-5.4,1.497,1.518
Lig337,-5.0,2.667,4.572
Lig337,-4.8,2.322,3.955
Lig337,-4.8,1.922,3.723
Lig337,-4.8,2.032,2.646
Lig337,-4.6,1.947,3.331
Lig337,-4.6,2.027,3.441
Lig337,-4.5,2.240,2.911
Lig337,-4.5,3.093,5.742
Lig337,-4.4,1.933,5.124
Lig337,-4.4,8.999,10.606
Lig337,-4.4,6.985,8.694
Lig337,-4.3,1.812,5.390
Lig337,-4.3,8.197,9.780
Lig337,-4.3,9.283,10.650
Lig337,-4.2,8.511,9.840
Lig337,-4.2,2.314,4.737
Lig338,-5.2,0.000,0.000
Lig338,-5.2,1.862,2.423
Lig338,-5.2,2.540,4.701
Lig338,-5.1,2.637,5.060
Lig338,-4.9,1.998,3.829
Lig338,-4.7,3.437,5.680
Lig338,-4.7,2.356,5.201
Lig338,-4.6,1.904,2.352
Lig338,-4.5,8.156,9.070
Lig338,-4.5,2.089,4.066
Lig338,-4.4,8.650,10.172
Lig338,-4.4,8.341,10.189
Lig338,-4.4,1.625,3.311
Lig338,-4.4,1.935,5.348
Lig338,-4.3,1.740,3.172
Lig338,-4.3,8.051,9.393
Lig338,-4.3,2.177,4.050
Lig338,-4.2,2.513,4.271
Lig338,-4.2,2.485,2.942
Lig339,-5.8,0.000,0.000
Lig339,-5.3,2.553,5.047
Lig339,-5.2,1.784,5.360
Lig339,-5.2,3.165,5.846
Lig339,-5.0,2.048,5.524
Lig339,-4.8,2.187,4.172
Lig339,-4.8,2.306,5.027
Lig339,-4.8,1.569,3.134
Lig339,-4.7,2.300,3.168
Lig339,-4.7,2.928,4.197
Lig339,-4.5,2.879,4.662
Lig339,-4.5,8.049,9.968
Lig339,-4.5,2.148,4.897
Lig339,-4.4,2.109,5.475
Lig339,-4.4,4.495,5.622
Lig339,-4.4,3.086,4.303
Lig339,-4.4,3.180,7.525
Lig339,-4.4,6.704,8.609
Lig339,-4.4,6.148,7.468
Lig339,-4.3,4.044,6.795
Lig33,-5.6,0.000,0.000
Lig33,-5.4,5.823,9.063
Lig33,-5.3,4.413,6.408
Lig33,-5.2,5.319,7.216
Lig33,-5.2,4.502,6.878
Lig33,-5.2,5.196,7.375
Lig33,-5.0,5.682,8.051
Lig33,-5.0,6.559,8.478
Lig33,-5.0,3.259,6.221
Lig33,-5.0,6.177,9.705
Lig33,-4.7,1.586,2.171
Lig33,-4.7,6.440,8.459
Lig33,-4.7,5.071,7.035
Lig33,-4.5,6.491,8.629
Lig33,-4.5,6.941,9.488
Lig33,-4.5,5.027,7.140
Lig33,-4.5,4.373,5.883
Lig33,-4.4,7.072,10.541
Lig33,-4.4,7.070,10.165
Lig33,-4.4,6.432,8.680
Lig340,-6.9,0.000,0.000
Lig340,-6.6,3.304,5.315
Lig340,-6.4,2.450,7.058
Lig340,-6.4,3.501,8.975
Lig340,-6.1,2.681,4.964
Lig340,-6.0,3.315,9.215
Lig340,-6.0,2.507,4.323
Lig340,-5.9,3.263,8.581
Lig340,-5.8,4.226,8.549
Lig340,-5.8,3.773,6.698
Lig340,-5.8,7.123,9.575
Lig340,-5.7,3.256,8.207
Lig340,-5.4,2.996,7.230
Lig340,-5.4,4.944,8.584
Lig340,-5.3,2.961,7.023
Lig340,-5.2,7.797,8.995
Lig340,-5.1,4.438,7.367
Lig340,-5.1,9.496,10.749
Lig340,-5.1,7.896,9.833
Lig340,-5.0,4.664,5.702
Lig341,-7.0,0.000,0.000
Lig341,-6.8,3.152,4.966
Lig341,-6.7,2.485,7.024
Lig341,-6.6,4.761,9.041
Lig341,-6.3,3.815,8.842
Lig341,-6.3,3.735,8.853
Lig341,-6.3,3.709,7.997
Lig341,-6.3,4.022,8.112
Lig341,-6.3,3.679,7.934
Lig341,-6.1,3.221,8.446
Lig341,-6.1,4.416,9.540
Lig341,-6.0,2.811,7.446
Lig341,-6.0,3.135,7.720
Lig341,-6.0,4.692,8.499
Lig341,-5.9,7.819,9.228
Lig341,-5.8,8.171,10.651
Lig341,-5.7,2.162,2.936
Lig341,-5.6,7.716,9.470
Lig341,-5.5,3.302,7.623
Lig341,-5.5,4.278,8.072
Lig342,-6.9,0.000,0.000
Lig342,-6.4,3.193,5.647
Lig342,-6.4,2.431,7.135
Lig342,-6.4,3.513,8.984
Lig342,-6.2,4.633,8.991
Lig342,-6.2,3.589,7.954
Lig342,-6.2,3.319,8.004
Lig342,-6.2,3.689,9.040
Lig342,-6.1,3.309,9.169
Lig342,-6.0,2.268,7.960
Lig342,-5.9,3.059,7.091
Lig342,-5.9,3.300,8.589
Lig342,-5.9,4.267,8.605
Lig342,-5.7,7.059,9.511
Lig342,-5.7,1.958,7.114
Lig342,-5.7,3.725,8.904
Lig342,-5.6,3.967,8.989
Lig342,-5.6,3.285,7.734
Lig342,-5.5,2.477,4.262
Lig342,-5.5,2.193,3.804
Lig343,-5.5,0.000,0.000
Lig343,-4.9,2.562,4.091
Lig343,-4.6,1.788,2.373
Lig343,-4.5,3.082,4.226
Lig343,-4.5,3.377,5.229
Lig343,-4.5,2.012,3.460
Lig343,-4.4,2.072,3.499
Lig343,-4.4,2.334,4.322
Lig343,-4.3,8.874,10.070
Lig343,-4.2,2.520,3.994
Lig343,-4.2,2.076,3.568
Lig343,-4.1,8.909,9.687
Lig343,-4.1,8.991,10.328
Lig343,-4.1,2.680,4.448
Lig343,-4.1,6.449,8.284
Lig343,-4.0,6.674,7.929
Lig343,-3.9,2.505,3.400
Lig343,-3.8,3.459,5.184
Lig343,-3.8,8.879,10.225
Lig343,-3.7,8.320,8.961
Lig344,-5.2,0.000,0.000
Lig344,-5.0,1.844,3.938
Lig344,-4.9,1.709,3.488
Lig344,-4.8,2.160,4.095
Lig344,-4.6,2.100,4.468
Lig344,-4.4,2.846,4.131
Lig344,-4.4,9.362,10.321
Lig344,-4.4,1.956,3.586
Lig344,-4.4,9.171,10.039
Lig344,-4.3,6.127,7.595
Lig344,-4.2,5.468,7.141
Lig344,-4.2,2.452,4.271
Lig344,-4.2,8.351,10.043
Lig344,-4.1,6.989,8.812
Lig344,-4.1,8.092,9.501
Lig344,-4.0,7.544,9.748
Lig344,-4.0,2.951,5.532
Lig344,-3.9,7.249,9.309
Lig344,-3.9,7.410,9.280
Lig344,-3.9,7.663,9.623
Lig345,-5.7,0.000,0.000
Lig345,-5.2,1.707,2.196
Lig345,-5.2,2.153,3.484
Lig345,-4.7,2.673,4.031
Lig345,-4.6,1.590,1.911
Lig345,-4.5,1.971,3.325
Lig345,-4.5,2.743,3.986
Lig345,-4.4,2.033,3.711
Lig345,-4.4,2.433,4.400
Lig345,-4.3,2.024,3.268
Lig345,-4.2,7.098,8.797
Lig345,-4.2,7.727,8.883
Lig345,-4.2,2.659,4.793
Lig345,-4.1,6.762,8.109
Lig345,-4.0,2.236,3.512
Lig345,-4.0,2.270,2.712
Lig345,-4.0,2.658,4.792
Lig345,-3.9,2.597,3.837
Lig345,-3.9,7.876,9.572
Lig346,-7.0,0.000,0.000
Lig346,-6.7,3.979,9.748
Lig346,-6.5,4.314,10.659
Lig346,-6.1,1.847,8.173
Lig346,-6.0,4.691,10.403
Lig346,-5.9,3.129,9.296
Lig346,-5.7,2.895,9.056
Lig346,-5.7,1.873,8.450
Lig346,-5.6,1.831,8.410
Lig346,-5.6,2.171,8.369
Lig346,-5.4,5.611,10.761
Lig346,-5.4,5.210,9.265
Lig346,-5.4,4.344,9.358
Lig346,-5.2,1.932,3.235
Lig346,-5.1,2.826,8.080
Lig346,-5.1,3.832,10.169
Lig346,-5.1,3.397,4.803
Lig346,-5.0,5.218,7.948
Lig346,-4.8,2.304,8.202
Lig346,-4.8,4.244,10.400
Lig347,-6.4,0.000,0.000
Lig347,-5.7,5.209,8.019
Lig347,-5.6,1.795,3.334
Lig347,-5.5,1.863,3.287
Lig347,-5.3,7.781,13.355
Lig347,-5.2,1.472,2.075
Lig347,-5.1,3.859,8.803
Lig347,-5.1,7.186,10.113
Lig347,-5.1,7.605,9.982
Lig347,-4.9,7.991,11.028
Lig347,-4.9,3.404,8.776
Lig347,-4.9,6.929,13.096
Lig347,-4.7,5.415,8.408
Lig347,-4.6,3.129,7.898
Lig347,-4.6,6.488,8.460
Lig347,-4.6,7.211,9.856
Lig347,-4.5,5.210,7.172
Lig347,-4.4,11.172,13.532
Lig347,-4.4,3.353,4.955
Lig347,-4.3,5.511,10.508
Lig348,-6.5,0.000,0.000
Lig348,-6.1,2.212,7.860
Lig348,-6.0,4.846,10.650
Lig348,-5.7,2.426,7.665
Lig348,-5.7,2.529,3.737
Lig348,-5.5,6.406,11.052
Lig348,-5.3,6.500,11.181
Lig348,-5.2,2.321,7.832
Lig348,-5.1,3.391,8.081
Lig348,-5.0,2.177,2.889
Lig348,-5.0,6.278,11.293
Lig348,-5.0,4.906,9.906
Lig348,-5.0,3.472,8.666
Lig348,-4.9,5.353,8.222
Lig348,-4.7,3.769,5.347
Lig348,-4.7,3.570,5.070
Lig348,-4.5,8.675,11.527
Lig348,-4.5,3.463,4.230
Lig348,-4.5,8.460,10.504
Lig348,-4.4,6.802,10.163
Lig349,-6.8,0.000,0.000
Lig349,-6.6,3.068,5.115
Lig349,-6.4,3.083,5.961
Lig349,-6.3,4.194,8.098
Lig349,-6.2,4.164,8.179
Lig349,-6.1,3.066,4.692
Lig349,-6.0,2.431,6.013
Lig349,-5.9,1.636,2.208
Lig349,-5.9,2.468,6.904
Lig349,-5.9,1.629,4.361
Lig349,-5.9,5.959,8.108
Lig349,-5.9,2.561,3.556
Lig349,-5.7,2.588,6.666
Lig349,-5.6,2.528,6.576
Lig349,-5.6,4.624,7.461
Lig349,-5.5,2.462,6.172
Lig349,-5.5,2.268,5.660
Lig349,-5.4,2.111,2.964
Lig349,-5.3,3.008,4.423
Lig349,-5.2,7.604,8.574
Lig34,-7.2,0.000,0.000
Lig34,-6.9,1.770,2.474
Lig34,-6.9,6.923,11.235
Lig34,-6.9,2.731,8.690
Lig34,-6.8,2.820,9.124
Lig34,-6.8,4.263,8.854
Lig34,-6.8,2.415,8.702
Lig34,-6.7,4.671,7.506
Lig34,-6.7,2.775,8.253
Lig34,-6.7,2.567,7.621
Lig34,-6.7,4.086,7.103
Lig34,-6.6,1.450,8.344
Lig34,-6.5,4.193,8.761
Lig34,-6.5,3.674,6.250
Lig34,-6.5,4.537,6.640
Lig34,-6.4,3.272,8.835
Lig34,-6.3,6.784,10.993
Lig34,-6.2,3.870,6.112
Lig34,-6.2,5.076,7.688
Lig34,-6.1,5.129,8.402
Lig350,-6.3,0.000,0.000
Lig350,-6.2,3.165,6.059
Lig350,-6.1,2.803,4.288
Lig350,-6.0,2.550,6.328
Lig350,-5.9,2.809,6.682
Lig350,-5.9,3.497,7.636
Lig350,-5.8,3.219,5.890
Lig350,-5.8,2.119,5.019
Lig350,-5.7,6.032,9.411
Lig350,-5.6,2.418,2.980
Lig350,-5.6,2.785,3.873
Lig350,-5.5,4.676,7.670
Lig350,-5.5,4.776,9.227
Lig350,-5.5,2.994,4.375
Lig350,-5.5,7.517,9.159
Lig350,-5.5,2.686,4.969
Lig350,-5.5,2.468,6.834
Lig350,-5.4,2.630,6.042
Lig350,-5.3,4.505,8.361
Lig350,-5.3,5.131,9.335
Lig351,-6.2,0.000,0.000
Lig351,-6.2,3.174,6.083
Lig351,-6.1,2.689,4.255
Lig351,-6.0,4.396,8.569
Lig351,-6.0,1.821,2.253
Lig351,-5.9,2.103,5.190
Lig351,-5.9,2.849,6.744
Lig351,-5.8,1.617,1.771
Lig351,-5.8,2.685,6.788
Lig351,-5.8,3.863,8.002
Lig351,-5.8,3.165,5.043
Lig351,-5.5,2.341,5.775
Lig351,-5.5,4.749,7.685
Lig351,-5.5,2.249,2.722
Lig351,-5.5,4.685,9.078
Lig351,-5.4,3.128,6.018
Lig351,-5.3,3.323,5.263
Lig351,-5.3,2.969,4.413
Lig351,-5.1,7.821,10.129
Lig351,-5.0,5.194,8.915
Lig352,-6.3,0.000,0.000
Lig352,-6.3,3.676,5.030
Lig352,-6.3,5.819,7.404
Lig352,-6.2,5.594,9.089
Lig352,-6.2,5.626,7.268
Lig352,-6.2,4.169,5.755
Lig352,-6.1,4.678,6.001
Lig352,-6.1,3.011,4.361
Lig352,-6.1,4.588,7.546
Lig352,-6.0,6.021,7.804
Lig352,-5.9,1.295,2.383
Lig352,-5.8,4.864,6.779
Lig352,-5.7,4.495,7.240
Lig352,-5.7,5.555,8.780
Lig352,-5.6,6.652,9.105
Lig352,-5.6,8.433,10.409
Lig352,-5.5,6.569,8.105
Lig352,-5.4,3.922,5.291
Lig352,-5.4,2.659,3.720
Lig352,-5.4,6.917,8.835
Lig353,-6.3,0.000,0.000
Lig353,-6.1,5.653,7.213
Lig353,-6.0,1.338,2.075
Lig353,-6.0,5.375,8.697
Lig353,-5.9,5.470,8.635
Lig353,-5.9,3.038,4.347
Lig353,-5.8,2.420,4.200
Lig353,-5.8,4.718,7.562
Lig353,-5.7,4.591,5.889
Lig353,-5.7,5.405,7.225
Lig353,-5.7,4.312,6.538
Lig353,-5.6,2.921,6.028
Lig353,-5.6,1.180,1.890
Lig353,-5.5,3.104,5.379
Lig353,-5.5,5.675,8.248
Lig353,-5.4,6.367,8.310
Lig353,-5.4,6.318,9.739
Lig353,-5.4,6.956,8.394
Lig353,-5.3,3.744,6.593
Lig353,-5.2,3.332,5.497
Lig354,-6.2,0.000,0.000
Lig354,-6.1,2.063,2.747
Lig354,-6.0,1.706,1.997
Lig354,-6.0,4.330,7.507
Lig354,-6.0,8.174,10.062
Lig354,-6.0,4.884,6.256
Lig354,-5.9,1.391,2.279
Lig354,-5.9,3.725,6.052
Lig354,-5.7,3.485,5.680
Lig354,-5.7,4.597,5.902
Lig354,-5.5,4.011,5.766
Lig354,-5.5,6.720,8.658
Lig354,-5.4,1.709,2.375
Lig354,-5.4,4.370,6.890
Lig354,-5.3,3.791,5.344
Lig354,-5.3,5.467,7.490
Lig354,-5.2,2.316,2.987
Lig354,-5.1,3.490,5.159
Lig354,-5.1,5.927,7.715
Lig354,-5.1,3.219,6.078
Lig355,-6.1,0.000,0.000
Lig355,-5.9,5.439,8.069
Lig355,-5.7,5.366,8.041
Lig355,-5.5,5.255,7.576
Lig355,-5.5,5.908,8.676
Lig355,-5.3,4.935,7.708
Lig355,-5.3,2.889,4.383
