,LIGAND_ENTRY,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,EVAL,TIME
24,57339290_entry_00025_conf_01,-66.059,-46.059,-2.87213,-23.2286,-0.197035,-9.50902,-16.1959,-2.44663,2699730,10.1592
229,129618_entry_00230_conf_01,-66.0235,-42.0235,-2.35798,-21.7426,-0.155791,-8.789810000000001,-13.839,-2.20078,3864179,15.9496
81,42612215_entry_00082_conf_01,-66.0059,-48.0059,-3.66699,-25.1859,-0.251708,-10.3123,-18.3177,-3.00027,1903198,6.44034
319,ZINC000015205956_entry_00320_conf_01,-65.994,-49.994,-3.14257,-23.9202,-0.22197600000000003,-9.88792,-18.1208,-2.63976,1746534,5.871580000000001
345,ZINC000100342293_entry_00346_conf_01,-65.9653,-49.9653,-3.1412,-23.9098,-0.22188000000000002,-9.88362,-18.1104,-2.74855,1699687,5.496569999999999
458,ZINC000616583781_entry_00459_conf_01,-65.9342,-45.9342,-3.47022,-24.7092,-0.23776,-10.1108,-17.2141,-2.99701,2323908,7.84054
265,35717_entry_00266_conf_01,-65.9322,-53.9322,-4.39548,-26.7342,-0.298053,-10.9017,-21.8684,-3.29661,1053708,2.94769
123,6971258_entry_00124_conf_01,-65.9296,-53.9296,-4.39531,-26.7331,-0.298041,-10.9013,-21.8674,-3.2964800000000003,1021579,2.84337
64,45266822_entry_00065_conf_01,-65.8836,-43.8836,-2.6353400000000002,-22.5319,-0.170534,-9.04598,-15.008,-2.35298,3332337,13.0169
10,91820057_entry_00011_conf_01,-65.8817,-49.8817,-3.46746,-24.6896,-0.219414,-9.838560000000001,-18.6935,-2.86442,1730995,5.39769
20,57376616_entry_00021_conf_01,-65.8574,-51.8574,-4.39049,-26.7038,-0.297714,-10.8894,-21.0271,-3.4661800000000005,1199675,3.41249
195,439281_entry_00196_conf_01,-65.8362,-51.8362,-4.38908,-26.6953,-0.297619,-10.8859,-21.0186,-3.29181,1177733,3.4498300000000004
239,118328_entry_00240_conf_01,-65.8287,-49.8287,-2.4381,-21.9429,-0.173527,-9.09353,-16.6096,-2.12351,2116567,8.2007
417,ZINC000257347639_entry_00418_conf_01,-65.7856,-53.7856,-2.0558,-20.7212,-0.15248299999999998,-8.70617,-16.9414,-1.9935,1474133,5.90859
77,44229083_entry_00078_conf_01,-65.7825,-49.7825,-3.4622300000000004,-24.6524,-0.21988200000000002,-9.83565,-18.6563,-2.8601099999999997,1769877,5.6825
365,ZINC000101178654_entry_00366_conf_01,-65.7606,-49.7606,-3.65337,-25.0924,-0.24976700000000002,-10.2602,-18.9872,-2.98912,1696345,5.25904
160,644170_entry_00161_conf_01,-65.7399,-51.7399,-4.38266,-26.6562,-0.297183,-10.8699,-20.9795,-3.2869900000000003,1222089,3.5463400000000003
364,ZINC000101178654_entry_00365_conf_01,-65.6514,-49.6514,-3.6473,-25.0507,-0.249352,-10.2431,-18.9455,-2.98415,1650839,5.16927
435,ZINC000575124622_entry_00436_conf_01,-65.6406,-55.6406,-2.85394,-23.0815,-0.203009,-9.56358,-19.5651,-2.62562,1170573,3.6424800000000004
32,54758613_entry_00033_conf_01,-65.6312,-49.6312,-3.4542699999999997,-24.5957,-0.21858000000000002,-9.80114,-18.5996,-2.85353,1797301,5.73525
112,11908605_entry_00113_conf_01,-65.5989,-51.5989,-4.37326,-26.5991,-0.296546,-10.8466,-20.9223,-3.27995,1181695,3.4342900000000003
302,ZINC000012364260_entry_00303_conf_01,-65.5943,-57.5943,-2.98156,-23.4095,-0.212065,-9.69915,-20.5544,-2.7330900000000002,904223,2.6588700000000003
51,46174147_entry_00052_conf_01,-65.5708,-49.5708,-3.6428199999999995,-25.0199,-0.248151,-10.2183,-18.9148,-3.12242,1654046,5.31499
316,ZINC000015205949_entry_00317_conf_01,-65.5201,-47.5201,-2.73001,-22.7146,-0.191409,-9.36636,-16.4743,-2.42667,2273951,8.66292
387,ZINC000106382957_entry_00388_conf_01,-65.5112,-49.5112,-2.8483099999999997,-23.0359,-0.20138,-9.52537,-17.4098,-2.42634,1818060,6.42959
207,408523_entry_00208_conf_01,-65.5042,-45.5042,-2.72934,-22.709,-0.188054,-9.30981,-15.7754,-2.62017,2867154,10.1143
243,102416_entry_00244_conf_01,-65.4986,-47.4986,-2.72911,-22.7071,-0.19134600000000002,-9.36328,-16.4668,-2.33924,2299033,8.54473
180,441038_entry_00181_conf_01,-65.4729,-49.4729,-3.85135,-25.4631,-0.261653,-10.39,-19.2406,-2.9760400000000002,1643562,5.2004
220,198515_entry_00221_conf_01,-65.4608,-43.4608,-2.3378799999999997,-21.5573,-0.1398,-8.429910000000001,-14.3124,-2.25727,3464414,13.6554
452,ZINC000616582904_entry_00453_conf_01,-65.4387,-47.4387,-3.6354800000000003,-24.9695,-0.252409,-10.2626,-18.1012,-3.11613,1761823,5.77482
188,440271_entry_00189_conf_01,-65.428,-49.428000000000004,-3.4435800000000003,-24.5195,-0.217903,-9.7708,-18.5234,-2.84469,1721219,5.63877
347,ZINC000100342293_entry_00348_conf_01,-65.3543,-49.3543,-3.11211,-23.6883,-0.219825,-9.79208,-17.889,-2.7231,1850573,6.07989
363,ZINC000101178654_entry_00364_conf_01,-65.3324,-49.3324,-3.6295800000000003,-24.929000000000002,-0.24814099999999997,-10.1934,-18.8238,-3.1110700000000002,1617064,4.99939
397,ZINC000164373873_entry_00398_conf_01,-65.3123,-53.3123,-5.02402,-27.7767,-0.336301,-11.2782,-22.6732,-3.8419,906817,2.45743
96,22833605_entry_00097_conf_01,-65.3068,-49.3068,-3.8415800000000004,-25.3985,-0.26098899999999997,-10.3637,-19.176,-2.96849,1659566,5.25478
338,ZINC000056871016_entry_00339_conf_01,-65.3059,-51.3059,-4.08162,-25.9167,-0.277619,-10.5792,-20.3608,-3.2653,1265080,3.71906
446,ZINC000616582683_entry_00447_conf_01,-65.2845,-47.2845,-3.6269199999999997,-24.9107,-0.24987199999999998,-10.212,-18.0424,-3.10878,1902455,6.088830000000001
278,18897_entry_00279_conf_01,-65.2633,-53.2633,-5.43861,-28.5064,-0.364246,-11.5765,-23.2649,-3.62574,856538,2.33434
93,24779679_entry_00094_conf_01,-65.2359,-45.2359,-3.1064700000000003,-23.6454,-0.212969,-9.67751,-16.3962,-2.60944,2631569,9.347710000000001
369,ZINC000102205030_entry_00370_conf_01,-65.1715,-45.1715,-3.25858,-24.0094,-0.22451,-9.84276,-16.6413,-2.71548,2335193,8.339960000000001
140,5317448_entry_00141_conf_01,-65.1301,-53.1301,-5.42751,-28.4482,-0.363502,-11.5529,-23.2067,-3.8311800000000003,876964,2.34026
320,ZINC000015205956_entry_00321_conf_01,-65.1113,-49.1113,-3.10054,-23.6003,-0.219007,-9.75567,-17.8009,-2.71297,1845769,6.20731
216,202260_entry_00217_conf_01,-65.095,-45.095,-2.7122900000000003,-22.5672,-0.186879,-9.25164,-15.6336,-2.6038,2936832,10.3303
448,ZINC000616582813_entry_00449_conf_01,-65.0567,-51.0567,-3.82686,-25.3013,-0.260997,-10.3373,-19.8565,-3.0979400000000004,1408762,4.18887
223,198514_entry_00224_conf_01,-65.0493,-41.0493,-2.3231900000000003,-21.4218,-0.13892100000000002,-8.37692,-13.5182,-2.24308,3779868,15.3261
196,439281_entry_00197_conf_01,-65.0381,-51.0381,-4.33587,-26.3717,-0.294011,-10.7539,-20.6949,-3.42306,1137896,3.34081
63,45266822_entry_00064_conf_01,-65.0245,-43.0245,-2.60098,-22.2381,-0.168311,-8.92802,-14.7142,-2.4083099999999997,3282462,12.7148
370,ZINC000102205030_entry_00371_conf_01,-64.9711,-44.9711,-3.24855,-23.9355,-0.22381900000000002,-9.81248,-16.5675,-2.82483,2267261,8.02715
19,57376616_entry_00020_conf_01,-64.9336,-50.9336,-4.32891,-26.3293,-0.293538,-10.7366,-20.6526,-3.24668,1283718,3.61473
210,312829_entry_00211_conf_01,-64.9258,-44.9258,-2.40466,-21.6419,-0.16675299999999998,-8.89138,-14.9753,-2.31878,3178608,11.775
260,82398_entry_00261_conf_01,-64.87,-46.87,-2.70292,-22.4892,-0.18950999999999998,-9.27342,-16.2489,-2.40259,2341195,8.85243
321,ZINC000019893747_entry_00322_conf_01,-64.865,-48.865,-2.5946,-22.1835,-0.18893,-9.26348,-16.7116,-2.4024099999999997,1983517,7.20857
166,448882_entry_00167_conf_01,-64.8491,-50.8491,-4.05307,-25.7354,-0.275677,-10.5052,-20.1795,-3.24246,1245497,3.5810699999999995
75,44229083_entry_00076_conf_01,-64.8093,-48.8093,-3.4110099999999997,-24.2877,-0.216629,-9.69014,-18.2916,-2.81779,1772334,5.64371
184,440552_entry_00185_conf_01,-64.8004,-52.8004,-4.32003,-26.2753,-0.29293600000000003,-10.7146,-21.4095,-3.41055,976469,2.77827
249,96523_entry_00250_conf_01,-64.7908,-50.7908,-4.04943,-25.7123,-0.275429,-10.4957,-20.1563,-3.2395400000000003,1371647,3.93876
246,99461_entry_00247_conf_01,-64.7372,-44.7372,-2.39767,-21.5791,-0.166268,-8.86555,-14.9124,-2.31204,3171753,11.9781
253,90220_entry_00254_conf_01,-64.7159,-46.7159,-2.6964900000000003,-22.4357,-0.18905999999999998,-9.251389999999999,-16.1955,-2.39688,2263551,8.55717
190,440235_entry_00191_conf_01,-64.6839,-48.6839,-3.4044199999999996,-24.2407,-0.215425,-9.65969,-18.2446,-2.94018,1767445,5.7660599999999995
189,440235_entry_00190_conf_01,-64.6423,-48.6423,-3.4022300000000003,-24.2251,-0.215286,-9.65347,-18.229,-2.9382900000000003,1799983,5.92211
11,91820057_entry_00012_conf_01,-64.6385,-48.6385,-3.4020300000000003,-24.2237,-0.21527399999999997,-9.6529,-18.2276,-2.8103700000000003,1786182,5.54861
326,ZINC000019898298_entry_00327_conf_01,-64.6182,-48.6182,-3.07706,-23.4215,-0.217349,-9.68179,-17.6222,-2.8094900000000003,1818748,6.03298
50,49802606_entry_00051_conf_01,-64.6164,-48.6164,-3.5898,-24.6558,-0.23481,-9.93422,-18.5506,-2.8094099999999997,1562709,4.8955400000000004
373,ZINC000102863660_entry_00374_conf_01,-64.6066,-48.6066,-3.40035,-24.2117,-0.232973,-9.90725,-18.2156,-2.93666,1702076,5.34004
374,ZINC000102863660_entry_00375_conf_01,-64.6032,-48.6032,-3.4001699999999997,-24.2105,-0.232961,-9.90673,-18.2144,-2.9365099999999997,1686850,5.38365
379,ZINC000105341667_entry_00380_conf_01,-64.5315,-52.5315,-4.96396,-27.4446,-0.334014,-11.1627,-22.3411,-3.5850800000000005,944729,2.5434099999999997
356,ZINC000101073479_entry_00357_conf_01,-64.4687,-48.4687,-3.0699400000000003,-23.3673,-0.216846,-9.65939,-17.567999999999998,-2.6862,1901564,6.3273
161,644170_entry_00162_conf_01,-64.4375,-52.4375,-4.2958300000000005,-26.1281,-0.291296,-10.6546,-21.2624,-3.22187,989597,2.77811
156,2733335_entry_00157_conf_01,-64.3771,-46.3771,-3.5765,-24.5644,-0.242722,-10.0198,-17.6962,-2.92623,2228811,7.435860000000001
262,82313_entry_00263_conf_01,-64.3537,-52.3537,-4.29025,-26.0942,-0.290917,-10.6407,-21.2284,-3.21769,1051050,2.9756099999999996
231,127132_entry_00232_conf_01,-64.3369,-44.3369,-2.38285,-21.4456,-0.16524,-8.81072,-14.779000000000002,-2.29774,3131875,11.6128
194,440049_entry_00195_conf_01,-64.3168,-52.3168,-5.35974,-28.093000000000004,-0.35896300000000003,-11.4086,-22.8515,-3.5731599999999997,859002,2.28785
400,ZINC000196304985_entry_00401_conf_01,-64.3038,-50.3038,-4.0189900000000005,-25.519000000000002,-0.273359,-10.4168,-19.9631,-3.21519,1309805,3.7538099999999996
283,899_entry_00284_conf_01,-64.3008,-50.3008,-4.28672,-26.0727,-0.29067800000000005,-10.632,-20.396,-3.21504,1255064,3.69631
282,899_entry_00283_conf_01,-64.0555,-50.0555,-4.27037,-25.9732,-0.289569,-10.5914,-20.2965,-3.37134,1158721,3.4176300000000004
18,57376616_entry_00019_conf_01,-64.0122,-52.0122,-4.26748,-25.9557,-0.289373,-10.5843,-21.0899,-3.3690599999999997,1017203,2.7473799999999997
164,449462_entry_00165_conf_01,-63.9452,-51.9452,-5.32877,-27.9306,-0.356889,-11.3427,-22.6892,-3.55251,832584,2.2244200000000003
178,441477_entry_00179_conf_01,-63.945,-51.945,-5.32875,-27.9306,-0.35688800000000004,-11.3427,-22.6891,-3.5525,833784,2.25074
254,90220_entry_00255_conf_01,-63.92,-45.92,-2.6633299999999998,-22.1598,-0.18673499999999998,-9.13762,-15.9196,-2.36741,2319686,8.68528
252,90220_entry_00253_conf_01,-63.8165,-45.8165,-2.65902,-22.1239,-0.186432,-9.122810000000001,-15.8837,-2.36357,2301549,8.70223
462,ZINC000616591357_entry_00463_conf_01,-63.7821,-53.7821,-2.77313,-22.4279,-0.197261,-9.2928,-18.9116,-2.5512799999999998,1083954,3.3850800000000003
344,ZINC000082114392_entry_00345_conf_01,-63.7611,-51.7611,-4.9047,-27.116999999999997,-0.330027,-11.0294,-22.0135,-3.75065,931960,2.45991
449,ZINC000616582813_entry_00450_conf_01,-63.678999999999995,-47.678999999999995,-3.7458199999999997,-24.7655,-0.25547,-10.1184,-18.5429,-3.18395,1534726,4.70449
213,254124_entry_00214_conf_01,-63.6247,-51.6247,-3.97655,-25.2495,-0.270472,-10.3068,-20.4873,-3.1812400000000003,1103969,3.0681599999999998
209,408523_entry_00210_conf_01,-63.5021,-43.5021,-2.6459200000000003,-22.015,-0.182307,-9.025260000000001,-15.0813,-2.54008,3028985,10.7125
201,439174_entry_00202_conf_01,-63.4912,-49.4912,-4.23275,-25.7444,-0.287018,-10.4981,-20.0677,-3.34164,1137813,3.3749
410,ZINC000257346492_entry_00411_conf_01,-63.3666,-53.3666,-2.75507,-22.2819,-0.1972,-9.251439999999999,-18.7655,-2.6402799999999997,1136063,3.3923099999999997
125,6971258_entry_00126_conf_01,-63.3323,-51.3323,-4.22215,-25.68,-0.28629899999999997,-10.4719,-20.8142,-3.16661,1080253,3.02141
43,51351654_entry_00044_conf_01,-63.3248,-49.3248,-3.9578,-25.1304,-0.24523000000000003,-9.944289999999999,-19.5745,-3.16624,1255118,3.74278
12,90659182_entry_00013_conf_01,-63.2954,-49.2954,-3.51641,-24.1517,-0.24044200000000002,-9.87609,-18.8097,-3.0140700000000002,1435954,4.1784099999999995
14,90659182_entry_00015_conf_01,-63.2668,-47.2668,-3.51482,-24.1408,-0.240333,-9.87162,-18.0356,-2.8757599999999996,1763578,5.32425
407,ZINC000257346145_entry_00408_conf_01,-63.2512,-53.2512,-2.87505,-22.5733,-0.20449,-9.352689999999999,-19.0044,-2.63547,1068197,3.17365
308,ZINC000015205814_entry_00309_conf_01,-63.2042,-47.2042,-2.63351,-21.9117,-0.184644,-9.03529,-16.3648,-2.3409,2025400,7.3679
106,12600646_entry_00107_conf_01,-63.1187,-45.1187,-3.15593,-23.2531,-0.201209,-9.28939,-16.6219,-2.7442900000000003,2029885,6.80208
250,96523_entry_00251_conf_01,-63.1164,-49.1164,-3.9447699999999997,-25.0477,-0.268311,-10.2245,-19.4918,-3.1558200000000003,1383798,4.0007
224,198514_entry_00225_conf_01,-63.0811,-39.0811,-2.2529,-20.7737,-0.134718,-8.12347,-12.8701,-2.17521,3922037,15.6698
47,49859685_entry_00048_conf_01,-62.9892,-46.9892,-3.3152199999999996,-23.6056,-0.21054499999999998,-9.41801,-17.6095,-2.73866,1604358,5.22361
167,448882_entry_00168_conf_01,-62.8487,-48.8487,-3.92805,-24.9415,-0.267173,-10.1811,-19.3856,-3.14244,1254422,3.61781
408,ZINC000257346492_entry_00409_conf_01,-62.8227,-52.8227,-2.73142,-22.0906,-0.195507,-9.17203,-18.5743,-2.61761,1111158,3.3143800000000003
336,ZINC000056871016_entry_00337_conf_01,-62.7902,-50.7902,-3.92438,-24.9183,-0.266924,-10.1716,-20.1561,-3.3047400000000002,1027344,2.91398
83,42612215_entry_00084_conf_01,-62.6442,-44.6442,-3.48023,-23.9032,-0.238889,-9.78706,-17.035,-2.7236599999999997,1988391,6.8392800000000005
405,ZINC000257346145_entry_00406_conf_01,-62.6373,-52.6373,-2.84715,-22.3542,-0.202505,-9.26192,-18.7854,-2.60989,1115096,3.2763299999999997
294,ZINC000004027857_entry_00295_conf_01,-62.6084,-54.6084,-2.84584,-22.3439,-0.20241199999999998,-9.257639999999999,-19.4888,-2.50434,907475,2.6677400000000002
343,ZINC000082114392_entry_00344_conf_01,-62.6069,-50.6069,-4.815919999999999,-26.6261,-0.324052,-10.8298,-21.5226,-3.47816,908485,2.49092
297,ZINC000004027859_entry_00298_conf_01,-62.6024,-54.6024,-2.84556,-22.3417,-0.20239200000000002,-9.25675,-19.4866,-2.60843,839995,2.49266
183,440552_entry_00184_conf_01,-62.5975,-50.5975,-4.17317,-25.3821,-0.282978,-10.3504,-20.5163,-3.29461,1010356,2.83835
247,99461_entry_00248_conf_01,-62.4594,-40.4594,-2.31331,-20.8198,-0.160418,-8.55361,-13.4865,-2.23069,3751440,14.4344
380,ZINC000105341667_entry_00381_conf_01,-62.443999999999996,-50.443999999999996,-4.80339,-26.5568,-0.323209,-10.8016,-21.4534,-3.6731800000000003,947245,2.51011
463,ZINC000616591357_entry_00464_conf_01,-62.4309,-54.4309,-2.7143900000000003,-21.9528,-0.193082,-9.095930000000001,-19.1397,-2.49724,960552,2.85741
396,ZINC000164373873_entry_00397_conf_01,-62.4225,-50.4225,-4.80173,-26.5477,-0.323098,-10.7979,-21.4442,-3.67191,898304,2.35661
421,ZINC000307008534_entry_00422_conf_01,-62.4148,-50.4148,-4.4582,-25.8967,-0.299734,-10.5302,-20.9178,-3.46749,999562,2.6778
436,ZINC000575124622_entry_00437_conf_01,-62.3985,-54.3985,-2.71298,-21.9414,-0.192982,-9.09122,-19.1284,-2.59994,907681,2.69424
337,ZINC000056871016_entry_00338_conf_01,-62.3796,-48.3796,-3.8987199999999995,-24.7554,-0.265179,-10.1051,-19.1995,-3.11898,1291688,3.68035
399,ZINC000196304985_entry_00400_conf_01,-62.3696,-48.3696,-3.8981,-24.7514,-0.26513600000000004,-10.1035,-19.1955,-3.11848,1178645,3.41236
233,127132_entry_00234_conf_01,-62.3454,-42.3454,-2.3090900000000003,-20.7818,-0.160125,-8.538,-14.1151,-2.3090900000000003,3195146,11.865
13,90659182_entry_00014_conf_01,-62.3097,-46.3097,-3.46165,-23.7756,-0.236698,-9.72228,-17.6704,-2.8322599999999998,1681392,5.04104
263,82313_entry_00264_conf_01,-62.1536,-50.1536,-4.1435699999999995,-25.201999999999998,-0.280971,-10.277000000000001,-20.3363,-3.1076799999999998,941087,2.70322
340,ZINC000077269504_entry_00341_conf_01,-62.1515,-54.1515,-2.82507,-22.1808,-0.200935,-9.19009,-19.3258,-2.4860599999999997,846180,2.49044
25,57339290_entry_00026_conf_01,-62.1434,-40.1434,-2.70189,-21.8517,-0.185356,-8.94538,-14.1158,-2.3016099999999997,2986614,11.5232
287,739_entry_00288_conf_01,-62.1111,-50.1111,-5.17593,-27.1295,-0.34665300000000004,-11.0174,-21.8881,-3.88195,858974,2.33676
206,433580_entry_00207_conf_01,-61.9885,-45.9885,-3.64638,-24.108,-0.24772800000000003,-9.837069999999999,-17.8854,-2.81766,1645891,5.24719
149,3052142_entry_00150_conf_01,-61.9364,-37.9364,-2.21201,-20.3967,-0.146147,-8.24568,-12.4931,-2.06455,3739333,15.2997
230,129618_entry_00231_conf_01,-61.92100000000001,-37.921,-2.2114599999999998,-20.3916,-0.14611,-8.24364,-12.488,-2.13521,4150951,16.5618
86,25243963_entry_00087_conf_01,-61.9147,-45.9147,-3.25867,-23.2029,-0.20695300000000003,-9.25735,-17.2068,-2.8143,1758313,5.67957
157,2733335_entry_00158_conf_01,-61.7805,-43.7805,-3.43225,-23.5737,-0.23293200000000003,-9.61561,-16.7054,-2.6861099999999998,1939697,6.52175
89,25243937_entry_00090_conf_01,-61.7682,-45.7682,-3.25096,-23.148000000000003,-0.20646399999999998,-9.235439999999999,-17.1519,-2.6855700000000002,1668563,5.44223
300,ZINC000012364260_entry_00301_conf_01,-61.6395,-51.6395,-2.8018,-21.9981,-0.19927899999999998,-9.11437,-18.4293,-2.56831,1147918,3.53305
46,49859685_entry_00047_conf_01,-61.5398,-47.5398,-3.23894,-23.0624,-0.2057,-9.2013,-17.8158,-2.7972599999999996,1542500,4.7003
335,ZINC000044021353_entry_00336_conf_01,-61.4726,-45.4726,-2.92727,-22.2814,-0.20676799999999998,-9.21048,-16.482,-2.4589,1889162,6.22203
204,433580_entry_00205_conf_01,-61.4216,-45.4216,-3.61303,-23.8875,-0.24546199999999999,-9.7471,-17.665,-2.79189,1581104,5.05675
56,45934204_entry_00057_conf_01,-61.2995,-43.2995,-3.06497,-22.5829,-0.20974,-9.23702,-15.9517,-2.55415,2154374,7.34305
55,45934204_entry_00056_conf_01,-61.2722,-43.2722,-3.0636099999999997,-22.5729,-0.20964699999999997,-9.2329,-15.9416,-2.6640099999999998,2084117,7.09595
459,ZINC000616589990_entry_00460_conf_01,-61.1071,-49.1071,-4.0738,-24.7777,-0.27624,-10.1039,-19.9119,-3.3948400000000003,1048705,2.95961
