,LIGAND_ENTRY,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,EVAL,TIME
403,ZINC000252694384_entry_00404_conf_01,-71.0634,-45.0634,-3.0897099999999997,-24.9883,-0.21313600000000002,-10.2483,-15.8458,-2.63198,4265552,16.5666
258,82398_entry_00259_conf_01,-71.0552,-55.0552,-2.96063,-24.6334,-0.20757899999999999,-10.1576,-19.0866,-2.63167,2052072,7.57397
92,24847493_entry_00093_conf_01,-71.0225,-53.0225,-3.55113,-26.1649,-0.226404,-10.4526,-19.5337,-2.95927,1964756,6.77995
109,12302999_entry_00110_conf_01,-70.9684,-58.9684,-5.91403,-30.9983,-0.393871,-12.565,-25.7568,-3.9426900000000002,873323,2.38633
3,129878031_entry_00004_conf_01,-70.9031,-54.9031,-4.17077,-27.575,-0.284452,-11.2663,-21.3524,-3.22287,1679811,5.03441
385,ZINC000106382931_entry_00386_conf_01,-70.8975,-54.8975,-3.22261,-25.3021,-0.22486199999999998,-10.4166,-19.592,-2.72683,1807953,6.21858
309,ZINC000015205840_entry_00310_conf_01,-70.888,-52.888000000000005,-2.9536700000000002,-24.5755,-0.207091,-10.1337,-18.3353,-2.62548,2251802,8.54718
390,ZINC000106382965_entry_00391_conf_01,-70.8598,-52.8598,-3.08086,-24.9167,-0.21782100000000001,-10.3031,-18.5873,-2.72538,2169116,7.88775
456,ZINC000616583781_entry_00457_conf_01,-70.7719,-52.7719,-3.72484,-26.5222,-0.255205,-10.8527,-19.7766,-3.07704,2127057,6.92019
440,ZINC000575124647_entry_00441_conf_01,-70.7045,-52.7045,-3.92803,-26.9788,-0.268545,-11.0316,-20.1105,-3.2138400000000003,1919803,6.06725
393,ZINC000106384102_entry_00394_conf_01,-70.648,-54.648,-3.2112700000000003,-25.2131,-0.226925,-10.4238,-19.503,-2.71723,1647638,5.8498
377,ZINC000102974493_entry_00378_conf_01,-70.6134,-54.6134,-3.2097,-25.2007,-0.21285500000000002,-10.2005,-19.4906,-2.7159,1862275,6.4209
288,ZINC000001471333_entry_00289_conf_01,-70.5507,-54.5507,-3.20685,-25.1783,-0.22661199999999998,-10.4095,-19.4682,-2.82203,1871559,6.48966
113,11908605_entry_00114_conf_01,-70.5327,-56.5327,-4.70218,-28.5996,-0.318849,-11.6624,-22.9229,-3.5266300000000004,1154303,3.40191
392,ZINC000106382965_entry_00393_conf_01,-70.5126,-52.5126,-3.06576,-24.7946,-0.216754,-10.2526,-18.4652,-2.71202,2226068,8.181239999999999
159,644170_entry_00160_conf_01,-70.5065,-58.5065,-4.70044,-28.589000000000002,-0.318731,-11.6581,-23.7232,-3.5253300000000003,1046537,2.91807
170,447448_entry_00171_conf_01,-70.4356,-52.4356,-4.143269999999999,-27.3932,-0.282577,-11.192,-20.3928,-3.35408,1753310,5.66336
268,29327_entry_00269_conf_01,-70.361,-56.361000000000004,-3.9089400000000003,-26.8477,-0.265283,-10.9511,-21.5057,-3.19823,1391273,4.5524
444,ZINC000616582683_entry_00445_conf_01,-70.3075,-52.3075,-3.9059699999999995,-26.8273,-0.269097,-10.9978,-19.959,-3.19579,2006233,6.46256
306,ZINC000015205814_entry_00307_conf_01,-70.2584,-54.2584,-2.9274299999999998,-24.3572,-0.205252,-10.0437,-18.8103,-2.50923,2126179,7.815360000000001
289,ZINC000001471333_entry_00290_conf_01,-70.2559,-54.2559,-3.19345,-25.0731,-0.225665,-10.366,-19.363,-2.81023,1834938,6.3470699999999995
325,ZINC000019898298_entry_00326_conf_01,-70.212,-54.211999999999996,-3.34343,-25.449,-0.23616399999999999,-10.5199,-19.6497,-2.80848,1802473,6.00622
441,ZINC000616582453_entry_00442_conf_01,-70.1861,-48.1861,-3.3422,-25.4397,-0.229843,-10.4226,-17.4655,-2.80744,3009507,10.7416
34,52948856_entry_00035_conf_01,-70.1829,-40.1829,-1.94953,-21.2551,-0.14160599999999998,-8.86845,-12.1695,-1.8469200000000001,4400154,23.0447
443,ZINC000616582453_entry_00444_conf_01,-70.164,-46.163999999999994,-3.34114,-25.4317,-0.22976999999999997,-10.4194,-16.7326,-2.9235,3251869,12.0369
2,134695375_entry_00003_conf_01,-70.1333,-52.1333,-3.89629,-26.7609,-0.264425,-10.9157,-19.8926,-3.18788,1860687,6.10709
66,45266741_entry_00067_conf_01,-70.0899,-58.0899,-5.84083,-30.6146,-0.39118400000000003,-12.4327,-25.3731,-4.12294,835801,2.22934
362,ZINC000101136391_entry_00363_conf_01,-70.0585,-54.0585,-3.68729,-26.2548,-0.260158,-10.8489,-20.2587,-3.04602,1749308,5.67101
389,ZINC000106382957_entry_00390_conf_01,-70.0546,-52.0546,-3.04585,-24.6336,-0.215346,-10.186,-18.3042,-2.59461,2138313,7.805039999999999
128,6713972_entry_00129_conf_01,-70.0194,-56.0194,-3.88997,-26.7174,-0.262996,-10.8842,-21.3754,-3.04432,1316035,4.3009
152,2801971_entry_00153_conf_01,-70.0006,-52.0006,-3.1818400000000002,-24.982,-0.224845,-10.3283,-18.5581,-2.69233,2296741,8.003960000000001
142,5284365_entry_00143_conf_01,-69.9689,-51.9689,-3.49844,-25.7767,-0.222331,-10.2866,-19.1455,-2.9153700000000002,1982998,7.047280000000001
70,44630437_entry_00071_conf_01,-69.9563,-53.9563,-4.372269999999999,-27.7622,-0.297388,-11.3325,-21.4126,-3.49781,1440904,4.41224
193,440049_entry_00194_conf_01,-69.9112,-57.9112,-5.8259300000000005,-30.5365,-0.38800300000000004,-12.3778,-25.295,-3.8839599999999996,896911,2.5274099999999997
422,ZINC000307008534_entry_00423_conf_01,-69.8898,-57.8898,-4.99213,-28.9982,-0.335631,-11.7913,-24.0192,-3.67841,1041371,2.78816
313,ZINC000015205946_entry_00314_conf_01,-69.76899999999999,-53.769,-2.9070400000000003,-24.1876,-0.203822,-9.97375,-18.6407,-2.49175,2053992,7.66333
131,6420074_entry_00132_conf_01,-69.7654,-51.7654,-3.87585,-26.6205,-0.26303699999999997,-10.8584,-19.7522,-3.03328,1871865,6.3205
0,134695375_entry_00001_conf_01,-69.7567,-55.7567,-3.8753699999999998,-26.6172,-0.262009,-10.8433,-21.2752,-3.0329,1291636,4.03431
451,ZINC000616582904_entry_00452_conf_01,-69.7208,-53.7208,-3.8733800000000005,-26.6035,-0.26892699999999997,-10.9342,-20.4983,-3.32004,1616554,5.0361
33,52948856_entry_00034_conf_01,-69.7087,-39.7087,-1.93635,-21.1115,-0.14093599999999998,-8.81451,-12.0259,-1.88402,5201791,27.1064
205,433580_entry_00206_conf_01,-69.6723,-53.6723,-4.09837,-27.0963,-0.277318,-11.0416,-20.8738,-3.3177300000000005,1667720,5.3642199999999995
181,441038_entry_00182_conf_01,-69.6304,-53.6304,-4.09591,-27.0801,-0.277152,-11.035,-20.8575,-3.3157400000000004,1655830,5.22026
333,ZINC000044021353_entry_00334_conf_01,-69.575,-53.575,-3.3130900000000003,-25.2182,-0.234021,-10.4245,-19.4188,-2.783,1680000,5.54788
413,ZINC000257346903_entry_00414_conf_01,-69.5469,-49.5469,-2.67488,-23.4758,-0.194616,-9.800419999999999,-16.7247,-2.39817,2605475,10.4306
454,ZINC000616583702_entry_00455_conf_01,-69.5151,-47.5151,-3.47575,-25.6096,-0.238605,-10.4861,-17.5047,-2.89646,2808568,10.0352
359,ZINC000101135603_entry_00360_conf_01,-69.5149,-47.5149,-2.3970700000000003,-22.6262,-0.17316099999999998,-9.42328,-15.4655,-2.17234,3487595,14.7837
21,57339292_entry_00022_conf_01,-69.4612,-49.4612,-3.47306,-25.5897,-0.23688299999999998,-10.4554,-18.2217,-2.77845,2458146,8.768180000000001
279,5300_entry_00280_conf_01,-69.4585,-51.4585,-3.8588,-26.5034,-0.26188,-10.8106,-19.6351,-3.01993,1848052,6.3429199999999994
31,54758613_entry_00032_conf_01,-69.4552,-53.4552,-3.6555400000000002,-26.0288,-0.23131500000000002,-10.3722,-20.0327,-3.01979,1694983,5.43885
57,45933887_entry_00058_conf_01,-69.4121,-57.4121,-5.78434,-30.3185,-0.3874,-12.3124,-25.076999999999998,-4.08306,865831,2.27378
375,ZINC000102974493_entry_00376_conf_01,-69.4035,-55.4035,-3.1547,-24.7689,-0.209208,-10.0257,-19.7725,-2.7761400000000003,1576014,5.3515
91,24847493_entry_00092_conf_01,-69.4033,-51.4033,-3.47016,-25.5684,-0.221242,-10.2143,-18.9371,-2.7761299999999998,2132086,7.2708
23,57339292_entry_00024_conf_01,-69.3965,-49.3965,-3.4698300000000004,-25.5659,-0.236663,-10.4456,-18.1978,-2.7758599999999998,2449943,8.73904
299,ZINC000004027859_entry_00300_conf_01,-69.3745,-59.3745,-3.1533900000000004,-24.7586,-0.224287,-10.2581,-21.1898,-2.77498,1037702,3.18255
108,12302999_entry_00109_conf_01,-69.3727,-57.3727,-5.78106,-30.3013,-0.387181,-12.3054,-25.0598,-4.08075,864613,2.32132
185,440552_entry_00186_conf_01,-69.317,-55.317,-4.6211400000000005,-28.1067,-0.313354,-11.4614,-22.43,-3.46585,1137115,3.35291
384,ZINC000106382931_entry_00385_conf_01,-69.2971,-55.2971,-3.14987,-24.7309,-0.219786,-10.1815,-19.7346,-2.66527,1535383,5.19951
271,24154_entry_00272_conf_01,-69.2879,-57.2879,-5.77399,-30.2643,-0.384544,-12.2674,-25.0228,-4.07576,822526,2.3098799999999997
5,129878031_entry_00006_conf_01,-69.2489,-51.2489,-4.0734699999999995,-26.9317,-0.277816,-11.0034,-19.9313,-3.14768,1860534,5.92033
391,ZINC000106382965_entry_00392_conf_01,-69.2401,-53.2401,-3.01044,-24.3472,-0.212842,-10.0676,-18.721,-2.66308,1965619,6.939369999999999
59,45933887_entry_00060_conf_01,-69.2372,-57.2372,-5.769769999999999,-30.2421,-0.386425,-12.2814,-25.0006,-4.072780000000001,839701,2.21216
61,45357367_entry_00062_conf_01,-69.2307,-55.2307,-3.84615,-26.4165,-0.260033,-10.7616,-21.0745,-2.88461,1405494,4.47969
280,5300_entry_00281_conf_01,-69.2221,-51.2221,-3.8456699999999997,-26.4132,-0.26098899999999997,-10.7738,-19.5449,-3.00966,1807791,6.22054
163,449462_entry_00164_conf_01,-69.1893,-57.1893,-5.76578,-30.2212,-0.383997,-12.25,-24.9797,-4.06996,880319,2.40151
179,441477_entry_00180_conf_01,-69.167,-57.167,-5.76391,-30.2115,-0.38603200000000004,-12.2689,-24.97,-3.8426099999999996,844858,2.3062099999999996
1,134695375_entry_00002_conf_01,-69.165,-51.165,-3.8425,-26.3914,-0.260774,-10.7649,-19.5231,-3.1438599999999997,1811257,6.1005
72,44341508_entry_00073_conf_01,-69.1608,-51.1608,-2.5615099999999997,-23.0536,-0.183264,-9.57044,-17.0536,-2.30536,2319512,9.01366
162,449462_entry_00163_conf_01,-69.1293,-57.1293,-5.76077,-30.195,-0.385822,-12.2623,-24.9535,-3.8405099999999996,843706,2.29913
290,ZINC000001471333_entry_00291_conf_01,-69.1241,-55.1241,-3.14201,-24.6692,-0.22203,-10.199,-19.6729,-2.65862,1533561,5.17164
395,ZINC000106384102_entry_00396_conf_01,-69.0401,-55.0401,-3.1381799999999997,-24.6392,-0.22175999999999998,-10.1866,-19.6429,-2.65539,1476645,4.96531
30,54758613_entry_00031_conf_01,-68.9916,-52.9916,-3.6311400000000003,-25.855,-0.229771,-10.302999999999999,-19.8589,-2.9996400000000003,1725370,5.49348
176,445621_entry_00177_conf_01,-68.98,-56.98,-5.74834,-30.1298,-0.38498899999999997,-12.2358,-24.8883,-4.05765,909654,2.46614
73,44341508_entry_00074_conf_01,-68.9629,-52.9629,-2.55418,-22.9876,-0.182739,-9.54306,-17.6543,-2.37803,2105294,7.8671
74,44341508_entry_00075_conf_01,-68.95,-50.95,-2.5537,-22.9833,-0.182705,-9.54128,-16.9833,-2.29833,2276805,8.7744
145,4282259_entry_00146_conf_01,-68.9498,-52.9498,-3.28332,-24.9915,-0.23191799999999999,-10.3308,-19.1922,-2.87291,1790496,5.92086
270,24154_entry_00271_conf_01,-68.9263,-56.9263,-5.74386,-30.1064,-0.38469000000000003,-12.2263,-24.8649,-3.82924,861041,2.42372
234,122253_entry_00235_conf_01,-68.8912,-52.8912,-3.13142,-24.5861,-0.221282,-10.1646,-18.875999999999998,-2.64966,1876936,6.38897
357,ZINC000101135603_entry_00358_conf_01,-68.8539,-46.8539,-2.37427,-22.4111,-0.171515,-9.33367,-15.2503,-2.2210900000000002,3596349,15.2525
425,ZINC000307565252_entry_00426_conf_01,-68.85,-54.85,-2.99348,-24.21,-0.21230100000000002,-10.0212,-19.2871,-2.55,1490750,5.09271
349,ZINC000100656214_entry_00350_conf_01,-68.8334,-50.8334,-3.12879,-24.5654,-0.22109600000000001,-10.1561,-18.1416,-2.64744,2189349,7.77198
354,ZINC000101073479_entry_00355_conf_01,-68.7543,-52.7543,-3.2740099999999996,-24.9207,-0.23126100000000002,-10.3015,-19.1213,-2.7501700000000002,1948987,6.66728
186,440271_entry_00187_conf_01,-68.6765,-54.6765,-3.61455,-25.7369,-0.22872199999999998,-10.2559,-20.4903,-2.9859299999999998,1474596,4.64542
438,ZINC000575124647_entry_00439_conf_01,-68.675,-52.675,-3.8152800000000004,-26.2044,-0.260836,-10.7149,-20.0993,-3.2702400000000003,1693435,5.21269
386,ZINC000106382931_entry_00387_conf_01,-68.6087,-52.6087,-3.11858,-24.4853,-0.217602,-10.0803,-18.7751,-2.74435,1747986,6.05808
298,ZINC000004027859_entry_00299_conf_01,-68.6081,-58.6081,-3.11855,-24.4851,-0.221809,-10.1448,-20.9162,-2.74432,1064371,3.3376900000000003
447,ZINC000616582813_entry_00448_conf_01,-68.5612,-52.5612,-4.03301,-26.6642,-0.275057,-10.8941,-20.4416,-3.2648200000000003,1536257,4.7262
111,11908605_entry_00112_conf_01,-68.5431,-56.5431,-4.56954,-27.7929,-0.309855,-11.3334,-22.9271,-3.42715,1037945,2.87232
198,439213_entry_00199_conf_01,-68.5158,-56.5158,-5.70965,-29.927,-0.382398,-12.1534,-24.6856,-4.03034,869249,2.36999
177,441477_entry_00178_conf_01,-68.5158,-56.5158,-5.70965,-29.927,-0.382398,-12.1534,-24.6855,-4.03034,887455,2.39608
355,ZINC000101073479_entry_00356_conf_01,-68.495,-52.495,-3.26167,-24.8267,-0.23038899999999998,-10.2626,-19.0273,-2.7398,1981838,6.7268300000000005
381,ZINC000106381125_entry_00382_conf_01,-68.4848,-52.4848,-3.42424,-25.23,-0.23506799999999997,-10.3306,-19.3356,-2.85353,1760293,5.6247300000000005
82,42612215_entry_00083_conf_01,-68.4293,-50.4293,-3.8016300000000003,-26.1107,-0.26095,-10.6909,-19.2424,-2.85122,2018277,6.83643
257,84265_entry_00258_conf_01,-68.4225,-54.4225,-4.5615,-27.744,-0.30931,-11.3135,-22.0672,-3.6011800000000003,1226598,3.54829
174,445621_entry_00175_conf_01,-68.4119,-56.4119,-5.7010000000000005,-29.8817,-0.381819,-12.135,-24.6402,-3.8006599999999997,853026,2.39613
79,44119773_entry_00080_conf_01,-68.3417,-54.3417,-4.55612,-27.7112,-0.30894499999999997,-11.3002,-22.0345,-3.41709,1126704,3.31829
324,ZINC000019898298_entry_00325_conf_01,-68.3395,-54.3395,-3.25426,-24.7704,-0.229866,-10.2394,-19.6959,-2.73358,1580186,5.11532
40,52944903_entry_00041_conf_01,-68.3225,-42.3225,-2.00949,-21.0897,-0.146438,-8.80902,-13.0641,-1.89785,4036291,19.0628
97,22833605_entry_00098_conf_01,-68.3224,-52.3224,-4.01896,-26.5713,-0.271945,-10.8277,-20.3487,-3.1055599999999997,1744841,5.45549
310,ZINC000015205840_entry_00311_conf_01,-68.2937,-52.2937,-2.84557,-23.6761,-0.199512,-9.76285,-18.1292,-2.43906,1874177,6.98675
286,739_entry_00287_conf_01,-68.2265,-56.2265,-5.6855400000000005,-29.8007,-0.380784,-12.1021,-24.5592,-4.013319999999999,844113,2.32038
80,44119773_entry_00081_conf_01,-68.2043,-54.2043,-4.5469599999999994,-27.6555,-0.308324,-11.2774,-21.9788,-3.41022,1193010,3.45831
394,ZINC000106384102_entry_00395_conf_01,-68.1934,-52.1934,-3.0997,-24.3371,-0.21904,-10.0617,-18.6269,-2.7277400000000003,1768297,6.13854
187,440271_entry_00188_conf_01,-68.186,-52.18600000000001,-3.58874,-25.5531,-0.227088,-10.1827,-19.557000000000002,-2.96461,1748109,5.71246
42,51351654_entry_00043_conf_01,-68.1843,-54.1843,-4.26152,-27.0589,-0.264049,-10.7074,-21.503,-3.24687,1294304,3.8641099999999997
98,22833605_entry_00099_conf_01,-68.1662,-52.1662,-4.00978,-26.5106,-0.27132399999999995,-10.8029,-20.288,-3.24601,1721403,5.38622
87,25243937_entry_00088_conf_01,-68.1649,-54.1649,-3.5876300000000003,-25.5452,-0.227845,-10.1919,-20.2986,-2.96369,1390120,4.44718
120,7067772_entry_00121_conf_01,-68.1635,-50.1635,-3.78686,-26.0092,-0.256025,-10.5957,-19.141,-2.9636299999999998,2005720,6.832210000000001
147,3052142_entry_00148_conf_01,-68.1561,-44.1561,-2.43415,-22.4449,-0.160823,-9.07373,-14.5413,-2.3502099999999997,3854447,15.5708
119,9816401_entry_00120_conf_01,-68.1176,-52.1176,-4.00692,-26.4917,-0.27222199999999996,-10.8097,-20.2691,-3.2437,1704978,5.37113
235,122253_entry_00236_conf_01,-68.0915,-50.0915,-3.09507,-24.3007,-0.21871300000000002,-10.0466,-17.8768,-2.6189,2179561,7.629169999999999
245,102416_entry_00246_conf_01,-68.0793,-50.0793,-2.83664,-23.6018,-0.19888499999999998,-9.7322,-17.3615,-2.52146,2220501,8.42113
221,198515_entry_00222_conf_01,-68.0557,-44.0557,-2.43056,-22.4119,-0.145342,-8.76408,-14.5083,-2.34675,3735071,15.288
62,45357367_entry_00063_conf_01,-67.9617,-49.9617,-3.77565,-25.9323,-0.256237,-10.5777,-19.064,-2.95486,1885634,6.28902
85,25243963_entry_00086_conf_01,-67.9502,-51.9502,-3.5763300000000005,-25.4648,-0.227127,-10.1598,-19.4687,-3.0886400000000003,1807783,5.83775
305,ZINC000013545464_entry_00306_conf_01,-67.9182,-53.9182,-3.2342,-24.6176,-0.228448,-10.1762,-19.5432,-2.71673,1432341,4.68409
284,899_entry_00285_conf_01,-67.8605,-53.8605,-4.524030000000001,-27.5161,-0.30677,-11.2206,-21.8394,-3.5716099999999997,1207929,3.56645
127,6713972_entry_00128_conf_01,-67.8551,-53.8551,-3.7697300000000005,-25.8916,-0.254866,-10.5477,-20.5496,-3.08432,1239379,4.06888
334,ZINC000044021353_entry_00335_conf_01,-67.8278,-51.8278,-3.2299,-24.5849,-0.228145,-10.1627,-18.7855,-2.82616,1856025,6.25626
146,4282259_entry_00147_conf_01,-67.8094,-53.8094,-3.2290200000000002,-24.5782,-0.22808299999999998,-10.1599,-19.5038,-2.82539,1420267,4.5659
110,12302999_entry_00111_conf_01,-67.8022,-55.8022,-5.650180000000001,-29.6153,-0.376298,-12.0044,-24.3738,-3.9883599999999997,858126,2.3066400000000002
139,5317448_entry_00140_conf_01,-67.8001,-55.8001,-5.65001,-29.6144,-0.376287,-12.004000000000001,-24.3729,-3.7666699999999995,884760,2.40865
398,ZINC000164373873_entry_00399_conf_01,-67.7762,-55.7762,-5.21355,-28.8245,-0.350808,-11.724,-23.7211,-3.76534,913443,2.43529
317,ZINC000015205949_entry_00318_conf_01,-67.7653,-49.7653,-2.82355,-23.4929,-0.197968,-9.68732,-17.2527,-2.50983,2262986,8.43876
423,ZINC000307565252_entry_00424_conf_01,-67.7647,-55.7647,-2.9462900000000003,-23.8284,-0.209606,-9.87347,-19.6087,-2.60633,1305552,4.20824
314,ZINC000015205946_entry_00315_conf_01,-67.6783,-49.6783,-2.81993,-23.4628,-0.197714,-9.67488,-17.2225,-2.5066,2242684,8.471219999999999
304,ZINC000013545464_entry_00305_conf_01,-67.6406,-51.6406,-3.22098,-24.517,-0.22751500000000002,-10.1346,-18.7177,-2.8183599999999998,1712714,5.6955
9,91820057_entry_00010_conf_01,-67.615,-53.615,-3.5586900000000004,-25.3391,-0.225187,-10.0974,-20.0926,-3.07341,1447144,4.45939
311,ZINC000015205840_entry_00312_conf_01,-67.5782,-51.5782,-2.81576,-23.428,-0.19742200000000001,-9.66057,-17.8812,-2.5029,2003126,7.318060000000001
303,ZINC000013545464_entry_00304_conf_01,-67.5654,-51.5654,-3.2174,-24.4897,-0.227262,-10.1234,-18.6904,-2.70261,1717263,5.7277
192,440049_entry_00193_conf_01,-67.5359,-55.5359,-5.6279900000000005,-29.499000000000002,-0.376929,-11.9796,-24.2575,-3.75199,866156,2.3552400000000002
90,24847493_entry_00091_conf_01,-67.4538,-49.4538,-3.37269,-24.8502,-0.21502800000000002,-9.92741,-18.219,-2.69815,2101422,7.2252
60,45357367_entry_00061_conf_01,-67.3357,-49.3357,-3.7408699999999997,-25.6934,-0.253877,-10.4802,-18.8251,-2.9276400000000002,1879789,6.28333
424,ZINC000307565252_entry_00425_conf_01,-67.2861,-55.2861,-2.92548,-23.6601,-0.207479,-9.79358,-19.4405,-2.58793,1315156,4.35407
411,ZINC000257346903_entry_00412_conf_01,-67.2209,-49.2209,-2.58542,-22.6906,-0.188107,-9.472660000000001,-16.6147,-2.31796,2365968,9.1305
236,122253_entry_00237_conf_01,-67.2045,-49.2045,-3.05475,-23.9842,-0.215864,-9.91576,-17.5603,-2.5847900000000004,2132382,7.5064
94,24779679_entry_00095_conf_01,-67.187,-47.187,-3.19938,-24.3526,-0.21933899999999998,-9.96695,-17.1034,-2.58412,2547391,9.055860000000001
285,739_entry_00286_conf_01,-67.1153,-55.1153,-5.5929400000000005,-29.3153,-0.374582,-11.905,-24.0738,-3.7286300000000003,824989,2.2281400000000002
227,193108_entry_00228_conf_01,-67.1085,-51.1085,-4.19428,-26.631999999999998,-0.223619,-10.0235,-20.2824,-3.3554199999999996,1488578,4.5273900000000005
124,6971258_entry_00125_conf_01,-67.1082,-53.1082,-4.47388,-27.211,-0.303369,-11.0962,-21.5343,-3.35541,1231464,3.5886400000000003
346,ZINC000100342293_entry_00347_conf_01,-67.0591,-51.0591,-3.19329,-24.3063,-0.225559,-10.0475,-18.5069,-2.6823599999999996,1814642,5.94281
232,127132_entry_00233_conf_01,-67.0161,-45.0161,-2.48208,-22.3387,-0.172121,-9.17764,-15.0054,-2.39343,3625247,13.8786
52,46174147_entry_00053_conf_01,-67.0101,-51.0101,-3.72278,-25.5691,-0.253598,-10.4426,-19.464000000000002,-2.91348,1697922,5.47741
295,ZINC000004027857_entry_00296_conf_01,-66.9273,-58.9273,-3.04215,-23.8852,-0.216375,-9.89626,-21.0301,-2.78864,963902,2.85542
266,35717_entry_00267_conf_01,-66.9136,-52.9136,-4.4609,-27.1321,-0.302489,-11.064,-21.4554,-3.34568,1162801,3.43476
371,ZINC000102205030_entry_00372_conf_01,-66.8114,-48.8114,-3.3405699999999996,-24.6135,-0.230159,-10.0904,-17.9823,-2.78381,2109939,7.36022
28,54758653_entry_00029_conf_01,-66.8077,-52.8077,-3.5162,-25.0366,-0.223309,-9.98895,-19.79,-2.90468,1495756,4.63437
126,6713972_entry_00127_conf_01,-66.807,-52.806999999999995,-3.7115,-25.4917,-0.25093000000000004,-10.3848,-20.1497,-2.90465,1421528,4.47313
219,198515_entry_00220_conf_01,-66.7534,-44.7534,-2.38405,-21.983,-0.142561,-8.59638,-14.7381,-2.3018400000000003,3523707,13.7959
129,6420074_entry_00130_conf_01,-66.7494,-52.7494,-3.7083,-25.4697,-0.250713,-10.3759,-20.1277,-2.90215,1234701,4.00969
130,6420074_entry_00131_conf_01,-66.6927,-48.6927,-3.70515,-25.448,-0.251452,-10.3802,-18.5797,-2.89968,1930417,6.42649
115,11096158_entry_00116_conf_01,-66.6377,-52.6377,-4.44252,-27.0203,-0.301242,-11.0184,-21.3436,-3.33189,1281299,3.6795
53,46174147_entry_00054_conf_01,-66.6156,-50.6156,-3.70086,-25.4186,-0.252104,-10.3811,-19.3134,-2.89633,1511955,5.02802
445,ZINC000616582683_entry_00446_conf_01,-66.5387,-50.5387,-3.69659,-25.3893,-0.25467199999999995,-10.4082,-19.2841,-3.16851,1775640,5.5507599999999995
437,ZINC000575124622_entry_00438_conf_01,-66.5307,-56.5307,-2.89264,-23.3944,-0.205762,-9.69326,-19.8781,-2.6612299999999998,1127795,3.5251699999999997
341,ZINC000077269504_entry_00342_conf_01,-66.5056,-56.5056,-3.02298,-23.7347,-0.21501199999999998,-9.833910000000001,-20.1659,-2.66023,1100579,3.43074
29,54758653_entry_00030_conf_01,-66.494,-52.494,-3.49968,-24.919,-0.22225999999999999,-9.942039999999999,-19.6725,-2.8910400000000003,1523312,4.76256
208,408523_entry_00209_conf_01,-66.4906,-46.4906,-2.7704400000000002,-23.051,-0.19144,-9.45913,-16.1174,-2.65962,2889000,10.1757
277,18897_entry_00278_conf_01,-66.477,-54.477,-5.53975,-29.0365,-0.371019,-11.7918,-23.795,-3.69317,877426,2.3749599999999997
339,ZINC000077269504_entry_00340_conf_01,-66.4714,-56.4714,-3.02143,-23.7225,-0.214901,-9.82885,-20.1537,-2.65886,1132647,3.53479
358,ZINC000101135603_entry_00359_conf_01,-66.4654,-46.4654,-2.2919099999999997,-21.6336,-0.16556500000000002,-9.009889999999999,-15.1239,-2.14404,3109102,12.9243
383,ZINC000106381125_entry_00384_conf_01,-66.4432,-48.4432,-3.32216,-24.4779,-0.228061,-10.0227,-17.8466,-2.76847,2066396,6.90384
269,29327_entry_00270_conf_01,-66.3694,-52.3694,-3.68719,-25.3247,-0.250234,-10.3298,-19.9827,-3.0167900000000003,1421081,4.56387
155,2733787_entry_00156_conf_01,-66.3617,-52.3617,-2.45784,-22.1206,-0.174932,-9.16715,-17.4539,-2.1407,1872414,7.03262
197,439281_entry_00198_conf_01,-66.3483,-52.3483,-4.42322,-26.9029,-0.29993400000000003,-10.9706,-21.2262,-3.31742,1157388,3.4579400000000002
226,193108_entry_00227_conf_01,-66.3273,-50.3273,-4.14546,-26.322,-0.221016,-9.90686,-19.9724,-3.15844,1427988,4.40521
412,ZINC000257346903_entry_00413_conf_01,-66.2978,-48.2978,-2.5499099999999997,-22.379,-0.185524,-9.34256,-16.3031,-2.28613,2316162,8.942910000000001
238,118328_entry_00239_conf_01,-66.2802,-52.2802,-2.4548200000000002,-22.0934,-0.174717,-9.15589,-17.4267,-2.13807,1810110,6.838489999999999
372,ZINC000102863660_entry_00373_conf_01,-66.279,-52.278999999999996,-3.4883699999999997,-24.8384,-0.23900300000000002,-10.1637,-19.5919,-2.8816900000000003,1369574,4.19371
114,11096158_entry_00115_conf_01,-66.2624,-52.2624,-4.41749,-26.8681,-0.299545,-10.9563,-21.1914,-3.3131199999999996,1181325,3.42337
222,198514_entry_00223_conf_01,-66.2377,-42.2377,-2.36563,-21.8132,-0.141459,-8.52996,-13.9096,-2.2840599999999998,4277629,17.3301
76,44229083_entry_00077_conf_01,-66.1575,-50.1575,-3.4819699999999996,-24.7929,-0.221135,-9.89172,-18.7968,-2.87641,1762132,5.73762
457,ZINC000616583781_entry_00458_conf_01,-66.1562,-46.1562,-3.4819,-24.7924,-0.23856100000000002,-10.1449,-17.2973,-2.87636,2263568,7.622839999999999
382,ZINC000106381125_entry_00383_conf_01,-66.0635,-48.0635,-3.3031699999999997,-24.338,-0.22675700000000001,-9.9654,-17.7067,-2.87233,2043489,6.73751
138,5317448_entry_00139_conf_01,-66.0609,-54.0609,-5.50507,-28.8548,-0.368697,-11.718,-23.6133,-3.67005,843240,2.2643400000000002
