Number,Molecule,affinity_(kcal/mol),rmsd_lb,rmsd_ub
635,Lig129,-4.8,11.399000000000001,12.177999999999999
636,Lig129,-4.7,4.183,6.375
637,Lig129,-4.4,4.651,6.09
638,Lig129,-4.4,7.17,11.193
639,Lig12,-6.3,0.0,0.0
640,Lig12,-6.1,3.37,6.915
641,Lig12,-5.8,3.412,6.461
642,Lig12,-5.7,3.975,7.587999999999999
643,Lig12,-5.6,4.343999999999999,6.763
644,Lig12,-5.5,2.615,4.081
645,Lig12,-5.4,3.145,6.327000000000001
646,Lig12,-5.3,2.539,3.8289999999999997
647,Lig12,-5.3,3.196,6.447
648,Lig12,-5.3,3.323,6.655
649,Lig12,-5.2,3.822,6.995
650,Lig12,-5.0,6.412000000000001,8.649
651,Lig12,-5.0,4.666,8.416
652,Lig12,-5.0,3.2,4.697
653,Lig12,-4.8,4.638999999999999,7.3229999999999995
654,Lig12,-4.8,3.125,6.204
655,Lig12,-4.8,2.385,3.714
656,Lig12,-4.8,3.8489999999999998,6.756
657,Lig12,-4.7,3.625,6.136
658,Lig12,-4.6,2.8689999999999998,3.7039999999999997
659,Lig130,-6.7,0.0,0.0
660,Lig130,-6.0,4.372,7.553
661,Lig130,-6.0,2.53,3.0010000000000003
662,Lig130,-6.0,4.265,7.612
663,Lig130,-5.9,1.9680000000000002,6.428999999999999
664,Lig130,-5.6,3.844,4.486000000000001
665,Lig130,-5.5,2.95,6.392
666,Lig130,-5.5,1.248,2.414
667,Lig130,-5.5,2.5580000000000003,3.565
668,Lig130,-5.4,3.2230000000000003,6.018
669,Lig130,-5.3,1.838,2.204
670,Lig130,-5.0,4.684,8.076
671,Lig130,-4.9,2.823,6.271
672,Lig130,-4.9,2.9539999999999997,4.746
673,Lig130,-4.9,3.193,6.222
674,Lig130,-4.8,3.603,6.754
675,Lig130,-4.8,4.795,6.94
676,Lig130,-4.8,8.745,10.314
677,Lig130,-4.7,3.247,4.806
678,Lig130,-4.6,3.426,6.649
679,Lig131,-5.9,0.0,0.0
680,Lig131,-5.7,2.529,5.34
681,Lig131,-5.4,3.741,6.149
682,Lig131,-5.3,2.418,5.471
683,Lig131,-5.2,5.405,7.846
684,Lig131,-5.0,7.648,9.552
685,Lig131,-5.0,3.449,5.3260000000000005
686,Lig131,-5.0,2.476,3.057
687,Lig131,-5.0,7.774,10.006
688,Lig131,-4.8,7.422999999999999,9.957
689,Lig131,-4.8,6.31,9.046
690,Lig131,-4.6,2.708,4.504
691,Lig131,-4.5,2.64,5.966
692,Lig131,-4.5,3.266,4.647
693,Lig131,-4.4,2.256,6.147
694,Lig131,-4.4,3.866,6.377000000000001
695,Lig131,-4.4,3.342,5.77
696,Lig131,-4.3,7.393,9.728
697,Lig131,-4.2,8.306000000000001,10.136000000000001
698,Lig131,-4.2,3.0789999999999997,4.401
699,Lig132,-6.1,0.0,0.0
700,Lig132,-5.6,3.6910000000000003,6.175
701,Lig132,-5.5,2.714,5.627999999999999
702,Lig132,-5.4,2.708,5.667000000000001
703,Lig132,-5.2,5.525,8.388
704,Lig132,-5.1,7.779,9.681000000000001
705,Lig132,-5.0,2.594,3.155
706,Lig132,-4.9,4.886,7.541
707,Lig132,-4.8,2.952,4.343999999999999
708,Lig132,-4.6,3.449,4.824
709,Lig132,-4.6,3.148,6.257000000000001
710,Lig132,-4.6,4.071000000000001,5.652
711,Lig132,-4.5,3.7539999999999996,5.53
712,Lig132,-4.5,3.097,6.332999999999999
713,Lig132,-4.5,2.392,5.992999999999999
714,Lig132,-4.4,2.923,5.202999999999999
715,Lig132,-4.4,5.151,7.121
716,Lig132,-4.3,8.283999999999999,10.273
717,Lig132,-4.3,3.727,4.49
718,Lig132,-4.3,3.405,5.56
719,Lig133,-5.9,0.0,0.0
720,Lig133,-5.7,1.9769999999999999,4.635
721,Lig133,-5.4,2.5810000000000004,3.4530000000000003
722,Lig133,-5.3,2.734,4.913
723,Lig133,-5.3,1.955,3.052
724,Lig133,-5.2,4.148,6.125
725,Lig133,-5.2,2.4730000000000003,4.026
726,Lig133,-5.1,1.97,5.579
727,Lig133,-5.1,2.9189999999999996,5.672000000000001
728,Lig133,-5.1,2.0869999999999997,4.288
729,Lig133,-4.9,2.806,3.97
730,Lig133,-4.9,2.483,3.64
731,Lig133,-4.9,5.311,8.083
732,Lig133,-4.8,4.945,7.102
733,Lig133,-4.8,4.833,7.4239999999999995
734,Lig133,-4.7,2.58,4.967
735,Lig133,-4.7,3.991,7.0520000000000005
736,Lig133,-4.7,2.273,4.039
737,Lig133,-4.7,3.175,5.615
738,Lig133,-4.5,5.506,6.712000000000001
739,Lig134,-5.5,0.0,0.0
740,Lig134,-5.5,2.146,5.676
741,Lig134,-5.5,1.96,4.183
742,Lig134,-5.4,2.033,3.0610000000000004
743,Lig134,-5.1,3.67,6.369
744,Lig134,-5.0,1.819,5.642
745,Lig134,-5.0,1.921,4.434
746,Lig134,-4.9,1.632,5.131
747,Lig134,-4.9,1.905,3.943
748,Lig134,-4.8,1.825,4.555
749,Lig134,-4.8,2.415,5.087
750,Lig134,-4.8,1.953,5.98
751,Lig134,-4.8,2.0180000000000002,5.155
752,Lig134,-4.7,2.006,5.166
753,Lig134,-4.7,4.648,7.784
754,Lig134,-4.7,6.053,8.47
755,Lig134,-4.7,5.629,7.81
756,Lig134,-4.6,5.755,8.62
757,Lig134,-4.6,2.84,5.6160000000000005
758,Lig134,-4.6,5.685,8.25
759,Lig135,-5.3,0.0,0.0
760,Lig135,-5.3,4.404,8.096
761,Lig135,-5.1,7.454,9.856
762,Lig135,-5.0,6.321000000000001,9.122
763,Lig135,-4.9,5.445,8.15
764,Lig135,-4.9,6.197,8.94
765,Lig135,-4.9,5.765,8.226
766,Lig135,-4.9,1.902,2.0580000000000003
767,Lig135,-4.8,1.829,2.495
768,Lig135,-4.8,2.157,5.0489999999999995
769,Lig135,-4.7,2.682,4.265
770,Lig135,-4.6,8.859,11.370999999999999
771,Lig135,-4.6,2.08,4.625
772,Lig135,-4.6,10.274000000000001,13.82
773,Lig135,-4.5,1.791,4.456
774,Lig135,-4.4,1.9340000000000002,4.734
775,Lig135,-4.3,2.5839999999999996,4.881
776,Lig135,-4.3,9.668,12.639000000000001
777,Lig135,-4.3,2.188,5.49
778,Lig135,-4.2,4.87,7.502000000000001
779,Lig136,-5.5,0.0,0.0
780,Lig136,-5.5,2.354,3.363
781,Lig136,-5.5,1.942,4.745
782,Lig136,-5.5,2.763,5.459
783,Lig136,-5.3,2.733,3.928
784,Lig136,-5.3,1.663,4.533
785,Lig136,-5.2,1.683,2.012
786,Lig136,-5.1,2.1590000000000003,5.021
787,Lig136,-5.0,2.324,4.763
788,Lig136,-4.9,2.311,4.752
789,Lig136,-4.9,2.7430000000000003,5.534
790,Lig136,-4.8,1.7280000000000002,5.289
791,Lig136,-4.8,2.138,3.886
792,Lig136,-4.6,1.9780000000000002,4.2219999999999995
793,Lig136,-4.6,2.205,4.593
794,Lig136,-4.5,1.993,4.512
795,Lig136,-4.5,2.135,4.7330000000000005
796,Lig136,-4.4,2.335,5.1739999999999995
797,Lig136,-4.4,1.933,4.317
798,Lig136,-4.4,3.707,5.237
799,Lig137,-5.3,0.0,0.0
800,Lig137,-5.3,2.737,5.444
801,Lig137,-5.3,2.0669999999999997,4.294
802,Lig137,-5.3,2.26,3.304
803,Lig137,-5.3,2.593,3.6830000000000003
804,Lig137,-5.2,2.234,4.092
805,Lig137,-5.1,1.685,2.208
806,Lig137,-4.9,1.9469999999999998,4.532
807,Lig137,-4.8,1.939,4.123
808,Lig137,-4.8,1.939,2.5869999999999997
809,Lig137,-4.8,1.814,5.067
810,Lig137,-4.7,7.444,9.499
811,Lig137,-4.7,7.007000000000001,10.049
812,Lig137,-4.7,2.182,4.394
813,Lig137,-4.7,2.125,4.808
814,Lig137,-4.7,1.7309999999999999,4.476
815,Lig137,-4.6,1.8840000000000001,6.231
816,Lig137,-4.4,2.373,4.747
817,Lig137,-4.4,3.714,5.881
818,Lig137,-4.3,2.327,2.978
819,Lig138,-5.8,0.0,0.0
820,Lig138,-5.7,1.94,4.617
821,Lig138,-5.5,1.9969999999999999,4.086
822,Lig138,-5.3,1.74,2.049
823,Lig138,-5.3,2.011,3.094
824,Lig138,-5.2,2.745,4.9030000000000005
825,Lig138,-5.1,1.9680000000000002,4.698
826,Lig138,-5.1,4.188,6.26
827,Lig138,-5.1,6.685,7.926
828,Lig138,-5.0,2.149,4.39
829,Lig138,-5.0,4.048,6.721
830,Lig138,-5.0,5.257999999999999,7.541
831,Lig138,-4.9,2.136,5.777
832,Lig138,-4.9,2.87,6.045
833,Lig138,-4.8,4.266,6.752000000000001
834,Lig138,-4.8,1.671,2.089
835,Lig138,-4.8,2.7289999999999996,4.925
836,Lig138,-4.4,3.937,7.031000000000001
837,Lig138,-4.4,3.6210000000000004,5.111000000000001
838,Lig138,-4.4,4.696000000000001,6.285
839,Lig139,-5.8,0.0,0.0
840,Lig139,-5.4,2.22,3.6510000000000002
841,Lig139,-5.2,1.944,3.2760000000000002
842,Lig139,-5.2,2.228,3.8160000000000003
843,Lig139,-5.0,2.188,3.407
844,Lig139,-4.9,9.28,10.417
845,Lig139,-4.9,1.94,2.595
846,Lig139,-4.8,2.594,4.1339999999999995
847,Lig139,-4.8,2.969,4.0969999999999995
848,Lig139,-4.7,2.412,2.978
849,Lig139,-4.5,8.338,9.494
850,Lig139,-4.3,3.069,3.82
851,Lig139,-4.2,7.143,7.912999999999999
852,Lig139,-4.2,3.235,3.765
853,Lig139,-4.1,3.841,5.06
854,Lig139,-4.1,7.063,9.129
855,Lig139,-4.0,7.1370000000000005,7.973
856,Lig139,-3.9,3.228,4.507
857,Lig139,-3.8,6.855,8.161
858,Lig139,-3.8,3.886,5.775
859,Lig13,-5.4,0.0,0.0
860,Lig13,-5.4,5.037,7.318
861,Lig13,-5.3,7.044,9.486
862,Lig13,-5.3,2.319,4.239
863,Lig13,-5.2,4.599,7.353
864,Lig13,-5.0,3.016,5.723
865,Lig13,-4.9,5.9479999999999995,9.795
866,Lig13,-4.9,3.088,5.497999999999999
867,Lig13,-4.9,6.615,9.349
868,Lig13,-4.9,3.35,5.2410000000000005
869,Lig13,-4.9,2.187,5.421
870,Lig13,-4.8,5.452999999999999,7.815
871,Lig13,-4.6,1.725,2.642
872,Lig13,-4.6,5.747000000000001,7.843999999999999
873,Lig13,-4.5,8.001,10.943
874,Lig13,-4.3,5.687,9.258
875,Lig13,-4.3,10.17,14.37
876,Lig13,-4.3,4.7589999999999995,7.0520000000000005
877,Lig13,-4.3,2.62,5.172999999999999
878,Lig13,-4.2,7.806,9.395
879,Lig140,-5.5,0.0,0.0
880,Lig140,-5.2,1.598,3.122
881,Lig140,-5.1,2.148,3.6830000000000003
882,Lig140,-4.8,2.214,3.491
883,Lig140,-4.8,2.189,3.702
884,Lig140,-4.6,9.174,10.365
885,Lig140,-4.5,2.129,3.523
886,Lig140,-4.3,8.681000000000001,9.508
887,Lig140,-4.2,2.401,3.7739999999999996
888,Lig140,-4.2,6.2860000000000005,7.631
889,Lig140,-4.2,8.782,9.729
890,Lig140,-4.1,3.815,5.361000000000001
891,Lig140,-4.1,2.803,3.911
892,Lig140,-4.1,7.403,8.583
893,Lig140,-4.1,2.611,4.155
894,Lig140,-3.9,5.653,6.829
895,Lig140,-3.8,6.62,8.225
896,Lig140,-3.7,2.986,4.665
897,Lig140,-3.7,7.561,8.791
898,Lig140,-3.7,4.396,5.6579999999999995
899,Lig141,-5.5,0.0,0.0
900,Lig141,-5.4,2.074,3.532
901,Lig141,-5.2,1.6030000000000002,3.1289999999999996
902,Lig141,-4.8,2.208,3.735
903,Lig141,-4.7,2.425,4.008
904,Lig141,-4.5,2.327,3.7039999999999997
905,Lig141,-4.4,8.968,10.215
906,Lig141,-4.2,2.1630000000000003,3.429
907,Lig141,-4.2,3.8289999999999997,5.371
908,Lig141,-4.1,8.574,9.67
909,Lig141,-4.0,2.9139999999999997,4.14
910,Lig141,-4.0,7.025,8.757
911,Lig141,-4.0,1.922,3.2030000000000003
912,Lig141,-3.9,7.898,8.981
913,Lig141,-3.9,2.184,2.948
914,Lig141,-3.8,2.3369999999999997,3.498
915,Lig141,-3.8,2.971,4.644
916,Lig141,-3.8,2.4459999999999997,3.742
917,Lig141,-3.6,7.638,8.926
918,Lig141,-3.4,4.3660000000000005,5.571000000000001
919,Lig142,-6.6,0.0,0.0
920,Lig142,-6.4,5.614,8.45
921,Lig142,-5.5,6.127999999999999,9.107999999999999
922,Lig142,-5.4,1.6669999999999998,2.293
923,Lig142,-5.2,3.028,4.016
924,Lig142,-5.2,6.007999999999999,8.594
925,Lig142,-5.1,2.468,3.112
926,Lig142,-5.1,2.048,2.197
927,Lig142,-5.0,5.083,7.244
928,Lig142,-4.8,3.603,4.4319999999999995
929,Lig142,-4.7,9.545,11.011
930,Lig142,-4.7,3.786,7.1979999999999995
931,Lig142,-4.7,3.867,6.979
932,Lig142,-4.7,6.813,9.737
933,Lig142,-4.7,4.191,5.127000000000001
934,Lig142,-4.6,1.781,2.8160000000000003
935,Lig142,-4.6,2.7510000000000003,3.545
936,Lig142,-4.6,5.343999999999999,7.961
937,Lig142,-4.6,3.535,4.224
938,Lig142,-4.5,4.415,5.311
939,Lig143,-6.7,0.0,0.0
940,Lig143,-6.2,5.6770000000000005,8.578
941,Lig143,-5.8,2.244,2.842
942,Lig143,-5.6,6.193,9.158
943,Lig143,-5.5,6.837000000000001,9.966000000000001
944,Lig143,-5.4,4.507,7.599
945,Lig143,-5.4,5.296,7.746
946,Lig143,-5.4,3.963,7.215
947,Lig143,-5.3,7.013,10.187000000000001
948,Lig143,-5.1,10.716,11.732000000000001
949,Lig143,-5.1,3.137,4.015
950,Lig143,-5.1,3.4419999999999997,7.181
951,Lig143,-5.0,2.838,3.239
952,Lig143,-5.0,11.154000000000002,13.039000000000001
953,Lig143,-5.0,3.96,7.11
954,Lig143,-4.9,4.989,5.852
955,Lig143,-4.9,4.003,7.32
956,Lig143,-4.9,7.332999999999999,10.555
957,Lig143,-4.8,10.927999999999999,12.574000000000002
958,Lig143,-4.8,10.744000000000002,12.251
959,Lig144,-6.2,0.0,0.0
960,Lig144,-5.6,1.901,2.824
961,Lig144,-5.5,5.579,7.904
962,Lig144,-5.4,5.087,7.843999999999999
963,Lig144,-5.3,5.945,8.902000000000001
964,Lig144,-5.3,3.0669999999999997,4.689
965,Lig144,-5.2,3.667,5.586
966,Lig144,-5.1,4.419,7.4639999999999995
967,Lig144,-5.0,5.66,8.182
968,Lig144,-5.0,3.3689999999999998,6.7
969,Lig144,-4.9,5.848,7.827999999999999
970,Lig144,-4.9,3.5,6.814
971,Lig144,-4.8,1.7619999999999998,1.83
972,Lig144,-4.8,5.08,7.667999999999999
973,Lig144,-4.7,1.4969999999999999,2.552
974,Lig144,-4.7,3.906,4.518
975,Lig144,-4.6,6.71,9.709
976,Lig144,-4.5,4.534,6.132000000000001
977,Lig144,-4.3,4.128,7.001
978,Lig144,-4.3,3.502,4.96
979,Lig145,-6.1,0.0,0.0
980,Lig145,-6.0,1.704,5.877000000000001
981,Lig145,-6.0,5.2589999999999995,7.263999999999999
982,Lig145,-5.6,1.6880000000000002,5.584
983,Lig145,-5.5,6.776,9.527999999999999
984,Lig145,-5.4,4.813,8.697000000000001
985,Lig145,-5.4,5.792999999999999,8.774
986,Lig145,-5.4,2.455,5.145
987,Lig145,-5.4,5.899,7.559
988,Lig145,-5.3,4.289,6.484
989,Lig145,-5.2,2.603,6.483
990,Lig145,-5.2,3.123,6.513999999999999
991,Lig145,-5.2,2.842,5.244
992,Lig145,-5.1,4.529,6.675
993,Lig145,-5.1,3.074,4.261
994,Lig145,-5.0,2.5540000000000003,5.93
995,Lig145,-4.9,7.772,11.232000000000001
996,Lig145,-4.9,6.961,11.038
997,Lig145,-4.9,2.753,6.103
998,Lig145,-4.9,2.8139999999999996,6.227
999,Lig146,-5.7,0.0,0.0
1000,Lig146,-5.6,11.182,12.585999999999999
1001,Lig146,-5.5,2.441,5.227
1002,Lig146,-5.5,2.9739999999999998,6.087999999999999
1003,Lig146,-5.4,6.646,8.76
1004,Lig146,-5.4,2.7319999999999998,6.082999999999999
1005,Lig146,-5.2,1.776,2.293
1006,Lig146,-5.2,5.892,8.333
1007,Lig146,-5.1,4.181,6.6979999999999995
1008,Lig146,-5.1,2.738,4.97
1009,Lig146,-5.1,7.856,10.543
1010,Lig146,-5.0,2.972,4.876
1011,Lig146,-4.9,2.42,6.093
1012,Lig146,-4.9,2.888,4.795
1013,Lig146,-4.9,2.9610000000000003,4.8
1014,Lig146,-4.9,7.337000000000001,10.242
1015,Lig146,-4.8,3.043,4.625
1016,Lig146,-4.8,2.622,4.492
1017,Lig146,-4.8,2.258,4.152
1018,Lig146,-4.7,8.299,11.434000000000001
1019,Lig147,-6.4,0.0,0.0
1020,Lig147,-6.2,0.91,1.033
1021,Lig147,-5.9,1.07,1.15
1022,Lig147,-5.9,4.761,8.203
1023,Lig147,-5.8,5.473,7.544
1024,Lig147,-5.6,3.8110000000000004,7.595
1025,Lig147,-5.5,4.927,7.175
1026,Lig147,-5.4,1.9880000000000002,6.149
1027,Lig147,-5.3,4.817,8.275
1028,Lig147,-5.3,1.492,1.817
1029,Lig147,-5.2,4.016,7.742999999999999
1030,Lig147,-5.2,7.034,9.157
1031,Lig147,-5.0,3.07,6.028
1032,Lig147,-4.9,6.957999999999999,9.994
1033,Lig147,-4.9,2.727,7.079
1034,Lig147,-4.7,7.178999999999999,8.867
1035,Lig147,-4.7,4.0489999999999995,7.7829999999999995
1036,Lig147,-4.6,6.818,9.575
1037,Lig147,-4.5,3.182,4.832
1038,Lig147,-4.5,3.287,5.629
1039,Lig148,-5.4,0.0,0.0
1040,Lig148,-5.4,4.739,9.13
1041,Lig148,-5.4,3.634,6.027
1042,Lig148,-5.3,2.8810000000000002,6.2829999999999995
1043,Lig148,-5.2,2.7769999999999997,4.409
1044,Lig148,-5.2,1.6340000000000001,1.78
1045,Lig148,-5.1,3.282,6.106
1046,Lig148,-5.1,3.424,7.02
1047,Lig148,-5.1,2.6889999999999996,4.961
1048,Lig148,-5.0,7.494,10.882
1049,Lig148,-5.0,4.158,8.625
1050,Lig148,-4.8,2.67,4.575
1051,Lig148,-4.7,3.495,5.77
1052,Lig148,-4.7,2.6519999999999997,5.041
1053,Lig148,-4.7,3.1060000000000003,6.787000000000001
1054,Lig148,-4.7,3.406,4.586
1055,Lig148,-4.7,3.665,7.044
1056,Lig148,-4.5,3.2760000000000002,6.191
1057,Lig148,-4.5,2.779,5.524
1058,Lig148,-4.4,3.22,5.917999999999999
1059,Lig149,-5.6,0.0,0.0
1060,Lig149,-5.6,2.969,6.071000000000001
1061,Lig149,-5.4,7.6770000000000005,11.35
1062,Lig149,-5.3,2.423,5.815
1063,Lig149,-5.3,1.157,1.24
1064,Lig149,-5.2,2.7,6.112
1065,Lig149,-5.1,2.508,6.001
1066,Lig149,-5.1,1.466,1.999
1067,Lig149,-5.1,2.87,7.63
1068,Lig149,-5.1,3.799,7.037999999999999
1069,Lig149,-4.9,4.511,8.843
1070,Lig149,-4.9,3.0389999999999997,6.242999999999999
1071,Lig149,-4.8,4.559,7.385
1072,Lig149,-4.8,1.7730000000000001,2.496
1073,Lig149,-4.8,3.594,8.149
1074,Lig149,-4.8,2.6,6.7139999999999995
1075,Lig149,-4.7,5.3839999999999995,9.01
1076,Lig149,-4.5,2.782,5.836
1077,Lig149,-4.5,3.08,4.739
1078,Lig149,-4.5,5.827999999999999,8.572000000000001
1079,Lig14,-5.3,0.0,0.0
1080,Lig14,-5.3,3.8369999999999997,7.561
1081,Lig14,-4.9,2.622,4.271
1082,Lig14,-4.7,7.013999999999999,8.517999999999999
1083,Lig14,-4.7,3.227,5.646
1084,Lig14,-4.7,5.705,8.016
1085,Lig14,-4.6,3.103,6.982
1086,Lig14,-4.5,3.0469999999999997,5.274
1087,Lig14,-4.5,2.807,5.462000000000001
1088,Lig14,-4.5,2.6510000000000002,5.563
1089,Lig14,-4.4,2.8360000000000003,4.336
1090,Lig14,-4.4,3.065,5.223
1091,Lig14,-4.4,6.879,8.572000000000001
1092,Lig14,-4.4,8.158,10.334000000000001
1093,Lig14,-4.4,6.093,9.252
1094,Lig14,-4.2,5.515,7.919
1095,Lig14,-4.2,3.6460000000000004,6.057
1096,Lig14,-4.2,3.0780000000000003,6.081
1097,Lig14,-4.1,5.646,7.031000000000001
1098,Lig14,-4.0,6.587000000000001,8.128
1099,Lig150,-5.8,0.0,0.0
1100,Lig150,-5.7,2.833,6.037999999999999
1101,Lig150,-5.5,2.583,6.112
1102,Lig150,-5.4,2.485,5.446000000000001
1103,Lig150,-5.4,2.384,5.772
1104,Lig150,-5.3,3.323,6.281000000000001
1105,Lig150,-5.3,3.1710000000000003,6.981
1106,Lig150,-5.2,3.4389999999999996,7.195
1107,Lig150,-5.2,2.456,6.101
1108,Lig150,-5.2,2.83,5.382999999999999
1109,Lig150,-5.1,5.855,10.3
1110,Lig150,-5.0,7.742000000000001,11.386
1111,Lig150,-5.0,2.8939999999999997,6.284
1112,Lig150,-5.0,1.564,5.172999999999999
1113,Lig150,-5.0,4.648,7.705
1114,Lig150,-4.9,10.378,12.894
1115,Lig150,-4.8,7.4,10.734000000000002
1116,Lig150,-4.8,3.187,6.832999999999999
1117,Lig150,-4.8,3.6630000000000003,5.026
1118,Lig150,-4.7,5.181,8.918
1119,Lig151,-6.2,0.0,0.0
1120,Lig151,-6.1,4.006,6.892
1121,Lig151,-5.9,1.389,2.0540000000000003
1122,Lig151,-5.8,8.269,11.7
1123,Lig151,-5.7,5.861000000000001,9.058
1124,Lig151,-5.6,2.171,5.78
1125,Lig151,-5.4,9.182,12.708
1126,Lig151,-5.4,8.645,11.145999999999999
1127,Lig151,-5.4,6.41,9.156
1128,Lig151,-5.3,3.863,7.114
1129,Lig151,-5.3,3.778,6.391
1130,Lig151,-5.3,5.846,9.206
1131,Lig151,-5.2,2.6860000000000004,6.227
1132,Lig151,-5.1,9.592,11.981
1133,Lig151,-5.1,7.874,11.29
1134,Lig151,-5.0,4.654,7.057
1135,Lig151,-4.9,2.403,6.192
1136,Lig151,-4.9,8.958,11.798
1137,Lig151,-4.8,3.495,6.224
1138,Lig151,-4.8,11.282,13.81
1139,Lig152,-6.2,0.0,0.0
1140,Lig152,-6.1,3.995,6.872000000000001
1141,Lig152,-6.0,2.697,4.788
1142,Lig152,-5.8,3.7110000000000003,6.831
1143,Lig152,-5.8,8.294,11.717
1144,Lig152,-5.7,5.436,8.256
1145,Lig152,-5.7,3.833,7.202000000000001
1146,Lig152,-5.7,5.886,9.056000000000001
1147,Lig152,-5.6,2.233,5.827999999999999
1148,Lig152,-5.6,4.093999999999999,7.05
1149,Lig152,-5.5,5.115,8.391
1150,Lig152,-5.4,8.016,10.727
1151,Lig152,-5.4,4.254,6.867999999999999
1152,Lig152,-5.4,8.544,11.125
1153,Lig152,-5.4,7.981,10.759
1154,Lig152,-5.2,2.021,3.5180000000000002
1155,Lig152,-5.1,1.8969999999999998,3.766
1156,Lig152,-4.9,7.9270000000000005,11.209000000000001
1157,Lig152,-4.8,5.317,8.048
1158,Lig152,-4.8,3.2289999999999996,5.84
1159,Lig153,-5.8,0.0,0.0
1160,Lig153,-5.7,2.727,4.773
1161,Lig153,-5.5,2.661,5.975
1162,Lig153,-5.5,2.753,6.013999999999999
1163,Lig153,-5.5,2.787,5.127999999999999
1164,Lig153,-5.4,2.702,4.59
1165,Lig153,-5.4,2.043,5.807
1166,Lig153,-5.3,3.0380000000000003,5.598
1167,Lig153,-5.3,2.648,5.457999999999999
1168,Lig153,-5.3,3.074,5.824
1169,Lig153,-5.2,3.11,6.122000000000001
1170,Lig153,-5.2,6.702999999999999,10.581
1171,Lig153,-5.1,4.52,7.026
1172,Lig153,-5.1,3.93,6.9079999999999995
1173,Lig153,-5.1,3.327,7.109
1174,Lig153,-5.0,2.6289999999999996,6.516
1175,Lig153,-5.0,6.207999999999999,8.333
1176,Lig153,-5.0,3.926,7.074
1177,Lig153,-5.0,4.073,6.294
1178,Lig153,-4.9,5.499,8.971
1179,Lig154,-7.1,0.0,0.0
1180,Lig154,-6.9,3.318,8.462
1181,Lig154,-6.8,3.443,8.495
1182,Lig154,-6.6,2.883,7.305
1183,Lig154,-6.6,5.522,10.485999999999999
1184,Lig154,-6.6,3.0410000000000004,8.562999999999999
1185,Lig154,-6.6,3.696,6.295
1186,Lig154,-6.6,4.229,7.763
1187,Lig154,-6.6,3.2319999999999998,7.888999999999999
1188,Lig154,-6.6,4.004,9.177999999999999
1189,Lig154,-6.4,3.7460000000000004,8.53
1190,Lig154,-6.4,2.977,7.983
1191,Lig154,-6.3,3.696,5.4910000000000005
1192,Lig154,-6.3,2.114,4.369
1193,Lig154,-6.3,4.327,7.968
1194,Lig154,-6.2,2.3569999999999998,3.1889999999999996
1195,Lig154,-6.1,4.331,5.797999999999999
1196,Lig154,-6.1,4.6610000000000005,9.916
1197,Lig154,-6.1,3.113,7.537000000000001
1198,Lig154,-6.0,4.237,9.354
1199,Lig155,-7.4,0.0,0.0
1200,Lig155,-7.0,2.966,8.687999999999999
1201,Lig155,-7.0,4.019,5.5089999999999995
1202,Lig155,-7.0,3.623,6.428
1203,Lig155,-6.9,3.292,8.423
1204,Lig155,-6.9,3.5180000000000002,5.89
1205,Lig155,-6.9,1.975,2.367
1206,Lig155,-6.9,2.535,6.989
1207,Lig155,-6.9,1.9809999999999999,2.481
1208,Lig155,-6.8,3.778,4.833
1209,Lig155,-6.8,3.5,8.574
1210,Lig155,-6.8,2.951,7.904
1211,Lig155,-6.7,4.352,7.879
1212,Lig155,-6.7,3.1210000000000004,4.2
1213,Lig155,-6.7,3.549,7.912000000000001
1214,Lig155,-6.6,5.354,10.258
1215,Lig155,-6.5,2.807,7.486000000000001
1216,Lig155,-6.5,3.965,7.9479999999999995
1217,Lig155,-6.4,6.021,10.802999999999999
1218,Lig155,-6.4,4.006,6.585
1219,Lig156,-7.5,0.0,0.0
1220,Lig156,-7.2,3.055,8.683
1221,Lig156,-7.0,4.038,5.5120000000000005
1222,Lig156,-6.9,3.846,6.1160000000000005
1223,Lig156,-6.9,3.284,8.487
1224,Lig156,-6.9,2.104,2.545
1225,Lig156,-6.8,3.529,4.56
1226,Lig156,-6.8,3.677,8.668
1227,Lig156,-6.8,1.9280000000000002,2.354
1228,Lig156,-6.8,4.354,7.834
1229,Lig156,-6.8,5.127999999999999,7.992999999999999
1230,Lig156,-6.7,2.5789999999999997,4.899
1231,Lig156,-6.7,3.1660000000000004,4.282
1232,Lig156,-6.6,6.722,10.168
1233,Lig156,-6.6,7.001,10.374
1234,Lig156,-6.6,2.909,7.351
1235,Lig156,-6.5,3.73,6.6339999999999995
1236,Lig156,-6.4,2.072,4.406000000000001
1237,Lig156,-6.4,6.103,10.837
1238,Lig156,-6.3,3.4419999999999997,7.7410000000000005
1239,Lig157,-6.4,0.0,0.0
1240,Lig157,-6.2,3.867,6.189
1241,Lig157,-5.7,2.445,4.0
1242,Lig157,-5.5,3.7569999999999997,5.44
1243,Lig157,-5.3,2.105,2.842
1244,Lig157,-5.3,2.9939999999999998,6.023
1245,Lig157,-5.2,2.34,3.283
1246,Lig157,-5.1,9.234,10.714
1247,Lig157,-5.1,2.242,2.935
1248,Lig157,-5.0,2.463,3.562
1249,Lig157,-4.9,3.475,5.593999999999999
1250,Lig157,-4.9,2.198,5.622999999999999
1251,Lig157,-4.8,8.437999999999999,11.26
1252,Lig157,-4.8,4.175,6.433
1253,Lig157,-4.7,8.351,9.906
1254,Lig157,-4.7,3.415,4.077
1255,Lig157,-4.7,2.424,5.851
