Number,Molecule,Affinity
2102,Lig13,-2.95972419
2103,Lig13,-2.95924926
2104,Lig13,-2.87754917
2105,Lig13,-2.82778263
2106,Lig13,-2.81356502
2107,Lig13,-2.79371715
2108,Lig13,-2.76849651
2109,Lig13,-2.76296139
2110,Lig13,-2.75738549
2111,Lig13,-2.71455073
2112,Lig13,-2.71319342
2113,Lig13,-2.70084333
2114,Lig13,-2.67332911
2115,Lig13,-2.66078997
2116,Lig13,-2.65765953
2117,Lig13,-2.62233925
2118,Lig13,-2.61815429
2119,Lig13,-2.59079623
2120,Lig140,-4.70415068
2121,Lig140,-4.69840097
2122,Lig140,-4.61355305
2123,Lig140,-4.34890985
2124,Lig140,-4.32566071
2125,Lig140,-4.28267431
2126,Lig140,-4.21674252
2127,Lig140,-4.20015812
2128,Lig140,-4.15738297
2129,Lig140,-4.14425325
2130,Lig140,-4.12473726
2131,Lig140,-3.85623384
2132,Lig140,-3.83175302
2133,Lig140,-3.68090987
2134,Lig140,-3.60749507
2135,Lig140,-3.56982923
2136,Lig140,-3.49588203
2137,Lig140,-3.41146421
2138,Lig140,-3.33443975
2139,Lig140,-3.28882217
2140,Lig140,-3.28570795
2141,Lig140,-3.26698256
2142,Lig140,-3.25976253
2143,Lig140,-3.21550226
2144,Lig140,-3.20218563
2145,Lig140,-3.15679455
2146,Lig140,-3.14136219
2147,Lig140,-3.10739422
2148,Lig140,-3.05885887
2149,Lig140,-3.03687954
2150,Lig140,-3.00527143
2151,Lig140,-2.98429179
2152,Lig140,-2.96226454
2153,Lig140,-2.93717051
2154,Lig140,-2.91688657
2155,Lig140,-2.89955664
2156,Lig140,-2.86220551
2157,Lig140,-2.80913091
2158,Lig140,-2.79560924
2159,Lig140,-2.75981379
2160,Lig140,-2.75689483
2161,Lig140,-2.74725509
2162,Lig140,-2.74457192
2163,Lig140,-2.74106121
2164,Lig140,-2.68797159
2165,Lig140,-2.50951672
2166,Lig140,-2.48802972
2167,Lig140,-2.48066425
2168,Lig140,-2.45038915
2169,Lig140,-2.41898417
2170,Lig141,-4.79239273
2171,Lig141,-4.76882696
2172,Lig141,-4.67612743
2173,Lig141,-4.402628900000001
2174,Lig141,-4.312778
2175,Lig141,-4.25798321
2176,Lig141,-4.22498178
2177,Lig141,-4.15756702
2178,Lig141,-3.95256066
2179,Lig141,-3.90338707
2180,Lig141,-3.82411361
2181,Lig141,-3.70116377
2182,Lig141,-3.60696316
2183,Lig141,-3.53170943
2184,Lig141,-3.52837276
2185,Lig141,-3.51008844
2186,Lig141,-3.46291709
2187,Lig141,-3.40553355
2188,Lig141,-3.37045622
2189,Lig141,-3.32349062
2190,Lig141,-3.31402063
2191,Lig141,-3.29004025
2192,Lig141,-3.28056121
2193,Lig141,-3.25274062
2194,Lig141,-3.1903801
2195,Lig141,-3.16506791
2196,Lig141,-3.15118623
2197,Lig141,-3.12522864
2198,Lig141,-3.11789584
2199,Lig141,-3.09539771
2200,Lig141,-3.08970594
2201,Lig141,-3.06947613
2202,Lig141,-3.03499413
2203,Lig141,-3.01522136
2204,Lig141,-3.00795579
2205,Lig141,-2.99424362
2206,Lig141,-2.98543072
2207,Lig141,-2.89777946
2208,Lig141,-2.88691521
2209,Lig141,-2.8610723
2210,Lig141,-2.80665588
2211,Lig141,-2.80247688
2212,Lig141,-2.80147743
2213,Lig141,-2.79438424
2214,Lig141,-2.75675058
2215,Lig141,-2.73210812
2216,Lig141,-2.65888906
2217,Lig141,-2.62572765
2218,Lig141,-2.61316419
2219,Lig141,-2.59474635
2220,Lig142,-6.42108727
2221,Lig142,-5.70950317
2222,Lig142,-5.39963913
2223,Lig142,-4.75497293
2224,Lig142,-4.70108223
2225,Lig142,-4.46209288
2226,Lig142,-4.4191184
2227,Lig142,-4.38063192
2228,Lig142,-4.25173187
2229,Lig142,-4.23446178
2230,Lig142,-4.15087843
2231,Lig142,-4.10547352
2232,Lig142,-4.06706142
2233,Lig142,-4.06705952
2234,Lig142,-4.01784468
2235,Lig142,-3.99300838
2236,Lig142,-3.98157215
2237,Lig142,-3.95152617
2238,Lig142,-3.90933275
2239,Lig142,-3.89185095
2240,Lig142,-3.7313056000000002
2241,Lig142,-3.72325206
2242,Lig142,-3.71561837
2243,Lig142,-3.69313622
2244,Lig142,-3.65909648
2245,Lig142,-3.63587165
2246,Lig142,-3.60712624
2247,Lig142,-3.59731841
2248,Lig142,-3.58737516
2249,Lig142,-3.58483124
2250,Lig142,-3.53577137
2251,Lig142,-3.5170144999999997
2252,Lig142,-3.49990845
2253,Lig142,-3.44716334
2254,Lig143,-5.67613506
2255,Lig143,-5.50535536
2256,Lig143,-4.952281
2257,Lig143,-4.81720638
2258,Lig143,-4.68513155
2259,Lig143,-4.66972446
2260,Lig143,-4.64229774
2261,Lig143,-4.407353400000001
2262,Lig143,-4.30724907
2263,Lig143,-4.30555725
2264,Lig143,-4.27543783
2265,Lig143,-4.22878313
2266,Lig143,-4.19841623
2267,Lig143,-4.15775728
2268,Lig143,-4.1227602999999995
2269,Lig143,-4.08455038
2270,Lig143,-4.05266666
2271,Lig143,-3.97032833
2272,Lig143,-3.95586848
2273,Lig143,-3.91727233
2274,Lig143,-3.86960912
2275,Lig143,-3.84409857
2276,Lig143,-3.8218050000000003
2277,Lig143,-3.76709437
2278,Lig143,-3.76570749
2279,Lig143,-3.74963593
2280,Lig143,-3.72332263
2281,Lig143,-3.71564484
2282,Lig143,-3.71500564
2283,Lig143,-3.67011952
2284,Lig143,-3.66207981
2285,Lig143,-3.61181808
2286,Lig143,-3.60263753
2287,Lig143,-3.5165391
2288,Lig143,-3.50763774
2289,Lig143,-3.46347046
2290,Lig143,-3.45157242
2291,Lig143,-3.45018172
2292,Lig143,-3.38603234
2293,Lig143,-3.36602354
2294,Lig143,-3.36574197
2295,Lig143,-3.35833168
2296,Lig143,-3.34064913
2297,Lig143,-3.31906939
2298,Lig143,-3.29773545
2299,Lig143,-3.26103115
2300,Lig143,-3.20127749
2301,Lig143,-3.14921904
2302,Lig143,-3.06179881
2303,Lig144,-5.76475477
2304,Lig144,-5.71414518
2305,Lig144,-5.26831532
2306,Lig144,-5.18986893
2307,Lig144,-5.17457247
2308,Lig144,-5.02896357
2309,Lig144,-4.83758211
2310,Lig144,-4.83490896
2311,Lig144,-4.63254976
2312,Lig144,-4.62024212
2313,Lig144,-4.58675766
2314,Lig144,-4.5837965
2315,Lig144,-4.57492304
2316,Lig144,-4.44778204
2317,Lig144,-4.38733721
2318,Lig144,-4.09681225
2319,Lig144,-4.07837343
2320,Lig144,-4.00905657
2321,Lig144,-4.00362968
2322,Lig144,-3.99485111
2323,Lig144,-3.98070979
2324,Lig144,-3.96606874
2325,Lig144,-3.94509578
2326,Lig144,-3.91974306
2327,Lig144,-3.88490295
2328,Lig144,-3.88013315
2329,Lig144,-3.81526804
2330,Lig144,-3.7741095999999996
2331,Lig144,-3.7500093
2332,Lig144,-3.74241519
2333,Lig144,-3.70196486
2334,Lig144,-3.69947481
2335,Lig144,-3.65309811
2336,Lig144,-3.64197588
2337,Lig144,-3.60059595
2338,Lig144,-3.59683037
2339,Lig144,-3.58101654
2340,Lig144,-3.57209301
2341,Lig144,-3.55349112
2342,Lig144,-3.5446279
2343,Lig144,-3.51974034
2344,Lig144,-3.47634411
2345,Lig144,-3.41124201
2346,Lig144,-3.38462377
2347,Lig144,-3.3789711000000002
2348,Lig144,-3.37292838
2349,Lig144,-3.36872697
2350,Lig144,-3.31793141
2351,Lig144,-3.27545023
2352,Lig145,-5.70453072
2353,Lig145,-5.03930712
2354,Lig145,-5.02525187
2355,Lig145,-5.01046276
2356,Lig145,-4.97537899
2357,Lig145,-4.89071226
2358,Lig145,-4.8830656999999995
2359,Lig145,-4.74488163
2360,Lig145,-4.58307886
2361,Lig145,-4.47130489
2362,Lig145,-4.47059155
2363,Lig145,-4.44218397
2364,Lig145,-4.44083357
2365,Lig145,-4.42553997
2366,Lig145,-4.36422825
2367,Lig145,-4.27374935
2368,Lig145,-4.26799154
2369,Lig145,-4.25703239
2370,Lig145,-4.19371796
2371,Lig145,-4.1839322999999995
2372,Lig145,-4.1577282
2373,Lig145,-4.11773539
2374,Lig145,-4.09060001
2375,Lig145,-4.08735275
2376,Lig145,-4.04758167
2377,Lig145,-4.02889633
2378,Lig145,-4.02633953
2379,Lig145,-4.01197767
2380,Lig145,-4.00394917
2381,Lig145,-3.96520257
2382,Lig145,-3.9323349000000003
2383,Lig145,-3.91168237
2384,Lig145,-3.90139198
2385,Lig145,-3.81739616
2386,Lig145,-3.75799346
2387,Lig145,-3.7183044
2388,Lig145,-3.71469712
2389,Lig145,-3.68374515
2390,Lig145,-3.67939687
2391,Lig145,-3.63918471
2392,Lig145,-3.62556982
2393,Lig145,-3.61159968
2394,Lig145,-3.58758712
2395,Lig145,-3.57217193
2396,Lig145,-3.57141137
2397,Lig145,-3.56982851
2398,Lig145,-3.5620892
2399,Lig145,-3.52929568
2400,Lig145,-3.52310395
2401,Lig145,-3.46161699
2402,Lig146,-5.33113432
2403,Lig146,-5.20287848
2404,Lig146,-5.08855343
2405,Lig146,-5.05751705
2406,Lig146,-5.05022669
2407,Lig146,-4.99891186
2408,Lig146,-4.986528400000001
2409,Lig146,-4.7884059
2410,Lig146,-4.71392202
2411,Lig146,-4.39133739
2412,Lig146,-4.36357069
2413,Lig146,-4.32588196
2414,Lig146,-4.32396317
2415,Lig146,-4.31880569
2416,Lig146,-4.30181837
2417,Lig146,-4.28542376
2418,Lig146,-4.26277256
2419,Lig146,-4.25909328
2420,Lig146,-4.22166109
2421,Lig146,-4.18546581
2422,Lig146,-4.15261602
2423,Lig146,-4.11647844
2424,Lig146,-4.11254692
2425,Lig146,-4.10512924
2426,Lig146,-4.08950853
2427,Lig146,-4.0853281
2428,Lig146,-4.00940657
2429,Lig146,-3.98077297
2430,Lig146,-3.94866562
2431,Lig146,-3.94769573
2432,Lig146,-3.94673634
2433,Lig146,-3.94604373
2434,Lig146,-3.93835878
2435,Lig146,-3.84404922
2436,Lig146,-3.83248949
2437,Lig146,-3.81747484
2438,Lig146,-3.78020835
2439,Lig146,-3.77808809
2440,Lig146,-3.74911404
2441,Lig146,-3.74742198
2442,Lig146,-3.74370456
2443,Lig146,-3.73444009
2444,Lig146,-3.7323122000000004
2445,Lig146,-3.62772202
2446,Lig146,-3.61529851
2447,Lig146,-3.59999871
2448,Lig146,-3.55706882
2449,Lig146,-3.55022907
2450,Lig146,-3.51602316
2451,Lig146,-3.47833395
2452,Lig147,-5.07256746
2453,Lig147,-4.97418499
2454,Lig147,-4.92869711
2455,Lig147,-4.837716099999999
2456,Lig147,-4.77896595
2457,Lig147,-4.64708567
2458,Lig147,-4.301754
2459,Lig147,-4.27477646
2460,Lig147,-4.26926517
2461,Lig147,-4.24398327
2462,Lig147,-4.17162132
2463,Lig147,-4.16552305
2464,Lig147,-4.07979107
2465,Lig147,-4.02973318
2466,Lig147,-4.02303123
2467,Lig147,-4.00540972
2468,Lig147,-3.99131584
2469,Lig147,-3.97790432
2470,Lig147,-3.9350996
2471,Lig147,-3.93436766
2472,Lig147,-3.93373871
2473,Lig147,-3.89843702
2474,Lig147,-3.84625649
2475,Lig147,-3.82703471
2476,Lig147,-3.82482815
2477,Lig147,-3.8146379
2478,Lig147,-3.80162787
2479,Lig147,-3.79786253
2480,Lig147,-3.78552628
2481,Lig147,-3.77554631
2482,Lig147,-3.73913503
2483,Lig147,-3.71954727
2484,Lig147,-3.71638751
2485,Lig147,-3.71355486
2486,Lig147,-3.70694041
2487,Lig147,-3.68696427
2488,Lig147,-3.67181087
2489,Lig147,-3.5660974999999997
2490,Lig147,-3.42680502
2491,Lig147,-3.42400336
2492,Lig147,-3.38908219
2493,Lig147,-3.28813791
2494,Lig147,-3.22777772
2495,Lig147,-3.20755887
2496,Lig147,-3.18955803
2497,Lig147,-3.17203569
2498,Lig147,-3.15040755
2499,Lig147,-3.12365913
2500,Lig147,-3.11093211
2501,Lig147,-3.02273083
2502,Lig148,-4.94599962
2503,Lig148,-4.77824259
2504,Lig148,-4.7593646
2505,Lig148,-4.72814322
2506,Lig148,-4.72715187
2507,Lig148,-4.70893717
2508,Lig148,-4.64337015
2509,Lig148,-4.59810448
2510,Lig148,-4.55537796
2511,Lig148,-4.34138918
2512,Lig148,-4.32879353
2513,Lig148,-4.28670216
2514,Lig148,-4.25272989
2515,Lig148,-4.20736694
2516,Lig148,-4.14351892
2517,Lig148,-4.13301992
2518,Lig148,-4.11046028
2519,Lig148,-4.05312204
2520,Lig148,-4.04101038
2521,Lig148,-4.03268003
2522,Lig148,-3.97925162
2523,Lig148,-3.96963453
2524,Lig148,-3.95424604
2525,Lig148,-3.89347696
2526,Lig148,-3.88268709
2527,Lig148,-3.80014277
2528,Lig148,-3.73545885
2529,Lig148,-3.69134021
2530,Lig148,-3.59875798
2531,Lig148,-3.5936718
2532,Lig148,-3.58260465
2533,Lig148,-3.55168509
2534,Lig148,-3.53365803
2535,Lig148,-3.50435352
2536,Lig148,-3.49022794
2537,Lig148,-3.4890913999999995
2538,Lig148,-3.46025372
2539,Lig148,-3.42377949
2540,Lig148,-3.41387725
2541,Lig148,-3.37864375
2542,Lig148,-3.37710476
2543,Lig148,-3.36704183
2544,Lig148,-3.35621619
2545,Lig148,-3.30613184
2546,Lig148,-3.27985811
2547,Lig148,-3.27886891
2548,Lig148,-3.22702956
2549,Lig148,-3.2158072
2550,Lig148,-3.15872788
2551,Lig148,-3.13942742
2552,Lig149,-5.25345087
2553,Lig149,-4.93803024
2554,Lig149,-4.89691067
2555,Lig149,-4.89647484
2556,Lig149,-4.87691116
2557,Lig149,-4.86921978
2558,Lig149,-4.79628515
2559,Lig149,-4.76288605
2560,Lig149,-4.71298838
2561,Lig149,-4.70983744
2562,Lig149,-4.66810083
2563,Lig149,-4.62050581
2564,Lig149,-4.61596012
2565,Lig149,-4.59935522
2566,Lig149,-4.55436182
2567,Lig149,-4.46052551
2568,Lig149,-4.41097689
2569,Lig149,-4.40685987
2570,Lig149,-4.37110806
2571,Lig149,-4.34984016
2572,Lig149,-4.32035589
2573,Lig149,-4.30763578
2574,Lig149,-4.27542877
2575,Lig149,-4.17782593
2576,Lig149,-4.0605917
2577,Lig149,-4.04578876
2578,Lig149,-4.02507782
2579,Lig149,-3.89301348
2580,Lig149,-3.89049411
2581,Lig149,-3.88881493
2582,Lig149,-3.88760757
2583,Lig149,-3.8714117999999993
2584,Lig149,-3.82741714
2585,Lig149,-3.77099252
2586,Lig149,-3.72585988
2587,Lig149,-3.694561
2588,Lig149,-3.66911745
2589,Lig149,-3.65829444
2590,Lig149,-3.59030104
2591,Lig149,-3.57073855
2592,Lig149,-3.51580119
2593,Lig149,-3.51011038
2594,Lig149,-3.4950192
2595,Lig149,-3.48924446
2596,Lig149,-3.4745698
2597,Lig149,-3.47006559
2598,Lig149,-3.42718935
2599,Lig149,-3.4216845
2600,Lig149,-3.30817246
2601,Lig14,-5.2074150999999995
2602,Lig14,-4.76235628
2603,Lig14,-4.65853119
2604,Lig14,-4.34087229
2605,Lig14,-4.22769117
2606,Lig14,-4.10622501
2607,Lig14,-4.04992485
2608,Lig14,-4.01030684
2609,Lig14,-4.00963688
2610,Lig14,-3.98497176
2611,Lig14,-3.850425
2612,Lig14,-3.80831814
2613,Lig14,-3.79403973
2614,Lig14,-3.76345181
2615,Lig14,-3.74529004
2616,Lig14,-3.70047855
2617,Lig14,-3.65386701
2618,Lig14,-3.61394811
2619,Lig14,-3.55452299
2620,Lig14,-3.5468513999999995
2621,Lig14,-3.54289818
2622,Lig14,-3.34746385
2623,Lig14,-3.31153941
2624,Lig14,-3.28924465
2625,Lig14,-3.27471304
2626,Lig14,-3.26728749
2627,Lig14,-3.25472283
2628,Lig14,-3.23959565
2629,Lig14,-3.21426797
2630,Lig14,-3.17012477
2631,Lig14,-3.1564064
2632,Lig14,-3.09955716
2633,Lig14,-3.0502738999999996
2634,Lig14,-3.04429936
2635,Lig14,-3.0304811000000003
2636,Lig14,-3.02554893
2637,Lig14,-3.02024364
2638,Lig14,-2.97156286
2639,Lig14,-2.88981795
2640,Lig14,-2.80036139
2641,Lig14,-2.78446603
2642,Lig14,-2.72621465
2643,Lig14,-2.72527528
2644,Lig14,-2.70058465
2645,Lig14,-2.69215679
2646,Lig14,-2.65948772
2647,Lig14,-2.62930632
2648,Lig14,-2.58011842
2649,Lig14,-2.57260656
2650,Lig14,-2.5456232999999995
2651,Lig150,-5.21132994
2652,Lig150,-5.04038239
2653,Lig150,-4.98171329
2654,Lig150,-4.94251013
2655,Lig150,-4.85550308
2656,Lig150,-4.84826803
2657,Lig150,-4.79752159
2658,Lig150,-4.74610996
2659,Lig150,-4.73211193
2660,Lig150,-4.67575741
2661,Lig150,-4.64786577
2662,Lig150,-4.59823561
2663,Lig150,-4.56031466
2664,Lig150,-4.52825212
2665,Lig150,-4.51045942
2666,Lig150,-4.48007345
2667,Lig150,-4.45968962
2668,Lig150,-4.34656715
2669,Lig150,-4.32046747
2670,Lig150,-4.29901361
2671,Lig150,-4.09834051
2672,Lig150,-4.01868916
2673,Lig150,-3.98601913
2674,Lig150,-3.97856927
2675,Lig150,-3.97190571
2676,Lig150,-3.96136069
2677,Lig150,-3.94758844
2678,Lig150,-3.94261789
2679,Lig150,-3.94207335
2680,Lig150,-3.86919808
2681,Lig150,-3.73427367
2682,Lig150,-3.71611881
2683,Lig150,-3.71518207
2684,Lig150,-3.67377019
2685,Lig150,-3.6698122000000004
2686,Lig150,-3.58963966
2687,Lig150,-3.44838452
2688,Lig150,-3.44085002
2689,Lig150,-3.42832279
2690,Lig150,-3.41650629
2691,Lig150,-3.36810684
2692,Lig150,-3.35719824
2693,Lig150,-3.31280899
2694,Lig150,-3.2677846
2695,Lig150,-3.24674869
2696,Lig150,-3.22444797
2697,Lig150,-3.21689558
2698,Lig150,-3.18640852
2699,Lig150,-3.13106942
2700,Lig151,-5.44502974
2701,Lig151,-5.35519934
2702,Lig151,-5.32001734
2703,Lig151,-5.31249046
2704,Lig151,-5.20545769
2705,Lig151,-5.16874743
2706,Lig151,-5.16827393
2707,Lig151,-5.10020971
2708,Lig151,-5.07815123
2709,Lig151,-5.06249142
2710,Lig151,-5.06010389
2711,Lig151,-5.03698969
2712,Lig151,-5.00142241
2713,Lig151,-4.99450207
2714,Lig151,-4.94874668
2715,Lig151,-4.90116453
2716,Lig151,-4.87660217
2717,Lig151,-4.86674118
2718,Lig151,-4.69988918
2719,Lig151,-4.65355349
2720,Lig151,-4.62036324
2721,Lig151,-4.59613419
2722,Lig151,-4.58148146
2723,Lig151,-4.54161787
2724,Lig151,-4.48664141
2725,Lig151,-4.46619129
2726,Lig151,-4.46603966
2727,Lig151,-4.43603945
2728,Lig151,-4.40949202
2729,Lig151,-4.40301704
2730,Lig151,-4.39925432
2731,Lig151,-4.35850573
2732,Lig151,-4.34359789
2733,Lig151,-4.34223986
2734,Lig151,-4.32641649
2735,Lig151,-4.26997995
2736,Lig151,-4.25833178
2737,Lig151,-4.22518301
2738,Lig151,-4.1764164
2739,Lig151,-4.12998629
2740,Lig151,-4.09307909
2741,Lig151,-4.06782293
2742,Lig151,-4.05712605
2743,Lig151,-4.0488019
2744,Lig151,-3.9753027000000003
2745,Lig151,-3.97255445
2746,Lig151,-3.92665148
2747,Lig151,-3.90585375
2748,Lig151,-3.82757306
2749,Lig151,-3.77558613
2750,Lig152,-5.5493269
2751,Lig152,-5.54136181
2752,Lig152,-5.52461815
2753,Lig152,-5.50368166
2754,Lig152,-5.48073196
2755,Lig152,-5.45809555
2756,Lig152,-5.30961084
2757,Lig152,-5.20039701
2758,Lig152,-5.14337301
2759,Lig152,-5.14067698
2760,Lig152,-5.1182723
2761,Lig152,-5.05163908
2762,Lig152,-5.01075077
2763,Lig152,-4.9813714000000004
2764,Lig152,-4.93613958
2765,Lig152,-4.83104515
2766,Lig152,-4.69524479
2767,Lig152,-4.67422199
2768,Lig152,-4.65178823
2769,Lig152,-4.588480000000001
2770,Lig152,-4.55989838
2771,Lig152,-4.54999876
2772,Lig152,-4.41009617
2773,Lig152,-4.33291721
2774,Lig152,-4.26245308
2775,Lig152,-4.195499900000001
2776,Lig152,-4.15452099
2777,Lig152,-4.1398406
2778,Lig152,-4.10187435
2779,Lig152,-4.09708261
2780,Lig152,-4.09179401
2781,Lig152,-4.03992605
2782,Lig152,-4.02458763
2783,Lig152,-3.97673559
2784,Lig152,-3.97512507
2785,Lig152,-3.96623182
2786,Lig152,-3.91804767
2787,Lig152,-3.91122794
2788,Lig152,-3.84376502
2789,Lig152,-3.83398628
2790,Lig152,-3.80885983
2791,Lig152,-3.80611134
2792,Lig152,-3.80476522
2793,Lig152,-3.7918272000000006
2794,Lig152,-3.78499937
2795,Lig152,-3.77852821
2796,Lig152,-3.76779342
2797,Lig152,-3.75969243
2798,Lig152,-3.73552179
2799,Lig152,-3.63792872
2800,Lig153,-5.51621437
2801,Lig153,-5.27808666
2802,Lig153,-4.89084864
2803,Lig153,-4.84118605
2804,Lig153,-4.83735561
2805,Lig153,-4.79531336
2806,Lig153,-4.71800089
2807,Lig153,-4.70399189
2808,Lig153,-4.6533761
2809,Lig153,-4.55045843
2810,Lig153,-4.51200771
2811,Lig153,-4.47559643
2812,Lig153,-4.42555285
2813,Lig153,-4.41427803
2814,Lig153,-4.33730507
2815,Lig153,-4.32676888
2816,Lig153,-4.31658316
2817,Lig153,-4.31391191
2818,Lig153,-4.31022263
2819,Lig153,-4.27401972
2820,Lig153,-4.24423647
2821,Lig153,-4.22742033
2822,Lig153,-4.19434214
2823,Lig153,-4.15730524
2824,Lig153,-4.09095669
2825,Lig153,-4.07995701
2826,Lig153,-4.05802107
2827,Lig153,-4.01476288
2828,Lig153,-3.98947001
2829,Lig153,-3.98141623
2830,Lig153,-3.96959615
2831,Lig153,-3.92971253
2832,Lig153,-3.7523612999999996
2833,Lig153,-3.75098491
2834,Lig153,-3.69135952
2835,Lig153,-3.68290877
2836,Lig153,-3.65094137
2837,Lig153,-3.63051224
2838,Lig153,-3.61985159
2839,Lig153,-3.55791593
2840,Lig153,-3.55105186
2841,Lig153,-3.54820251
2842,Lig153,-3.53672028
2843,Lig153,-3.52514601
2844,Lig153,-3.49474025
2845,Lig153,-3.48863983
2846,Lig153,-3.405164
2847,Lig153,-3.39164758
2848,Lig153,-3.38598275
2849,Lig153,-3.32758427
2850,Lig154,-7.05306149
2851,Lig154,-6.78001118
2852,Lig154,-6.75108433
2853,Lig154,-6.57923079
2854,Lig154,-6.42226887
2855,Lig154,-6.03116035
2856,Lig154,-6.01825094
2857,Lig154,-5.99906254
2858,Lig154,-5.99726009
2859,Lig154,-5.91923761
2860,Lig154,-5.87213564
2861,Lig154,-5.77550173
2862,Lig154,-5.75979996
2863,Lig154,-5.71312714
2864,Lig154,-5.65512848
2865,Lig154,-5.52100468
2866,Lig154,-5.48453808
2867,Lig154,-5.47589302
2868,Lig154,-5.40997601
2869,Lig154,-5.40484667
2870,Lig154,-5.36461163
2871,Lig154,-5.36083174
2872,Lig154,-5.33383179
2873,Lig154,-5.27033472
2874,Lig154,-5.25080252
2875,Lig154,-5.22792578
2876,Lig154,-5.2202301
2877,Lig154,-5.21002054
2878,Lig154,-5.11064816
2879,Lig154,-5.10978413
2880,Lig154,-5.10704088
2881,Lig154,-5.0733037
2882,Lig154,-5.06603289
2883,Lig154,-5.00204229
2884,Lig154,-4.93316698
2885,Lig154,-4.90065432
2886,Lig154,-4.86009979
2887,Lig154,-4.85584164
2888,Lig154,-4.83826828
2889,Lig154,-4.7599206
2890,Lig154,-4.73494101
2891,Lig154,-4.68618536
2892,Lig154,-4.66352749
2893,Lig154,-4.58241463
2894,Lig154,-4.51003408
2895,Lig154,-4.4901042
2896,Lig154,-4.46094561
2897,Lig154,-4.42166567
2898,Lig154,-4.41679478
2899,Lig154,-4.30599546
2900,Lig155,-7.06934166
2901,Lig155,-6.86195946
2902,Lig155,-6.5117631
2903,Lig155,-6.40165663
2904,Lig155,-6.39782476
2905,Lig155,-6.29255629
2906,Lig155,-6.25128078
2907,Lig155,-6.12435865
2908,Lig155,-6.12255526
2909,Lig155,-6.09724522
2910,Lig155,-6.09017849
2911,Lig155,-6.01864243
2912,Lig155,-5.98141098
2913,Lig155,-5.91478348
2914,Lig155,-5.84900904
2915,Lig155,-5.82798624
2916,Lig155,-5.80659151
2917,Lig155,-5.76117802
2918,Lig155,-5.72065306
2919,Lig155,-5.69455671
2920,Lig155,-5.63331938
2921,Lig155,-5.59478521
2922,Lig155,-5.57302332
2923,Lig155,-5.57214737
2924,Lig155,-5.50171041
2925,Lig155,-5.3919425
2926,Lig155,-5.32645655
2927,Lig155,-5.27069235
2928,Lig155,-5.18830538
2929,Lig155,-5.11648893
2930,Lig155,-5.09469748
2931,Lig155,-5.03606176
2932,Lig155,-4.98559761
2933,Lig155,-4.95565844
2934,Lig155,-4.90976477
2935,Lig155,-4.90901899
2936,Lig155,-4.88285065
2937,Lig155,-4.81783628
2938,Lig155,-4.70729208
2939,Lig155,-4.69204187
2940,Lig155,-4.68116713
2941,Lig155,-4.6278615
2942,Lig155,-4.62242603
2943,Lig155,-4.60482311
2944,Lig155,-4.59289122
2945,Lig155,-4.59025669
2946,Lig155,-4.56558418
2947,Lig155,-4.54174423
2948,Lig155,-4.5268445
2949,Lig155,-4.50720358
2950,Lig156,-7.09280872
2951,Lig156,-6.84742928
2952,Lig156,-6.61788416
2953,Lig156,-6.56120825
2954,Lig156,-6.25804663
2955,Lig156,-6.25512648
2956,Lig156,-6.23509884
2957,Lig156,-6.16280794
2958,Lig156,-6.08351517
2959,Lig156,-6.06747961
2960,Lig156,-5.84442425
2961,Lig156,-5.76673412
2962,Lig156,-5.69329309
2963,Lig156,-5.63534594
2964,Lig156,-5.56630135
2965,Lig156,-5.50817871
2966,Lig156,-5.49298477
2967,Lig156,-5.486763
2968,Lig156,-5.47108316
2969,Lig156,-5.42843866
2970,Lig156,-5.40586758
2971,Lig156,-5.39539146
2972,Lig156,-5.36988401
2973,Lig156,-5.35842323
2974,Lig156,-5.29420233
2975,Lig156,-5.2747407
2976,Lig156,-5.2611351
2977,Lig156,-5.26059628
2978,Lig156,-5.11447382
2979,Lig156,-5.10844135
2980,Lig156,-5.10094643
2981,Lig156,-5.08652353
2982,Lig156,-5.07642221
2983,Lig156,-5.04354715
2984,Lig156,-5.01391935
2985,Lig156,-5.01212788
2986,Lig156,-4.98206615
2987,Lig156,-4.97193813
2988,Lig156,-4.95626259
2989,Lig156,-4.95393991
2990,Lig156,-4.85345984
2991,Lig156,-4.83124542
2992,Lig156,-4.80578041
2993,Lig156,-4.75494385
2994,Lig156,-4.74977684
2995,Lig156,-4.72856045
2996,Lig156,-4.71551704
2997,Lig156,-4.71247292
2998,Lig156,-4.64462614
2999,Lig156,-4.60873795
3000,Lig157,-5.3855257000000005
3001,Lig157,-5.1582942
3002,Lig157,-4.73137569
3003,Lig157,-4.59329319
3004,Lig157,-4.429245
3005,Lig157,-4.06496429
3006,Lig157,-4.01758146
3007,Lig157,-4.01284599
3008,Lig157,-3.99231315
3009,Lig157,-3.95504546
3010,Lig157,-3.94232345
3011,Lig157,-3.8154552
3012,Lig157,-3.76415944
3013,Lig157,-3.7054379
3014,Lig157,-3.62470102
3015,Lig157,-3.55680704
3016,Lig157,-3.45749807
3017,Lig157,-3.41216445
3018,Lig157,-3.34811187
3019,Lig157,-3.29766846
3020,Lig157,-3.28301263
3021,Lig157,-3.27663398
3022,Lig157,-3.26408768
3023,Lig157,-3.25946283
3024,Lig157,-3.23106813
3025,Lig157,-3.18435836
3026,Lig157,-3.17284608
3027,Lig157,-3.16006088
3028,Lig157,-3.10398102
