Number,Molecule,Affinity
3109,Lig159,-6.80722046
3110,Lig159,-6.78565407
3111,Lig159,-6.58903456
3112,Lig159,-6.46232224
3113,Lig159,-6.44777632
3114,Lig159,-6.40383339
3115,Lig159,-6.34693813
3116,Lig159,-6.29424477
3117,Lig159,-6.07890892
3118,Lig159,-5.98392487
3119,Lig159,-5.97867489
3120,Lig159,-5.91862679
3121,Lig159,-5.81829929
3122,Lig159,-5.81004095
3123,Lig159,-5.62387896
3124,Lig159,-5.57366323
3125,Lig159,-5.56545544
3126,Lig159,-5.53811693
3127,Lig159,-5.52233696
3128,Lig159,-5.48690701
3129,Lig159,-5.39088964
3130,Lig159,-5.36305094
3131,Lig159,-5.34162283
3132,Lig159,-5.26120853
3133,Lig159,-5.22617626
3134,Lig159,-5.13862467
3135,Lig159,-5.09501553
3136,Lig159,-5.05649137
3137,Lig159,-4.97366095
3138,Lig159,-4.97323942
3139,Lig159,-4.92433405
3140,Lig159,-4.91379213
3141,Lig159,-4.91096115
3142,Lig159,-4.84477139
3143,Lig159,-4.79009819
3144,Lig159,-4.75194359
3145,Lig159,-4.75100231
3146,Lig159,-4.74557066
3147,Lig159,-4.70559406
3148,Lig159,-4.65959072
3149,Lig159,-4.60146952
3150,Lig159,-4.56619644
3151,Lig159,-4.56556463
3152,Lig159,-4.53876352
3153,Lig159,-4.48962164
3154,Lig159,-4.46306467
3155,Lig159,-4.42981625
3156,Lig159,-4.42587423
3157,Lig159,-4.327937599999999
3158,Lig159,-4.32769775
3159,Lig15,-6.33351278
3160,Lig15,-5.35705471
3161,Lig15,-5.23120832
3162,Lig15,-5.08097601
3163,Lig15,-4.82755232
3164,Lig15,-4.5914278
3165,Lig15,-4.35491657
3166,Lig15,-4.30081558
3167,Lig15,-4.28656578
3168,Lig15,-4.24320555
3169,Lig15,-4.22043848
3170,Lig15,-4.15399742
3171,Lig15,-4.14607716
3172,Lig15,-4.10801411
3173,Lig15,-4.08870888
3174,Lig15,-3.83070159
3175,Lig15,-3.81610608
3176,Lig15,-3.71383071
3177,Lig15,-3.68762445
3178,Lig15,-3.66995072
3179,Lig15,-3.6275959
3180,Lig15,-3.61719298
3181,Lig15,-3.59399199
3182,Lig15,-3.5660255
3183,Lig15,-3.56079245
3184,Lig15,-3.50707865
3185,Lig15,-3.48967695
3186,Lig15,-3.48146296
3187,Lig15,-3.47404814
3188,Lig15,-3.42409563
3189,Lig15,-3.42229486
3190,Lig15,-3.40279913
3191,Lig15,-3.39884543
3192,Lig15,-3.34964442
3193,Lig15,-3.34015012
3194,Lig160,-6.88225651
3195,Lig160,-6.40273142
3196,Lig160,-6.27240944
3197,Lig160,-6.24863482
3198,Lig160,-6.21122026
3199,Lig160,-6.16800785
3200,Lig160,-6.10787535
3201,Lig160,-5.98238468
3202,Lig160,-5.98100805
3203,Lig160,-5.97858
3204,Lig160,-5.89110088
3205,Lig160,-5.73844004
3206,Lig160,-5.68669558
3207,Lig160,-5.62610531
3208,Lig160,-5.51814747
3209,Lig160,-5.48389339
3210,Lig160,-5.30704117
3211,Lig160,-5.26211405
3212,Lig160,-5.14003754
3213,Lig160,-5.09912205
3214,Lig160,-5.03334904
3215,Lig160,-5.00165606
3216,Lig160,-4.87995195
3217,Lig160,-4.82711172
3218,Lig160,-4.78553152
3219,Lig160,-4.77475929
3220,Lig160,-4.71487045
3221,Lig160,-4.68792772
3222,Lig160,-4.65900993
3223,Lig160,-4.6539917
3224,Lig160,-4.64589357
3225,Lig160,-4.63269567
3226,Lig160,-4.61521864
3227,Lig160,-4.61496782
3228,Lig160,-4.54888964
3229,Lig160,-4.51769114
3230,Lig160,-4.49676657
3231,Lig160,-4.49070835
3232,Lig160,-4.47047091
3233,Lig160,-4.46448183
3234,Lig160,-4.44363976
3235,Lig160,-4.41102839
3236,Lig160,-4.4068718
3237,Lig160,-4.38903809
3238,Lig160,-4.38008833
3239,Lig160,-4.32467222
3240,Lig160,-4.31454515
3241,Lig160,-4.31392145
3242,Lig160,-4.27441692
3243,Lig160,-4.26744604
3244,Lig161,-6.53422213
3245,Lig161,-6.12887383
3246,Lig161,-6.07470846
3247,Lig161,-6.05914688
3248,Lig161,-6.05453348
3249,Lig161,-5.98760414
3250,Lig161,-5.79813576
3251,Lig161,-5.74376535
3252,Lig161,-5.70716429
3253,Lig161,-5.69760895
3254,Lig161,-5.65593243
3255,Lig161,-5.65523911
3256,Lig161,-5.62564039
3257,Lig161,-5.52737522
3258,Lig161,-5.51771402
3259,Lig161,-5.500525
3260,Lig161,-5.39506865
3261,Lig161,-5.25710249
3262,Lig161,-5.15901995
3263,Lig161,-5.15458107
3264,Lig161,-5.15419436
3265,Lig161,-5.11429024
3266,Lig161,-5.07492352
3267,Lig161,-5.03310061
3268,Lig161,-5.0267334
3269,Lig161,-4.9963541
3270,Lig161,-4.9722271
3271,Lig161,-4.94640636
3272,Lig161,-4.75723982
3273,Lig161,-4.75570869
3274,Lig161,-4.74450111
3275,Lig161,-4.73821402
3276,Lig161,-4.60806322
3277,Lig161,-4.56942129
3278,Lig161,-4.56522417
3279,Lig161,-4.55720186
3280,Lig161,-4.55705738
3281,Lig161,-4.53846836
3282,Lig161,-4.48629379
3283,Lig161,-4.46338606
3284,Lig161,-4.4550581
3285,Lig161,-4.45085239
3286,Lig161,-4.38558292
3287,Lig161,-4.31985426
3288,Lig161,-4.31087255
3289,Lig161,-4.2321372
3290,Lig161,-4.23209381
3291,Lig161,-4.19102573
3292,Lig161,-4.14498281
3293,Lig162,-5.92514515
3294,Lig162,-5.92136908
3295,Lig162,-5.82182312
3296,Lig162,-5.81253958
3297,Lig162,-5.69908142
3298,Lig162,-5.5341239
3299,Lig162,-5.53356791
3300,Lig162,-5.30434608
3301,Lig162,-5.27038097
3302,Lig162,-5.27009916
3303,Lig162,-5.20871782
3304,Lig162,-5.20409584
3305,Lig162,-5.05133677
3306,Lig162,-5.020419599999999
3307,Lig162,-4.92460871
3308,Lig162,-4.91009283
3309,Lig162,-4.90135384
3310,Lig162,-4.87598944
3311,Lig162,-4.83113766
3312,Lig162,-4.79641819
3313,Lig162,-4.77513313
3314,Lig162,-4.76670551
3315,Lig162,-4.76479292
3316,Lig162,-4.75999832
3317,Lig162,-4.70850992
3318,Lig162,-4.70476151
3319,Lig162,-4.62787437
3320,Lig162,-4.61658001
3321,Lig162,-4.58500814
3322,Lig162,-4.57320738
3323,Lig162,-4.56987
3324,Lig162,-4.549652099999999
3325,Lig162,-4.51233768
3326,Lig162,-4.47156906
3327,Lig162,-4.423563
3328,Lig162,-4.28507853
3329,Lig162,-4.26355648
3330,Lig162,-4.23314905
3331,Lig162,-4.20322227
3332,Lig162,-4.17005777
3333,Lig162,-4.12606907
3334,Lig162,-4.11951447
3335,Lig162,-4.11191607
3336,Lig162,-4.10992861
3337,Lig162,-3.9897387
3338,Lig162,-3.98173451
3339,Lig162,-3.84308171
3340,Lig162,-3.79609251
3341,Lig162,-3.70409966
3342,Lig162,-3.68589878
3343,Lig163,-6.26071358
3344,Lig163,-5.80085135
3345,Lig163,-5.61191702
3346,Lig163,-5.56449223
3347,Lig163,-5.49373055
3348,Lig163,-5.35903835
3349,Lig163,-5.25505638
3350,Lig163,-5.25291967
3351,Lig163,-5.23987913
3352,Lig163,-5.16530085
3353,Lig163,-5.12828636
3354,Lig163,-5.09231472
3355,Lig163,-5.07314014
3356,Lig163,-5.04806662
3357,Lig163,-5.043785099999999
3358,Lig163,-4.95260048
3359,Lig163,-4.90924215
3360,Lig163,-4.85124397
3361,Lig163,-4.75920725
3362,Lig163,-4.75525141
3363,Lig163,-4.74024248
3364,Lig163,-4.71115637
3365,Lig163,-4.70688009
3366,Lig163,-4.66302204
3367,Lig163,-4.62036467
3368,Lig163,-4.59971905
3369,Lig163,-4.55813742
3370,Lig163,-4.55049658
3371,Lig163,-4.50264788
3372,Lig163,-4.45832825
3373,Lig163,-4.43644333
3374,Lig163,-4.42227268
3375,Lig163,-4.39012098
3376,Lig163,-4.36891127
3377,Lig163,-4.35992384
3378,Lig163,-4.33044863
3379,Lig163,-4.26207495
3380,Lig163,-4.2366581
3381,Lig163,-4.21940565
3382,Lig163,-4.19223261
3383,Lig163,-4.11873102
3384,Lig163,-4.11305714
3385,Lig163,-4.07366705
3386,Lig163,-4.07177162
3387,Lig163,-4.06458092
3388,Lig163,-4.04094887
3389,Lig163,-4.02516937
3390,Lig163,-3.98171329
3391,Lig163,-3.97868514
3392,Lig163,-3.9591198
3393,Lig164,-5.70828485
3394,Lig164,-5.57020617
3395,Lig164,-5.52384186
3396,Lig164,-5.22822475
3397,Lig164,-5.18138409
3398,Lig164,-5.13182688
3399,Lig164,-5.0861764
3400,Lig164,-5.0650239
3401,Lig164,-5.04088593
3402,Lig164,-4.96063328
3403,Lig164,-4.89903688
3404,Lig164,-4.88449907
3405,Lig164,-4.84068966
3406,Lig164,-4.78530502
3407,Lig164,-4.74207115
3408,Lig164,-4.64794493
3409,Lig164,-4.60154009
3410,Lig164,-4.5524087
3411,Lig164,-4.52181196
3412,Lig164,-4.50259256
3413,Lig164,-4.49269247
3414,Lig164,-4.46509027
3415,Lig164,-4.45063686
3416,Lig164,-4.42552567
3417,Lig164,-4.38503027
3418,Lig164,-4.38500214
3419,Lig164,-4.37204933
3420,Lig164,-4.37040186
3421,Lig164,-4.33033085
3422,Lig164,-4.28206444
3423,Lig164,-4.275638099999999
3424,Lig164,-4.23265409
3425,Lig164,-4.22654915
3426,Lig164,-4.21800709
3427,Lig164,-4.14122677
3428,Lig164,-4.14102983
3429,Lig164,-4.0744729
3430,Lig164,-4.06012011
3431,Lig164,-4.01371908
3432,Lig164,-3.97998929
3433,Lig164,-3.89984083
3434,Lig164,-3.89112306
3435,Lig164,-3.88558888
3436,Lig164,-3.88219476
3437,Lig164,-3.88052106
3438,Lig164,-3.77774644
3439,Lig164,-3.73302031
3440,Lig164,-3.70724392
3441,Lig164,-3.69851899
3442,Lig164,-3.67132115
3443,Lig165,-4.70854139
3444,Lig165,-4.69898129
3445,Lig165,-4.61268663
3446,Lig165,-4.61264324
3447,Lig165,-4.48275948
3448,Lig165,-4.46897745
3449,Lig165,-4.37327051
3450,Lig165,-4.34094429
3451,Lig165,-4.26221371
3452,Lig165,-4.23310137
3453,Lig165,-4.18114996
3454,Lig165,-4.12009478
3455,Lig165,-3.90617847
3456,Lig165,-3.90332603
3457,Lig165,-3.90242314
3458,Lig165,-3.86975479
3459,Lig165,-3.81205297
3460,Lig165,-3.7762208
3461,Lig165,-3.77612734
3462,Lig165,-3.73857093
3463,Lig165,-3.72004223
3464,Lig165,-3.66746783
3465,Lig165,-3.66689062
3466,Lig165,-3.64925623
3467,Lig165,-3.60631204
3468,Lig165,-3.5958457000000004
3469,Lig165,-3.57814074
3470,Lig165,-3.57554555
3471,Lig165,-3.55359721
3472,Lig165,-3.53026342
3473,Lig165,-3.47544599
3474,Lig165,-3.47097802
3475,Lig165,-3.45982647
3476,Lig165,-3.3928721
3477,Lig165,-3.37791872
3478,Lig165,-3.36452579
3479,Lig165,-3.36333394
3480,Lig165,-3.34415412
3481,Lig165,-3.30201769
3482,Lig165,-3.29712272
3483,Lig165,-3.28694844
3484,Lig165,-3.23785424
3485,Lig165,-3.19677401
3486,Lig165,-3.14707637
3487,Lig165,-3.11790466
3488,Lig165,-3.06313229
3489,Lig165,-2.98924088
3490,Lig165,-2.96297002
3491,Lig165,-2.94411445
3492,Lig165,-2.94383812
3493,Lig166,-5.04407454
3494,Lig166,-5.01022768
3495,Lig166,-4.8503108
3496,Lig166,-4.75456476
3497,Lig166,-4.75243855
3498,Lig166,-4.74101019
3499,Lig166,-4.63896704
3500,Lig166,-4.59995365
3501,Lig166,-4.54939318
3502,Lig166,-4.47706032
3503,Lig166,-4.46958208
3504,Lig166,-4.37886286
3505,Lig166,-4.30208635
3506,Lig166,-4.29817677
3507,Lig166,-4.28088045
3508,Lig166,-4.23180246
3509,Lig166,-4.11993122
3510,Lig166,-4.10028267
3511,Lig166,-4.09062386
3512,Lig166,-4.08360577
3513,Lig166,-4.07421637
3514,Lig166,-4.05198336
3515,Lig166,-4.01583099
3516,Lig166,-3.98066759
3517,Lig166,-3.94891667
3518,Lig166,-3.94085765
3519,Lig166,-3.88821006
3520,Lig166,-3.83564138
3521,Lig166,-3.78941822
3522,Lig166,-3.76551223
3523,Lig166,-3.74098706
3524,Lig166,-3.71071625
3525,Lig166,-3.68913722
3526,Lig166,-3.57145071
3527,Lig166,-3.54591417
3528,Lig166,-3.53322816
3529,Lig166,-3.53176022
3530,Lig166,-3.50870419
3531,Lig166,-3.50120354
3532,Lig166,-3.50067067
3533,Lig166,-3.47843456
3534,Lig166,-3.45955586
3535,Lig166,-3.44293666
3536,Lig166,-3.44008946
3537,Lig166,-3.43315601
3538,Lig166,-3.41249609
3539,Lig166,-3.39145231
3540,Lig166,-3.38649464
3541,Lig166,-3.31329536
3542,Lig166,-3.28538561
3543,Lig167,-4.78495407
3544,Lig167,-4.71608639
3545,Lig167,-4.32649851
3546,Lig167,-4.1823082000000005
3547,Lig167,-4.08415985
3548,Lig167,-4.01689672
3549,Lig167,-3.95762682
3550,Lig167,-3.84870768
3551,Lig167,-3.83014083
3552,Lig167,-3.8120656000000004
3553,Lig167,-3.69828367
3554,Lig167,-3.67967415
3555,Lig167,-3.67931437
3556,Lig167,-3.65900302
3557,Lig167,-3.65548253
3558,Lig167,-3.63811302
3559,Lig167,-3.63570237
3560,Lig167,-3.61322784
3561,Lig167,-3.55971766
3562,Lig167,-3.54776955
3563,Lig167,-3.52916765
3564,Lig167,-3.47747326
3565,Lig167,-3.46202254
3566,Lig167,-3.38823676
3567,Lig167,-3.37241817
3568,Lig167,-3.37116551
3569,Lig167,-3.34148669
3570,Lig167,-3.33788919
3571,Lig167,-3.32203555
3572,Lig167,-3.16558981
3573,Lig167,-3.14753628
3574,Lig167,-3.12335825
3575,Lig167,-3.06141686
3576,Lig167,-3.0353334
3577,Lig167,-3.03363872
3578,Lig167,-3.03357267
3579,Lig167,-3.01716781
3580,Lig167,-2.94761968
3581,Lig167,-2.91354704
3582,Lig167,-2.91305113
3583,Lig167,-2.89917374
3584,Lig167,-2.88223481
3585,Lig167,-2.84260678
3586,Lig167,-2.83102798
3587,Lig167,-2.81778455
3588,Lig167,-2.80261278
3589,Lig167,-2.77446532
3590,Lig167,-2.72737598
3591,Lig167,-2.69856858
3592,Lig168,-5.08568859
3593,Lig168,-4.53600359
3594,Lig168,-4.42161942
3595,Lig168,-4.33252954
3596,Lig168,-4.12535906
3597,Lig168,-3.75778675
3598,Lig168,-3.75628138
3599,Lig168,-3.71606278
3600,Lig168,-3.68119788
3601,Lig168,-3.61724448
3602,Lig168,-3.56420755
3603,Lig168,-3.54468393
3604,Lig168,-3.50013041
3605,Lig168,-3.29748631
3606,Lig168,-3.28568959
3607,Lig168,-3.27869654
3608,Lig168,-3.22318077
3609,Lig168,-3.21541095
3610,Lig168,-3.1618371
3611,Lig168,-3.12748432
3612,Lig168,-3.11851215
3613,Lig168,-3.11121321
3614,Lig168,-3.0929265
3615,Lig168,-2.9896915
3616,Lig168,-2.96943259
3617,Lig168,-2.96673989
3618,Lig168,-2.95648074
3619,Lig168,-2.94236779
3620,Lig168,-2.89861226
3621,Lig168,-2.89845848
3622,Lig168,-2.88308072
3623,Lig168,-2.87960649
3624,Lig168,-2.87903523
3625,Lig168,-2.84673429
3626,Lig168,-2.8319664
3627,Lig168,-2.80488014
3628,Lig168,-2.76101494
3629,Lig168,-2.75233841
3630,Lig168,-2.74936247
3631,Lig168,-2.66885853
3632,Lig168,-2.65874124
3633,Lig168,-2.58323121
3634,Lig168,-2.56873989
3635,Lig168,-2.56727266
3636,Lig168,-2.53510165
3637,Lig168,-2.51905847
3638,Lig168,-2.50265241
3639,Lig168,-2.49190998
3640,Lig168,-2.39239645
3641,Lig169,-5.60365486
3642,Lig169,-5.58274221
3643,Lig169,-5.40286303
3644,Lig169,-5.36285734
3645,Lig169,-5.27759504
3646,Lig169,-5.27100325
3647,Lig169,-5.05498314
3648,Lig169,-5.01766586
3649,Lig169,-4.88569784
3650,Lig169,-4.87746572
3651,Lig169,-4.77314138
3652,Lig169,-4.74492645
3653,Lig169,-4.73389101
3654,Lig169,-4.69547987
3655,Lig169,-4.49711323
3656,Lig169,-4.46734047
3657,Lig169,-4.41199541
3658,Lig169,-4.32946587
3659,Lig169,-4.31835842
3660,Lig169,-4.28360891
3661,Lig169,-4.25867987
3662,Lig169,-4.194948200000001
3663,Lig169,-4.18333912
3664,Lig169,-4.15277243
3665,Lig169,-4.14068031
3666,Lig169,-4.12809992
3667,Lig169,-4.10770655
3668,Lig169,-4.08922052
3669,Lig169,-4.05143499
3670,Lig169,-4.02131367
3671,Lig169,-4.00860119
3672,Lig169,-3.98146391
3673,Lig169,-3.95344639
3674,Lig169,-3.94480038
3675,Lig169,-3.93366742
3676,Lig169,-3.90460491
3677,Lig169,-3.89691687
3678,Lig169,-3.87857294
3679,Lig169,-3.86381316
3680,Lig169,-3.85791922
3681,Lig169,-3.84391785
3682,Lig169,-3.83564568
3683,Lig169,-3.81958604
3684,Lig169,-3.79845262
3685,Lig169,-3.76769781
3686,Lig169,-3.75692344
3687,Lig169,-3.72270632
3688,Lig169,-3.71525693
3689,Lig169,-3.70126581
3690,Lig169,-3.66926003
3691,Lig16,-5.63619804
3692,Lig16,-5.031159400000001
3693,Lig16,-4.86237288
3694,Lig16,-4.82173014
3695,Lig16,-4.8211441
3696,Lig16,-4.7196846
3697,Lig16,-4.58304405
3698,Lig16,-4.57513285
3699,Lig16,-4.56107903
3700,Lig16,-4.41458368
3701,Lig16,-4.19708204
3702,Lig16,-4.19256592
3703,Lig16,-4.14084625
3704,Lig16,-4.0725379
3705,Lig16,-4.07010698
3706,Lig16,-4.066516399999999
3707,Lig16,-4.01539803
3708,Lig16,-3.93309069
3709,Lig16,-3.92716551
3710,Lig16,-3.92042708
3711,Lig16,-3.91408944
3712,Lig16,-3.90102744
3713,Lig16,-3.86850643
3714,Lig16,-3.82976747
3715,Lig16,-3.79080987
3716,Lig16,-3.73578739
3717,Lig16,-3.7157135
3718,Lig16,-3.7008388
3719,Lig16,-3.64267778
3720,Lig16,-3.63665152
3721,Lig16,-3.59803581
3722,Lig16,-3.59531164
3723,Lig16,-3.58725858
3724,Lig16,-3.55172658
3725,Lig16,-3.53823566
3726,Lig16,-3.52831197
3727,Lig16,-3.52423716
3728,Lig16,-3.52254486
3729,Lig16,-3.49847603
3730,Lig16,-3.49501991
3731,Lig16,-3.49406028
3732,Lig16,-3.44332647
3733,Lig16,-3.41836214
3734,Lig16,-3.38689876
3735,Lig16,-3.38004899
3736,Lig16,-3.26941752
3737,Lig16,-3.2352314
3738,Lig16,-3.21823311
3739,Lig16,-3.20965672
3740,Lig16,-3.15612316
3741,Lig170,-5.82598019
3742,Lig170,-5.6223855
3743,Lig170,-5.60023308
3744,Lig170,-5.53254366
3745,Lig170,-5.40092087
3746,Lig170,-5.33941698
3747,Lig170,-5.23097181
3748,Lig170,-5.19606352
3749,Lig170,-5.04650116
3750,Lig170,-5.02568197
3751,Lig170,-4.93289995
3752,Lig170,-4.90376568
3753,Lig170,-4.63693571
3754,Lig170,-4.60390043
3755,Lig170,-4.60085058
3756,Lig170,-4.51667881
3757,Lig170,-4.48084545
3758,Lig170,-4.44325113
3759,Lig170,-4.40966082
3760,Lig170,-4.37491989
3761,Lig170,-4.35442972
3762,Lig170,-4.33307219
3763,Lig170,-4.31956959
3764,Lig170,-4.28161669
3765,Lig170,-4.25519228
3766,Lig170,-4.23598623
3767,Lig170,-4.11066198
3768,Lig170,-4.11023283
3769,Lig170,-4.10897398
3770,Lig170,-4.04249477
3771,Lig170,-4.02914429
3772,Lig170,-4.0183692
3773,Lig170,-3.99554324
3774,Lig170,-3.9074192
3775,Lig170,-3.90543365
3776,Lig170,-3.90510511
3777,Lig170,-3.89143062
3778,Lig170,-3.86677837
3779,Lig170,-3.85349393
3780,Lig170,-3.83607721
3781,Lig170,-3.81840444
3782,Lig170,-3.79122376
3783,Lig170,-3.7903924
3784,Lig170,-3.78356385
3785,Lig170,-3.76512408
3786,Lig170,-3.76061535
3787,Lig170,-3.73590589
3788,Lig170,-3.72494507
3789,Lig170,-3.63222766
3790,Lig170,-3.60900211
3791,Lig171,-5.44209433
3792,Lig171,-5.37627125
3793,Lig171,-4.78599262
3794,Lig171,-4.60550928
3795,Lig171,-4.35176897
3796,Lig171,-4.34870625
3797,Lig171,-4.27090406
3798,Lig171,-4.24078035
3799,Lig171,-4.19446754
3800,Lig171,-4.16646338
3801,Lig171,-4.13250065
3802,Lig171,-4.06165457
3803,Lig171,-4.0194868999999995
3804,Lig171,-3.83521652
3805,Lig171,-3.80924654
3806,Lig171,-3.80326533
3807,Lig171,-3.7883358
3808,Lig171,-3.76849508
3809,Lig171,-3.7400464999999996
3810,Lig171,-3.66437769
3811,Lig171,-3.61563945
3812,Lig171,-3.59204817
3813,Lig171,-3.4870943999999997
3814,Lig171,-3.48277617
3815,Lig171,-3.44360423
3816,Lig171,-3.3968122000000003
3817,Lig171,-3.35568357
3818,Lig171,-3.35241365
3819,Lig171,-3.34599566
3820,Lig171,-3.28397036
3821,Lig171,-3.26852417
3822,Lig171,-3.24343181
3823,Lig171,-3.23954201
3824,Lig171,-3.21580553
3825,Lig171,-3.21282363
3826,Lig171,-3.20832753
3827,Lig171,-3.15060973
3828,Lig171,-3.11982131
3829,Lig171,-3.11373401
3830,Lig171,-3.1109972000000004
3831,Lig171,-3.05500817
3832,Lig171,-3.04581666
3833,Lig171,-3.0091392999999997
3834,Lig171,-3.00652313
3835,Lig171,-2.91020584
3836,Lig171,-2.90827298
3837,Lig171,-2.80838418
3838,Lig171,-2.79571342
3839,Lig171,-2.72459149
3840,Lig172,-4.88992929
3841,Lig172,-4.34197521
3842,Lig172,-4.30363798
3843,Lig172,-4.05736685
3844,Lig172,-4.05306768
3845,Lig172,-3.94431806
3846,Lig172,-3.91596842
3847,Lig172,-3.81234121
3848,Lig172,-3.8010477999999996
3849,Lig172,-3.77177548
3850,Lig172,-3.74620938
3851,Lig172,-3.73446155
3852,Lig172,-3.72154641
3853,Lig172,-3.71672845
3854,Lig172,-3.56794
3855,Lig172,-3.51180935
3856,Lig172,-3.44801307
3857,Lig172,-3.44549561
3858,Lig172,-3.41361928
3859,Lig172,-3.38688302
3860,Lig172,-3.34878135
3861,Lig172,-3.27311015
3862,Lig172,-3.21894336
3863,Lig172,-3.21767044
3864,Lig172,-3.20568609
3865,Lig172,-3.1991867999999997
3866,Lig172,-3.14364576
3867,Lig172,-3.13843584
3868,Lig172,-3.11941171
3869,Lig172,-3.11382771
3870,Lig172,-3.08627558
3871,Lig172,-2.93722701
3872,Lig172,-2.93402886
3873,Lig172,-2.91271734
3874,Lig172,-2.87352753
3875,Lig172,-2.85106421
3876,Lig172,-2.81283164
3877,Lig172,-2.79325104
3878,Lig172,-2.78940988
3879,Lig172,-2.74648237
3880,Lig172,-2.70845675
3881,Lig172,-2.70796037
3882,Lig172,-2.67529511
3883,Lig172,-2.63685656
3884,Lig172,-2.63436389
3885,Lig172,-2.59893012
3886,Lig172,-2.5842072999999997
3887,Lig172,-2.51012826
3888,Lig172,-2.50962901
3889,Lig172,-2.49129128
3890,Lig173,-5.4835124
3891,Lig173,-5.37336063
3892,Lig173,-5.34389782
3893,Lig173,-5.10872459
3894,Lig173,-5.02732563
3895,Lig173,-5.01398468
3896,Lig173,-4.98922539
3897,Lig173,-4.96003819
3898,Lig173,-4.81188965
3899,Lig173,-4.74675179
3900,Lig173,-4.65699816
3901,Lig173,-4.64485359
3902,Lig173,-4.6258769
3903,Lig173,-4.56789875
3904,Lig173,-4.53764915
3905,Lig173,-4.40747023
3906,Lig173,-4.30924797
3907,Lig173,-4.30766249
3908,Lig173,-4.30020523
3909,Lig173,-4.27056313
3910,Lig173,-4.26168489
3911,Lig173,-4.18066359
3912,Lig173,-4.1585803
3913,Lig173,-4.15773439
3914,Lig173,-4.058218
3915,Lig173,-3.99852777
3916,Lig173,-3.99603939
3917,Lig173,-3.94474864
3918,Lig173,-3.92694283
3919,Lig173,-3.88893604
3920,Lig173,-3.88182878
3921,Lig173,-3.84832072
3922,Lig173,-3.84128022
3923,Lig173,-3.82159662
3924,Lig173,-3.77068377
3925,Lig173,-3.70262837
3926,Lig173,-3.60086918
3927,Lig173,-3.58768725
3928,Lig173,-3.56965446
3929,Lig173,-3.56850171
3930,Lig173,-3.56617999
3931,Lig173,-3.55556965
3932,Lig173,-3.55009532
3933,Lig173,-3.48628783
3934,Lig173,-3.47167397
3935,Lig173,-3.47070503
3936,Lig173,-3.44087386
3937,Lig173,-3.4398644
3938,Lig173,-3.39082789
3939,Lig173,-3.31903648
3940,Lig174,-5.62265682
3941,Lig174,-5.3924346
3942,Lig174,-5.13672161
3943,Lig174,-5.07806587
3944,Lig174,-5.03089476
3945,Lig174,-5.0061636
3946,Lig174,-4.9259490999999995
3947,Lig174,-4.91619396
3948,Lig174,-4.88706303
3949,Lig174,-4.86984491
3950,Lig174,-4.86127663
3951,Lig174,-4.84062004
3952,Lig174,-4.82522345
3953,Lig174,-4.66135931
3954,Lig174,-4.65579987
3955,Lig174,-4.62687731
3956,Lig174,-4.54552603
3957,Lig174,-4.51766253
3958,Lig174,-4.51764917
3959,Lig174,-4.49834347
3960,Lig174,-4.32995844
3961,Lig174,-4.29450846
3962,Lig174,-4.24913788
3963,Lig174,-4.22211075
3964,Lig174,-4.22077417
3965,Lig174,-4.11663914
3966,Lig174,-4.114021299999999
3967,Lig174,-4.06549692
3968,Lig174,-4.02539587
3969,Lig174,-4.02192831
3970,Lig174,-4.00191307
3971,Lig174,-3.92100191
3972,Lig174,-3.87960196
3973,Lig174,-3.86950374
3974,Lig174,-3.81602049
3975,Lig174,-3.80791306
3976,Lig174,-3.79519391
3977,Lig174,-3.77366757
3978,Lig174,-3.77198601
3979,Lig174,-3.76684308
3980,Lig174,-3.76165485
3981,Lig174,-3.71835685
3982,Lig174,-3.70440769
3983,Lig174,-3.69855285
3984,Lig174,-3.69474196
3985,Lig174,-3.67209101
3986,Lig174,-3.64830828
3987,Lig174,-3.64485884
3988,Lig174,-3.58119655
3989,Lig174,-3.56774735
3990,Lig175,-6.39216042
3991,Lig175,-5.32288742
3992,Lig175,-5.13023424
3993,Lig175,-4.93276739
3994,Lig175,-4.72500229
3995,Lig175,-4.63990879
3996,Lig175,-4.61322641
3997,Lig175,-4.39322996
3998,Lig175,-4.35681009
3999,Lig175,-4.34045172
4000,Lig175,-4.31364727
4001,Lig175,-4.26820707
4002,Lig175,-4.17312765
4003,Lig175,-4.1200161
4004,Lig175,-4.07880688
4005,Lig175,-4.06984997
4006,Lig175,-4.06885433
4007,Lig175,-4.0344553
4008,Lig175,-4.02088833
4009,Lig175,-4.01726484
4010,Lig175,-3.99418306
4011,Lig175,-3.9213797999999995
4012,Lig175,-3.88748026
4013,Lig175,-3.87901354
4014,Lig175,-3.82900882
4015,Lig175,-3.82518578
4016,Lig175,-3.81749678
4017,Lig175,-3.71787548
4018,Lig175,-3.67766833
4019,Lig175,-3.59756804
4020,Lig175,-3.57653761
4021,Lig175,-3.57019401
4022,Lig175,-3.55560541
4023,Lig175,-3.55291414
4024,Lig175,-3.49465942
4025,Lig175,-3.45565677
4026,Lig175,-3.45028663
4027,Lig175,-3.44097376
4028,Lig175,-3.41890287
4029,Lig176,-5.13156891
4030,Lig176,-4.67929363
4031,Lig176,-4.55400515
4032,Lig176,-4.27736139
4033,Lig176,-4.18031979
4034,Lig176,-4.04280043
4035,Lig176,-4.00152493
4036,Lig176,-3.97227859
