,LIGAND_ENTRY,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,EVAL,TIME
212,ZINC000015205956_entry_00213_conf_01,-66.39,-50.39,-3.1614299999999997,-24.0637,-0.223308,-9.94726,-18.2644,-2.6556,1814518,6.165769999999999
61,24847493_entry_00062_conf_01,-66.236,-44.236000000000004,-3.3118,-24.4016,-0.211146,-9.74818,-16.2967,-2.6494400000000002,2580712,9.38058
128,440049_entry_00129_conf_01,-66.2119,-54.2119,-5.51766,-28.9207,-0.36954000000000004,-11.7448,-23.6792,-3.67844,844912,2.27041
243,ZINC000101178654_entry_00244_conf_01,-66.1989,-50.1989,-3.67771,-25.2596,-0.251431,-10.3286,-19.1544,-3.15233,1693415,5.26089
96,4282259_entry_00097_conf_01,-66.1854,-50.1854,-3.1516900000000003,-23.9896,-0.22261999999999998,-9.91661,-18.1902,-2.64742,1741866,5.73145
145,202260_entry_00146_conf_01,-66.1441,-46.1441,-2.75601,-22.9309,-0.189892,-9.40076,-15.9973,-2.64577,2943424,10.4316
207,ZINC000015205840_entry_00208_conf_01,-66.1101,-48.1101,-2.7545900000000003,-22.9191,-0.193133,-9.45069,-16.6788,-2.6444,2179446,8.20059
19,54758653_entry_00020_conf_01,-66.069,-52.068999999999996,-3.4773199999999997,-24.7598,-0.22084,-9.8785,-19.5132,-2.87257,1470233,4.53372
108,449462_entry_00109_conf_01,-65.9496,-53.9496,-5.4958,-28.8062,-0.368076,-11.6982,-23.5647,-3.6638699999999997,854534,2.3138799999999997
267,ZINC000196304985_entry_00268_conf_01,-65.9193,-51.9193,-4.11996,-26.1601,-0.28022600000000003,-10.6785,-20.6042,-3.29596,1190427,3.5345
172,82398_entry_00173_conf_01,-65.9163,-49.9163,-2.74651,-22.8519,-0.19256700000000002,-9.422989999999999,-17.305,-2.35415,2074693,7.4988399999999995
210,ZINC000015205949_entry_00211_conf_01,-65.9063,-47.9063,-2.74609,-22.8484,-0.19253699999999999,-9.421560000000001,-16.6082,-2.3538,2255080,8.56836
201,ZINC000012364260_entry_00202_conf_01,-65.8882,-55.8882,-2.99492,-23.5144,-0.213015,-9.74261,-19.9455,-2.74534,1148753,3.4577699999999996
106,644170_entry_00107_conf_01,-65.7425,-51.7425,-4.38283,-26.6573,-0.297195,-10.8704,-20.9805,-3.4601300000000004,1208871,3.5137099999999997
200,ZINC000012364260_entry_00201_conf_01,-65.7141,-57.7141,-2.987,-23.4522,-0.212452,-9.71686,-20.5972,-2.73809,937154,2.77455
120,441038_entry_00121_conf_01,-65.6749,-49.6749,-3.86323,-25.5417,-0.262461,-10.4221,-19.3191,-3.12738,1689894,5.314430000000001
16,57339290_entry_00017_conf_01,-65.6077,-45.6077,-2.8525099999999997,-23.0699,-0.195689,-9.44405,-16.0372,-2.42992,2743203,10.267000000000001
255,ZINC000106381125_entry_00256_conf_01,-65.4874,-49.4874,-3.2743700000000002,-24.1258,-0.22478,-9.8785,-18.2313,-2.84728,1895656,6.00293
15,57339292_entry_00016_conf_01,-65.467,-45.467,-3.27335,-24.1183,-0.223262,-9.85417,-16.7502,-2.61868,2397427,8.59115
297,ZINC000616582683_entry_00298_conf_01,-65.458,-49.458,-3.63655,-24.9769,-0.25053600000000004,-10.2392,-18.8717,-2.97536,1660994,5.24284
167,96523_entry_00168_conf_01,-65.44,-53.44,-4.09,-25.9699,-0.27818899999999996,-10.6009,-21.2077,-3.272,1111995,3.0512799999999998
34,46174147_entry_00035_conf_01,-65.3402,-49.3402,-3.63001,-24.932,-0.24727800000000003,-10.1824,-18.8268,-2.84088,1587816,5.31174
266,ZINC000196304985_entry_00267_conf_01,-65.2278,-53.2278,-4.07673,-25.8857,-0.277287,-10.5665,-21.1234,-3.26139,1125759,3.19624
64,22833605_entry_00065_conf_01,-65.1926,-49.1926,-3.83486,-25.3541,-0.260533,-10.3455,-19.1316,-3.1044099999999997,1806332,5.60155
293,ZINC000575124647_entry_00294_conf_01,-65.1307,-47.1307,-3.6183699999999996,-24.851999999999997,-0.247375,-10.1619,-17.9837,-2.96049,1953848,6.23993
166,96523_entry_00167_conf_01,-65.104,-51.104,-4.069,-25.8366,-0.27676100000000003,-10.5465,-20.2807,-3.2552,1324521,3.8245199999999997
146,198515_entry_00147_conf_01,-65.0991,-43.0991,-2.32497,-21.4382,-0.13902799999999998,-8.383339999999999,-14.1933,-2.2448,3632217,13.9534
225,ZINC000056871016_entry_00226_conf_01,-65.0957,-51.0957,-4.06848,-25.8333,-0.276725,-10.5451,-20.2774,-3.2547900000000003,1332524,3.79995
214,ZINC000019893747_entry_00215_conf_01,-64.9748,-46.9748,-2.59899,-22.2211,-0.18925,-9.279160000000001,-16.0652,-2.3205299999999998,2076145,7.864380000000001
8,90659182_entry_00009_conf_01,-64.9293,-48.9293,-3.6071800000000005,-24.7752,-0.24664899999999998,-10.131,-18.67,-2.95133,1653167,5.06111
138,408523_entry_00139_conf_01,-64.8837,-44.8837,-2.70349,-22.4939,-0.186814,-9.23053,-15.5603,-2.49553,2913784,10.2933
242,ZINC000101178654_entry_00243_conf_01,-64.8753,-48.8753,-3.60419,-24.7546,-0.246405,-10.1221,-18.6494,-2.94888,1697649,5.31303
6,91820057_entry_00007_conf_01,-64.7694,-48.7694,-3.4089099999999997,-24.2727,-0.21570999999999999,-9.67244,-18.2766,-2.94406,1828279,5.76173
12,57376616_entry_00013_conf_01,-64.6807,-50.6807,-4.31205,-26.2267,-0.29239499999999996,-10.6948,-20.55,-3.5933699999999997,1128952,3.29055
142,254124_entry_00143_conf_01,-64.6583,-52.6583,-4.04115,-25.6597,-0.274866,-10.4743,-20.8975,-3.23292,1123433,3.05871
62,24779679_entry_00063_conf_01,-64.5252,-44.5252,-3.0726299999999998,-23.3878,-0.21064899999999998,-9.57207,-16.1386,-2.58101,2420250,8.611939999999999
247,ZINC000102205030_entry_00248_conf_01,-64.4568,-44.4568,-3.22284,-23.7461,-0.22204699999999997,-9.734810000000001,-16.378,-2.80247,2393745,8.56129
148,198514_entry_00149_conf_01,-64.384,-42.38399999999999,-2.29943,-21.2027,-0.1375,-8.29125,-13.9578,-2.2201400000000002,3699643,14.3602
188,899_entry_00189_conf_01,-64.334,-50.333999999999996,-4.288930000000001,-26.0862,-0.29082800000000003,-10.6375,-20.4094,-3.2167,1204875,3.5278199999999997
119,441477_entry_00120_conf_01,-64.3146,-52.3146,-5.35955,-28.092,-0.35895,-11.4082,-22.8505,-3.57303,852010,2.25936
180,24154_entry_00181_conf_01,-64.2582,-52.2582,-5.35485,-28.0674,-0.35663,-11.3769,-22.8259,-3.3820099999999997,815929,2.22552
197,ZINC000004027857_entry_00198_conf_01,-64.2505,-54.2505,-2.92048,-22.9299,-0.20772100000000002,-9.50046,-19.3611,-2.57002,1071319,3.2967400000000002
249,ZINC000102863660_entry_00250_conf_01,-64.1043,-50.1043,-3.37391,-24.0235,-0.231161,-9.830219999999999,-18.7769,-2.91383,1493812,4.52959
204,ZINC000015205814_entry_00205_conf_01,-64.097,-48.097,-2.6707099999999997,-22.2212,-0.187252,-9.16291,-16.6743,-2.37396,2065852,7.612660000000001
290,ZINC000575124622_entry_00291_conf_01,-64.0189,-54.0189,-2.78343,-22.5112,-0.197994,-9.3273,-18.9949,-2.5607599999999997,1172839,3.53329
7,91820057_entry_00008_conf_01,-64.0139,-50.0139,-3.36915,-23.9896,-0.213194,-9.55963,-18.743,-2.78321,1640930,4.990530000000001
155,127132_entry_00156_conf_01,-63.8879,-41.8879,-2.36622,-21.296,-0.16408699999999998,-8.749239999999999,-13.9626,-2.28171,3521113,13.4582
169,90220_entry_00170_conf_01,-63.775,-47.775,-2.65729,-22.1096,-0.18631099999999998,-9.11689,-16.5627,-2.3620400000000004,1977851,7.029439999999999
173,82398_entry_00174_conf_01,-63.5676,-45.5676,-2.64865,-22.0377,-0.185705,-9.08724,-15.7974,-2.35436,2319054,8.70094
98,3052142_entry_00099_conf_01,-63.5462,-39.5462,-2.26951,-20.9268,-0.149945,-8.46,-13.0232,-2.19125,3855440,15.5342
107,644170_entry_00108_conf_01,-63.4918,-49.4918,-4.2327900000000005,-25.7447,-0.287021,-10.4982,-20.067999999999998,-3.1745900000000002,1210327,3.49451
9,90659182_entry_00010_conf_01,-63.4397,-47.4397,-3.52443,-24.2068,-0.24099,-9.898610000000001,-18.1016,-2.88362,1635374,4.93436
143,254124_entry_00144_conf_01,-63.4156,-51.4156,-3.96348,-25.1665,-0.269583,-10.2729,-20.4043,-3.1707799999999997,1215449,3.3001199999999997
291,ZINC000575124622_entry_00292_conf_01,-63.3882,-53.3882,-2.75601,-22.2894,-0.196043,-9.23541,-18.7731,-2.53553,1166206,3.5309
121,441038_entry_00122_conf_01,-63.3688,-47.3688,-3.72758,-24.6448,-0.253244,-10.0561,-18.4223,-3.01756,1535697,4.835719999999999
280,ZINC000307008534_entry_00281_conf_01,-63.3376,-51.3376,-4.52411,-26.2796,-0.304165,-10.6859,-21.3006,-3.51875,1027895,2.73635
299,ZINC000616582813_entry_00300_conf_01,-63.3278,-47.3278,-3.72517,-24.6289,-0.25406100000000004,-10.0626,-18.4063,-3.0156099999999997,1574765,4.877269999999999
182,24139_entry_00183_conf_01,-63.2485,-51.2485,-4.21657,-25.646,-0.285921,-10.458,-20.7803,-3.16243,986422,2.8201
13,57376616_entry_00014_conf_01,-63.2093,-51.2093,-4.21396,-25.6301,-0.285744,-10.4515,-20.7644,-3.16047,1024243,2.77326
248,ZINC000102863660_entry_00249_conf_01,-63.1903,-47.1903,-3.3258099999999997,-23.680999999999997,-0.22786599999999999,-9.69006,-17.6849,-2.7474,1667569,5.29122
51,44229083_entry_00052_conf_01,-63.1719,-47.1719,-3.32484,-23.6741,-0.21115599999999998,-9.44533,-17.678,-2.74661,1752502,5.65917
277,ZINC000257347638_entry_00278_conf_01,-63.117,-49.117,-1.9724099999999998,-19.8806,-0.146297,-8.353010000000001,-15.4709,-1.9126400000000001,2039701,8.01572
272,ZINC000257346492_entry_00273_conf_01,-63.0151,-53.0151,-2.73979,-22.1583,-0.196106,-9.20012,-18.6419,-2.62563,1149584,3.4251199999999997
199,ZINC000004027859_entry_00200_conf_01,-62.9629,-52.9629,-2.86195,-22.4704,-0.203558,-9.31006,-18.9015,-2.62345,1057272,3.22293
191,739_entry_00192_conf_01,-62.9266,-50.9266,-5.24388,-27.4857,-0.351204,-11.162,-22.2442,-3.49592,850164,2.2813
77,11096158_entry_00078_conf_01,-62.833,-48.833,-4.18887,-25.4775,-0.284042,-10.3893,-19.8008,-3.14165,1300472,3.6960599999999997
111,448882_entry_00112_conf_01,-62.8179,-48.8179,-3.9261199999999996,-24.9293,-0.267042,-10.1761,-19.3734,-3.14089,1283458,3.73685
273,ZINC000257346492_entry_00274_conf_01,-62.63,-52.63,-2.72304,-22.0228,-0.194908,-9.1439,-18.5065,-2.60958,1119480,3.34006
18,54758653_entry_00019_conf_01,-62.6031,-48.6031,-3.2949,-23.4609,-0.209254,-9.36027,-18.2143,-2.72187,1516815,4.61621
165,99461_entry_00166_conf_01,-62.5586,-40.5586,-2.31699,-20.8529,-0.160673,-8.5672,-13.5195,-2.2342400000000002,3479405,13.3507
198,ZINC000004027859_entry_00199_conf_01,-62.5272,-54.5272,-2.84215,-22.3149,-0.202149,-9.24564,-19.4598,-2.6053,866517,2.57578
164,99461_entry_00165_conf_01,-62.287,-42.287,-2.30693,-20.7623,-0.159975,-8.53,-14.0957,-2.22454,3218132,11.9468
37,45934204_entry_00038_conf_01,-62.2549,-44.2549,-3.11275,-22.9349,-0.213009,-9.380989999999999,-16.3037,-2.59396,1984275,6.68462
226,ZINC000077269504_entry_00227_conf_01,-62.1889,-54.1889,-2.8267700000000002,-22.1941,-0.20105599999999998,-9.19561,-19.3391,-2.5912,963037,2.81942
308,ZINC000616591357_entry_00309_conf_01,-62.1577,-54.1577,-2.7025099999999997,-21.8568,-0.19223800000000002,-9.05614,-19.0437,-2.48631,930392,2.7601299999999998
105,2733335_entry_00106_conf_01,-62.1367,-44.1367,-3.45204,-23.7096,-0.234275,-9.67106,-16.8413,-2.7016,1946932,6.39395
154,127132_entry_00155_conf_01,-62.0557,-42.0557,-2.2983599999999997,-20.6852,-0.159381,-8.498330000000001,-14.0186,-2.21627,3212919,11.815
58,25243937_entry_00059_conf_01,-62.0175,-46.0175,-3.26408,-23.2414,-0.20729699999999998,-9.272730000000001,-17.2453,-2.6964099999999998,1671007,5.50451
187,5300_entry_00188_conf_01,-62.004,-48.004,-3.44467,-23.659000000000002,-0.233775,-9.65041,-18.317,-2.69583,1275399,4.03836
309,ZINC000616591357_entry_00310_conf_01,-61.9064,-53.9064,-2.69158,-21.7684,-0.19146,-9.01952,-18.9553,-2.47626,951625,2.81569
36,45934204_entry_00037_conf_01,-61.6536,-43.6536,-3.08268,-22.7134,-0.210952,-9.29038,-16.0821,-2.5689,2204774,7.38514
306,ZINC000616589990_entry_00307_conf_01,-61.6113,-49.6113,-4.107419999999999,-24.9822,-0.27852,-10.1873,-20.1164,-3.42285,1025353,2.86964
264,ZINC000164373873_entry_00265_conf_01,-61.4918,-49.4918,-4.7301400000000005,-26.1519,-0.318281,-10.6369,-21.0484,-3.41621,878664,2.3513599999999997
91,5462244_entry_00092_conf_01,-61.3825,-45.3825,-3.0691200000000003,-22.6135,-0.210024,-9.24952,-16.719,-2.5576,1895603,6.22423
17,57339290_entry_00018_conf_01,-61.3335,-39.3335,-2.66667,-21.5669,-0.18294000000000002,-8.82879,-13.831,-2.27161,3027875,11.674000000000001
69,12917651_entry_00070_conf_01,-61.2586,-43.2586,-3.0629299999999997,-22.5679,-0.2096,-9.23086,-15.9366,-2.66342,2061756,6.9595
144,202260_entry_00145_conf_01,-61.2418,-41.2418,-2.55174,-21.2313,-0.17632799999999998,-8.71242,-14.2977,-2.55174,3022392,10.377
224,ZINC000056871016_entry_00225_conf_01,-61.1683,-47.1683,-3.8230199999999996,-24.2747,-0.26003000000000004,-9.90889,-18.7187,-3.21938,1214278,3.44145
137,433580_entry_00138_conf_01,-61.1593,-45.1593,-3.59761,-23.7855,-0.243434,-9.69249,-17.563,-2.91235,1532236,4.92004
28,51351654_entry_00029_conf_01,-61.105,-47.105,-3.8190699999999995,-24.2496,-0.236634,-9.59571,-18.6936,-3.05525,1243857,3.7038300000000004
252,ZINC000105341667_entry_00253_conf_01,-61.1044,-49.1044,-4.70034,-25.9871,-0.314634,-10.5516,-20.8836,-3.39469,985315,2.60854
33,49802606_entry_00034_conf_01,-60.9694,-44.9694,-3.3871900000000004,-23.2642,-0.221557,-9.37353,-17.159000000000002,-2.65084,1557456,4.84887
228,ZINC000082114392_entry_00229_conf_01,-60.7905,-48.7905,-4.67619,-25.8536,-0.314651,-10.5156,-20.7501,-3.37725,896685,2.33163
147,198515_entry_00148_conf_01,-60.7803,-38.7803,-2.17073,-20.016,-0.129804,-7.82717,-12.770999999999999,-2.09587,3744554,14.4515
114,446101_entry_00115_conf_01,-60.7571,-44.7571,-3.19774,-22.7691,-0.202347,-9.073260000000001,-16.773,-2.64161,1568476,5.18596
113,447448_entry_00114_conf_01,-60.678000000000004,-42.678000000000004,-3.5693,-23.5984,-0.24343099999999998,-9.64153,-16.598,-2.63817,1913762,6.16885
149,198514_entry_00150_conf_01,-60.4541,-36.4541,-2.1590700000000003,-19.9085,-0.129107,-7.78516,-12.0049,-2.01514,3869642,15.53
78,9816401_entry_00079_conf_01,-60.4465,-44.4465,-3.55568,-23.5083,-0.24156599999999998,-9.592369999999999,-17.2857,-2.74757,1651913,5.16062
90,5462244_entry_00091_conf_01,-60.4271,-42.4271,-3.02136,-22.2616,-0.20675500000000002,-9.10557,-15.6303,-2.62727,2028465,6.9518
67,16738680_entry_00068_conf_01,-60.3529,-42.3529,-3.01765,-22.2342,-0.20650100000000002,-9.094389999999999,-15.603,-2.51471,2096419,7.103389999999999
152,129618_entry_00153_conf_01,-60.3451,-36.3451,-2.15518,-19.8727,-0.14239200000000002,-8.03384,-11.9691,-2.08087,4032366,16.3867
129,440049_entry_00130_conf_01,-60.3172,-48.3172,-5.02644,-26.346,-0.33664099999999997,-10.6992,-21.1045,-3.5480699999999996,814053,2.16575
99,3052142_entry_00100_conf_01,-60.2991,-36.2991,-2.15354,-19.8575,-0.142283,-8.02771,-11.9539,-2.07928,3975540,15.8132
270,ZINC000257346145_entry_00271_conf_01,-60.2793,-50.2793,-2.73997,-21.5127,-0.194882,-8.91325,-17.9438,-2.6208400000000003,1081323,3.2370900000000002
110,448882_entry_00111_conf_01,-60.2662,-46.2662,-3.76664,-23.9166,-0.256195,-9.76275,-18.3607,-3.1719,1279848,3.6928300000000003
271,ZINC000257346145_entry_00272_conf_01,-60.227,-52.227,-2.73759,-21.494,-0.194713,-8.90552,-18.6389,-2.50946,947443,2.69315
140,312829_entry_00141_conf_01,-59.9409,-39.9409,-2.22003,-19.9803,-0.15395,-8.20871,-13.3136,-2.14075,3107260,11.5909
79,9816401_entry_00080_conf_01,-59.718999999999994,-43.718999999999994,-3.5128800000000004,-23.2254,-0.23770100000000002,-9.46423,-17.0028,-2.84376,1607895,5.04295
286,ZINC000394934764_entry_00287_conf_01,-59.6789,-47.6789,-3.97859,-24.1986,-0.272253,-9.897780000000001,-19.3328,-3.31549,1007918,2.71556
221,ZINC000032106889_entry_00222_conf_01,-59.4172,-51.4172,-2.70078,-21.205,-0.193349,-8.80485,-18.3499,-2.58336,870299,2.3972599999999997
288,ZINC000396869768_entry_00289_conf_01,-59.36600000000001,-47.36600000000001,-3.9577400000000003,-24.0718,-0.26831900000000003,-9.81542,-19.206,-3.49212,1160460,3.08026
30,49859685_entry_00031_conf_01,-59.2407,-43.2407,-3.11793,-22.2008,-0.198016,-8.85755,-16.2047,-2.69276,1608893,5.1468
265,ZINC000164373873_entry_00266_conf_01,-59.1191,-47.1191,-4.547619999999999,-25.1428,-0.30599899999999997,-10.2265,-20.0393,-3.28439,933169,2.48033
88,6323218_entry_00089_conf_01,-58.8313,-40.8313,-2.94157,-21.6736,-0.201295,-8.8651,-15.0424,-2.4513,2251569,7.62483
141,312829_entry_00142_conf_01,-58.6162,-38.6162,-2.17097,-19.5387,-0.15054700000000001,-8.0273,-12.8721,-2.09344,3278766,11.9738
289,ZINC000396869768_entry_00290_conf_01,-58.5854,-46.5854,-3.9056900000000003,-23.7552,-0.26479,-9.68635,-18.8895,-3.25474,1135841,2.89
281,ZINC000307008534_entry_00282_conf_01,-58.4049,-46.4049,-4.17178,-24.2329,-0.281841,-9.86963,-19.254,-3.24471,1028727,2.7029799999999997
66,16738680_entry_00067_conf_01,-58.3562,-40.3562,-2.91781,-21.4986,-0.199669,-8.7935,-14.8673,-2.43151,2014421,6.88333
219,ZINC000032106887_entry_00220_conf_01,-57.6662,-49.6662,-2.6211900000000004,-20.5801,-0.187651,-8.54537,-17.725,-2.5072200000000002,892899,2.53779
68,12917651_entry_00069_conf_01,-57.5793,-41.5793,-2.8789700000000003,-21.2124,-0.197011,-8.67644,-15.318,-2.50345,1850159,6.18216
31,49859685_entry_00032_conf_01,-57.1634,-41.1634,-3.0086,-21.4223,-0.191072,-8.54694,-15.4262,-2.72206,1671333,5.26512
59,25243937_entry_00060_conf_01,-56.8545,-40.8545,-2.99234,-21.3066,-0.19004000000000001,-8.500760000000001,-15.3105,-2.5843,1621354,5.13959
89,6323218_entry_00090_conf_01,-56.626999999999995,-40.626999999999995,-2.83135,-20.8616,-0.193753,-8.53293,-14.9671,-2.46204,1908451,6.27599
253,ZINC000105341667_entry_00254_conf_01,-56.4034,-44.4034,-4.3387199999999995,-23.9878,-0.291943,-9.756689999999999,-18.8843,-3.13352,1118669,2.90825
218,ZINC000032106887_entry_00219_conf_01,-56.2336,-48.2336,-2.55607,-20.0688,-0.182989,-8.333089999999999,-17.2138,-2.55607,902258,2.5409900000000003
284,ZINC000383920275_entry_00285_conf_01,-56.1601,-48.1601,-3.7439999999999998,-22.7718,-0.256212,-9.31433,-19.5279,-3.12,635039,1.51211
285,ZINC000383920275_entry_00286_conf_01,-56.1325,-46.1325,-3.7421699999999998,-22.7606,-0.25608600000000004,-9.30975,-18.7058,-3.11847,810985,2.0503
287,ZINC000394934764_entry_00288_conf_01,-56.0639,-44.0639,-3.73759,-22.7328,-0.255761,-9.29824,-17.867,-3.1146599999999998,1008479,2.73279
215,ZINC000019893747_entry_00216_conf_01,-54.8377,-36.8377,-2.19351,-18.7542,-0.159724,-7.831460000000001,-12.5983,-2.03103,2516424,9.39949
220,ZINC000032106889_entry_00221_conf_01,-54.2571,-46.2571,-2.46623,-19.3634,-0.176557,-8.040189999999999,-16.5084,-2.35901,830918,2.31687
278,ZINC000257347639_entry_00279_conf_01,-53.5518,-39.5518,-1.6734900000000001,-16.8678,-0.124126,-7.08714,-12.458,-1.62278,1912356,7.720289999999999
307,ZINC000616589990_entry_00308_conf_01,-53.2379,-41.2379,-3.5491900000000003,-21.5869,-0.24176799999999998,-8.816180000000001,-16.7211,-2.9576599999999997,1053625,2.84235
276,ZINC000257347638_entry_00277_conf_01,-52.4508,-38.4508,-1.6390900000000002,-16.521,-0.121574,-6.94142,-12.1112,-1.58942,1744133,6.97337
279,ZINC000257347639_entry_00280_conf_01,-52.2268,-38.2268,-1.63209,-16.4504,-0.121055,-6.91178,-12.0407,-1.58263,1924304,7.7682199999999995
5,118707521_entry_00006_conf_01,-34.7598,-16.7598,-0.993136,-10.6264,-0.07204479999999999,-4.43185,-5.12364,-0.965549,1997781,9.73658
11,76325328_entry_00012_conf_01,15.9058,33.9058,0.45445100000000005,4.86256,0.0329671,2.02798,10.3654,0.45445100000000005,1745048,7.988160000000001
4,118707521_entry_00005_conf_01,64.9046,82.9046,1.8544200000000002,19.842,0.134525,8.275310000000001,25.3448,1.8544200000000002,1744913,8.07824
10,76325328_entry_00011_conf_01,80.4227,98.4227,2.29779,24.5861,0.166688,10.2539,30.0889,2.2339599999999997,1708452,7.90124
