LIGAND_ENTRY,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,EVAL,TIME
22833605_entry_00097_conf_01,-65.3068,-49.3068,-3.84158,-25.3985,-0.260989,-10.3637,-19.176,-2.96849,1659566,5.25478
22833605_entry_00098_conf_01,-68.3224,-52.3224,-4.01896,-26.5713,-0.271945,-10.8277,-20.3487,-3.10556,1744841,5.45549
22833605_entry_00099_conf_01,-68.1662,-52.1662,-4.00978,-26.5106,-0.271324,-10.8029,-20.288,-3.24601,1721403,5.38622
16738680_entry_00100_conf_01,-57.1487,-41.1487,-2.85744,-21.0538,-0.195538,-8.61155,-15.1593,-2.48473,1939763,6.37819
16738680_entry_00101_conf_01,-59.4645,-41.4645,-2.97323,-21.9069,-0.203462,-8.96051,-15.2757,-2.47769,2101354,7.18234
16738680_entry_00102_conf_01,-59.856,-41.856,-2.9928,-22.0512,-0.204801,-9.01951,-15.4199,-2.494,2090602,7.08265
12917651_entry_00103_conf_01,-60.7688,-42.7688,-3.03844,-22.3874,-0.207924,-9.15705,-15.7562,-2.64212,2115060,7.17117
12917651_entry_00104_conf_01,-60.1446,-42.1446,-3.00723,-22.1575,-0.205789,-9.06299,-15.5262,-2.50602,2046625,6.99005
12917651_entry_00105_conf_01,-59.1291,-43.1291,-2.95645,-21.7833,-0.202314,-8.90997,-15.8889,-2.46371,1883219,6.10163
12600646_entry_00106_conf_01,-71.1611,-53.1611,-3.55805,-26.216,-0.226846,-10.473,-19.5847,-2.84644,1941816,6.80423
12600646_entry_00107_conf_01,-63.1187,-45.1187,-3.15593,-23.2531,-0.201209,-9.28939,-16.6219,-2.74429,2029885,6.80208
12600646_entry_00108_conf_01,-77.8985,-59.8985,-3.89493,-28.6981,-0.248323,-11.4646,-22.0668,-3.11594,1955150,6.90021
12302999_entry_00109_conf_01,-69.3727,-57.3727,-5.78106,-30.3013,-0.387181,-12.3054,-25.0598,-4.08075,864613,2.32132
12302999_entry_00110_conf_01,-70.9684,-58.9684,-5.91403,-30.9983,-0.393871,-12.565,-25.7568,-3.94269,873323,2.38633
12302999_entry_00111_conf_01,-67.8022,-55.8022,-5.65018,-29.6153,-0.376298,-12.0044,-24.3738,-3.98836,858126,2.30664
11908605_entry_00112_conf_01,-68.5431,-56.5431,-4.56954,-27.7929,-0.309855,-11.3334,-22.9271,-3.42715,1037945,2.87232
11908605_entry_00113_conf_01,-65.5989,-51.5989,-4.37326,-26.5991,-0.296546,-10.8466,-20.9223,-3.27995,1181695,3.43429
11908605_entry_00114_conf_01,-70.5327,-56.5327,-4.70218,-28.5996,-0.318849,-11.6624,-22.9229,-3.52663,1154303,3.40191
11096158_entry_00115_conf_01,-66.2624,-52.2624,-4.41749,-26.8681,-0.299545,-10.9563,-21.1914,-3.31312,1181325,3.42337
11096158_entry_00116_conf_01,-66.6377,-52.6377,-4.44252,-27.0203,-0.301242,-11.0184,-21.3436,-3.33189,1281299,3.6795
11096158_entry_00117_conf_01,-61.0784,-49.0784,-4.07189,-24.7661,-0.27611,-10.0992,-19.9003,-3.05392,1043413,2.86263
9816401_entry_00118_conf_01,-55.1685,-39.1685,-3.24521,-21.4557,-0.220473,-8.7548,-15.2331,-2.62707,1665385,5.17379
9816401_entry_00119_conf_01,-60.997,-44.997,-3.58806,-23.7224,-0.243766,-9.67974,-17.4999,-2.77259,1697253,5.25593
9816401_entry_00120_conf_01,-68.1176,-52.1176,-4.00692,-26.4917,-0.272222,-10.8097,-20.2691,-3.2437,1704978,5.37113
7067772_entry_00121_conf_01,-68.1635,-50.1635,-3.78686,-26.0092,-0.256025,-10.5957,-19.141,-2.96363,2005720,6.83221
7067772_entry_00122_conf_01,-75.3351,-57.3351,-4.18528,-28.7457,-0.282962,-11.7105,-21.8774,-3.13896,2001348,6.87573
7067772_entry_00123_conf_01,-72.225,-54.225,-4.0125,-27.559,-0.27128,-11.227,-20.6907,-3.14022,1959507,6.7517
6971258_entry_00124_conf_01,-65.9296,-53.9296,-4.39531,-26.7331,-0.298041,-10.9013,-21.8674,-3.29648,1021579,2.84337
6971258_entry_00125_conf_01,-67.1082,-53.1082,-4.47388,-27.211,-0.303369,-11.0962,-21.5343,-3.35541,1231464,3.58864
6971258_entry_00126_conf_01,-63.3323,-51.3323,-4.22215,-25.68,-0.286299,-10.4719,-20.8142,-3.16661,1080253,3.02141
6713972_entry_00127_conf_01,-66.807,-52.807,-3.7115,-25.4917,-0.25093,-10.3848,-20.1497,-2.90465,1421528,4.47313
6713972_entry_00128_conf_01,-67.8551,-53.8551,-3.76973,-25.8916,-0.254866,-10.5477,-20.5496,-3.08432,1239379,4.06888
6713972_entry_00129_conf_01,-70.0194,-56.0194,-3.88997,-26.7174,-0.262996,-10.8842,-21.3754,-3.04432,1316035,4.3009
6420074_entry_00130_conf_01,-66.7494,-52.7494,-3.7083,-25.4697,-0.250713,-10.3759,-20.1277,-2.90215,1234701,4.00969
6420074_entry_00131_conf_01,-66.6927,-48.6927,-3.70515,-25.448,-0.251452,-10.3802,-18.5797,-2.89968,1930417,6.42649
6420074_entry_00132_conf_01,-69.7654,-51.7654,-3.87585,-26.6205,-0.263037,-10.8584,-19.7522,-3.03328,1871865,6.3205
6323218_entry_00133_conf_01,-58.4392,-42.4392,-2.92196,-21.5292,-0.199953,-8.806,-15.6347,-2.54083,1876884,6.12579
6323218_entry_00134_conf_01,-60.0111,-42.0111,-3.00056,-22.1083,-0.205332,-9.04288,-15.477,-2.50046,2054185,6.97692
6323218_entry_00135_conf_01,-58.9816,-42.9816,-2.94908,-21.729,-0.20181,-8.88775,-15.8346,-2.56442,1856879,6.07733
5462244_entry_00136_conf_01,-56.8119,-40.8119,-2.8406,-20.9297,-0.194386,-8.5608,-15.0352,-2.36716,1716200,5.70068
5462244_entry_00137_conf_01,-55.0348,-39.0348,-2.75174,-20.275,-0.188305,-8.29301,-14.3805,-2.29312,1841165,6.11345
5462244_entry_00138_conf_01,-57.1039,-41.1039,-2.8552,-21.0373,-0.195385,-8.6048,-15.1428,-2.48278,1797350,5.97937
5317448_entry_00139_conf_01,-66.0609,-54.0609,-5.50507,-28.8548,-0.368697,-11.718,-23.6133,-3.67005,843240,2.26434
5317448_entry_00140_conf_01,-67.8001,-55.8001,-5.65001,-29.6144,-0.376287,-12.004,-24.3729,-3.76667,884760,2.40865
5317448_entry_00141_conf_01,-65.1301,-53.1301,-5.42751,-28.4482,-0.363502,-11.5529,-23.2067,-3.83118,876964,2.34026
5284365_entry_00142_conf_01,-74.4267,-52.4267,-3.72134,-27.419,-0.237256,-10.9536,-19.3142,-3.10111,2672343,9.99349
5284365_entry_00143_conf_01,-69.9689,-51.9689,-3.49844,-25.7767,-0.222331,-10.2866,-19.1455,-2.91537,1982998,7.04728
5284365_entry_00144_conf_01,-73.0441,-51.0441,-3.65221,-26.9097,-0.232103,-10.7387,-18.8048,-2.92176,2811395,10.7811
4282259_entry_00145_conf_01,-72.5487,-58.5487,-3.4547,-26.296,-0.244024,-10.87,-21.2216,-3.02286,1609133,5.16611
4282259_entry_00146_conf_01,-68.9498,-52.9498,-3.28332,-24.9915,-0.231918,-10.3308,-19.1922,-2.87291,1790496,5.92086
4282259_entry_00147_conf_01,-67.8094,-53.8094,-3.22902,-24.5782,-0.228083,-10.1599,-19.5038,-2.82539,1420267,4.5659
3052142_entry_00148_conf_01,-68.1561,-44.1561,-2.43415,-22.4449,-0.160823,-9.07373,-14.5413,-2.35021,3854447,15.5708
3052142_entry_00149_conf_01,-61.0993,-37.0993,-2.18212,-20.121,-0.144171,-8.13424,-12.2174,-2.03664,3849695,15.8774
3052142_entry_00150_conf_01,-61.9364,-37.9364,-2.21201,-20.3967,-0.146147,-8.24568,-12.4931,-2.06455,3739333,15.2997
2801971_entry_00151_conf_01,-74.698,-58.698,-3.39536,-26.6584,-0.239934,-11.0214,-20.9483,-2.873,1845925,6.38591
2801971_entry_00152_conf_01,-72.8565,-56.8565,-3.31166,-26.0012,-0.234018,-10.7497,-20.2911,-2.80217,2018740,6.77462
2801971_entry_00153_conf_01,-70.0006,-52.0006,-3.18184,-24.982,-0.224845,-10.3283,-18.5581,-2.69233,2296741,8.00396
2733787_entry_00154_conf_01,-75.5739,-59.5739,-2.79903,-25.1913,-0.199215,-10.4397,-19.858,-2.43787,2140976,8.23455
2733787_entry_00155_conf_01,-74.8598,-60.8598,-2.77259,-24.9533,-0.197333,-10.3411,-20.2866,-2.41483,1813646,6.81857
2733787_entry_00156_conf_01,-66.3617,-52.3617,-2.45784,-22.1206,-0.174932,-9.16715,-17.4539,-2.1407,1872414,7.03262
2733335_entry_00157_conf_01,-64.3771,-46.3771,-3.5765,-24.5644,-0.242722,-10.0198,-17.6962,-2.92623,2228811,7.43586
2733335_entry_00158_conf_01,-61.7805,-43.7805,-3.43225,-23.5737,-0.232932,-9.61561,-16.7054,-2.68611,1939697,6.52175
2733335_entry_00159_conf_01,-81.4698,-63.4698,-4.5261,-31.0866,-0.306004,-12.6641,-24.2183,-3.39458,1897838,6.53136
644170_entry_00160_conf_01,-70.5065,-58.5065,-4.70044,-28.589,-0.318731,-11.6581,-23.7232,-3.52533,1046537,2.91807
644170_entry_00161_conf_01,-65.7399,-51.7399,-4.38266,-26.6562,-0.297183,-10.8699,-20.9795,-3.28699,1222089,3.54634
644170_entry_00162_conf_01,-64.4375,-52.4375,-4.29583,-26.1281,-0.291296,-10.6546,-21.2624,-3.22187,989597,2.77811
449462_entry_00163_conf_01,-69.1293,-57.1293,-5.76077,-30.195,-0.385822,-12.2623,-24.9535,-3.84051,843706,2.29913
449462_entry_00164_conf_01,-69.1893,-57.1893,-5.76578,-30.2212,-0.383997,-12.25,-24.9797,-4.06996,880319,2.40151
449462_entry_00165_conf_01,-63.9452,-51.9452,-5.32877,-27.9306,-0.356889,-11.3427,-22.6892,-3.55251,832584,2.22442
448882_entry_00166_conf_01,-59.9466,-47.9466,-3.74666,-23.7898,-0.254836,-9.71098,-19.0276,-2.99733,1126844,3.11605
448882_entry_00167_conf_01,-64.8491,-50.8491,-4.05307,-25.7354,-0.275677,-10.5052,-20.1795,-3.24246,1245497,3.58107
448882_entry_00168_conf_01,-62.8487,-48.8487,-3.92805,-24.9415,-0.267173,-10.1811,-19.3856,-3.14244,1254422,3.61781
447448_entry_00169_conf_01,-72.342,-54.342,-4.25541,-28.1346,-0.290225,-11.4949,-21.1342,-3.28827,1788573,5.75996
447448_entry_00170_conf_01,-75.7599,-57.7599,-4.45647,-29.4639,-0.303937,-12.038,-22.4635,-3.44363,1912367,6.21571
447448_entry_00171_conf_01,-70.4356,-52.4356,-4.14327,-27.3932,-0.282577,-11.192,-20.3928,-3.35408,1753310,5.66336
446101_entry_00172_conf_01,-56.6088,-42.6088,-2.97941,-21.2145,-0.188531,-8.45377,-15.9679,-2.46125,1423397,4.49
446101_entry_00173_conf_01,-58.7391,-42.7391,-3.09153,-22.0128,-0.195626,-8.7719,-16.0167,-2.66996,1682947,5.43451
446101_entry_00174_conf_01,-58.7006,-42.7006,-3.0895,-21.9984,-0.195498,-8.76615,-16.0023,-2.5522,1626614,5.3633
445621_entry_00175_conf_01,-68.4119,-56.4119,-5.701,-29.8817,-0.381819,-12.135,-24.6402,-3.80066,853026,2.39613
445621_entry_00176_conf_01,-74.1539,-62.1539,-6.17949,-32.3897,-0.41155,-13.129,-27.1482,-4.36199,849447,2.39601
445621_entry_00177_conf_01,-68.98,-56.98,-5.74834,-30.1298,-0.384989,-12.2358,-24.8883,-4.05765,909654,2.46614
441477_entry_00178_conf_01,-68.5158,-56.5158,-5.70965,-29.927,-0.382398,-12.1534,-24.6855,-4.03034,887455,2.39608
441477_entry_00179_conf_01,-63.945,-51.945,-5.32875,-27.9306,-0.356888,-11.3427,-22.6891,-3.5525,833784,2.25074
441477_entry_00180_conf_01,-69.167,-57.167,-5.76391,-30.2115,-0.386032,-12.2689,-24.97,-3.84261,844858,2.30621
441038_entry_00181_conf_01,-65.4729,-49.4729,-3.85135,-25.4631,-0.261653,-10.39,-19.2406,-2.97604,1643562,5.2004
441038_entry_00182_conf_01,-69.6304,-53.6304,-4.09591,-27.0801,-0.277152,-11.035,-20.8575,-3.31574,1655830,5.22026
441038_entry_00183_conf_01,-59.8796,-43.8796,-3.52233,-23.2878,-0.2393,-9.50241,-17.0653,-2.7218,1579969,5.06008
440552_entry_00184_conf_01,-62.5975,-50.5975,-4.17317,-25.3821,-0.282978,-10.3504,-20.5163,-3.29461,1010356,2.83835
440552_entry_00185_conf_01,-64.8004,-52.8004,-4.32003,-26.2753,-0.292936,-10.7146,-21.4095,-3.41055,976469,2.77827
440552_entry_00186_conf_01,-69.317,-55.317,-4.62114,-28.1067,-0.313354,-11.4614,-22.43,-3.46585,1137115,3.35291
440271_entry_00187_conf_01,-68.6765,-54.6765,-3.61455,-25.7369,-0.228722,-10.2559,-20.4903,-2.98593,1474596,4.64542
440271_entry_00188_conf_01,-68.186,-52.186,-3.58874,-25.5531,-0.227088,-10.1827,-19.557,-2.96461,1748109,5.71246
440271_entry_00189_conf_01,-65.428,-49.428,-3.44358,-24.5195,-0.217903,-9.7708,-18.5234,-2.84469,1721219,5.63877
440235_entry_00190_conf_01,-64.6423,-48.6423,-3.40223,-24.2251,-0.215286,-9.65347,-18.229,-2.93829,1799983,5.92211
440235_entry_00191_conf_01,-64.6839,-48.6839,-3.40442,-24.2407,-0.215425,-9.65969,-18.2446,-2.94018,1767445,5.76606
440235_entry_00192_conf_01,-59.1818,-43.1818,-3.11483,-22.1787,-0.1971,-8.83801,-16.1826,-2.69008,1883297,6.03965
