LIGAND_ENTRY,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,EVAL,TIME
134695375_entry_00001_conf_01,-69.7567,-55.7567,-3.87537,-26.6172,-0.262009,-10.8433,-21.2752,-3.0329,1291636,4.03431
134695375_entry_00002_conf_01,-69.165,-51.165,-3.8425,-26.3914,-0.260774,-10.7649,-19.5231,-3.14386,1811257,6.1005
134695375_entry_00003_conf_01,-70.1333,-52.1333,-3.89629,-26.7609,-0.264425,-10.9157,-19.8926,-3.18788,1860687,6.10709
129878031_entry_00004_conf_01,-70.9031,-54.9031,-4.17077,-27.575,-0.284452,-11.2663,-21.3524,-3.22287,1679811,5.03441
129878031_entry_00005_conf_01,-71.4021,-53.4021,-4.20012,-27.7691,-0.286454,-11.3456,-20.7687,-3.10444,1962266,6.27027
129878031_entry_00006_conf_01,-69.2489,-51.2489,-4.07347,-26.9317,-0.277816,-11.0034,-19.9313,-3.14768,1860534,5.92033
118707521_entry_00007_conf_01,77.1941,95.1941,2.20554,23.5991,0.159996,9.84221,29.1018,2.08633,1673455,7.58455
118707521_entry_00008_conf_01,-39.3928,-21.3928,-1.12551,-12.0428,-0.0816475,-5.02257,-6.54001,-1.06467,1865327,8.56274
118707521_entry_00009_conf_01,-54.2686,-36.2686,-1.55053,-16.5905,-0.11248,-6.91923,-11.0877,-1.46672,2016590,9.7604
91820057_entry_00010_conf_01,-67.615,-53.615,-3.55869,-25.3391,-0.225187,-10.0974,-20.0926,-3.07341,1447144,4.45939
91820057_entry_00011_conf_01,-65.8817,-49.8817,-3.46746,-24.6896,-0.219414,-9.83856,-18.6935,-2.86442,1730995,5.39769
91820057_entry_00012_conf_01,-64.6385,-48.6385,-3.40203,-24.2237,-0.215274,-9.6529,-18.2276,-2.81037,1786182,5.54861
90659182_entry_00013_conf_01,-63.2954,-49.2954,-3.51641,-24.1517,-0.240442,-9.87609,-18.8097,-3.01407,1435954,4.17841
90659182_entry_00014_conf_01,-62.3097,-46.3097,-3.46165,-23.7756,-0.236698,-9.72228,-17.6704,-2.83226,1681392,5.04104
90659182_entry_00015_conf_01,-63.2668,-47.2668,-3.51482,-24.1408,-0.240333,-9.87162,-18.0356,-2.87576,1763578,5.32425
76325328_entry_00016_conf_01,64.0752,82.0752,1.83072,19.5885,0.132806,8.16956,25.0913,1.88456,1699902,7.89654
76325328_entry_00017_conf_01,-49.2508,-31.2508,-1.40717,-15.0565,-0.10208,-6.27946,-9.55371,-1.40717,1988024,9.78142
76325328_entry_00018_conf_01,17.6281,35.6281,0.50366,5.3891,0.0365369,2.24757,10.8919,0.476435,1773573,8.10984
57376616_entry_00019_conf_01,-64.0122,-52.0122,-4.26748,-25.9557,-0.289373,-10.5843,-21.0899,-3.36906,1017203,2.74738
57376616_entry_00020_conf_01,-64.9336,-50.9336,-4.32891,-26.3293,-0.293538,-10.7366,-20.6526,-3.24668,1283718,3.61473
57376616_entry_00021_conf_01,-65.8574,-51.8574,-4.39049,-26.7038,-0.297714,-10.8894,-21.0271,-3.46618,1199675,3.41249
57339292_entry_00022_conf_01,-69.4612,-49.4612,-3.47306,-25.5897,-0.236883,-10.4554,-18.2217,-2.77845,2458146,8.76818
57339292_entry_00023_conf_01,-72.6657,-52.6657,-3.63329,-26.7703,-0.246962,-10.9252,-19.4022,-2.90663,2486670,8.97457
57339292_entry_00024_conf_01,-69.3965,-49.3965,-3.46983,-25.5659,-0.236663,-10.4456,-18.1978,-2.77586,2449943,8.73904
57339290_entry_00025_conf_01,-66.059,-46.059,-2.87213,-23.2286,-0.197035,-9.50902,-16.1959,-2.44663,2699730,10.1592
57339290_entry_00026_conf_01,-62.1434,-40.1434,-2.70189,-21.8517,-0.185356,-8.94538,-14.1158,-2.30161,2986614,11.5232
57339290_entry_00027_conf_01,-61.0854,-41.0854,-2.65589,-21.4797,-0.1822,-8.79308,-14.447,-2.26242,2682669,9.92354
54758653_entry_00028_conf_01,-72.3902,-58.3902,-3.81001,-27.1287,-0.241969,-10.8236,-21.8821,-3.1474,1485515,4.67104
54758653_entry_00029_conf_01,-66.8077,-52.8077,-3.5162,-25.0366,-0.223309,-9.98895,-19.79,-2.90468,1495756,4.63437
54758653_entry_00030_conf_01,-66.494,-52.494,-3.49968,-24.919,-0.22226,-9.94204,-19.6725,-2.89104,1523312,4.76256
54758613_entry_00031_conf_01,-68.9916,-52.9916,-3.63114,-25.855,-0.229771,-10.303,-19.8589,-2.99964,1725370,5.49348
54758613_entry_00032_conf_01,-69.4552,-53.4552,-3.65554,-26.0288,-0.231315,-10.3722,-20.0327,-3.01979,1694983,5.43885
54758613_entry_00033_conf_01,-65.6312,-49.6312,-3.45427,-24.5957,-0.21858,-9.80114,-18.5996,-2.85353,1797301,5.73525
52948856_entry_00034_conf_01,-69.7087,-39.7087,-1.93635,-21.1115,-0.140936,-8.81451,-12.0259,-1.88402,5201791,27.1064
52948856_entry_00035_conf_01,-70.1829,-40.1829,-1.94953,-21.2551,-0.141606,-8.86845,-12.1695,-1.84692,4400154,23.0447
52948856_entry_00036_conf_01,-73.8213,-43.8213,-2.05059,-22.357,-0.148947,-9.32821,-13.2714,-1.99517,5234484,27.7141
52944904_entry_00037_conf_01,-78.6695,-50.6695,-2.2477,-24.0501,-0.163011,-10.0294,-15.4902,-2.01717,5031968,25.9234
52944904_entry_00038_conf_01,-75.3675,-47.3675,-2.15336,-23.0406,-0.156495,-9.61515,-14.4807,-1.98335,4933460,25.4409
52944904_entry_00039_conf_01,-71.1777,-43.1777,-2.03365,-21.7598,-0.147487,-9.07431,-13.1999,-1.92372,4885600,24.5897
52944903_entry_00040_conf_01,-71.4233,-45.4233,-2.10068,-22.0469,-0.153084,-9.20881,-14.0212,-1.93036,4606815,22.1998
52944903_entry_00041_conf_01,-68.3225,-42.3225,-2.00949,-21.0897,-0.146438,-8.80902,-13.0641,-1.89785,4036291,19.0628
52944903_entry_00042_conf_01,-73.33,-47.33,-2.15676,-22.6354,-0.156832,-9.44784,-14.6098,-1.92974,4450962,21.6723
51351654_entry_00043_conf_01,-68.1843,-54.1843,-4.26152,-27.0589,-0.264049,-10.7074,-21.503,-3.24687,1294304,3.86411
51351654_entry_00044_conf_01,-63.3248,-49.3248,-3.9578,-25.1304,-0.24523,-9.94429,-19.5745,-3.16624,1255118,3.74278
51351654_entry_00045_conf_01,-73.1884,-59.1884,-4.57427,-29.0448,-0.283428,-11.4932,-23.4889,-3.48516,1253417,3.87628
49859685_entry_00046_conf_01,-57.6687,-43.6687,-3.03519,-21.6117,-0.192761,-8.6225,-16.3651,-2.6213,1404711,4.33366
49859685_entry_00047_conf_01,-61.5398,-47.5398,-3.23894,-23.0624,-0.2057,-9.2013,-17.8158,-2.79726,1542500,4.7003
49859685_entry_00048_conf_01,-62.9892,-46.9892,-3.31522,-23.6056,-0.210545,-9.41801,-17.6095,-2.73866,1604358,5.22361
49802606_entry_00049_conf_01,-74.0702,-58.0702,-4.11501,-28.2631,-0.269164,-11.3877,-22.1579,-3.22045,1505581,4.76227
49802606_entry_00050_conf_01,-72.9333,-56.9333,-4.05185,-27.8293,-0.265033,-11.2129,-21.7241,-3.17101,1603752,5.01978
49802606_entry_00051_conf_01,-64.6164,-48.6164,-3.5898,-24.6558,-0.23481,-9.93422,-18.5506,-2.80941,1562709,4.89554
46174147_entry_00052_conf_01,-65.5708,-49.5708,-3.64282,-25.0199,-0.248151,-10.2183,-18.9148,-3.12242,1654046,5.31499
46174147_entry_00053_conf_01,-67.0101,-51.0101,-3.72278,-25.5691,-0.253598,-10.4426,-19.464,-2.91348,1697922,5.47741
46174147_entry_00054_conf_01,-66.6156,-50.6156,-3.70086,-25.4186,-0.252104,-10.3811,-19.3134,-2.89633,1511955,5.02802
45934204_entry_00055_conf_01,-55.0935,-39.0935,-2.75468,-20.2966,-0.188506,-8.30186,-14.4022,-2.29556,1845999,6.01977
45934204_entry_00056_conf_01,-61.2722,-43.2722,-3.06361,-22.5729,-0.209647,-9.2329,-15.9416,-2.66401,2084117,7.09595
45934204_entry_00057_conf_01,-61.2995,-43.2995,-3.06497,-22.5829,-0.20974,-9.23702,-15.9517,-2.55415,2154374,7.34305
45933887_entry_00058_conf_01,-69.4121,-57.4121,-5.78434,-30.3185,-0.3874,-12.3124,-25.077,-4.08306,865831,2.27378
45933887_entry_00059_conf_01,-72.3006,-60.3006,-6.02505,-31.5802,-0.401264,-12.8008,-26.3387,-4.25297,872405,2.32688
45933887_entry_00060_conf_01,-69.2372,-57.2372,-5.76977,-30.2421,-0.386425,-12.2814,-25.0006,-4.07278,839701,2.21216
45357367_entry_00061_conf_01,-67.3357,-49.3357,-3.74087,-25.6934,-0.253877,-10.4802,-18.8251,-2.92764,1879789,6.28333
45357367_entry_00062_conf_01,-69.2307,-55.2307,-3.84615,-26.4165,-0.260033,-10.7616,-21.0745,-2.88461,1405494,4.47969
45357367_entry_00063_conf_01,-67.9617,-49.9617,-3.77565,-25.9323,-0.256237,-10.5777,-19.064,-2.95486,1885634,6.28902
45266822_entry_00064_conf_01,-65.0245,-43.0245,-2.60098,-22.2381,-0.168311,-8.92802,-14.7142,-2.40831,3282462,12.7148
45266822_entry_00065_conf_01,-65.8836,-43.8836,-2.63534,-22.5319,-0.170534,-9.04598,-15.008,-2.35298,3332337,13.0169
45266822_entry_00066_conf_01,-76.3007,-54.3007,-3.05203,-26.0945,-0.197498,-10.4763,-18.5706,-2.63106,3308567,13.1529
45266741_entry_00067_conf_01,-70.0899,-58.0899,-5.84083,-30.6146,-0.391184,-12.4327,-25.3731,-4.12294,835801,2.22934
45266741_entry_00068_conf_01,-72.952,-60.952,-6.07933,-31.8647,-0.40488,-12.9162,-26.6232,-4.29129,866186,2.35059
45266741_entry_00069_conf_01,-74.2511,-62.2511,-6.18759,-32.4321,-0.412089,-13.1462,-27.1907,-4.36771,869945,2.35506
44630437_entry_00070_conf_01,-71.8649,-55.8649,-4.49156,-28.5196,-0.305501,-11.6417,-22.17,-3.42214,1454506,4.40909
44630437_entry_00071_conf_01,-69.9563,-53.9563,-4.37227,-27.7622,-0.297388,-11.3325,-21.4126,-3.49781,1440904,4.41224
44630437_entry_00072_conf_01,-78.5639,-62.5639,-4.91024,-31.1781,-0.333979,-12.7269,-24.8285,-3.57109,1558149,4.79832
44341508_entry_00073_conf_01,-69.1608,-51.1608,-2.56151,-23.0536,-0.183264,-9.57044,-17.0536,-2.30536,2319512,9.01366
44341508_entry_00074_conf_01,-68.9629,-52.9629,-2.55418,-22.9876,-0.182739,-9.54306,-17.6543,-2.37803,2105294,7.8671
44341508_entry_00075_conf_01,-68.95,-50.95,-2.5537,-22.9833,-0.182705,-9.54128,-16.9833,-2.29833,2276805,8.7744
44229083_entry_00076_conf_01,-64.8093,-48.8093,-3.41101,-24.2877,-0.216629,-9.69014,-18.2916,-2.81779,1772334,5.64371
44229083_entry_00077_conf_01,-66.1575,-50.1575,-3.48197,-24.7929,-0.221135,-9.89172,-18.7968,-2.87641,1762132,5.73762
44229083_entry_00078_conf_01,-65.7825,-49.7825,-3.46223,-24.6524,-0.219882,-9.83565,-18.6563,-2.86011,1769877,5.6825
44119773_entry_00079_conf_01,-71.7027,-59.7027,-4.78018,-29.074,-0.324139,-11.8559,-24.2082,-3.58513,1015469,2.81951
44119773_entry_00080_conf_01,-68.3417,-54.3417,-4.55612,-27.7112,-0.308945,-11.3002,-22.0345,-3.41709,1126704,3.31829
44119773_entry_00081_conf_01,-68.2043,-54.2043,-4.54696,-27.6555,-0.308324,-11.2774,-21.9788,-3.41022,1193010,3.45831
42612215_entry_00082_conf_01,-66.0059,-48.0059,-3.66699,-25.1859,-0.251708,-10.3123,-18.3177,-3.00027,1903198,6.44034
42612215_entry_00083_conf_01,-68.4293,-50.4293,-3.80163,-26.1107,-0.26095,-10.6909,-19.2424,-2.85122,2018277,6.83643
42612215_entry_00084_conf_01,-62.6442,-44.6442,-3.48023,-23.9032,-0.238889,-9.78706,-17.035,-2.72366,1988391,6.83928
25243963_entry_00085_conf_01,-72.615,-58.615,-3.82184,-27.2129,-0.24272,-10.8572,-21.9663,-3.15717,1510488,4.75963
25243963_entry_00086_conf_01,-67.9502,-51.9502,-3.57633,-25.4648,-0.227127,-10.1598,-19.4687,-3.08864,1807783,5.83775
25243963_entry_00087_conf_01,-61.9147,-45.9147,-3.25867,-23.2029,-0.206953,-9.25735,-17.2068,-2.8143,1758313,5.67957
25243937_entry_00088_conf_01,-68.1649,-54.1649,-3.58763,-25.5452,-0.227845,-10.1919,-20.2986,-2.96369,1390120,4.44718
25243937_entry_00089_conf_01,-60.8556,-44.8556,-3.20293,-22.806,-0.203413,-9.099,-16.8099,-2.6459,1664719,5.40127
25243937_entry_00090_conf_01,-61.7682,-45.7682,-3.25096,-23.148,-0.206464,-9.23544,-17.1519,-2.68557,1668563,5.44223
24847493_entry_00091_conf_01,-67.4538,-49.4538,-3.37269,-24.8502,-0.215028,-9.92741,-18.219,-2.69815,2101422,7.2252
24847493_entry_00092_conf_01,-69.4033,-51.4033,-3.47016,-25.5684,-0.221242,-10.2143,-18.9371,-2.77613,2132086,7.2708
24847493_entry_00093_conf_01,-71.0225,-53.0225,-3.55113,-26.1649,-0.226404,-10.4526,-19.5337,-2.95927,1964756,6.77995
24779679_entry_00094_conf_01,-65.2359,-45.2359,-3.10647,-23.6454,-0.212969,-9.67751,-16.3962,-2.60944,2631569,9.34771
24779679_entry_00095_conf_01,-67.187,-47.187,-3.19938,-24.3526,-0.219339,-9.96695,-17.1034,-2.58412,2547391,9.05586
24779679_entry_00096_conf_01,-73.1123,-53.1123,-3.48154,-26.5003,-0.238683,-10.8459,-19.2511,-2.92449,2612270,9.25017
