LIGAND_ENTRY,TOTAL_SCORE,SCORE_RB_PEN,SCORE_NORM_HEVATOMS,SCORE_NORM_CRT_HEVATOMS,SCORE_NORM_WEIGHT,SCORE_NORM_CRT_WEIGHT,SCORE_RB_PEN_NORM_CRT_HEVATOMS,SCORE_NORM_CONTACT,EVAL,TIME
644170_entry_00108_conf_01,-62.598,-48.598,-4.1732,-25.3822,-0.28298,-10.3504,-19.7055,-3.29463,893344,1.82183
449462_entry_00109_conf_01,-58.9854,-46.9854,-4.91545,-25.7642,-0.329207,-10.4629,-20.5228,-3.46973,664656,1.20968
449462_entry_00110_conf_01,-62.3157,-50.3157,-5.19297,-27.2189,-0.345849,-11.033,-21.9774,-3.66563,672760,1.24107
448882_entry_00111_conf_01,-64.8679,-50.8679,-4.05424,-25.7428,-0.275757,-10.5082,-20.1869,-3.2434,1018683,2.00936
448882_entry_00112_conf_01,-58.1545,-44.1545,-3.63466,-23.0786,-0.247218,-9.42067,-17.5227,-2.90772,984063,1.94148
447448_entry_00113_conf_01,-63.655,-45.655,-3.74441,-24.7561,-0.255374,-10.1146,-17.7557,-3.03119,1538819,3.47218
447448_entry_00114_conf_01,-58.6479,-40.6479,-3.44988,-22.8088,-0.235286,-9.31895,-15.8084,-2.66581,1550775,3.51252
446101_entry_00115_conf_01,-54.7185,-38.7185,-2.87992,-20.5061,-0.182236,-8.17148,-14.51,-2.37907,1268662,2.9377
446101_entry_00116_conf_01,-59.0006,-43.0006,-3.10529,-22.1108,-0.196497,-8.81095,-16.1147,-2.68184,1315203,2.97489
445621_entry_00117_conf_01,-65.6058,-53.6058,-5.46715,-28.656,-0.364108,-11.6155,-23.4145,-3.85916,674928,1.24628
445621_entry_00118_conf_01,-62.7724,-50.7724,-5.23103,-27.4184,-0.348383,-11.1139,-22.1769,-3.69249,681112,1.26919
441477_entry_00119_conf_01,-61.2812,-49.2812,-5.10677,-26.767,-0.342021,-10.8702,-21.5256,-3.60478,651743,1.19125
441477_entry_00120_conf_01,-53.7815,-41.7815,-4.48179,-23.4912,-0.300164,-9.53984,-18.2497,-3.36134,634349,1.15029
441038_entry_00121_conf_01,-59.9491,-43.9491,-3.52642,-23.3149,-0.239578,-9.51344,-17.0923,-2.85472,1352519,2.9583
441038_entry_00122_conf_01,-64.0746,-48.0746,-3.76909,-24.9193,-0.256065,-10.1681,-18.6967,-2.91248,1340896,3.0351
440552_entry_00123_conf_01,-58.6371,-44.6371,-3.90914,-23.7762,-0.265074,-9.69552,-18.0995,-2.93186,914118,1.8236
440552_entry_00124_conf_01,-58.7205,-44.7205,-3.9147,-23.81,-0.265452,-9.70931,-18.1333,-3.26225,895239,1.77235
440271_entry_00125_conf_01,-60.1495,-46.1495,-3.16576,-22.5414,-0.200323,-8.98253,-17.2948,-2.6152,1189780,2.6007
440271_entry_00126_conf_01,-61.4277,-47.4277,-3.23304,-23.0204,-0.20458,-9.17341,-17.7738,-2.79217,1126039,2.43955
440235_entry_00127_conf_01,-60.0885,-46.0885,-3.16255,-22.5185,-0.20012,-8.97341,-17.2719,-2.61254,1184921,2.56117
440235_entry_00128_conf_01,-59.7736,-43.7736,-3.14598,-22.4005,-0.199072,-8.92639,-16.4044,-2.59885,1463265,3.32001
440049_entry_00129_conf_01,-56.1423,-44.1423,-4.67852,-24.5224,-0.313339,-9.9586,-19.2809,-3.50889,671249,1.21209
440049_entry_00130_conf_01,-55.8046,-43.8046,-4.65038,-24.3749,-0.311455,-9.8987,-19.1334,-3.28262,652236,1.19265
439281_entry_00131_conf_01,-58.4597,-46.4597,-3.89731,-23.7042,-0.264272,-9.66618,-18.8385,-3.24776,831678,1.55104
439281_entry_00132_conf_01,-56.8578,-44.8578,-3.79052,-23.0547,-0.257031,-9.40131,-18.1889,-2.84289,789855,1.47924
439213_entry_00133_conf_01,-60.4841,-48.4841,-5.04034,-26.4189,-0.335684,-10.7087,-21.1774,-3.36023,657930,1.23505
439213_entry_00134_conf_01,-61.2218,-49.2218,-5.10182,-26.7411,-0.341689,-10.8596,-21.4996,-3.60128,666920,1.22625
439174_entry_00135_conf_01,-60.1547,-46.1547,-4.01032,-24.3916,-0.271935,-9.94646,-18.7148,-3.16604,902047,1.79546
439174_entry_00136_conf_01,-59.3592,-47.3592,-3.95728,-24.069,-0.268339,-9.81491,-19.2032,-3.12417,786921,1.47615
433580_entry_00137_conf_01,-59.8536,-43.8536,-3.5208,-23.2777,-0.238237,-9.48556,-17.0552,-2.85017,1285087,2.83048
433580_entry_00138_conf_01,-57.3019,-41.3019,-3.3707,-22.2853,-0.22808,-9.08117,-16.0628,-2.86509,1229837,2.73852
408523_entry_00139_conf_01,-71.7487,-51.7487,-2.98953,-24.8739,-0.206579,-10.2072,-17.9403,-2.75957,2442515,6.17913
408523_entry_00140_conf_01,-65.0239,-45.0239,-2.70933,-22.5425,-0.187217,-9.25048,-15.6089,-2.70933,2317435,5.82612
312829_entry_00141_conf_01,-63.7282,-43.7282,-2.3603,-21.2427,-0.163677,-8.72737,-14.5761,-2.3603,2658068,6.94652
312829_entry_00142_conf_01,-58.9525,-38.9525,-2.18342,-19.6508,-0.151411,-8.07335,-12.9842,-2.18342,2904991,7.68224
254124_entry_00143_conf_01,-56.0883,-44.0883,-3.50552,-22.2587,-0.238434,-9.08597,-17.4965,-2.95202,864011,1.56534
254124_entry_00144_conf_01,-55.7497,-43.7497,-3.48436,-22.1243,-0.236995,-9.03112,-17.3621,-2.9342,806826,1.48468
202260_entry_00145_conf_01,-65.1795,-45.1795,-2.71581,-22.5965,-0.187665,-9.27261,-15.6629,-2.71581,2552904,6.42849
202260_entry_00146_conf_01,-70.7342,-50.7342,-2.94726,-24.5222,-0.203069,-10.0531,-17.5885,-2.72054,2514174,6.45244
198515_entry_00147_conf_01,-55.8238,-33.8238,-1.99371,-18.3837,-0.119219,-7.18888,-11.1387,-1.92496,3212787,9.02042
198515_entry_00148_conf_01,-61.3776,-39.3776,-2.19206,-20.2127,-0.13108,-7.90409,-12.9677,-2.19206,3195261,8.97858
198514_entry_00149_conf_01,-63.5679,-41.5679,-2.27028,-20.934,-0.135758,-8.18616,-13.689,-2.27028,3232045,9.0822
198514_entry_00150_conf_01,-69.8491,-45.8491,-2.49461,-23.0025,-0.149172,-8.99503,-15.0989,-2.3283,3685210,10.9206
193108_entry_00151_conf_01,-63.9382,-47.9382,-3.99614,-25.3739,-0.213055,-9.55001,-19.0243,-3.19691,1206931,2.5804
193108_entry_00152_conf_01,-59.3757,-45.3757,-3.71098,-23.5633,-0.197852,-8.86855,-18.0074,-3.29865,969997,1.94562
129618_entry_00153_conf_01,-64.3464,-40.3464,-2.29809,-21.1904,-0.151833,-8.56654,-13.2868,-2.14488,3743678,11.138
129618_entry_00154_conf_01,-66.0985,-42.0985,-2.36066,-21.7674,-0.155968,-8.7998,-13.8638,-2.20328,3671352,10.8846
127132_entry_00155_conf_01,-58.4558,-38.4558,-2.16503,-19.4853,-0.150135,-8.00533,-12.8186,-2.16503,2690139,7.0737
127132_entry_00156_conf_01,-65.6896,-43.6896,-2.43295,-21.8965,-0.168714,-8.99598,-14.5632,-2.34606,3033886,8.52683
122253_entry_00157_conf_01,-79.7993,-61.7993,-3.62724,-28.479,-0.256319,-11.7741,-22.0551,-3.19197,1918197,4.74189
122253_entry_00158_conf_01,-67.9305,-49.9305,-3.08775,-24.2432,-0.218196,-10.0229,-17.8193,-2.71722,1757486,4.23957
118328_entry_00159_conf_01,-64.4594,-50.4594,-2.38739,-21.4865,-0.169917,-8.90437,-16.8198,-2.14865,1403845,3.60552
118328_entry_00160_conf_01,-66.7222,-52.7222,-2.47119,-22.2407,-0.175882,-9.21694,-17.5741,-2.22407,1411770,3.62316
112106_entry_00161_conf_01,-74.3502,-60.3502,-2.97401,-25.4274,-0.214045,-10.5769,-20.6395,-2.65537,1290124,3.15773
112106_entry_00162_conf_01,-70.9988,-54.9988,-2.83995,-24.2813,-0.204397,-10.1001,-18.8093,-2.44823,1467980,3.7862
102416_entry_00163_conf_01,-60.6182,-44.6182,-2.52576,-21.0151,-0.177089,-8.6656,-15.4683,-2.24512,1595731,4.11933
102416_entry_00164_conf_01,-59.0308,-43.0308,-2.45962,-20.4648,-0.172451,-8.43868,-14.9179,-2.27041,1604704,4.07667
99461_entry_00165_conf_01,-61.4355,-41.4355,-2.27539,-20.4785,-0.157788,-8.4134,-13.8118,-2.19413,2833102,7.73048
99461_entry_00166_conf_01,-65.7063,-43.7063,-2.43357,-21.9021,-0.168757,-8.99827,-14.5688,-2.34665,3203287,9.0245
96523_entry_00167_conf_01,-59.3863,-45.3863,-3.71164,-23.5675,-0.252454,-9.62022,-18.0116,-2.96931,1003260,2.01051
96523_entry_00168_conf_01,-57.4901,-45.4901,-3.59313,-22.815,-0.244393,-9.31305,-18.0528,-3.0258,828187,1.54373
90220_entry_00169_conf_01,-60.121,-44.121,-2.50504,-20.8428,-0.175636,-8.59453,-15.2959,-2.2267,1693294,4.2844
90220_entry_00170_conf_01,-59.5767,-43.5767,-2.48236,-20.6541,-0.174046,-8.51672,-15.1072,-2.29141,1682873,4.24693
84265_entry_00171_conf_01,-58.7537,-44.7537,-3.91691,-23.8235,-0.265602,-9.7148,-18.1467,-3.0923,930286,1.8785
84265_entry_00172_conf_01,-59.9105,-45.9105,-3.99404,-24.2925,-0.270831,-9.90608,-18.6158,-3.32836,900487,1.80706
82398_entry_00173_conf_01,-62.6134,-46.6134,-2.60889,-21.7069,-0.182918,-8.95084,-16.16,-2.23619,1672743,4.28048
82398_entry_00174_conf_01,-63.4463,-45.4463,-2.6436,-21.9956,-0.185351,-9.0699,-15.7554,-2.26594,1871783,5.0248
82313_entry_00175_conf_01,-63.8596,-51.8596,-4.2573,-25.8938,-0.288683,-10.559,-21.028,-3.19298,777409,1.47904
82313_entry_00176_conf_01,-56.178,-42.178,-3.7452,-22.779,-0.253958,-9.2889,-17.1023,-2.95674,860867,1.72001
35717_entry_00177_conf_01,-63.4607,-51.4607,-4.23071,-25.732,-0.28688,-10.4931,-20.8663,-3.52559,744329,1.42754
35717_entry_00178_conf_01,-57.2726,-45.2726,-3.81817,-23.2229,-0.258906,-9.46989,-18.3571,-3.01435,755528,1.41672
29327_entry_00179_conf_01,-61.1757,-47.1757,-3.39865,-23.3429,-0.230652,-9.52149,-18.0009,-2.91313,1014785,2.19783
29327_entry_00180_conf_01,-62.1419,-48.1419,-3.45233,-23.7116,-0.234294,-9.67186,-18.3696,-2.70182,1025787,2.25276
24154_entry_00181_conf_01,-59.5933,-47.5933,-4.96611,-26.0298,-0.33074,-10.551,-20.7883,-3.50549,659057,1.21845
24154_entry_00182_conf_01,-62.2891,-50.2891,-5.19076,-27.2073,-0.345701,-11.0283,-21.9658,-3.66406,662416,1.2386
24139_entry_00183_conf_01,-62.4667,-50.4667,-4.16445,-25.329,-0.282387,-10.3287,-20.4633,-3.12334,721296,1.37715
24139_entry_00184_conf_01,-59.2892,-45.2892,-3.95261,-24.0406,-0.268022,-9.80334,-18.3639,-3.29385,932263,1.88039
18897_entry_00185_conf_01,-59.7484,-47.7484,-4.97903,-26.0975,-0.3316,-10.5785,-20.856,-3.51461,656233,1.23071
18897_entry_00186_conf_01,-62.0425,-50.0425,-5.17021,-27.0996,-0.344333,-10.9846,-21.8581,-3.64956,682354,1.2889
5300_entry_00187_conf_01,-56.818,-42.818,-3.15655,-21.6801,-0.214222,-8.84324,-16.3381,-2.70562,980835,2.13014
5300_entry_00188_conf_01,-57.5125,-43.5125,-3.19514,-21.9451,-0.21684,-8.95133,-16.6031,-2.87562,1023645,2.20002
899_entry_00189_conf_01,-59.0059,-45.0059,-3.93373,-23.9257,-0.266742,-9.7565,-18.249,-3.10557,909829,1.80726
899_entry_00190_conf_01,-62.1453,-48.1453,-4.14302,-25.1987,-0.280934,-10.2756,-19.522,-3.10727,927160,1.90953
739_entry_00191_conf_01,-57.6982,-45.6982,-4.80819,-25.202,-0.320222,-10.2155,-19.9605,-3.60614,670345,1.22726
739_entry_00192_conf_01,-58.2383,-46.2383,-4.8532,-25.4379,-0.325038,-10.3304,-20.1965,-3.42579,661058,1.19493
ZINC000001471333_entry_00193_conf_01,-63.1317,-49.1317,-2.86962,-22.5306,-0.202782,-9.31482,-17.5343,-2.63049,1269400,2.87144
ZINC000001471333_entry_00194_conf_01,-65.9285,-49.9285,-2.99675,-23.5288,-0.211766,-9.72749,-17.8186,-2.63714,1465461,3.43748
ZINC000003956714_entry_00195_conf_01,-68.7284,-50.7284,-3.12402,-24.528,-0.220759,-10.1406,-18.1041,-2.74913,1810430,4.46947
ZINC000003956714_entry_00196_conf_01,-66.8627,-50.8627,-3.03921,-23.8621,-0.214766,-9.86532,-18.152,-2.67451,1602226,3.71896
ZINC000004027857_entry_00197_conf_01,-58.7767,-50.7767,-2.67167,-20.9764,-0.190024,-8.69107,-18.1213,-2.44903,652816,1.23276
ZINC000004027857_entry_00198_conf_01,-64.144,-54.144,-2.91563,-22.8919,-0.207376,-9.4847,-19.3231,-2.67266,773939,1.5985
ZINC000004027859_entry_00199_conf_01,-66.6936,-58.6936,-3.03153,-23.8018,-0.215619,-9.8617,-20.9467,-2.66774,616251,1.17397
ZINC000004027859_entry_00200_conf_01,-64.6835,-54.6835,-2.94016,-23.0844,-0.20912,-9.56447,-19.5156,-2.69514,800618,1.63639
ZINC000012364260_entry_00201_conf_01,-60.0671,-52.0671,-2.73032,-21.4369,-0.194196,-8.88187,-18.5819,-2.5028,687606,1.2816
ZINC000012364260_entry_00202_conf_01,-58.6504,-48.6504,-2.66593,-20.9313,-0.189616,-8.67239,-17.3625,-2.34602,821483,1.66284
ZINC000013545464_entry_00203_conf_01,-69.5071,-53.5071,-3.30986,-25.1936,-0.233793,-10.4143,-19.3942,-2.89613,1399028,3.31567
ZINC000013545464_entry_00204_conf_01,-69.5751,-53.5751,-3.3131,-25.2182,-0.234022,-10.4245,-19.4188,-2.89896,1425436,3.30667
ZINC000015205814_entry_00205_conf_01,-62.2901,-46.2901,-2.59542,-21.5948,-0.181973,-8.90461,-16.0479,-2.30704,1715387,4.44203
ZINC000015205814_entry_00206_conf_01,-63.037,-45.037,-2.62654,-21.8537,-0.184155,-9.01138,-15.6134,-2.3347,1762834,4.71309
ZINC000015205840_entry_00207_conf_01,-68.2494,-50.2494,-2.84372,-23.6607,-0.199382,-9.75652,-17.4205,-2.62498,1757582,4.71956
ZINC000015205840_entry_00208_conf_01,-65.7853,-47.7853,-2.74105,-22.8065,-0.192184,-9.40426,-16.5662,-2.43649,1729841,4.64406
ZINC000015205946_entry_00209_conf_01,-65.2278,-47.2278,-2.71783,-22.6132,-0.190555,-9.32457,-16.373,-2.32956,1882341,5.0623
ZINC000015205946_entry_00210_conf_01,-66.2457,-48.2457,-2.76024,-22.9661,-0.193529,-9.47008,-16.7258,-2.45354,1717895,4.56452
ZINC000015205949_entry_00211_conf_01,-64.2973,-46.2973,-2.67905,-22.2906,-0.187837,-9.19155,-16.0504,-2.29633,1822969,4.95448
ZINC000015205949_entry_00212_conf_01,-65.052,-47.052,-2.7105,-22.5523,-0.190042,-9.29943,-16.312,-2.32328,1854688,5.04653
ZINC000015205956_entry_00213_conf_01,-71.967,-55.967,-3.427,-26.0852,-0.242067,-10.7829,-20.2858,-2.99862,1389404,3.2517
ZINC000015205956_entry_00214_conf_01,-64.6623,-48.6623,-3.07916,-23.4375,-0.217497,-9.6884,-17.6381,-2.58649,1456780,3.41422
ZINC000019893747_entry_00215_conf_01,-58.4292,-40.4292,-2.33717,-19.9825,-0.170185,-8.34436,-13.8266,-2.24728,1930903,5.08344
ZINC000019893747_entry_00216_conf_01,-58.5137,-40.5137,-2.34055,-20.0114,-0.170431,-8.35643,-13.8555,-2.08977,1927325,5.21081
ZINC000019898298_entry_00217_conf_01,-63.0159,-49.0159,-3.00075,-22.8407,-0.211959,-9.44171,-17.7663,-2.62566,1221074,2.73337
ZINC000019898298_entry_00218_conf_01,-64.0062,-48.0062,-3.04791,-23.1997,-0.21529,-9.59009,-17.4003,-2.66692,1360036,3.20045
ZINC000032106887_entry_00219_conf_01,-56.6883,-48.6883,-2.57674,-20.2311,-0.184469,-8.40046,-17.376,-2.46471,659666,1.1662
ZINC000032106887_entry_00220_conf_01,-57.4407,-49.4407,-2.61094,-20.4996,-0.186917,-8.51196,-17.6445,-2.49742,619667,1.11436
ZINC000032106889_entry_00221_conf_01,-58.4975,-50.4975,-2.65898,-20.8768,-0.190356,-8.66856,-18.0217,-2.54337,634029,1.1545
ZINC000032106889_entry_00222_conf_01,-58.0019,-50.0019,-2.63645,-20.6999,-0.188743,-8.59512,-17.8448,-2.52182,682192,1.22118
ZINC000044021353_entry_00223_conf_01,-59.3016,-43.3016,-2.82388,-21.4944,-0.199466,-8.88519,-15.6951,-2.57833,1427059,3.23727
ZINC000044021353_entry_00224_conf_01,-59.838,-43.838,-2.84943,-21.6889,-0.20127,-8.96556,-15.8895,-2.60165,1366179,3.08247
ZINC000056871016_entry_00225_conf_01,-56.2208,-42.2208,-3.5138,-22.3112,-0.238997,-9.10742,-16.7553,-2.95899,963732,1.92206
ZINC000056871016_entry_00226_conf_01,-58.3868,-44.3868,-3.64917,-23.1708,-0.248205,-9.4583,-17.6149,-3.07299,982694,1.93759
ZINC000077269504_entry_00227_conf_01,-62.1769,-54.1769,-2.82622,-22.1899,-0.201017,-9.19384,-19.3348,-2.59071,680073,1.27765
ZINC000077269504_entry_00228_conf_01,-63.1069,-53.1069,-2.86849,-22.5218,-0.204023,-9.33135,-18.9529,-2.52427,776017,1.5547
ZINC000082114392_entry_00229_conf_01,-57.5217,-45.5217,-4.42474,-24.4634,-0.297731,-9.95014,-19.3599,-3.38363,715088,1.27423
ZINC000082114392_entry_00230_conf_01,-60.3435,-48.3435,-4.64181,-25.6635,-0.310716,-10.4202,-20.56,-3.54962,737222,1.33765
ZINC000100342293_entry_00231_conf_01,-57.9655,-41.9655,-2.76026,-21.0102,-0.194972,-8.68501,-15.2108,-2.52024,1389410,3.14817
ZINC000100342293_entry_00232_conf_01,-60.847,-44.847,-2.89748,-22.0546,-0.204664,-9.11675,-16.2552,-2.64552,1457624,3.35738
ZINC000100656214_entry_00233_conf_01,-67.1948,-51.1948,-3.05431,-23.9807,-0.215833,-9.91432,-18.2705,-2.68779,1554796,3.63916
ZINC000100656214_entry_00234_conf_01,-72.8853,-54.8853,-3.31297,-26.0115,-0.234111,-10.7539,-19.5876,-2.80328,1723803,4.27168
ZINC000100815672_entry_00235_conf_01,-73.2148,-53.2148,-2.92859,-25.0391,-0.200422,-10.2419,-18.1992,-2.52465,2237616,6.23103
ZINC000100815672_entry_00236_conf_01,-74.0526,-54.0526,-2.96211,-25.3256,-0.202715,-10.3591,-18.4857,-2.55354,2120917,5.87437
ZINC000101073479_entry_00237_conf_01,-63.4151,-47.4151,-3.01977,-22.9854,-0.213302,-9.50152,-17.1861,-2.5366,1396310,3.34503
ZINC000101073479_entry_00238_conf_01,-63.5401,-47.5401,-3.02572,-23.0307,-0.213722,-9.52025,-17.2314,-2.6475,1497825,3.48204
ZINC000101135603_entry_00239_conf_01,-77.0546,-55.0546,-2.65705,-25.0803,-0.191943,-10.4453,-17.9196,-2.40795,3035050,9.35828
ZINC000101135603_entry_00240_conf_01,-76.1043,-56.1043,-2.62429,-24.771,-0.189576,-10.3165,-18.2612,-2.62429,2556773,7.54896
ZINC000101136391_entry_00241_conf_01,-70.2411,-54.2411,-3.6969,-26.3233,-0.260836,-10.8772,-20.3272,-2.92671,1367030,3.09129
ZINC000101136391_entry_00242_conf_01,-70.5962,-54.5962,-3.71559,-26.4564,-0.261177,-10.9186,-20.4603,-2.94151,1364853,3.1747
ZINC000101178654_entry_00243_conf_01,-59.3497,-43.3497,-3.2972,-22.6461,-0.225417,-9.25994,-16.541,-2.69771,1330689,2.91375
ZINC000101178654_entry_00244_conf_01,-61.9017,-45.9017,-3.43898,-23.6199,-0.23511,-9.65812,-17.5148,-2.9477,1328588,2.89802
ZINC000101361998_entry_00245_conf_01,-79.4942,-57.4942,-2.74118,-25.8744,-0.197051,-10.7584,-18.7136,-2.56433,2948068,9.00863
ZINC000101361998_entry_00246_conf_01,-83.811,-59.811,-2.89003,-27.2794,-0.207751,-11.3427,-19.4677,-2.61909,3308393,10.7314
ZINC000102205030_entry_00247_conf_01,-61.4549,-41.4549,-3.07275,-22.6402,-0.211706,-9.28145,-15.2721,-2.56062,1918615,4.91909
ZINC000102205030_entry_00248_conf_01,-63.0041,-43.0041,-3.1502,-23.2109,-0.217043,-9.51541,-15.8428,-2.62517,1878732,4.77472
ZINC000102863660_entry_00249_conf_01,-63.6096,-47.6096,-3.34787,-23.8381,-0.229377,-9.75435,-17.842,-2.76563,1326552,2.99322
ZINC000102863660_entry_00250_conf_01,-63.6234,-49.6234,-3.3486,-23.8433,-0.229427,-9.75648,-18.5967,-2.89197,1158117,2.49263
ZINC000102974493_entry_00251_conf_01,-65.1109,-49.1109,-2.95959,-23.237,-0.196269,-9.40559,-17.5268,-2.60444,1455944,3.51685
