REC _TITLE1 TOTAL INTER INTRA RESTR VDW
7450 3052142 6.800 1.121 0.515 0.000 -12.735
7451 3052142 -2.443 -4.652 -1.336 0.000 -18.075
7452 3052142 1.756 -0.778 -0.620 0.000 -11.610
7453 3052142 3.537 -0.458 0.045 0.000 -13.449
7454 3052142 4.848 -0.342 1.560 0.000 -15.896
7455 3052142 -3.124 -4.865 -0.153 0.000 -17.138
7456 3052142 7.160 4.011 1.409 0.000 -11.389
7457 3052142 1.917 -0.825 0.946 0.000 -12.610
7458 3052142 4.090 -3.180 -0.616 0.000 -18.160
7459 3052142 -5.731 -6.930 -0.536 0.000 -15.582
7460 3052142 3.545 -0.158 0.398 0.000 -14.359
7461 3052142 -8.792 -6.304 -5.662 0.000 -15.879
7462 3052142 5.820 1.229 -2.951 0.000 -14.195
7463 3052142 -2.087 -3.416 -1.063 0.000 -12.675
7464 3052142 -0.838 -1.222 -2.097 0.000 -13.735
7465 3052142 -5.825 -8.122 -1.663 0.008 -16.340
7466 3052142 2.807 0.214 -1.273 0.000 -13.657
7467 3052142 -2.825 -7.514 -0.430 0.000 -16.711
7468 3052142 2.858 0.381 -1.170 0.005 -13.748
7469 3052142 2.895 -1.325 1.084 0.000 -14.202
7470 3052142 4.785 -1.906 -0.880 0.000 -14.761
7471 3052142 0.979 -2.473 -1.035 0.000 -15.563
7472 3052142 1.916 -2.823 2.964 0.000 -12.736
7473 3052142 6.289 -0.518 -1.374 0.000 -14.872
7474 3052142 -2.962 0.064 -5.423 0.000 -15.342
7475 3052142 -1.266 -3.210 -0.667 0.000 -10.902
7476 3052142 1.488 3.603 -4.678 0.005 -11.797
7477 3052142 -3.079 -5.051 -0.475 0.000 -13.310
7478 3052142 1.275 -3.824 1.490 0.000 -13.050
7479 3052142 -4.716 -2.827 -3.924 0.000 -16.360
7480 3052142 2.921 -3.912 -1.366 0.000 -16.405
7481 3052142 -0.054 -0.184 -3.493 0.000 -13.586
7482 3052142 -1.538 0.715 -5.520 0.000 -13.098
7483 3052142 -0.132 2.193 -6.010 0.000 -13.207
7484 3052142 -4.250 -4.654 -3.206 0.000 -14.207
7485 3052142 3.863 2.105 -1.868 0.000 -11.588
7486 3052142 -7.999 -7.115 -3.329 0.000 -14.504
7487 3052142 -7.212 -7.079 -2.017 0.000 -15.522
7488 3052142 -1.718 -5.700 0.657 0.026 -17.200
7489 3052142 3.432 -2.188 0.480 0.000 -13.659
7490 3052142 -8.468 -4.206 -6.720 0.000 -17.220
7491 3052142 -6.765 -4.330 -4.847 0.000 -15.948
7492 3052142 -1.973 -6.298 0.705 0.000 -16.204
7493 3052142 -3.863 -2.775 -3.485 0.000 -15.860
7494 3052142 -0.993 -1.003 -2.400 0.000 -14.144
7495 3052142 -4.087 -3.375 -3.110 0.000 -16.255
7496 3052142 0.865 -4.639 3.018 0.024 -17.963
7497 3052142 -3.232 -0.027 -4.991 0.000 -13.027
7498 3052142 1.299 -3.680 -4.604 0.000 -15.740
7499 3052142 0.620 -3.986 0.759 0.000 -16.186
7500 3052142 -3.194 -2.398 -4.444 0.000 -17.427
7501 2801971 -10.261 -12.129 -1.723 0.000 -15.501
7502 2801971 -3.754 -11.654 -1.178 0.000 -15.016
7503 2801971 -13.044 -13.144 -1.755 0.000 -14.252
7504 2801971 -14.414 -12.863 -4.914 0.000 -16.101
7505 2801971 -10.957 -10.739 -4.383 0.000 -16.504
7506 2801971 -9.337 -9.215 -2.526 0.000 -13.324
7507 2801971 -10.346 -16.979 -2.329 0.000 -20.934
7508 2801971 -11.528 -9.659 -3.629 0.000 -17.418
7509 2801971 -9.647 -10.325 -1.072 0.000 -18.333
7510 2801971 -10.127 -8.494 -4.020 0.000 -15.669
7511 2801971 -9.151 -8.986 -3.574 0.000 -14.289
7512 2801971 -8.122 -5.023 -4.833 0.000 -15.422
7513 2801971 -2.167 -7.002 -4.210 0.000 -12.649
7514 2801971 -13.015 -13.985 -0.957 0.000 -18.878
7515 2801971 -11.033 -8.224 -4.557 0.000 -17.018
7516 2801971 -16.506 -13.496 -4.791 0.000 -18.632
7517 2801971 -12.624 -10.527 -4.091 0.000 -17.656
7518 2801971 0.741 -2.505 -4.305 0.000 -10.003
7519 2801971 -11.682 -11.140 -3.875 0.000 -11.452
7520 2801971 -6.394 -11.015 -3.573 0.000 -17.184
7521 2801971 -7.531 -9.671 -1.767 0.000 -17.474
7522 2801971 -9.511 -16.095 -3.023 0.000 -19.575
7523 2801971 -10.549 -17.455 -2.837 0.000 -17.220
7524 2801971 -5.568 -4.784 -4.375 0.000 -12.827
7525 2801971 -7.315 -5.995 -3.057 0.000 -13.931
7526 2801971 -4.544 -6.563 -3.093 0.013 -11.876
7527 2801971 -7.898 -7.642 -2.032 0.000 -15.613
7528 2801971 -2.264 -5.657 -4.163 0.000 -11.720
7529 2801971 -9.328 -8.380 -4.093 0.000 -15.426
7530 2801971 -16.991 -20.551 1.814 0.000 -20.744
7531 2801971 -9.737 -6.762 -4.767 0.000 -16.198
7532 2801971 -9.348 -10.004 -1.090 0.000 -18.489
7533 2801971 -10.771 -11.044 -1.511 0.000 -18.443
7534 2801971 -14.256 -13.368 -2.636 0.000 -13.479
7535 2801971 -15.374 -13.348 -4.446 0.000 -13.939
7536 2801971 -10.260 -10.218 -3.861 0.000 -12.743
7537 2801971 -8.144 -5.532 -4.346 0.000 -14.840
7538 2801971 -9.416 -11.009 -5.972 0.000 -14.233
7539 2801971 -6.447 -7.471 -2.268 0.000 -12.768
7540 2801971 -10.621 -7.222 -5.195 0.000 -15.155
7541 2801971 -10.586 -12.193 -1.533 0.000 -19.888
7542 2801971 -10.704 -9.231 -4.745 0.000 -16.127
7543 2801971 -6.761 -4.941 -3.565 0.000 -15.341
7544 2801971 -11.650 -13.971 -1.531 0.000 -14.365
7545 2801971 -10.287 -7.424 -4.608 0.000 -16.123
7546 2801971 -14.183 -14.432 -3.361 0.000 -16.503
7547 2801971 -11.463 -8.962 -4.235 0.000 -14.755
7548 2801971 -4.445 -5.390 -2.873 0.000 -13.096
7549 2801971 -8.709 -7.837 -4.013 0.000 -13.040
7550 2801971 -11.028 -10.114 -3.355 0.000 -12.266
7551 2801971 -9.485 -9.685 -3.061 0.000 -17.144
7552 2801971 -9.818 -8.789 -4.299 0.000 -14.467
7553 2801971 -6.398 -9.112 -1.207 0.000 -16.192
7554 2801971 -7.862 -8.468 -1.817 0.020 -16.720
7555 2801971 -9.133 -15.871 -0.814 0.000 -18.384
7556 2801971 -1.313 -2.284 -0.770 0.000 -12.703
7557 2801971 -7.011 -6.559 -2.850 0.000 -14.940
7558 2801971 -9.871 -9.909 -2.352 0.000 -16.565
7559 2801971 -12.676 -10.814 -4.269 0.000 -14.972
7560 2801971 -9.042 -11.143 -1.793 0.000 -15.189
7561 2801971 -13.024 -16.937 -1.249 0.000 -16.954
7562 2801971 -5.689 -7.231 -3.555 0.000 -12.069
7563 2801971 -11.676 -14.052 0.493 0.000 -16.949
7564 2801971 -7.395 -7.767 -2.863 0.000 -16.190
7565 2801971 -2.237 -4.682 -0.786 0.000 -13.233
7566 2801971 -8.057 -7.715 -2.090 0.000 -18.258
7567 2801971 -4.865 -4.397 -2.875 0.000 -12.322
7568 2801971 -8.099 -8.929 -1.577 0.000 -14.004
7569 2801971 -16.732 -18.064 -0.416 0.000 -19.972
7570 2801971 -7.068 -6.891 -3.962 0.000 -14.426
7571 2801971 -4.644 -11.391 -1.438 0.000 -18.438
7572 2801971 -9.804 -11.230 -0.330 0.000 -18.986
7573 2801971 -4.398 -9.503 -2.441 0.000 -13.765
7574 2801971 -9.304 -8.701 -2.353 0.000 -14.055
7575 2801971 -12.958 -14.200 -1.167 0.000 -19.433
7576 2801971 -3.073 -1.850 -3.616 0.000 -12.265
7577 2801971 -11.358 -13.732 -0.012 0.000 -16.704
7578 2801971 -7.618 -10.242 -0.671 0.000 -14.037
7579 2801971 -6.748 -6.891 -2.250 0.000 -11.188
7580 2801971 -3.987 -10.259 -2.675 0.000 -15.022
7581 2801971 -18.470 -18.837 -2.085 0.000 -20.974
7582 2801971 -8.266 -7.517 -3.134 0.000 -14.731
7583 2801971 -4.572 -6.720 -1.448 0.000 -18.512
7584 2801971 -6.334 -6.852 -1.916 0.000 -13.882
7585 2801971 -5.830 -8.262 -2.586 0.000 -15.652
7586 2801971 -3.113 -6.076 -2.037 0.000 -13.435
7587 2801971 -4.377 -4.181 -2.587 0.000 -10.508
7588 2801971 -5.463 -8.383 -0.318 0.000 -14.551
7589 2801971 -9.225 -7.780 -3.177 0.000 -15.064
7590 2801971 -2.421 -9.400 -1.397 0.000 -17.266
7591 2801971 -5.359 -7.191 -2.076 0.000 -13.788
7592 2801971 -13.580 -16.373 -0.478 0.000 -20.002
7593 2801971 -7.579 -7.785 -2.197 0.000 -12.957
7594 2801971 -13.899 -16.019 -1.036 0.000 -18.427
7595 2801971 -10.102 -13.249 -0.473 0.000 -14.736
7596 2801971 -8.081 -8.376 -1.439 0.000 -18.800
7597 2801971 -7.744 -7.469 -2.016 0.000 -14.878
7598 2801971 -8.265 -8.680 -1.337 0.000 -14.173
7599 2801971 -12.941 -13.467 -1.288 0.000 -19.790
7600 2801971 -6.826 -7.503 -2.562 0.000 -12.066
7601 2801971 -7.018 -10.204 -4.380 0.000 -18.776
7602 2801971 -9.426 -9.041 -3.641 0.000 -12.769
7603 2801971 -10.348 -12.113 -0.652 0.000 -17.017
7604 2801971 -10.777 -8.330 -5.679 0.000 -15.527
7605 2801971 -8.713 -7.268 -4.687 0.000 -12.799
7606 2801971 -6.715 -9.613 -2.191 0.000 -16.635
7607 2801971 -8.093 -6.636 -4.595 0.717 -11.243
7608 2801971 -4.366 -7.510 -4.390 0.000 -15.198
7609 2801971 -8.307 -13.184 1.045 0.000 -19.317
7610 2801971 -7.532 -6.888 -3.048 0.000 -15.507
7611 2801971 -8.691 -7.115 -4.022 0.000 -15.886
7612 2801971 -8.715 -10.273 -3.604 0.000 -15.617
7613 2801971 -7.801 -10.522 -2.375 0.000 -17.529
7614 2801971 -10.484 -9.188 -3.698 0.000 -13.133
7615 2801971 -6.948 -3.077 -5.650 0.000 -10.047
7616 2801971 -2.276 -3.125 -6.713 0.000 -9.167
7617 2801971 -7.812 -6.644 -4.760 0.000 -16.755
7618 2801971 -11.890 -10.183 -3.490 0.000 -17.168
7619 2801971 -9.898 -8.928 -4.856 0.000 -15.086
7620 2801971 -11.723 -10.122 -3.344 0.000 -14.979
7621 2801971 -6.210 -9.360 -4.448 0.000 -11.750
7622 2801971 -12.027 -9.914 -3.978 0.000 -15.308
7623 2801971 -8.427 -7.604 -3.525 0.000 -15.216
7624 2801971 -14.373 -11.497 -4.668 0.000 -15.404
7625 2801971 -10.183 -11.482 -2.633 0.000 -17.128
7626 2801971 -9.509 -7.226 -4.068 0.000 -12.438
7627 2801971 -9.608 -10.201 -3.464 0.000 -15.624
7628 2801971 -2.158 -8.501 -3.374 0.000 -15.619
7629 2801971 -11.160 -11.690 -3.356 0.000 -15.919
7630 2801971 -9.626 -11.257 -0.430 0.210 -20.779
7631 2801971 -7.021 -9.671 -6.298 0.000 -17.210
7632 2801971 -10.068 -9.143 -2.659 0.000 -19.543
7633 2801971 -0.405 -9.918 -1.639 0.243 -17.456
7634 2801971 -13.253 -12.569 -2.432 0.002 -15.684
7635 2801971 -6.686 -5.020 -4.822 0.000 -11.662
7636 2801971 -12.505 -9.895 -4.356 0.000 -17.575
7637 2801971 -8.037 -5.989 -4.443 0.000 -13.999
7638 2801971 -11.376 -7.620 -5.517 0.000 -13.870
7639 2801971 0.218 -5.756 -3.115 0.000 -13.220
7640 2801971 -11.094 -10.600 -4.289 0.000 -14.035
7641 2801971 -16.511 -15.311 -3.055 0.000 -20.052
7642 2801971 -8.002 -6.590 -5.014 0.000 -14.758
7643 2801971 -6.396 -9.628 -2.004 0.000 -15.439
7644 2801971 -4.706 -4.640 -3.239 0.002 -13.135
7645 2801971 -11.872 -10.700 -3.064 0.000 -15.334
7646 2801971 -4.967 -10.007 -3.929 0.000 -17.666
7647 2801971 -5.550 -7.270 -2.161 0.000 -12.121
7648 2801971 -6.070 -7.043 -3.132 0.000 -11.908
7649 2801971 -10.631 -7.323 -5.072 0.000 -15.460
7650 2801971 -15.606 -14.337 -3.010 0.000 -18.924
7651 2733787 -10.367 -10.417 -3.188 0.000 -15.336
7652 2733787 -10.409 -9.057 -4.960 0.000 -10.865
7653 2733787 -13.610 -11.795 -3.577 0.000 -15.447
7654 2733787 -14.450 -16.344 -1.615 0.000 -14.125
7655 2733787 -15.594 -15.643 -3.841 0.000 -16.539
7656 2733787 -16.556 -14.905 -4.797 0.000 -19.476
7657 2733787 -14.812 -15.317 -3.415 0.000 -17.314
7658 2733787 -10.580 -9.966 -4.223 0.000 -15.966
7659 2733787 -13.123 -11.887 -2.990 0.000 -15.053
7660 2733787 -10.486 -9.649 -4.091 0.000 -13.642
7661 2733787 -11.843 -12.227 -3.458 0.000 -12.392
7662 2733787 -11.931 -13.891 -3.134 0.000 -14.704
7663 2733787 -9.923 -11.096 -2.762 0.000 -17.066
7664 2733787 -16.768 -14.554 -4.001 0.000 -12.667
7665 2733787 -10.929 -9.311 -3.359 0.000 -19.465
7666 2733787 -13.444 -11.070 -4.177 0.003 -15.501
7667 2733787 -12.348 -14.433 -2.133 0.000 -15.443
7668 2733787 -18.855 -19.599 -4.382 0.000 -17.892
7669 2733787 -5.969 -8.313 -0.061 0.000 -15.347
7670 2733787 -9.137 -8.754 -4.176 0.000 -13.893
7671 2733787 -14.988 -13.644 -3.110 0.000 -15.363
7672 2733787 -19.759 -20.384 -1.161 0.000 -17.866
7673 2733787 -16.929 -15.500 -3.274 0.094 -20.115
7674 2733787 -16.425 -16.958 -2.611 0.000 -19.618
7675 2733787 -14.511 -13.517 -4.145 0.000 -16.661
7676 2733787 -11.101 -9.023 -3.817 0.000 -15.975
7677 2733787 -7.463 -13.716 -2.825 0.011 -16.525
7678 2733787 -10.983 -12.178 -2.903 0.000 -18.263
7679 2733787 -11.264 -11.769 -1.894 0.006 -18.519
7680 2733787 -12.616 -11.503 -3.535 0.000 -14.538
7681 2733787 -9.298 -8.439 -4.650 0.000 -12.987
7682 2733787 -14.866 -11.700 -4.918 0.000 -16.308
7683 2733787 -9.615 -9.224 -2.170 0.000 -12.867
7684 2733787 -17.627 -18.147 -1.245 0.000 -16.696
7685 2733787 -13.127 -11.832 -3.067 0.000 -17.451
7686 2733787 -15.856 -16.396 -1.882 0.024 -20.992
7687 2733787 -3.510 -8.200 -4.468 0.000 -16.041
7688 2733787 -11.036 -8.565 -4.205 0.000 -16.453
7689 2733787 -10.054 -11.247 -2.072 0.000 -18.974
7690 2733787 -14.790 -15.526 -3.218 0.000 -18.079
7691 2733787 -11.203 -12.990 -2.264 0.000 -15.592
7692 2733787 -12.819 -10.935 -5.255 0.000 -17.287
7693 2733787 -7.157 -14.409 -1.735 0.000 -12.441
7694 2733787 -16.879 -15.563 -3.117 0.000 -15.591
7695 2733787 -11.372 -10.378 -3.533 0.000 -16.856
7696 2733787 -11.535 -10.659 -4.072 0.000 -13.513
7697 2733787 -16.377 -14.534 -3.591 0.000 -18.279
7698 2733787 -12.386 -13.880 -0.280 0.000 -16.546
7699 2733787 -12.721 -12.111 -4.499 0.000 -15.984
7700 2733787 -13.328 -12.120 -3.631 0.000 -14.729
7701 2733787 -5.319 -8.759 -0.517 0.000 -16.448
7702 2733787 -3.529 -6.039 0.738 0.000 -13.853
7703 2733787 -10.336 -13.628 1.525 0.018 -17.934
7704 2733787 -7.982 -12.196 1.008 0.000 -16.901
7705 2733787 -10.588 -12.554 0.226 0.000 -15.900
7706 2733787 -11.802 -15.635 1.421 0.000 -18.413
7707 2733787 -12.551 -17.150 1.356 0.003 -18.609
7708 2733787 -3.544 -7.659 -0.992 0.000 -12.333
7709 2733787 -2.815 -5.126 0.566 0.000 -12.940
7710 2733787 -11.279 -15.340 2.248 0.058 -21.006
7711 2733787 -4.657 -9.537 2.481 0.000 -13.446
7712 2733787 -7.605 -8.975 -1.027 0.000 -18.384
7713 2733787 -9.700 -12.424 -0.568 0.000 -14.144
7714 2733787 -10.979 -14.042 0.629 0.000 -18.170
7715 2733787 -7.569 -10.480 1.178 0.000 -17.033
7716 2733787 -0.167 -10.012 0.903 0.000 -15.284
7717 2733787 -11.293 -14.075 0.290 0.000 -16.498
7718 2733787 -5.567 -9.136 1.816 0.000 -16.178
7719 2733787 -10.740 -18.363 4.494 0.000 -19.630
7720 2733787 -2.179 -7.035 0.938 0.000 -15.061
7721 2733787 -8.805 -11.932 -0.810 0.000 -13.669
7722 2733787 -9.136 -12.462 -0.622 0.000 -14.443
7723 2733787 -5.870 -10.093 1.826 0.000 -16.751
7724 2733787 -4.436 -10.054 3.103 0.112 -15.441
7725 2733787 -6.296 -12.416 1.014 0.000 -18.396
7726 2733787 -7.476 -11.253 -0.011 0.000 -15.450
7727 2733787 -10.977 -15.972 2.915 0.000 -18.129
7728 2733787 -9.173 -10.823 -1.586 0.000 -20.449
7729 2733787 -12.075 -14.111 0.141 0.156 -16.286
7730 2733787 -12.634 -15.683 -0.216 0.000 -17.366
7731 2733787 -6.876 -9.751 1.115 0.000 -13.587
7732 2733787 -7.939 -11.202 1.520 0.000 -20.646
7733 2733787 -10.462 -11.841 -0.361 0.000 -16.093
7734 2733787 -11.545 -13.771 -1.020 0.000 -16.005
7735 2733787 -10.800 -12.837 0.301 0.000 -18.167
7736 2733787 -9.759 -10.656 -1.514 0.000 -15.813
7737 2733787 -8.524 -11.806 0.833 0.000 -18.544
7738 2733787 -9.733 -12.008 0.513 0.005 -14.918
7739 2733787 -7.526 -11.998 0.448 0.000 -15.122
7740 2733787 -7.217 -9.555 0.607 0.000 -12.677
7741 2733787 -9.826 -14.491 1.414 0.000 -18.189
7742 2733787 -9.014 -13.772 -0.426 0.006 -15.734
7743 2733787 -13.387 -16.439 1.296 0.003 -19.078
7744 2733787 0.354 -10.478 1.149 0.000 -14.645
7745 2733787 -11.310 -14.885 0.745 0.439 -16.723
7746 2733787 -8.097 -12.355 2.519 0.000 -19.021
7747 2733787 -9.197 -11.677 -1.129 0.000 -18.605
7748 2733787 -7.836 -11.656 2.066 0.001 -10.913
7749 2733787 -10.150 -14.056 0.746 0.000 -15.724
7750 2733787 -4.426 -7.903 1.081 0.000 -15.653
7751 2733787 -6.476 -8.370 -1.356 0.000 -11.569
7752 2733787 -8.941 -10.149 -0.527 0.000 -17.856
7753 2733787 -10.906 -13.505 -0.711 0.000 -16.646
7754 2733787 -2.243 -8.417 -2.856 0.000 -10.559
7755 2733787 -11.682 -12.780 -2.164 0.000 -17.072
7756 2733787 -10.386 -13.069 -0.948 0.000 -12.465
7757 2733787 -16.030 -18.519 -1.343 0.000 -14.949
7758 2733787 -4.444 -8.432 1.566 0.000 -16.283
7759 2733787 -4.044 -9.290 -2.285 0.000 -17.746
7760 2733787 -14.202 -14.940 -1.002 0.000 -14.929
7761 2733787 -2.581 -12.261 0.740 0.006 -15.007
7762 2733787 -8.752 -12.048 0.014 0.000 -13.399
7763 2733787 -7.507 -7.782 -1.469 0.000 -17.051
7764 2733787 -12.175 -14.577 0.482 0.019 -19.738
7765 2733787 -10.043 -11.992 -1.530 0.000 -17.623
7766 2733787 -15.919 -14.918 -2.855 0.000 -16.102
7767 2733787 -11.806 -12.863 -0.691 0.000 -16.959
7768 2733787 -13.437 -11.450 -3.723 0.000 -16.394
7769 2733787 -16.672 -15.273 -3.132 0.000 -15.642
7770 2733787 -8.263 -9.735 -2.118 0.000 -14.305
7771 2733787 -6.047 -7.230 -2.731 0.000 -15.127
7772 2733787 -9.651 -14.421 -0.233 0.000 -16.708
7773 2733787 -9.444 -12.066 0.849 0.000 -17.049
7774 2733787 -8.898 -11.822 1.170 0.000 -15.080
7775 2733787 -9.949 -15.126 2.580 0.000 -16.046
7776 2733787 -0.957 -6.071 2.706 0.000 -15.291
7777 2733787 -5.730 -11.528 -1.796 0.000 -13.295
7778 2733787 -9.306 -13.016 -0.083 0.000 -19.761
7779 2733787 -5.490 -13.157 0.140 0.000 -17.970
7780 2733787 -15.148 -15.207 -1.852 0.000 -12.577
7781 2733787 -10.962 -11.148 -1.930 0.000 -18.442
7782 2733787 -13.234 -15.010 0.044 0.000 -16.436
7783 2733787 -5.850 -8.393 -0.692 0.000 -15.399
7784 2733787 -8.324 -11.025 -0.645 0.000 -17.934
7785 2733787 -9.094 -10.862 -0.622 0.000 -17.591
7786 2733787 -6.927 -9.828 0.501 0.000 -15.166
7787 2733787 -10.907 -13.022 -1.592 0.387 -17.126
7788 2733787 -5.055 -9.743 1.451 0.000 -16.787
7789 2733787 -7.774 -12.701 -0.085 0.000 -16.925
7790 2733787 -15.394 -16.887 -2.027 0.366 -19.244
7791 2733787 -10.118 -9.233 -4.128 0.000 -13.588
7792 2733787 -4.729 -13.314 -0.519 0.068 -15.944
7793 2733787 -10.560 -10.836 -1.473 0.000 -15.382
7794 2733787 -5.614 -7.582 -2.008 0.000 -13.578
7795 2733787 -11.177 -13.263 -1.742 0.000 -16.266
7796 2733787 -7.065 -12.935 -1.727 0.000 -17.758
7797 2733787 -9.527 -11.836 -0.961 0.000 -13.727
7798 2733787 -6.956 -10.317 0.207 0.000 -16.001
7799 2733787 -16.455 -17.838 -1.034 0.000 -15.078
7800 2733787 -9.129 -7.034 -3.849 0.000 -13.492
7801 2733335 -10.898 -8.796 -5.242 0.000 -13.270
7802 2733335 -12.668 -11.548 -4.749 0.000 -13.449
7803 2733335 -15.903 -11.941 -5.794 0.000 -11.993
7804 2733335 -7.445 -9.572 -2.975 0.000 -14.834
7805 2733335 -11.974 -14.851 -4.660 0.000 -12.263
7806 2733335 -7.914 -7.318 -5.709 0.000 -8.695
7807 2733335 -13.783 -14.765 -1.515 0.109 -13.337
7808 2733335 -11.987 -12.891 -2.331 0.000 -15.567
7809 2733335 -12.460 -9.207 -5.000 0.000 -9.657
7810 2733335 -12.230 -12.327 -3.040 0.000 -14.036
7811 2733335 -8.114 -6.663 -4.692 0.000 -11.164
7812 2733335 -17.469 -15.243 -4.612 0.000 -12.807
7813 2733335 -9.616 -6.614 -6.253 0.000 -11.106
7814 2733335 -11.174 -10.766 -3.643 0.000 -10.653
7815 2733335 -4.167 -9.604 -3.493 0.000 -13.018
7816 2733335 -8.866 -7.942 -4.512 0.000 -12.085
7817 2733335 -7.130 -6.371 -4.663 0.000 -9.565
7818 2733335 -9.058 -8.123 -4.168 0.000 -14.468
7819 2733335 -13.095 -8.203 -6.664 0.000 -10.956
7820 2733335 -5.803 -6.453 -3.270 0.000 -10.769
7821 2733335 -13.470 -11.249 -4.615 0.000 -15.345
7822 2733335 -14.910 -13.902 -4.286 0.000 -11.047
7823 2733335 -11.429 -11.988 -1.270 0.090 -12.532
7824 2733335 -6.682 -8.146 -3.628 0.000 -11.793
7825 2733335 -13.669 -13.529 -4.038 0.000 -14.297
7826 2733335 -11.038 -10.687 -2.167 0.000 -11.641
7827 2733335 -11.487 -11.650 -3.430 0.000 -12.344
7828 2733335 -10.567 -8.996 -4.728 0.000 -10.590
7829 2733335 -17.365 -14.492 -5.263 0.000 -13.119
7830 2733335 -12.027 -7.947 -7.317 0.000 -12.026
7831 2733335 -10.489 -8.075 -4.152 0.000 -9.674
7832 2733335 -13.767 -12.749 -3.717 0.285 -11.798
7833 2733335 -7.802 -5.104 -5.107 0.000 -10.896
7834 2733335 -16.233 -14.144 -3.844 0.000 -12.480
7835 2733335 -11.172 -9.974 -2.939 0.000 -11.591
7836 2733335 -13.767 -10.159 -5.342 0.000 -11.496
7837 2733335 -13.844 -13.079 -3.913 0.000 -10.685
7838 2733335 -2.083 -4.374 -6.639 0.000 -9.438
7839 2733335 -8.421 -5.490 -6.208 0.000 -9.090
7840 2733335 -14.150 -10.979 -6.306 0.000 -14.137
7841 2733335 -16.125 -15.143 -4.852 0.000 -13.064
7842 2733335 -11.539 -10.434 -2.845 0.000 -13.750
7843 2733335 -14.798 -13.084 -3.453 0.000 -14.913
7844 2733335 -11.747 -10.368 -4.640 0.000 -11.923
7845 2733335 -4.760 -4.580 -3.370 0.000 -10.364
7846 2733335 -12.093 -11.848 -3.865 0.000 -14.869
7847 2733335 -11.448 -9.688 -4.927 0.000 -10.195
7848 2733335 -7.945 -8.209 -3.348 0.000 -11.313
7849 2733335 -11.985 -10.715 -5.074 0.000 -13.048
7850 2733335 -12.569 -11.703 -3.257 0.000 -13.357
7851 2733335 -4.599 -9.380 -4.901 0.000 -11.997
7852 2733335 -10.880 -12.163 -1.971 0.000 -12.869
7853 2733335 -8.362 -10.417 -1.096 0.000 -9.909
7854 2733335 -7.959 -6.918 -2.790 0.000 -10.283
7855 2733335 -8.470 -15.176 -2.416 0.038 -14.240
7856 2733335 -4.198 -6.550 -1.442 0.000 -11.391
7857 2733335 -10.401 -7.828 -6.486 0.000 -14.523
7858 2733335 -7.089 -11.465 -0.765 0.000 -12.548
7859 2733335 -9.184 -10.400 -0.534 0.000 -11.882
7860 2733335 -11.286 -10.593 -3.111 0.023 -13.038
7861 2733335 -8.714 -13.625 -2.617 0.000 -11.856
7862 2733335 -10.293 -13.203 -0.720 0.035 -12.588
7863 2733335 -11.714 -13.576 -1.651 0.000 -13.203
7864 2733335 -15.034 -11.315 -5.510 0.000 -11.720
7865 2733335 -8.937 -11.265 -1.264 0.001 -10.691
7866 2733335 -10.427 -13.202 -0.396 0.000 -11.182
7867 2733335 -7.644 -5.859 -3.519 0.000 -11.143
7868 2733335 1.012 -4.474 -2.707 0.000 -10.843
7869 2733335 -3.430 -6.950 -4.065 0.043 -8.513
7870 2733335 -14.359 -15.060 -1.694 0.000 -12.492
7871 2733335 -10.658 -10.260 -3.627 0.000 -12.050
7872 2733335 -5.988 -6.283 -2.116 0.000 -12.912
7873 2733335 -5.746 -3.494 -5.490 0.000 -7.587
7874 2733335 -11.956 -10.887 -2.822 0.000 -12.577
7875 2733335 -12.301 -12.295 -3.538 0.238 -13.749
7876 2733335 -13.344 -12.512 -2.581 0.000 -14.115
7877 2733335 -12.581 -9.352 -5.010 0.000 -8.681
7878 2733335 -3.563 -1.699 -3.626 0.002 -7.651
7879 2733335 -13.716 -11.399 -4.477 0.000 -14.934
7880 2733335 -6.411 -7.779 -2.725 0.000 -10.644
7881 2733335 -4.645 -6.488 -1.760 0.000 -9.555
7882 2733335 -11.455 -14.510 1.217 0.000 -10.110
7883 2733335 -1.814 -8.793 -2.630 0.000 -11.762
7884 2733335 -12.322 -9.136 -4.925 0.000 -12.173
7885 2733335 -6.686 -4.214 -5.608 0.000 -12.558
7886 2733335 -4.728 -9.764 -2.562 0.000 -12.398
7887 2733335 -7.409 -6.055 -3.090 0.000 -11.163
7888 2733335 -7.880 -6.484 -4.537 0.000 -10.240
7889 2733335 -17.396 -16.780 -4.410 0.000 -12.717
7890 2733335 -13.670 -12.698 -3.395 0.000 -12.856
7891 2733335 -12.396 -12.703 -2.859 0.000 -12.228
7892 2733335 -10.266 -11.852 -1.751 0.000 -9.104
7893 2733335 -8.709 -5.716 -4.758 0.000 -8.663
7894 2733335 -9.056 -11.469 -5.144 0.000 -13.990
7895 2733335 -15.708 -16.470 -0.973 0.000 -12.498
7896 2733335 -9.173 -11.371 -0.970 0.000 -11.034
7897 2733335 -3.997 -10.821 -2.858 0.000 -13.012
7898 2733335 -10.635 -9.719 -4.217 0.000 -11.575
7899 2733335 -9.671 -3.936 -7.470 0.000 -9.055
7900 2733335 -7.415 -7.577 -2.242 0.000 -7.418
7901 2733335 -3.764 -4.797 -2.574 0.000 -11.385
7902 2733335 -1.838 -6.689 1.707 0.000 -9.168
7903 2733335 -3.701 -15.942 3.312 0.000 -12.137
